tf,ob_thresh,hold_bars,atr_mult,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
8h,70,15,3.0,597,-0.02628138409024236,-15.68998630187469,0.49246231155778897,0.9372851198511077,1,0.6105066320834882,0.6105066320834882,7,2.547210632667424,0.36388723323820343,35,-0.6055252315865223,-0.017300720902472064,103,1.9062754203418564,0.018507528352833556,152,-42.37894015105431,-0.27880881678325203,111,37.621222255004426,0.3389299302252651,108,-22.792268047313755,-0.21103951895660883,80,7.401532187982692,0.09251915234978365,True,,False
4h,65,15,2.0,2659,-0.02860880436606376,-76.07081080936354,0.4370063933809703,0.9427116891195712,1,1.0493601861427388,1.0493601861427388,78,-20.315598722228838,-0.2604563938747287,188,-13.785531921573657,-0.07332729745517903,456,-1.5443643988028626,-0.0033867640324624177,523,-122.98334536524419,-0.2351497999335453,522,-111.53860226727551,-0.21367548327064273,671,178.05482643203214,0.26535741644118055,220,14.992445247586616,0.06814747839812098,False,,False
8h,65,30,3.0,1431,-0.03559771209991594,-50.94032601497971,0.43256464011180995,0.9310763425858216,1,0.6333695711744585,0.6333695711744585,19,-5.075659654889515,-0.2671399818362903,81,-6.141155674621742,-0.07581673672372521,265,-18.656717293638636,-0.07040270676844768,309,-56.780700797707,-0.1837563132611877,292,7.181344185335711,0.024593644470327778,274,19.096276320214457,0.06969443912487028,190,8.802917329152542,0.04633114383764496,False,,False
1d,65,15,2.0,697,-0.03768406910963329,-26.2657961694144,0.406025824964132,0.934309758527117,0,0.0,,1,-1.0,-1.0,11,-8.701944156777284,-0.7910858324342985,100,66.93530465470852,0.6693530465470852,237,-173.04519850882772,-0.7301485169148849,98,16.054209837372866,0.16381846772829456,161,29.06844405548579,0.1805493419595391,89,44.42338794862345,0.49913919043397137,True,,False
4h,65,10,3.0,2610,-0.038365431360120016,-100.13377584991323,0.49386973180076627,0.8737478959200011,1,0.8692865050814282,0.8692865050814282,71,-15.348753696822723,-0.2161796295327144,181,-5.01098762001557,-0.027685014475224142,453,12.607023340997284,0.027830073600435504,496,-88.29098068896865,-0.17800600945356582,517,-79.40683252930991,-0.15359155228106366,674,71.64603392249614,0.10629975359420793,217,2.8014349166287755,0.012909838325478228,True,,False
8h,75,20,2.0,151,-0.0486324381249716,-7.343498156870712,0.3841059602649007,0.9172584478451994,0,0.0,,0,0.0,,6,2.9288280456720424,0.48813800761200704,23,1.4042763973044297,0.061055495534975204,47,-14.145352442983803,-0.30096494559540005,25,20.713838409988718,0.8285535363995487,34,-18.288656311786998,-0.5379016562290293,16,0.04356774493489979,0.0027229840584312368,True,,False
1d,65,10,2.0,715,-0.05197135439751562,-37.15951839422367,0.4405594405594406,0.8965716459174595,0,0.0,,1,-1.0,-1.0,11,-6.180587340973788,-0.5618715764521626,101,49.627867391372,0.4913650236769505,246,-158.86658113790338,-0.6457991103166804,99,14.888264116002706,0.15038650622224956,166,36.05415463620762,0.21719370262775675,91,28.317363941071182,0.31117982352825474,True,,False
4h,65,20,2.0,2602,-0.05491640290398377,-142.89248035616578,0.39123750960799386,0.9013714120178047,1,1.3475199205289496,1.3475199205289496,74,-22.507623638379286,-0.3041570761943147,186,-30.38026523230456,-0.16333475931346536,445,8.546899802754627,0.019206516410684556,511,-140.9258493004269,-0.2757844409010311,515,-116.81244951619108,-0.22682029032270112,656,142.87174954730105,0.21779230113917844,214,14.967538060551437,0.06994176663809083,True,,False
8h,65,20,2.0,1642,-0.05635761409726601,-92.53920234771078,0.38915956151035325,0.9030183503330912,1,0.3346195121395902,0.3346195121395902,24,-4.942867061069444,-0.20595279421122684,96,-19.844718363014184,-0.20671581628139776,303,38.09635956843504,0.12573055963179883,365,-110.53103797109662,-0.30282476156464827,328,-28.83752178624076,-0.0879192737385389,300,-24.651878369730362,-0.0821729278991012,225,57.83784212286595,0.2570570761016264,True,,False
4h,65,10,2.0,2746,-0.05638858357842507,-154.84305050635524,0.46067006554989076,0.8699204614183875,1,1.3039297576221434,1.3039297576221434,79,-23.708497004536646,-0.30010755701945124,194,-8.891648478020219,-0.04583323957742381,471,7.6901396714912735,0.01632726044902606,542,-131.722191068379,-0.24302987281988747,540,-111.26576035976365,-0.20604770436993267,694,101.70415256481942,0.1465477702663104,225,10.046824410411427,0.0446525529351619,True,,False
1d,65,10,3.0,652,-0.059849681062648874,-39.02199205284707,0.4938650306748466,0.8416803943386161,0,0.0,,1,-1.0,-1.0,10,-4.018067553678666,-0.4018067553678666,93,30.891897803538534,0.3321709441240703,217,-117.68107937530604,-0.5423091215451892,92,6.166427504624167,0.0670263859198279,152,23.57696136412833,0.15511158792189692,87,23.04186820384661,0.2648490598143289,True,,False
8h,75,10,3.0,148,-0.06282850455568367,-9.298618674241183,0.4864864864864865,0.8348995638354963,0,0.0,,0,0.0,,6,2.0721698934725445,0.34536164891209076,22,0.47839361812549064,0.021745164460249575,46,-7.029300871513438,-0.1528108885111617,25,7.84846874342877,0.3139387497371508,33,-10.408246195072541,-0.31540139985068305,16,-2.260103862682008,-0.1412564914176255,True,,False
8h,65,20,3.0,1470,-0.06427188611322787,-94.47967258644496,0.45918367346938777,0.8600891484269914,1,0.223079674759727,0.223079674759727,19,-2.6055215305690664,-0.13713271213521402,82,-13.462445947789119,-0.16417617009498925,283,29.23865830453878,0.10331681379695683,314,-79.67176998850378,-0.2537317515557445,293,-30.526119236634575,-0.10418470729226817,275,-26.964780331676735,-0.09805374666064268,203,29.289226469429803,0.1442819037902946,True,,False
8h,75,10,2.0,152,-0.06457892761206864,-9.815996997034434,0.4342105263157895,0.8729773102669066,0,0.0,,0,0.0,,6,3.108254840208818,0.5180424733681364,23,1.4222180417490877,0.06183556703256903,48,-8.070253751430002,-0.16813028648812503,25,11.637718841119085,0.4655087536447634,34,-15.6341478130547,-0.45982787685455,16,-2.2797871556267246,-0.1424866972266703,True,,False
1d,65,15,3.0,625,-0.06619244373634331,-41.37027733521457,0.4816,0.8561676071343756,0,0.0,,1,-1.0,-1.0,10,-7.215172784226281,-0.7215172784226281,90,42.328352090739905,0.4703150232304434,202,-128.20635951881965,-0.6346849481129686,91,3.71675960585394,0.0408435121522411,147,16.917114075195453,0.115082408674799,84,32.08902919604206,0.38201225233383407,True,,False
1d,65,30,2.0,670,-0.06857012047756354,-45.941980719967574,0.3373134328358209,0.8955392032589745,0,0.0,,1,-1.0,-1.0,11,-7.267017726434345,-0.660637975130395,99,90.03521116325862,0.9094465774066528,236,-186.56382984954752,-0.79052470275232,95,-14.080116652095167,-0.1482117542325807,160,42.279945461615725,0.2642496591350983,68,30.653826883235133,0.45079157181228136,True,,False
8h,70,10,3.0,614,-0.06864489207075636,-42.147963731444406,0.4837133550488599,0.8096703909403521,1,0.7609339362435651,0.7609339362435651,7,0.49939631833964976,0.07134233119137853,38,2.7276697135585275,0.07178078193575073,107,3.8150484765471813,0.03565465865931945,156,-41.756151387478255,-0.2676676370992196,111,14.51242017274631,0.13074252407879558,111,-28.961926881706866,-0.26091826019555736,83,6.254645920305481,0.07535717976271664,True,,False
1d,65,20,2.0,691,-0.07218683758870689,-49.88110477379646,0.3748191027496382,0.8815715490698955,0,0.0,,1,-1.0,-1.0,11,-8.852767570739863,-0.804797051885442,99,78.0267445203369,0.7881489345488576,237,-174.97873320816717,-0.7383068911737012,96,-7.637483926701998,-0.07955712423647915,160,21.58220181760217,0.13488876136001354,87,42.9789335938735,0.4940107309640632,True,,False
8h,65,15,3.0,1489,-0.07346050785962119,-109.38269620297595,0.46071188717259903,0.8272851955607221,1,0.5259303076910691,0.5259303076910691,19,-3.2066736990752256,-0.16877229995132767,85,-5.427789387609769,-0.06385634573658552,288,21.773266758236154,0.07560162068831998,317,-76.22868433265688,-0.24046903574970627,299,-30.098789137752604,-0.1006648466145572,277,-20.23026556080812,-0.07303344967800765,203,3.5103088489994314,0.01729216181773119,True,,False
8h,65,15,2.0,1659,-0.07683753166082656,-127.47346502531127,0.4002411091018686,0.8600738697865434,1,0.7888954615366028,0.7888954615366028,24,-4.252615003744532,-0.17719229182268884,97,-8.949336496158915,-0.09226120099132902,307,34.49854070949358,0.11237309677359474,373,-94.57297113435752,-0.25354683950229895,331,-41.558585248457,-0.12555463821286103,301,-25.041047823866762,-0.08319284991317862,225,11.613654510243279,0.05161624226774791,True,,False
8h,75,15,3.0,145,-0.07684941751069707,-11.143165539051076,0.43448275862068964,0.840407873062368,0,0.0,,0,0.0,,6,2.859374085151538,0.47656234752525634,22,-1.22468970809095,-0.05566771400413409,44,-14.43336678636413,-0.32803106332645754,25,13.333057173214224,0.533322286928569,32,-9.825611672723118,-0.30705036477259745,16,-1.8519286302386364,-0.11574553938991478,False,,False
8h,70,10,2.0,649,-0.08203089588055354,-53.238051426479245,0.4391371340523883,0.8324610261611517,1,1.1414009043653477,1.1414009043653477,7,0.1280178090958718,0.018288258442267398,41,1.2954853057607982,0.031597202579531664,113,5.1639737884024095,0.045698883083207166,168,-51.29628386675141,-0.30533502301637744,115,18.969774599483202,0.16495456173463655,116,-39.06660471751624,-0.3367810751510021,88,10.42618475068077,0.11847937216682693,True,,False
1d,70,10,3.0,296,-0.08216344287219703,-24.32037909017032,0.47297297297297297,0.7923897020033778,0,0.0,,0,0.0,,4,-2.539621696635873,-0.6349054241589682,35,16.724596814533864,0.4778456232723961,131,-80.68991920628392,-0.6159535817273581,20,1.3364171891309127,0.06682085945654563,73,30.32652706537643,0.4154318776078963,33,10.521620743708272,0.318836992233584,True,,False
8h,65,10,3.0,1568,-0.08371367388736933,-131.26304065539512,0.47385204081632654,0.7668665329801104,1,0.6156356459211499,0.6156356459211499,22,-0.6502927683133497,-0.02955876219606135,98,3.929216160766354,0.04009404245679953,301,-0.9285995234446895,-0.0030850482506468093,337,-67.75488033899303,-0.201053057385736,313,-38.26322970560141,-0.12224674027348693,288,-31.34060244070441,-0.10882153625244587,208,3.1297123149742703,0.015046693821991685,False,,False
1d,70,15,2.0,317,-0.08520896602153909,-27.01124222882789,0.3627760252365931,0.8626331443774056,0,0.0,,0,0.0,,4,-4.0,-1.0,34,31.317793196100748,0.9211115645911985,144,-125.99899049527119,-0.8749929895504943,21,8.91996315540986,0.4247601502576124,79,45.502335471179016,0.5759789300149243,35,17.247656443753677,0.4927901841072479,True,,False
1d,65,20,3.0,615,-0.09357860809374056,-57.550843977650445,0.46178861788617886,0.8147668678263137,0,0.0,,1,-1.0,-1.0,10,-8.235178380493242,-0.8235178380493242,90,51.908656581482624,0.5767628509053625,200,-135.60394258252109,-0.6780197129126054,89,-10.483939599732437,-0.11779707415429705,143,14.916714858101813,0.10431269131539729,82,30.9468451455119,0.3774005505550232,True,,False
8h,65,10,2.0,1705,-0.09519274749411921,-162.30363447747325,0.43167155425219944,0.8040831589209426,1,0.923453468881724,0.923453468881724,24,-3.276858268401895,-0.1365357611834123,105,0.9787811627555377,0.00932172535957655,318,5.333601462587359,0.016772331643356477,381,-96.99390448163966,-0.2545771771171645,341,-44.8611946205224,-0.1315577554854029,306,-33.70014471573593,-0.11013119188148997,229,9.292631514602004,0.040579176919659406,True,,False
1d,70,15,3.0,288,-0.09520023312445763,-27.4176671398438,0.4305555555555556,0.8083926707184523,0,0.0,,0,0.0,,4,-4.0,-1.0,34,21.470507048377943,0.6314855014228806,124,-98.0444188621222,-0.790680797275179,20,4.190255967140816,0.20951279835704079,73,36.601923004515555,0.5013962055413089,33,12.36406570224408,0.37466865764376,True,,False
4h,70,30,3.0,751,-0.09748450994262768,-73.21086696691339,0.38881491344873503,0.8233491307101501,0,0.0,,24,-13.20200945660725,-0.5500837273586354,62,-7.066609328853694,-0.11397756982022088,135,10.842260341685387,0.08031303956803991,172,-56.79337875565717,-0.3301940625328905,139,-54.89559785890962,-0.3949323586971915,154,40.39582126857361,0.2623105277180105,65,7.508646822855348,0.11551764342854381,True,,False
4h,70,10,3.0,791,-0.09981931801459701,-78.95708054954623,0.46017699115044247,0.7108232206740055,0,0.0,,27,-4.890588234129624,-0.18113289756035644,67,-4.773950151067384,-0.07125298732936393,147,0.38229571955365227,0.002600651153426206,179,-34.56829912412109,-0.19311898952022954,143,-43.103912596038,-0.30142596221005596,160,3.858051970543765,0.02411282481589853,68,4.139321865712448,0.06087238037812424,True,,False
4h,70,15,3.0,767,-0.10127007850576242,-77.67415021391977,0.43546284224250326,0.759225052277216,0,0.0,,27,-6.196799373404735,-0.22951108790387909,66,0.750806208725729,0.01137585164735953,138,-12.525583324687245,-0.09076509655570468,173,-34.530972821120216,-0.1996009989660128,140,-49.45692224881098,-0.3532637303486499,157,14.617894542167969,0.09310760854884056,66,9.667426803209702,0.1464761636849955,False,,False
1d,70,20,3.0,288,-0.10308766793718349,-29.689248365908846,0.4548611111111111,0.8030347746382437,0,0.0,,0,0.0,,4,-4.0,-1.0,34,26.901733294732864,0.7912274498450842,124,-104.54313896945473,-0.8430898303988285,20,1.2058552318912739,0.06029276159456369,73,35.73679365066666,0.48954511850228305,33,15.009508426255067,0.454833588674396,True,,False
1d,70,20,2.0,317,-0.10905759390871103,-34.5712572690614,0.3501577287066246,0.8283829201226927,0,0.0,,0,0.0,,4,-4.0,-1.0,34,38.423448866566375,1.1301014372519522,144,-132.39531197666207,-0.9194118887268199,21,4.867779715814931,0.2317990340864253,79,38.500022066758106,0.48734205147795073,35,20.032804058461245,0.5723658302417499,True,,False
8h,75,20,3.0,145,-0.11150361858336774,-16.168024694588322,0.4413793103448276,0.7781625140110837,0,0.0,,0,0.0,,6,1.6192186971146927,0.2698697828524488,22,-1.4522473317495597,-0.06601124235225271,44,-19.261456259462765,-0.43776036953324465,25,13.789722974630106,0.5515889189852042,32,-10.447123826709294,-0.32647261958466545,16,-0.4161389484114968,-0.02600868427571855,False,,False
1d,65,30,3.0,586,-0.11439941991019101,-67.03806006737193,0.40784982935153585,0.7970152742397025,0,0.0,,1,-1.0,-1.0,10,-7.178011817622896,-0.7178011817622896,88,57.1741006031167,0.6497056886717807,195,-153.014360053972,-0.7846890259178052,88,-17.20632327367072,-0.19552640083716727,143,23.20170935145457,0.16224971574443756,61,30.98482512332243,0.5079479528413513,True,,False
4h,70,30,2.0,803,-0.12451748375993482,-99.98753945922766,0.3013698630136986,0.815111645598103,0,0.0,,34,-22.992854313898906,-0.6762604209970267,64,-12.647041239995033,-0.1976100193749224,143,20.86641471844692,0.14591898404508336,183,-75.81656910613935,-0.4142981918368271,150,-67.1867284079245,-0.4479115227194967,159,48.2414910649381,0.30340560418200063,70,9.547747825345123,0.13639639750493032,True,,False
4h,70,20,3.0,759,-0.13115831123924457,-99.54915823058663,0.4018445322793149,0.7285493323109087,0,0.0,,27,-7.3658392107494794,-0.2728088596573881,65,-9.512865858075756,-0.1463517824319347,135,-7.183766680870868,-0.05321308652496939,172,-40.21840582879901,-0.2338279408651105,139,-56.48866441798715,-0.4063932691941522,155,16.32876448436322,0.10534686764105303,66,4.8916192815323996,0.07411544365958181,False,,False
1d,70,10,2.0,320,-0.13292568259177295,-42.536218429367345,0.39375,0.7643349832603167,0,0.0,,0,0.0,,4,-2.964449183316172,-0.741112295829043,35,24.27678655299485,0.69362247294271,146,-118.28238736850773,-0.8101533381404639,21,5.813278784727438,0.2768227992727351,79,37.89597085576734,0.47969583361730805,35,10.724581928966924,0.3064166265419121,True,,False
4h,70,10,2.0,824,-0.1391123053013277,-114.62853956829403,0.4174757281553398,0.7107656110375704,0,0.0,,36,-14.9879316617301,-0.4163314350480583,67,-15.249172877212033,-0.22759959518226913,148,4.214924873519954,0.028479222118378066,189,-37.35358604625725,-0.19763802140876852,152,-58.78708923392258,-0.38675716601264853,162,4.3351874695216495,0.0267604164785287,70,3.1991279077863286,0.04570182725409041,True,,False
4h,70,15,2.0,810,-0.15370381883393172,-124.5000932554847,0.36666666666666664,0.7316597781957288,0,0.0,,36,-12.09962405867392,-0.33610066829649776,67,-10.38589235847766,-0.15501331878324867,143,-13.380559589129177,-0.09357034677712711,184,-45.392433044688204,-0.2466980056776533,150,-65.65208147969508,-0.43768054319796723,160,15.81140838090829,0.09882130238067681,70,6.5990888942710475,0.09427269848958639,False,,False
4h,80,10,3.0,27,-0.15382314439483905,-4.153224898660654,0.37037037037037035,0.5227450146312933,0,0.0,,5,-0.33453434025757267,-0.06690686805151454,2,-0.14292593195307632,-0.07146296597653816,4,-0.9004925915144073,-0.22512314787860183,7,-1.0128398805461216,-0.1446914115065888,4,-1.5865822550621362,-0.39664556376553406,4,-0.6099195999158324,-0.1524798999789581,1,0.43406970058849187,0.43406970058849187,False,,False
1d,75,15,2.0,120,-0.15547617365938785,-18.65714083912654,0.325,0.7637112886159193,0,0.0,,0,0.0,,0,0.0,,8,9.427046071982506,1.1783807589978132,77,-69.50410193041104,-0.9026506744209226,2,3.61699448488871,1.808497242444355,23,33.42017953799853,1.4530512842608057,10,4.3827409964147535,0.43827409964147535,True,,False
1d,70,30,2.0,306,-0.15580904471289259,-47.67756768214513,0.3006535947712418,0.7762125739667525,0,0.0,,0,0.0,,4,-4.0,-1.0,34,42.9103718017686,1.262069758875547,144,-136.96760485271767,-0.9511639225883172,21,-3.880678333020385,-0.18479420633430405,79,48.54712386437692,0.6145205552452775,24,5.713219837447415,0.23805082656030896,True,,False
4h,75,10,3.0,183,-0.1619412358616134,-29.63524616267525,0.4371584699453552,0.5685772663741286,0,0.0,,13,-5.55384272363052,-0.4272186710485016,12,2.134692052292917,0.17789100435774308,27,-0.9010138338379082,-0.033370882734737345,56,-14.925618148823423,-0.266528895514704,35,-13.10044582753643,-0.37429845221532654,23,-1.6797411066533694,-0.07303222202840737,17,4.39072342551348,0.25827784855961644,False,,False
8h,80,10,2.0,18,-0.16613469697349417,-2.9904245455228953,0.3888888888888889,0.7104304883141109,0,0.0,,0,0.0,,1,0.2706164152765964,0.2706164152765964,4,-1.6710954134389235,-0.4177738533597309,5,-1.1036229103182436,-0.2207245820636487,0,0.0,,5,0.26506689727778965,0.05301337945555793,3,-0.7513895343201145,-0.2504631781067048,False,,False
4h,70,20,2.0,807,-0.17224263179732874,-138.9998038604443,0.3308550185873606,0.7218335826637162,0,0.0,,35,-17.943777869509365,-0.5126793677002676,67,-16.488270618703847,-0.24609359132393802,143,-3.3466278589439344,-0.023402992020586953,183,-55.304188521386834,-0.3022086804447368,150,-69.27698078414717,-0.4618465385609811,159,20.51756373237608,0.12904128133569862,70,2.8424780598707593,0.04060682942672513,False,,False
1d,70,30,3.0,277,-0.1746747823095558,-48.38491469974696,0.37906137184115524,0.7097956870644841,0,0.0,,0,0.0,,4,-4.0,-1.0,34,31.03661762228263,0.9128416947730186,124,-113.7019305552404,-0.9169510528648419,20,-5.92045222201359,-0.2960226111006795,73,37.44776156704964,0.5129830351650635,22,6.753088888174764,0.3069585858261256,True,,False
8h,80,10,3.0,18,-0.17497297077360596,-3.149513473924907,0.4444444444444444,0.6270369380307201,0,0.0,,0,0.0,,1,0.18041094351773082,0.18041094351773082,4,-1.7807302756259493,-0.44518256890648733,5,-0.9622281769116414,-0.19244563538232828,0,0.0,,5,0.5806270579750294,0.11612541159500589,3,-1.1675930228800764,-0.3891976742933588,False,,False
4h,80,15,3.0,27,-0.18829422788662425,-5.083944152938855,0.3333333333333333,0.5641600231271761,0,0.0,,5,-2.1259338046139455,-0.4251867609227891,2,0.1745388407801715,0.08726942039008576,4,-0.07827868130945204,-0.01956967032736301,7,-3.043068936455511,-0.4347241337793587,4,-0.8042809746397478,-0.20107024365993695,4,-0.4934167681278008,-0.1233541920319502,1,1.2864961714274301,1.2864961714274301,False,,False
4h,75,15,3.0,179,-0.19777271421219572,-35.401315843983035,0.40782122905027934,0.5800320855758946,0,0.0,,13,-6.543240615068464,-0.5033262011591126,12,0.7040268333029904,0.0586689027752492,26,-3.7855513379540007,-0.1455981283828462,54,-18.87203606958312,-0.34948214943672445,34,-14.617975540691047,-0.42994045707914846,23,-0.36311335072425144,-0.01578753698801093,17,8.076574236734858,0.475092602160874,False,,False
1d,75,10,3.0,111,-0.19961551049523826,-22.157321664971448,0.3783783783783784,0.5890173620709684,0,0.0,,0,0.0,,0,0.0,,8,5.791691008967192,0.723961376120899,70,-46.43506658277003,-0.6633580940395718,2,1.2746899284197872,0.6373449642098936,23,16.9258693904546,0.735907364802374,8,0.28549458995699706,0.03568682374462463,True,,False
1d,80,10,3.0,40,-0.20136952159325347,-8.054780863730139,0.35,0.5730419239063135,0,0.0,,0,0.0,,0,0.0,,3,4.5646083545810034,1.5215361181936677,29,-17.17095612864082,-0.5921019354703732,1,0.20441333723756505,0.20441333723756505,4,3.3401394638625153,0.8350348659656288,3,1.0070141092295952,0.3356713697431984,True,,False
8h,80,30,2.0,18,-0.2016880642426414,-3.6303851563675456,0.2777777777777778,0.6998270203846614,0,0.0,,0,0.0,,1,-1.0,-1.0,4,-1.4019791837425015,-0.3504947959356254,5,-0.9177487297688876,-0.18354974595377752,0,0.0,,5,0.9956702762105737,0.19913405524211475,3,-1.3063275190667307,-0.4354425063555769,False,,False
1d,75,20,2.0,120,-0.2086275687038529,-25.03530824446235,0.3,0.6955117476635492,0,0.0,,0,0.0,,0,0.0,,8,11.490448037323727,1.4363060046654659,77,-72.21074457156698,-0.9378018775528179,2,2.7382667624537147,1.3691333812268573,23,27.17567910494678,1.1815512654324687,10,5.771042422380411,0.5771042422380411,True,,False
