symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,atr_pct_at_entry,month,year
MTL/USDT,2023-09-14 00:00:00+00:00,2023-09-16 00:00:00+00:00,1.532,1.374387692293368,1.374387692293368,0.1576123077066321,initial_stop,3,-0.9999999999999997,-1.2689364359302777,0.8565320942529376,0.44841269841269843,2023-09,2023
ZRX/USDT,2023-10-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,0.2157,0.19921511456308766,0.19921511456308766,0.016484885436912337,initial_stop,2,-1.0000000000000004,-1.4922760667123967,0.15165407182036558,0.47619047619047616,2023-10,2023
SOL/USDT,2023-10-20 00:00:00+00:00,2023-11-02 00:00:00+00:00,27.03,38.89616026278571,24.497640416848252,2.5323595831517474,chandelier_stop,14,4.685811739270147,-0.1500576784309038,7.8464370274264175,0.5158730158730159,2023-11,2023
JST/USDT,2023-10-25 00:00:00+00:00,2023-11-04 00:00:00+00:00,0.02713,0.03268738803507425,0.02478075160249924,0.0023492483975007597,chandelier_stop,11,2.365602565052914,-0.41715469553690937,5.478347889346954,0.7380952380952381,2023-11,2023
NEAR/USDT,2023-11-05 00:00:00+00:00,2023-11-07 00:00:00+00:00,1.636,1.4766831343729745,1.4766831343729745,0.15931686562702532,initial_stop,3,-1.0000000000000004,-1.4436638525041663,0.276179171783406,0.5515873015873016,2023-11,2023
QTUM/USDT,2023-10-28 00:00:00+00:00,2023-11-09 00:00:00+00:00,3.092,2.8317797549973527,2.8317797549973527,0.26022024500264757,initial_stop,13,-0.9999999999999993,-1.1374979682960051,1.8138481116071414,0.6150793650793651,2023-11,2023
MTL/USDT,2023-11-05 00:00:00+00:00,2023-11-09 00:00:00+00:00,1.716,1.5094027492111195,1.5094027492111195,0.20659725078888055,initial_stop,5,-0.9999999999999996,-1.7473611029263012,0.6389242814024154,0.75,2023-11,2023
IOST/USDT,2023-11-01 00:00:00+00:00,2023-11-13 00:00:00+00:00,0.00841,0.009888258931539391,0.007623346788775371,0.0007866532112246295,chandelier_stop,13,1.87917485169621,-0.3559382914920136,4.23312325238715,0.4444444444444444,2023-11,2023
NEAR/USDT,2023-11-12 00:00:00+00:00,2023-11-14 00:00:00+00:00,1.701,1.4663406097269653,1.4663406097269653,0.2346593902730348,initial_stop,3,-0.9999999999999997,-1.069635439297581,0.1917673098342273,0.7936507936507936,2023-11,2023
AVAX/USDT,2023-11-06 00:00:00+00:00,2023-11-14 00:00:00+00:00,13.08,16.07354948111415,11.750259909745484,1.3297400902545167,chandelier_stop,9,2.2512290206585965,-0.8873914599161583,5.016017828509134,0.49603174603174605,2023-11,2023
TRX/USDT,2023-10-23 00:00:00+00:00,2023-11-14 00:00:00+00:00,0.09219,0.10417345490289667,0.08852881555208474,0.0036611844479152523,chandelier_stop,23,3.2731087639466745,-0.10106019111128922,5.719460545595738,0.43253968253968256,2023-11,2023
ZEC/USDT,2023-11-12 00:00:00+00:00,2023-11-18 00:00:00+00:00,31.18,27.996225349364078,27.996225349364078,3.1837746506359212,initial_stop,7,-1.0000000000000002,-1.1024649622418838,0.18531462328282386,0.5317460317460317,2023-11,2023
CELR/USDT,2023-11-12 00:00:00+00:00,2023-11-18 00:00:00+00:00,0.01628,0.014021272537246407,0.014021272537246407,0.0022587274627535923,initial_stop,7,-1.0000000000000002,-1.097963362510613,0.24349993926646746,0.503968253968254,2023-11,2023
ICX/USDT,2023-11-11 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.2635,0.23395777330402787,0.23395777330402787,0.02954222669597215,initial_stop,11,-0.9999999999999999,-1.0324204845452098,2.5455088668131074,0.6666666666666666,2023-11,2023
SC/USDT,2023-10-31 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.003663,0.004660718088807259,0.003402477245090661,0.00026052275490933915,chandelier_stop,22,3.829677331465578,-0.9557706392543371,8.314053030622063,0.4523809523809524,2023-11,2023
VET/USDT,2023-11-04 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.0203,0.01929,0.018686025813988105,0.0016139741860118951,midline_exit,18,-0.6257844820279878,-0.6567639118313545,1.7038686391851219,0.47619047619047616,2023-11,2023
