variant,time,event,trade_id,symbol,side,equity,cash,reserved_margin,open_positions,open_risk_amount,portfolio_heat_pct,peak_equity,drawdown_pct,pnl_usdt,net_r
T5_4H_ALL_max5,2026-01-27 20:00:00+00:00,entry,522,ASTER/USDT,LONG,9867.227145324801,9261.405720368384,605.8214249564166,5,123.83454225161034,1.2550085290200752,10147.612695680586,-2.7630690957995734,0.0,
T5_4H_ALL_max5,2026-01-29 00:00:00+00:00,exit,521,ZEC/USDT,LONG,9842.001225133952,9359.387347144015,482.6138779899377,4,99.10324794685664,1.0069420403420832,10147.612695680586,-3.011658798100557,-25.22592019084879,-1.0200000000000002
T5_4H_ALL_max5,2026-01-29 00:00:00+00:00,entry,528,DASH/USDT,SHORT,9842.001225133952,9280.226881162838,561.7743439711138,5,123.70825100969151,1.256942040342083,10147.612695680586,-3.011658798100557,0.0,
T5_4H_ALL_max5,2026-01-29 12:00:00+00:00,exit,522,ASTER/USDT,LONG,9816.839795913374,9393.944040411156,422.8957555022185,4,99.04018314637952,1.0088805074277436,10147.612695680586,-3.2596129719062623,-25.161429220578224,-1.0199999999999991
T5_4H_ALL_max5,2026-01-29 12:00:00+00:00,entry,526,AAVE/USDT,SHORT,9816.839795913374,9234.870077680123,581.9697182332515,5,123.58228263616294,1.2588805074277434,10147.612695680586,-3.2596129719062623,0.0,
T5_4H_ALL_max5,2026-02-03 16:00:00+00:00,exit,523,SAGA/USDT,SHORT,9909.33356073955,9409.979648307644,499.3539124319055,4,98.83429533234926,0.9973858961002934,10147.612695680586,-2.3481299699431943,92.49376482617413,3.7374257425742567
T5_4H_ALL_max5,2026-02-03 20:00:00+00:00,exit,524,SAPIEN/USDT,SHORT,9994.690823087953,9601.964936605646,392.7258864823069,3,73.83171275674236,0.7387093214148206,10147.612695680586,-1.5069738782770599,85.35726234840214,3.413937823834193
T5_4H_ALL_max5,2026-02-03 20:00:00+00:00,exit,525,LTC/USDT,SHORT,10073.300696771948,9835.06626805974,238.23442871220914,2,49.14710255261832,0.4878947232099188,10147.612695680586,-0.732310161386714,78.60987368399728,3.1845701849836776
T5_4H_ALL_max5,2026-02-03 20:00:00+00:00,exit,526,AAVE/USDT,SHORT,10126.813580776172,10047.653114794995,79.16046598117613,1,24.605003062834882,0.24296885556916734,10147.612695680586,-0.20496559662024783,53.512884004223444,2.180452574014712
T5_4H_ALL_max5,2026-02-05 04:00:00+00:00,entry,529,INJ/USDT,SHORT,10126.813580776172,9937.941386230552,188.8721945456202,2,49.92203701477531,0.49296885556916736,10147.612695680586,-0.20496559662024783,0.0,
T5_4H_ALL_max5,2026-02-05 04:00:00+00:00,entry,534,AVAX/USDT,SHORT,10126.813580776172,9807.431094927913,319.38248584825857,3,75.23907096671574,0.7429688555691674,10147.612695680586,-0.20496559662024783,0.0,
T5_4H_ALL_max5,2026-02-05 04:00:00+00:00,entry,540,ENA/USDT,SHORT,10126.813580776172,9701.943453461496,424.8701273146771,4,100.55610491865617,0.9929688555691674,10147.612695680586,-0.20496559662024783,0.0,
T5_4H_ALL_max5,2026-02-06 16:00:00+00:00,exit,528,DASH/USDT,SHORT,10194.148844365634,9848.439183032133,345.709661333501,3,75.95110185582129,0.7450460358718414,10194.148844365634,0.0,67.33526358946135,2.736649266716379
T5_4H_ALL_max5,2026-02-07 00:00:00+00:00,entry,530,KITE/USDT,LONG,10194.148844365634,9765.47730715209,428.6715372135442,4,101.43647396673538,0.9950460358718414,10194.148844365634,0.0,0.0,
T5_4H_ALL_max5,2026-02-08 08:00:00+00:00,entry,569,ASTER/USDT,LONG,10194.148844365634,9660.281348654833,533.8674957108008,5,126.92184607764946,1.2450460358718414,10194.148844365634,0.0,0.0,
T5_4H_ALL_max5,2026-02-19 00:00:00+00:00,exit,529,INJ/USDT,SHORT,10168.325469734655,9744.169702588299,424.15576714635677,4,101.60481212570903,0.999228559590554,10194.148844365634,-0.25331565219643104,-25.823374630979224,-1.0199999999999994
T5_4H_ALL_max5,2026-02-19 00:00:00+00:00,entry,537,OSMO/USDT,SHORT,10168.325469734657,9535.996052146204,632.3294175884523,5,127.02562580004567,1.249228559590554,10194.148844365634,-0.25331565219641317,0.0,
T5_4H_ALL_max5,2026-02-21 12:00:00+00:00,exit,530,KITE/USDT,LONG,10284.73509148844,9735.36754978003,549.367541708409,4,101.54025368913159,0.9872909004060343,10284.73509148844,0.0,116.40962175378365,4.567703435804704
T5_4H_ALL_max5,2026-02-22 08:00:00+00:00,entry,531,ZEC/USDT,SHORT,10284.73509148844,9563.887488111,720.847603377439,5,127.25209141785268,1.2372909004060342,10284.73509148844,0.0,0.0,
T5_4H_ALL_max5,2026-02-25 20:00:00+00:00,exit,531,ZEC/USDT,SHORT,10258.509017005144,9709.141475296736,549.367541708409,4,101.54025368913159,0.989814928473642,10284.73509148844,-0.25499999999999223,-26.226074483295456,-1.0199999999999976
T5_4H_ALL_max5,2026-03-02 12:00:00+00:00,entry,533,BNB/USDT,LONG,10258.509017005146,9489.336758889263,769.1722581158822,5,127.18652623164445,1.2398149284736417,10284.73509148844,-0.2549999999999746,0.0,
T5_4H_ALL_max5,2026-03-03 08:00:00+00:00,exit,533,BNB/USDT,LONG,10232.349819011783,9682.982277303374,549.367541708409,4,101.54025368913159,0.9923454092672734,10284.73509148844,-0.5093497499999803,-26.15919799336317,-1.020000000000002
T5_4H_ALL_max5,2026-03-03 08:00:00+00:00,entry,552,LAYER/USDT,SHORT,10232.349819011783,9589.401609654815,642.9482093569673,5,127.12112823666104,1.2423454092672734,10284.73509148844,-0.5093497499999803,0.0,
T5_4H_ALL_max5,2026-03-13 12:00:00+00:00,exit,534,AVAX/USDT,SHORT,10206.526444380803,9694.088526326474,512.437918054329,4,101.8040942847206,0.9974411455208524,10284.73509148844,-0.7604342397925365,-25.823374630979274,-1.0200000000000014
T5_4H_ALL_max5,2026-03-13 16:00:00+00:00,entry,535,KITE/USDT,SHORT,10206.526444380803,9612.903458083383,593.6229862974195,5,127.32041039567262,1.2474411455208525,10284.73509148844,-0.7604342397925365,0.0,
T5_4H_ALL_max5,2026-03-24 20:00:00+00:00,exit,535,KITE/USDT,SHORT,10180.499801947632,9668.061883893302,512.437918054329,4,101.8040942847206,0.9999911228842072,10284.73509148844,-1.0134951324810673,-26.02664243317102,-1.019999999999999
T5_4H_ALL_max5,2026-03-24 20:00:00+00:00,entry,536,APT/USDT,LONG,10180.499801947632,9557.333342987225,623.1664589604065,5,127.25534378958969,1.249991122884207,10284.73509148844,-1.0134951324810673,0.0,
T5_4H_ALL_max5,2026-03-26 04:00:00+00:00,exit,536,APT/USDT,LONG,10154.539527452665,9642.101609398336,512.437918054329,4,101.8040942847206,1.0025476193134564,10284.73509148844,-1.2659107198932376,-25.960274494966463,-1.02
T5_4H_ALL_max5,2026-03-26 08:00:00+00:00,entry,541,ICP/USDT,SHORT,10154.539527452665,9405.471404960783,749.0681224918826,5,127.19044310335228,1.2525476193134564,10284.73509148844,-1.2659107198932376,0.0,
T5_4H_ALL_max5,2026-03-30 12:00:00+00:00,exit,537,OSMO/USDT,SHORT,10258.403105784388,9717.5086337346,540.894472049787,4,101.76962942901564,0.9920611266643536,10284.73509148844,-0.2560297904594899,103.86357833172234,4.08576923076923
T5_4H_ALL_max5,2026-03-30 12:00:00+00:00,entry,538,ZBT/USDT,LONG,10258.403105784388,9597.062038018987,661.3410677654008,5,127.41563719347661,1.2420611266643538,10284.73509148844,-0.2560297904594899,0.0,
T5_4H_ALL_max5,2026-04-04 16:00:00+00:00,exit,538,ZBT/USDT,LONG,10339.288384185866,9798.393912136078,540.894472049787,4,101.76962942901564,0.9843001340853804,10339.288384185866,0.0,80.88527840147832,3.1539130434782656
T5_4H_ALL_max5,2026-04-04 16:00:00+00:00,entry,539,NEAR/USDT,LONG,10339.288384185864,9559.77430223106,779.5140819548037,5,127.61785038948031,1.2343001340853805,10339.288384185866,-1.7592984506825776e-14,0.0,
T5_4H_ALL_max5,2026-04-05 20:00:00+00:00,exit,539,NEAR/USDT,LONG,10312.923198806191,9772.028726756404,540.894472049787,4,101.76962942901564,0.9868165162016949,10339.288384185866,-0.2550000000000061,-26.365185379673903,-1.0199999999999978
T5_4H_ALL_max5,2026-04-06 00:00:00+00:00,entry,543,ETH/USDT,LONG,10312.923198806191,9388.831599776719,924.0915990294718,5,127.55193742603112,1.2368165162016949,10339.288384185866,-0.2550000000000061,0.0,
T5_4H_ALL_max5,2026-04-06 08:00:00+00:00,exit,540,ENA/USDT,SHORT,10427.630228295804,9609.026270732751,818.6039575630533,4,102.23490347409069,0.9804231760795666,10427.630228295804,0.0,114.70702948961326,4.530824175824179
T5_4H_ALL_max5,2026-04-06 08:00:00+00:00,exit,541,ICP/USDT,SHORT,10401.7361525008,9819.7623993753,581.9737531254997,3,76.84855465545903,0.7388050756986658,10427.630228295804,-0.24832176849481474,-25.894075795004337,-1.0200000000000016
T5_4H_ALL_max5,2026-04-06 08:00:00+00:00,entry,542,BTC/USDT,LONG,10401.736152500802,9345.57602244545,1056.1601300553511,4,102.85289503671102,0.9888050756986656,10427.630228295804,-0.24832176849479726,0.0,
T5_4H_ALL_max5,2026-04-06 08:00:00+00:00,entry,544,DODO/USDT,LONG,10401.736152500802,9186.387484368073,1215.348668132728,5,128.85723541796304,1.2388050756986657,10427.630228295804,-0.24832176849479726,0.0,
T5_4H_ALL_max5,2026-04-06 20:00:00+00:00,exit,542,BTC/USDT,LONG,10375.211725311923,9634.049434109047,741.1622912028765,4,102.85289503671103,0.991332974784366,10427.630228295804,-0.5026885479851514,-26.52442718887708,-1.0200000000000016
T5_4H_ALL_max5,2026-04-07 08:00:00+00:00,entry,545,SAGA/USDT,SHORT,10375.211725311923,9533.798155168148,841.4135701437752,5,128.79092434999083,1.241332974784366,10427.630228295804,-0.5026885479851514,0.0,
T5_4H_ALL_max5,2026-04-07 12:00:00+00:00,exit,543,ETH/USDT,LONG,10348.913771154967,9890.697327990876,458.2164431640904,4,103.00861635297537,0.9953567942568655,10427.630228295804,-0.7548834722508396,-26.297954156955686,-1.019999999999996
T5_4H_ALL_max5,2026-04-07 12:00:00+00:00,exit,544,DODO/USDT,LONG,10322.38934396609,10023.361438879376,299.0279050867136,3,77.00427597172336,0.7459927484399326,10427.630228295804,-1.0092502517411763,-26.52442718887707,-1.020000000000001
T5_4H_ALL_max5,2026-04-07 12:00:00+00:00,entry,546,AI/USDT,SHORT,10322.38934396609,9866.628100678703,455.76124328738695,4,102.81024933163857,0.9959927484399325,10427.630228295804,-1.0092502517411763,0.0,
T5_4H_ALL_max5,2026-04-07 20:00:00+00:00,exit,545,SAGA/USDT,SHORT,10295.932554066545,9940.422589720056,355.50996434648823,3,76.87222001835877,0.7466270744751222,10427.630228295804,-1.2629683959438072,-26.456789899545413,-1.0200000000000002
T5_4H_ALL_max5,2026-04-07 20:00:00+00:00,exit,546,AI/USDT,SHORT,10269.61046123943,10070.833835093616,198.77662614581487,2,51.066246658443546,0.4972559266116546,10427.630228295804,-1.5153948078018795,-26.32209282711353,-1.02
T5_4H_ALL_max5,2026-04-07 20:00:00+00:00,entry,547,ADA/USDT,LONG,10269.610461239432,9883.484760915311,386.12570032412015,3,76.74027281154213,0.7472559266116545,10427.630228295804,-1.5153948078018622,0.0,
T5_4H_ALL_max5,2026-04-07 20:00:00+00:00,entry,548,DOGE/USDT,LONG,10269.61046123943,9617.894694946692,651.7157662927389,4,102.4142989646407,0.9972559266116546,10427.630228295804,-1.5153948078018795,0.0,
T5_4H_ALL_max5,2026-04-07 20:00:00+00:00,entry,561,BTC/USDT,LONG,10269.61046123943,9357.37244606143,912.2380151779996,5,128.0883251177393,1.2472559266116547,10427.630228295804,-1.5153948078018795,0.0,
T5_4H_ALL_max5,2026-04-08 20:00:00+00:00,exit,547,ADA/USDT,LONG,10243.422954563268,9518.534013563574,724.8889409996943,4,102.4142989646407,0.999805430459326,10427.630228295804,-1.7665305510420009,-26.187506676160556,-1.0200000000000002
T5_4H_ALL_max5,2026-04-08 20:00:00+00:00,entry,557,WLFI/USDT,SHORT,10243.422954563268,9366.541815216637,876.881139346632,5,128.02285635104886,1.249805430459326,10427.630228295804,-1.7665305510420009,0.0,
T5_4H_ALL_max5,2026-04-09 00:00:00+00:00,exit,548,DOGE/USDT,LONG,10217.23544788711,9605.944374509096,611.2910733780133,4,102.34883019795029,1.0017272355127698,10427.630228295804,-2.0176662942820873,-26.187506676160535,-1.0199999999999994
T5_4H_ALL_max5,2026-04-09 04:00:00+00:00,entry,549,AI/USDT,LONG,10217.23544788711,9465.006626713252,752.2288211738579,5,127.89191881766806,1.2517272355127695,10427.630228295804,-2.0176662942820873,0.0,
