symbol,timeframe,side,don_n,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk_per_unit,net_r,fee_r,net_r_after_fee,max_favorable_r,chandelier_active
AAVE/USDT,1d,LONG,20,2024-07-14 00:00:00+00:00,2024-07-24 00:00:00+00:00,104.4,90.4857142857143,90.4857142857143,13.914285714285716,-0.9999999999999997,0.015006160164271046,-1.0150061601642708,0.1739219712525658,False
BTC/USDT,1d,LONG,20,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,64724.14,61498.33,59180.549999999996,5543.590000000001,-0.5818990942692366,0.023350983748798158,-0.6052500780180348,0.9661338591057428,False
NEAR/USDT,1d,LONG,20,2024-07-15 00:00:00+00:00,2024-07-31 00:00:00+00:00,5.915,5.018714285714285,5.018714285714285,0.8962857142857145,-1.0000000000000004,0.013198916161938155,-1.0131989161619386,0.6404207841887151,False
SOL/USDT,1d,LONG,20,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,159.38,152.77,137.70857142857142,21.67142857142858,-0.3050098879367164,0.014708767303889248,-0.31971865524060566,1.5965721819380345,False
ACH/USDT,1d,LONG,20,2024-07-16 00:00:00+00:00,2024-07-31 00:00:00+00:00,0.02631,0.021815714285714286,0.021815714285714286,0.004494285714285714,-1.0000000000000002,0.011708200890019074,-1.0117082008900193,0.20915448188175462,False
AR/USDT,1d,LONG,20,2024-07-16 00:00:00+00:00,2024-08-01 00:00:00+00:00,30.067,27.02,24.993428571428574,5.073571428571428,-0.6005631423342251,0.011852400394199634,-0.6124155427284248,0.9918062790370259,False
XRP/USDT,1d,LONG,20,2024-07-16 00:00:00+00:00,2024-08-02 00:00:00+00:00,0.5793,0.5607,0.5085142857142857,0.0707857142857143,-0.2627648839556012,0.01636770938446014,-0.27913259334006135,1.1202825428859724,False
ALICE/USDT,1d,LONG,20,2024-07-17 00:00:00+00:00,2024-07-24 00:00:00+00:00,1.362,1.1515714285714287,1.1515714285714287,0.21042857142857135,-1.0000000000000002,0.012945010183299395,-1.0129450101832995,1.1167684996605565,False
BNB/USDT,1d,LONG,20,2024-07-19 00:00:00+00:00,2024-08-02 00:00:00+00:00,593.4,542.9,539.0999999999999,54.300000000000026,-0.930018416206261,0.021856353591160213,-0.9518747697974212,0.2246777163904243,False
DOGE/USDT,1d,LONG,20,2024-07-20 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.13424,0.11897999999999999,0.11897999999999999,0.015260000000000006,-1.0000000000000002,0.01759370904325032,-1.0175937090432505,0.6218872870249014,False
ICP/USDT,1d,LONG,20,2024-07-21 00:00:00+00:00,2024-07-29 00:00:00+00:00,10.722,9.194571428571427,9.194571428571427,1.5274285714285718,-1.0000000000000004,0.014039281705948368,-1.0140392817059487,0.1728395061728402,False
BCH/USDT,1d,LONG,20,2024-07-28 00:00:00+00:00,2024-08-03 00:00:00+00:00,416.8,368.6142857142857,368.6142857142857,48.18571428571429,-1.0000000000000004,0.01729973317521494,-1.0172997331752154,0.8799288467239841,False
AAVE/USDT,1d,LONG,20,2024-07-31 00:00:00+00:00,2024-08-05 00:00:00+00:00,107.52,94.93714285714286,94.93714285714286,12.58285714285714,-0.9999999999999997,0.017089918256130796,-1.0170899182561304,0.8408265213442325,False
SUI/USDT,1d,LONG,20,2024-08-12 00:00:00+00:00,2024-08-16 00:00:00+00:00,1.0143,0.8214428571428571,0.8214428571428571,0.19285714285714284,-1.0,0.01051866666666667,-1.0105186666666666,0.011407407407407304,False
AAVE/USDT,1d,LONG,20,2024-08-19 00:00:00+00:00,2024-10-01 00:00:00+00:00,118.12,144.81,101.43428571428572,16.685714285714287,1.5995719178082188,0.014158219178082191,1.5854136986301366,3.7529109589041094,False
TRX/USDT,1d,LONG,20,2024-08-19 00:00:00+00:00,2024-09-04 00:00:00+00:00,0.1432,0.15024285714285715,0.13701428571428573,0.006185714285714279,1.1385681293302574,0.046300230946882265,1.0922678983833751,4.3325635103926174,True
AUCTION/USDT,1d,LONG,20,2024-08-20 00:00:00+00:00,2024-08-22 00:00:00+00:00,20.21,17.38714285714286,17.38714285714286,2.8228571428571425,-0.9999999999999999,0.014318825910931178,-1.014318825910931,1.6047570850202422,False
BNB/USDT,1d,LONG,20,2024-08-22 00:00:00+00:00,2024-08-27 00:00:00+00:00,582.9,538.0571428571428,538.0571428571428,44.84285714285714,-1.0000000000000002,0.02599745141764893,-1.025997451417649,0.3947116916215365,False
1000SATS/USDT,1d,LONG,20,2024-08-23 00:00:00+00:00,2024-08-28 00:00:00+00:00,0.0003899,0.0003131571428571429,0.0003131571428571429,7.674285714285713e-05,-0.9999999999999997,0.010161206254653762,-1.0101612062546534,0.49385703648548035,False
BTC/USDT,1d,LONG,20,2024-08-23 00:00:00+00:00,2024-08-27 00:00:00+00:00,64037.24,58650.194285714286,58650.194285714286,5387.045714285711,-1.0000000000000002,0.023774530010087704,-1.023774530010088,0.17871762206266298,False
SUI/USDT,1d,LONG,20,2024-09-15 00:00:00+00:00,2024-10-25 00:00:00+00:00,1.0787,1.8202214285714284,0.9178142857142857,0.16088571428571424,4.608994849937845,0.013409518735570948,4.595585331202273,8.01376309714083,True
BTC/USDT,1d,LONG,20,2024-09-18 00:00:00+00:00,2024-10-01 00:00:00+00:00,61759.99,60805.78,57083.44714285714,4676.542857142854,-0.20404175245449932,0.02641266931005201,-0.23045442176455133,1.013143714221129,False
BNB/USDT,1d,LONG,20,2024-09-19 00:00:00+00:00,2024-10-01 00:00:00+00:00,567.0,547.3,524.0428571428571,42.9571428571429,-0.45859660791486595,0.02639840372464248,-0.4849950116395084,1.2011972065181238,False
SOL/USDT,1d,LONG,20,2024-09-19 00:00:00+00:00,2024-10-02 00:00:00+00:00,142.89,140.18,128.83571428571426,14.054285714285717,-0.192823744663548,0.02033401097784102,-0.21315775564138903,1.3440739987802406,False
APT/USDT,1d,LONG,20,2024-09-21 00:00:00+00:00,2024-10-01 00:00:00+00:00,8.25,7.354285714285714,7.354285714285714,0.8957142857142858,-1.0000000000000002,0.018421052631578946,-1.0184210526315791,0.4354066985645939,False
ARDR/USDT,1d,LONG,20,2024-09-21 00:00:00+00:00,2024-09-22 00:00:00+00:00,0.108,0.09177142857142856,0.09177142857142856,0.016228571428571432,-1.0000000000000004,0.013309859154929573,-1.01330985915493,0.04313380281690178,False
ARKM/USDT,1d,LONG,20,2024-09-23 00:00:00+00:00,2024-10-25 00:00:00+00:00,1.439,1.497,1.2424285714285717,0.19657142857142848,0.29505813953488413,0.014640988372093032,0.2804171511627911,3.1082848837209305,False
NEAR/USDT,1d,LONG,20,2024-09-23 00:00:00+00:00,2024-10-02 00:00:00+00:00,5.177,4.528428571428571,4.528428571428571,0.6485714285714287,-0.9999999999999998,0.015964317180616736,-1.0159643171806165,1.0700440528634372,False
ICP/USDT,1d,LONG,20,2024-09-24 00:00:00+00:00,2024-10-01 00:00:00+00:00,9.401,8.279714285714286,8.279714285714286,1.1212857142857138,-0.9999999999999998,0.016768250732577407,-1.0167682507325773,0.5779080137597146,False
AVAX/USDT,1d,LONG,20,2024-09-26 00:00:00+00:00,2024-10-01 00:00:00+00:00,29.16,25.934285714285714,25.934285714285714,3.2257142857142864,-0.9999999999999999,0.018079716563330378,-1.0180797165633302,0.5239149689991145,False
DOGE/USDT,1d,LONG,20,2024-09-26 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.11818,0.10761,0.10761,0.010570000000000001,-0.9999999999999996,0.022361400189214755,-1.0223614001892143,1.316934720908231,False
ALICE/USDT,1d,LONG,20,2024-09-27 00:00:00+00:00,2024-10-01 00:00:00+00:00,1.193,1.0461428571428573,1.0461428571428573,0.14685714285714285,-0.9999999999999997,0.016247081712062256,-1.016247081712062,0.17023346303501885,False
TRX/USDT,1d,LONG,20,2024-09-27 00:00:00+00:00,2024-10-19 00:00:00+00:00,0.1552,0.1567,0.15124285714285715,0.003957142857142858,0.3790613718411555,0.07844043321299637,0.30062093862815914,2.223826714801444,False
UNI/USDT,1d,LONG,20,2024-09-27 00:00:00+00:00,2024-10-01 00:00:00+00:00,7.617,6.788,6.788,0.829,-0.9999999999999998,0.018376357056694815,-1.0183763570566946,0.30277442702050705,False
XRP/USDT,1d,LONG,20,2024-09-28 00:00:00+00:00,2024-10-02 00:00:00+00:00,0.6138,0.5699,0.5699,0.0439,-1.000000000000001,0.027963553530751712,-1.0279635535307527,1.1640091116173128,False
APT/USDT,1d,LONG,20,2024-10-04 00:00:00+00:00,2024-10-25 00:00:00+00:00,9.1,8.95,7.614285714285714,1.485714285714286,-0.10096153846153869,0.012249999999999999,-0.11321153846153868,1.4403846153846156,False
ALPINE/USDT,1d,LONG,20,2024-10-07 00:00:00+00:00,2024-10-23 00:00:00+00:00,1.642,1.3484285714285713,1.3484285714285713,0.2935714285714286,-1.0,0.011186374695863746,-1.0111863746958638,1.4919708029197085,False
ASR/USDT,1d,LONG,20,2024-10-07 00:00:00+00:00,2024-10-23 00:00:00+00:00,2.432,2.065,2.0014285714285713,0.4305714285714286,-0.8523556735235567,0.011296615792966157,-0.8636522893165228,0.5063039150630391,False
ADX/USDT,1d,LONG,20,2024-10-09 00:00:00+00:00,2024-11-03 00:00:00+00:00,0.1696,0.15375714285714287,0.15375714285714287,0.015842857142857138,-0.9999999999999996,0.021410279531109116,-1.0214102795311086,2.651036970243464,False
UNI/USDT,1d,LONG,20,2024-10-10 00:00:00+00:00,2024-11-03 00:00:00+00:00,8.133,7.125428571428571,7.125428571428571,1.0075714285714288,-0.9999999999999998,0.016143768609102504,-1.0161437686091024,0.6173259605841501,False
AGLD/USDT,1d,LONG,20,2024-10-11 00:00:00+00:00,2024-10-26 00:00:00+00:00,1.026,0.987,0.9052857142857142,0.12071428571428573,-0.3230769230769233,0.016998816568047335,-0.3400757396449707,2.327810650887573,False
BCH/USDT,1d,LONG,20,2024-10-14 00:00:00+00:00,2024-10-23 00:00:00+00:00,369.6,338.8,338.8,30.80000000000001,-1.0,0.023999999999999994,-1.024,0.5584415584415579,False
BTC/USDT,1d,LONG,20,2024-10-15 00:00:00+00:00,2024-12-20 00:00:00+00:00,67074.14,95366.51642857143,62934.05857142857,4140.081428571428,6.833772938213432,0.032402328870688196,6.801370609342744,9.97054302244573,True
ARK/USDT,1d,LONG,20,2024-10-16 00:00:00+00:00,2024-10-25 00:00:00+00:00,0.6258,0.5009571428571429,0.5009571428571429,0.12484285714285714,-1.0,0.010025403364229317,-1.0100254033642293,0.3556470992104359,False
DOGE/USDT,1d,LONG,20,2024-10-18 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.13716,0.37622428571428573,0.12346714285714286,0.013692857142857144,17.45905059989567,0.020033802816901407,17.439016797078768,25.35482524778299,True
AXL/USDT,1d,LONG,20,2024-10-19 00:00:00+00:00,2024-10-25 00:00:00+00:00,0.8774,0.7280142857142857,0.7280142857142857,0.14938571428571426,-0.9999999999999998,0.011746772496892035,-1.0117467724968918,0.326671129387014,False
LTC/USDT,1d,LONG,20,2024-10-19 00:00:00+00:00,2024-10-23 00:00:00+00:00,74.9,69.26,69.26,5.640000000000002,-0.9999999999999997,0.026560283687943255,-1.0265602836879428,0.17375886524822506,False
ALICE/USDT,1d,LONG,20,2024-10-20 00:00:00+00:00,2024-10-25 00:00:00+00:00,1.232,1.0592857142857142,1.0592857142857142,0.1727142857142858,-1.0000000000000002,0.014266335814722905,-1.014266335814723,0.1505376344086022,False
APE/USDT,1d,LONG,20,2024-10-20 00:00:00+00:00,2024-10-22 00:00:00+00:00,1.491,1.2644285714285715,1.2644285714285715,0.22657142857142862,-1.0000000000000002,0.013161412358133668,-1.0131614123581338,1.1828499369482965,False
ARPA/USDT,1d,LONG,20,2024-10-20 00:00:00+00:00,2024-10-22 00:00:00+00:00,0.06023,0.05126,0.05126,0.008970000000000002,-0.9999999999999997,0.01342920847268673,-1.0134292084726864,0.8283166109253063,False
SOL/USDT,1d,LONG,20,2024-10-20 00:00:00+00:00,2024-12-03 00:00:00+00:00,167.4,219.48857142857145,153.33857142857144,14.061428571428564,3.70435842730875,0.02380981408107286,3.6805486132276775,6.897592197500764,True
TRX/USDT,1d,LONG,20,2024-10-24 00:00:00+00:00,2024-11-05 00:00:00+00:00,0.1646,0.1602,0.1593285714285714,0.005271428571428581,-0.8346883468834648,0.06244986449864486,-0.8971382113821097,1.119241192411925,False
AAVE/USDT,1d,LONG,20,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,173.71,150.60428571428574,150.60428571428574,23.105714285714278,-0.9999999999999997,0.01503610733275628,-1.0150361073327558,1.1157413132187466,False
ARKM/USDT,1d,LONG,20,2024-11-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.124,1.762,1.762,0.362,-1.0000000000000002,0.011734806629834255,-1.0117348066298344,1.61049723756906,False
SUI/USDT,1d,LONG,20,2024-11-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.3042,3.410771428571429,1.9003857142857141,0.40381428571428557,2.74029787384583,0.011412176743198785,2.728885697102631,5.412884282024979,True
UNI/USDT,1d,LONG,20,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,9.288,7.946285714285715,7.946285714285715,1.3417142857142854,-1.0000000000000002,0.013844974446337314,-1.0138449744463376,1.1000851788756385,False
ADA/USDT,1d,LONG,20,2024-11-07 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.4065,0.5445071428571429,0.36374285714285715,0.04275714285714284,3.2276979619111277,0.019014366855997333,3.2086835950551302,5.926495155362517,True
ETH/USDT,1d,LONG,20,2024-11-07 00:00:00+00:00,2024-12-19 00:00:00+00:00,2895.47,3502.704285714286,2626.2085714285713,269.26142857142855,2.2551848177289218,0.021506756577516276,2.2336780611514055,4.502427274608322,True
LINK/USDT,1d,LONG,20,2024-11-07 00:00:00+00:00,2024-12-09 00:00:00+00:00,12.59,20.818357142857142,11.041428571428572,1.548571428571428,5.313514760147603,0.01626014760147602,5.297254612546127,9.570110701107014,True
AVAX/USDT,1d,LONG,20,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,30.36,43.235,27.277142857142856,3.0828571428571427,4.176320667284523,0.01969601482854495,4.156624652455978,8.248841519925858,True
BCH/USDT,1d,LONG,20,2024-11-09 00:00:00+00:00,2024-12-10 00:00:00+00:00,405.0,503.5214285714285,359.7142857142857,45.28571428571427,2.175552050473185,0.017886435331230292,2.1576656151419544,5.189274447949528,True
BNB/USDT,1d,LONG,20,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,624.66,661.9778571428571,583.1085714285714,41.55142857142856,0.8981124939833608,0.030066836278622024,0.8680456577047387,4.072062160489585,True
ACH/USDT,1d,LONG,20,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.02197,0.03096714285714286,0.018914285714285713,0.0030557142857142853,2.9443665264142136,0.01437961664329126,2.929986909770922,5.805516596540441,True
AGLD/USDT,1d,LONG,20,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,1.625,1.3751428571428572,1.3751428571428572,0.24985714285714283,-0.9999999999999998,0.013007432818753576,-1.0130074328187533,0.2201257861635218,False
ALCX/USDT,1d,LONG,20,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,17.63,23.824999999999996,15.728571428571428,1.901428571428571,3.258076634109691,0.018543951915852747,3.2395326821938384,6.374154770848987,True
ALGO/USDT,1d,LONG,20,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.1454,0.41401428571428567,0.1307,0.014699999999999994,18.27308066083577,0.019782312925170076,18.2532983479106,31.870748299319743,True
DOT/USDT,1d,LONG,20,2024-11-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,5.241,4.72342857142857,4.72342857142857,0.5175714285714289,-1.0000000000000007,0.020252277118410145,-1.0202522771184108,1.1553960805961918,False
ICP/USDT,1d,LONG,20,2024-11-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,9.001,7.898714285714285,7.898714285714285,1.102285714285714,-1.0000000000000002,0.016331518921721102,-1.0163315189217212,0.6114567133229665,False
LTC/USDT,1d,LONG,20,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,76.58,69.98142857142857,69.98142857142857,6.5985714285714305,-1.0000000000000002,0.023211084650357212,-1.0232110846503575,0.9395973154362418,False
XRP/USDT,1d,LONG,20,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.5884,2.1475,0.5436285714285713,0.04477142857142864,34.823548181237975,0.026284620293554526,34.79726356094442,51.83663050414797,True
