variant,filter_label,trade_id,symbol,side,cluster,beta_bucket,entry_time,entry_price,initial_stop,final_stop,net_r,risk_amount,equity_before_entry,heat_before_entry_pct,same_side_before,cluster_before,beta_before,exit_time,pnl_usdt,equity_after_exit,drawdown_pct,open_after_exit
ACT4_ATR3,BASE_MAX5_ONLY,2160,AUDIO/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-07 12:00:00+00:00,0.0542,0.0567285714285714,0.0567285714285714,-1.0,24.631113222992244,9852.445289196898,1.0056782034155376,0,2,3,2025-10-08 12:00:00+00:00,-24.631113222992244,9827.814175973905,-2.2317644896929467,4
ACT4_ATR3,BASE_MAX5_ONLY,1646,APE/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-08 12:00:00+00:00,0.5851,0.5575999999999999,0.5575999999999999,-1.0,24.56953543993476,9827.814175973905,1.0081987001659525,4,2,3,2025-10-09 06:00:00+00:00,-24.56953543993476,9803.24464053397,-2.476185078468707,4
ACT4_ATR3,BASE_MAX5_ONLY,121,BNB/USDT,LONG,EXCHANGE,OTHER,2025-10-02 06:00:00+00:00,1047.81,1011.7242857142857,1237.6442857142856,5.260649247822643,24.693001586333075,9877.20063453323,1.0037888486364588,4,0,0,2025-10-09 12:00:00+00:00,129.90122022162643,9933.145860755598,-1.1839126703525085,4
ACT4_ATR3,BASE_MAX5_ONLY,1436,ALICE/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-09 12:00:00+00:00,0.5883,0.5208857142857144,0.5208857142857144,-1.0,24.832864651888997,9933.145860755598,0.995646355930717,3,3,4,2025-10-09 18:00:00+00:00,-24.832864651888997,9908.312996103708,-1.4309528886766314,4
ACT4_ATR3,BASE_MAX5_ONLY,64,ETH/USDT,LONG,L1_L2,HIGH_CRYPTO_BETA,2025-10-01 18:00:00+00:00,4348.03,4170.617142857142,4170.617142857142,-1.0,24.755345336333075,9902.13813453323,0.5031004601335346,1,0,2,2025-10-10 12:00:00+00:00,-24.755345336333075,9883.557650767376,-1.6772219358568703,3
ACT4_ATR3,BASE_MAX5_ONLY,18,BTC/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-01 06:00:00+00:00,116789.58,114366.69142857144,114366.69142857144,-1.0,24.880202517894887,9952.081007157954,0.7524091953317771,0,3,3,2025-10-10 18:00:00+00:00,-24.880202517894887,9858.67744824948,-1.9247330767635111,4
ACT4_ATR3,BASE_MAX5_ONLY,488,LTC/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-01 18:00:00+00:00,115.1,110.4042857142857,122.08928571428572,1.4884393063583836,24.755345336333075,9902.13813453323,0.7531004601335347,2,2,3,2025-10-10 18:00:00+00:00,36.846829041073846,9895.524277290555,-1.5581765470009998,3
ACT4_ATR3,BASE_MAX5_ONLY,950,A/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-09 06:00:00+00:00,0.3892,0.4092142857142857,0.1987928571428571,9.513561741613136,24.508111601334928,9803.24464053397,1.0107255139508295,0,2,3,2025-10-10 18:00:00+00:00,233.15943288964502,10128.6837101802,0.0,2
ACT4_ATR3,BASE_MAX5_ONLY,825,1000SATS/USDT,SHORT,MEME,HIGH_CRYPTO_BETA,2025-10-10 12:00:00+00:00,3.454e-05,3.743142857142857e-05,1.575357142857143e-05,6.497282608695648,24.70889412691844,9883.557650767376,0.7501717708886563,1,0,3,2025-10-10 18:00:00+00:00,160.54066809092922,10289.224378271128,0.0,1
ACT4_ATR3,BASE_MAX5_ONLY,875,1INCH/USDT,SHORT,DEFI,HIGH_CRYPTO_BETA,2025-10-10 12:00:00+00:00,0.2417,0.2584571428571428,0.1573214285714285,5.035379369138968,24.70889412691844,9883.557650767376,1.0001717708886562,2,0,4,2025-10-10 18:00:00+00:00,124.41865572092414,10413.643033992053,0.0,0
ACT4_ATR3,BASE_MAX5_ONLY,1165,ADX/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-10 18:00:00+00:00,0.0926,0.1069571428571428,0.1069571428571428,-1.0,26.034107584980134,10413.643033992053,0.0,0,0,0,2025-10-11 12:00:00+00:00,-26.034107584980134,10387.608926407072,-0.2500000000000086,4
ACT4_ATR3,BASE_MAX5_ONLY,65,ETH/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2025-10-10 18:00:00+00:00,3829.72,4203.041428571429,4203.041428571429,-1.0,26.034107584980134,10413.643033992053,0.25,1,0,1,2025-10-13 00:00:00+00:00,-26.034107584980134,10361.574818822091,-0.5000000000000172,3
ACT4_ATR3,BASE_MAX5_ONLY,1330,ALCX/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-10 18:00:00+00:00,7.25,8.262857142857143,8.262857142857143,-1.0,26.034107584980134,10413.643033992053,0.5,2,1,2,2025-10-13 18:00:00+00:00,-26.034107584980134,10335.54071123711,-0.7500000000000259,2
ACT4_ATR3,BASE_MAX5_ONLY,2235,AVNT/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-16 12:00:00+00:00,0.559,0.6364142857142857,0.6364142857142857,-1.0,25.838851778092778,10335.54071123711,0.5037783375314863,2,2,2,2025-10-20 18:00:00+00:00,-25.838851778092778,10309.701859459017,-0.9981250000000293,4
ACT4_ATR3,BASE_MAX5_ONLY,19,BTC/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-16 12:00:00+00:00,108276.7,112606.48571428572,112606.48571428572,-1.0,25.838851778092778,10335.54071123711,0.7537783375314863,3,3,3,2025-10-21 12:00:00+00:00,-25.838851778092778,10283.863007680924,-1.2462500000000332,4
ACT4_ATR3,BASE_MAX5_ONLY,1852,ARPA/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-21 18:00:00+00:00,0.01897,0.0209857142857142,0.0209857142857142,-1.0,25.70965751920231,10283.863007680924,1.0081943090768706,4,3,4,2025-10-23 12:00:00+00:00,-25.70965751920231,10258.153350161721,-1.4931343750000363,4
ACT4_ATR3,BASE_MAX5_ONLY,1647,APE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-10 18:00:00+00:00,0.3835,0.4843142857142857,0.4843142857142857,-1.0,26.034107584980134,10413.643033992053,0.7500000000000001,3,2,3,2025-10-24 12:00:00+00:00,-26.034107584980134,10232.11924257674,-1.743134375000045,4
ACT4_ATR3,BASE_MAX5_ONLY,469,BCH/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-10 18:00:00+00:00,513.5,551.2714285714286,551.2714285714286,-1.0,26.034107584980134,10413.643033992053,1.0,4,3,4,2025-10-26 12:00:00+00:00,-26.034107584980134,10206.08513499176,-1.9931343750000534,4
ACT4_ATR3,BASE_MAX5_ONLY,984,AAVE/USDT,SHORT,DEFI,HIGH_CRYPTO_BETA,2025-10-17 00:00:00+00:00,220.95,242.71571428571428,242.71571428571428,-1.0,25.838851778092778,10335.54071123711,1.0037783375314862,4,0,4,2025-10-27 00:00:00+00:00,-25.838851778092778,10180.246283213666,-2.241259375000057,4
ACT4_ATR3,BASE_MAX5_ONLY,768,1000CHEEMS/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-23 12:00:00+00:00,0.00136,0.0014414285714285,0.0011398571428571,2.7035087719298225,25.645383375404304,10258.153350161721,1.0107211118565118,4,3,4,2025-10-27 00:00:00+00:00,69.33251891490877,10249.578802128575,-1.5754739367188049,3
ACT4_ATR3,BASE_MAX5_ONLY,67,ETH/USDT,LONG,L1_L2,HIGH_CRYPTO_BETA,2025-10-26 18:00:00+00:00,4158.46,3996.5014285714287,3996.5014285714287,-1.0,25.5152128374794,10206.08513499176,1.0076222816915539,0,0,4,2025-10-28 18:00:00+00:00,-25.5152128374794,10224.063589291096,-1.8204911007813043,4
ACT4_ATR3,BASE_MAX5_ONLY,1853,ARPA/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-28 18:00:00+00:00,0.0186,0.0194571428571428,0.0194571428571428,-1.0,25.56015897322774,10224.063589291096,1.0035388167303683,4,4,4,2025-11-02 06:00:00+00:00,-25.56015897322774,10198.503430317869,-2.0659398730293423,4
ACT4_ATR3,BASE_MAX5_ONLY,1493,ALPINE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-21 00:00:00+00:00,0.841,0.8965714285714286,0.6850714285714286,2.8059125964010265,25.774254648647542,10309.701859459017,1.0062940727132696,4,3,4,2025-11-03 12:00:00+00:00,72.32030578148785,10270.823736099357,-1.371463352704791,4
ACT4_ATR3,BASE_MAX5_ONLY,655,ICP/USDT,LONG,L1_L2,HIGH_CRYPTO_BETA,2025-11-02 12:00:00+00:00,4.022,3.614857142857143,4.880428571428572,2.1084210526315807,25.496258575794673,10198.503430317869,1.0060539516093916,0,0,4,2025-11-05 00:00:00+00:00,53.756848344543975,10324.580584443902,-0.8552477673513033,4
ACT4_ATR3,BASE_MAX5_ONLY,920,2Z/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-28 00:00:00+00:00,0.2249,0.2411728571428571,0.174515,3.0962602054253345,25.62394700532144,10249.578802128575,0.749979751134797,2,2,3,2025-11-05 18:00:00+00:00,79.33840741850445,10403.918991862407,-0.09337790913233159,3
ACT4_ATR3,BASE_MAX5_ONLY,1333,ALCX/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-06 00:00:00+00:00,13.92,10.448571428571428,10.448571428571428,-1.0,26.00979747965602,10403.918991862407,0.738964850765809,0,3,3,2025-11-06 18:00:00+00:00,-26.00979747965602,10377.909194382752,-0.34314446435949475,4
ACT4_ATR3,BASE_MAX5_ONLY,1544,AMP/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-03 12:00:00+00:00,0.002365,0.0025175714285714,0.0025175714285714,-1.0,25.677059340248395,10270.823736099357,0.9962633311799008,3,3,4,2025-11-07 18:00:00+00:00,-25.677059340248395,10352.232135042503,-0.5897158059777375,3
ACT4_ATR3,BASE_MAX5_ONLY,1691,AR/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-06 12:00:00+00:00,4.91,4.141428571428572,6.54,2.1208178438661704,26.00979747965602,10403.918991862407,0.988964850765809,1,4,4,2025-11-08 12:00:00+00:00,55.16204261019983,10407.394177652703,-0.06000643885097081,4
ACT4_ATR3,BASE_MAX5_ONLY,564,NEAR/USDT,LONG,L1_L2,HIGH_CRYPTO_BETA,2025-11-08 06:00:00+00:00,3.009,2.621142857142857,2.621142857142857,-1.0,25.880580337606258,10352.232135042503,0.7458685391148476,1,0,3,2025-11-11 18:00:00+00:00,-25.880580337606258,10381.513597315097,-0.30853214933601775,4
ACT4_ATR3,BASE_MAX5_ONLY,491,LTC/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-08 18:00:00+00:00,106.95,98.21428571428572,98.21428571428572,-1.0,26.018485444131755,10407.394177652703,0.9893485730373168,2,3,4,2025-11-12 12:00:00+00:00,-26.018485444131755,10355.495111870965,-0.558382133238895,4
ACT4_ATR3,BASE_MAX5_ONLY,1912,ASTER/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-12 06:00:00+00:00,1.187,1.0667142857142855,1.0667142857142855,-1.0,25.953783993287743,10381.513597315097,0.9931433401018349,2,4,4,2025-11-13 12:00:00+00:00,-25.953783993287743,10329.541327877678,-0.8076108028655505,4
ACT4_ATR3,BASE_MAX5_ONLY,2237,AVNT/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-12 12:00:00+00:00,0.4863,0.5332285714285714,0.5332285714285714,-1.0,25.888737779677413,10355.495111870965,0.9950138388317092,2,4,4,2025-11-13 12:00:00+00:00,-25.888737779677413,10303.652590098,-1.0562148475324609,3
ACT4_ATR3,BASE_MAX5_ONLY,1168,ADX/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-08 06:00:00+00:00,0.1414,0.1268142857142857,0.1268142857142857,-1.0,25.880580337606258,10352.232135042503,0.9958685391148476,2,3,4,2025-11-13 18:00:00+00:00,-25.880580337606258,10277.772009760394,-1.3047405580175078,4
ACT4_ATR3,BASE_MAX5_ONLY,1334,ALCX/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-13 12:00:00+00:00,16.37,13.007142857142858,13.007142857142858,-1.0,25.759131475245,10303.652590098,0.7481310610515876,1,3,3,2025-11-13 18:00:00+00:00,-25.759131475245,10252.01287828515,-1.5521000208986713,3
ACT4_ATR3,BASE_MAX5_ONLY,1753,ARDR/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-13 18:00:00+00:00,0.06013,0.0659414285714285,0.0659414285714285,-1.0,25.630032195712875,10252.01287828515,0.7507147864593976,3,3,3,2025-11-14 00:00:00+00:00,-25.630032195712875,10226.382846089436,-1.7982197708464285,4
ACT4_ATR3,BASE_MAX5_ONLY,2165,AUDIO/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-13 12:00:00+00:00,0.0363,0.0404999999999999,0.0404999999999999,-1.0,25.759131475245,10303.652590098,0.9981310610515876,2,4,4,2025-11-14 12:00:00+00:00,-25.759131475245,10200.623714614192,-2.045579233727592,4
ACT4_ATR3,BASE_MAX5_ONLY,2290,AXL/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-28 06:00:00+00:00,0.1842,0.1996428571428571,0.13355,3.2798334875115627,25.62394700532144,10249.578802128575,0.9999797511347971,3,3,4,2025-11-25 12:00:00+00:00,84.04227947027488,10284.665994084467,-1.2385390922905761,4
ACT4_ATR3,BASE_MAX5_ONLY,878,1INCH/USDT,LONG,DEFI,HIGH_CRYPTO_BETA,2025-11-27 12:00:00+00:00,0.2063,0.1923,0.1923,-1.0,25.71166498521117,10284.665994084467,0.9944693076347054,0,1,4,2025-11-28 12:00:00+00:00,-25.71166498521117,10258.954329099257,-1.4854427445598437,4
ACT4_ATR3,BASE_MAX5_ONLY,1780,ARK/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-16 12:00:00+00:00,0.2829,0.3045857142857142,0.3045857142857142,-1.0,25.501559286535482,10200.623714614192,1.0038624822126647,4,2,4,2025-11-29 06:00:00+00:00,-25.501559286535482,10233.452769812722,-1.7303287964755176,4
ACT4_ATR3,BASE_MAX5_ONLY,1584,ANIME/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-29 12:00:00+00:00,0.00622,0.0065457142857142,0.0065457142857142,-1.0,25.583631924531804,10233.452769812722,1.0008711189078061,4,2,4,2025-12-02 06:00:00+00:00,-25.583631924531804,10207.86913788819,-1.976002974484329,4
ACT4_ATR3,BASE_MAX5_ONLY,772,1000CHEEMS/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-03 00:00:00+00:00,0.001302,0.0012217142857142,0.0012217142857142,-1.0,25.519672844720475,10207.86913788819,1.0033795678273745,0,2,4,2025-12-04 00:00:00+00:00,-25.519672844720475,10182.34946504347,-2.2210629670481215,4
ACT4_ATR3,BASE_MAX5_ONLY,1476,ALLO/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-11-29 00:00:00+00:00,0.1544,0.1730714285714285,0.1730714285714285,-1.0,25.64738582274814,10258.954329099257,0.9969617119144916,4,2,4,2025-12-04 06:00:00+00:00,-25.64738582274814,10156.702079220722,-2.4673493601867142,3
ACT4_ATR3,BASE_MAX5_ONLY,2048,ATM/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-04 18:00:00+00:00,0.941,0.8929999999999999,0.8929999999999999,-1.0,25.391755198051808,10156.702079220722,0.7559174899345773,0,1,3,2025-12-05 12:00:00+00:00,-25.391755198051808,10131.31032402267,-2.71118098678625,4
ACT4_ATR3,BASE_MAX5_ONLY,1649,APE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-05 06:00:00+00:00,0.2313,0.2491571428571428,0.2491571428571428,-1.0,25.391755198051808,10156.702079220722,1.0059174899345773,3,2,4,2025-12-09 12:00:00+00:00,-25.391755198051808,10105.918568824618,-2.9550126133857866,4
ACT4_ATR3,BASE_MAX5_ONLY,1240,AGLD/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-09 12:00:00+00:00,0.314,0.2935714285714285,0.2935714285714285,-1.0,25.264796422061547,10105.918568824618,1.010344210989525,0,2,4,2025-12-10 18:00:00+00:00,-25.264796422061547,10080.653772402557,-3.1976250818523204,4
ACT4_ATR3,BASE_MAX5_ONLY,1884,ASR/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-11 00:00:00+00:00,1.331,1.386,1.386,-1.0,25.201634431006394,10080.653772402557,1.0128764019945113,4,2,4,2025-12-12 18:00:00+00:00,-25.201634431006394,10055.45213797155,-3.439631019147694,4
ACT4_ATR3,BASE_MAX5_ONLY,1392,ALGO/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2025-11-13 18:00:00+00:00,0.1675,0.1815,0.1156214285714285,3.705612244897964,25.630032195712875,10252.01287828515,1.0007147864593975,4,0,4,2025-12-19 12:00:00+00:00,94.97496114156269,10150.427099113112,-2.5276066600300737,4
ACT4_ATR3,BASE_MAX5_ONLY,682,0G/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-05 12:00:00+00:00,1.053,1.1377142857142857,0.7922142857142856,3.078414839797638,25.328275810056677,10131.31032402267,1.008438586400579,4,2,4,2025-12-19 12:00:00+00:00,77.97094012016602,10228.398039233278,-1.7788682995384206,3
ACT4_ATR3,BASE_MAX5_ONLY,1886,ASR/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-21 06:00:00+00:00,2.039,1.7634285714285716,1.7634285714285716,-1.0,25.570995098083195,10228.398039233278,0.7458145965183091,0,2,3,2025-12-21 12:00:00+00:00,-25.570995098083195,10202.827044135194,-2.0244211287895784,4
ACT4_ATR3,BASE_MAX5_ONLY,2051,ATM/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-21 06:00:00+00:00,1.02,0.941,0.941,-1.0,25.570995098083195,10228.398039233278,0.9958145965183092,1,3,4,2025-12-21 12:00:00+00:00,-25.570995098083195,10177.25604903711,-2.2699739580407363,3
ACT4_ATR3,BASE_MAX5_ONLY,1973,AT/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-14 00:00:00+00:00,0.0952,0.1085142857142857,0.1085142857142857,-1.0,25.138630344928874,10055.45213797155,1.0154149393428686,4,2,4,2025-12-21 18:00:00+00:00,-25.138630344928874,10152.117418692182,-2.511374880492868,2
ACT4_ATR3,BASE_MAX5_ONLY,1586,ANIME/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-22 12:00:00+00:00,0.00955,0.0076685714285714,0.0076685714285714,-1.0,25.380293546730456,10152.117418692182,0.5037988934948135,0,1,2,2025-12-28 06:00:00+00:00,-25.380293546730456,10126.737125145452,-2.7550964432916327,4
ACT4_ATR3,BASE_MAX5_ONLY,1130,ACX/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-12-29 12:00:00+00:00,0.0495,0.0516857142857142,0.0516857142857142,-1.0,25.31684281286363,10126.737125145452,1.0063146801953018,3,1,4,2026-01-01 18:00:00+00:00,-25.31684281286363,10101.420282332589,-2.9982087021833967,4
ACT4_ATR3,BASE_MAX5_ONLY,305,DOGE/USDT,SHORT,MEME,HIGH_CRYPTO_BETA,2025-12-25 06:00:00+00:00,0.12623,0.1316057142857143,0.1316057142857143,-1.0,25.380293546730456,10152.117418692182,1.0037988934948137,2,0,4,2026-01-02 06:00:00+00:00,-25.380293546730456,10076.039988785858,-3.2419302649821615,4
ACT4_ATR3,BASE_MAX5_ONLY,1200,AEVO/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-01 18:00:00+00:00,0.0403,0.038,0.0449357142857142,2.0155279503105525,25.253550705831472,10101.420282332589,1.0088367721256157,1,1,4,2026-01-13 18:00:00+00:00,50.89923729218811,10126.939226078046,-2.753155711004817,4
ACT4_ATR3,BASE_MAX5_ONLY,199,XRP/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-13 18:00:00+00:00,2.1655,2.0825857142857145,2.0825857142857145,-1.0,25.317348065195116,10126.939226078046,1.0044165020604483,2,1,4,2026-01-15 00:00:00+00:00,-25.317348065195116,10101.621878012851,-2.9962728217273025,4
ACT4_ATR3,BASE_MAX5_ONLY,2081,ATOM/USDT,LONG,L1_L2,HIGH_CRYPTO_BETA,2026-01-02 12:00:00+00:00,2.142,2.060142857142857,2.4735,4.04973821989529,25.190099971964646,10076.039988785858,1.010120043067551,2,0,4,2026-01-15 12:00:00+00:00,102.0133106194485,10203.6351886323,-2.0166606890043184,4
ACT4_ATR3,BASE_MAX5_ONLY,439,TRX/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-24 12:00:00+00:00,0.3034,0.3124857142857143,0.3124857142857143,-1.0,25.58029810644185,10232.11924257674,1.009493682963694,4,3,4,2026-01-15 18:00:00+00:00,-25.58029810644185,10178.054890525857,-2.262302853066825,3
ACT4_ATR3,BASE_MAX5_ONLY,1019,ACE/USDT,LONG,GAMING,HIGH_CRYPTO_BETA,2025-12-22 12:00:00+00:00,0.279,0.2487142857142857,0.2487142857142857,-1.0,25.380293546730456,10152.117418692182,0.7537988934948137,1,0,3,2026-01-19 00:00:00+00:00,-25.380293546730456,10152.674596979126,-2.5060244158655904,4
ACT4_ATR3,BASE_MAX5_ONLY,1887,ASR/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-15 00:00:00+00:00,1.78,1.677,1.677,-1.0,25.254054695032128,10101.621878012851,1.0069338366520786,2,1,4,2026-01-19 00:00:00+00:00,-25.254054695032128,10127.420542284095,-2.748533733811264,3
ACT4_ATR3,BASE_MAX5_ONLY,2203,AVA/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-16 06:00:00+00:00,0.3604,0.3424285714285714,0.3424285714285714,-1.0,25.445137226314642,10178.054890525857,0.7486725722801563,2,1,3,2026-01-19 00:00:00+00:00,-25.445137226314642,10101.975405057781,-2.992877976678589,2
ACT4_ATR3,BASE_MAX5_ONLY,1243,AGLD/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-16 06:00:00+00:00,0.308,0.2808571428571428,0.2808571428571428,-1.0,25.445137226314642,10178.054890525857,0.9986725722801564,3,2,4,2026-01-20 06:00:00+00:00,-25.445137226314642,10076.530267831467,-3.237222219545914,4
ACT4_ATR3,BASE_MAX5_ONLY,775,1000CHEEMS/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-20 06:00:00+00:00,0.000856,0.0009085714285714,0.0009085714285714,-1.0,25.19132566957867,10076.530267831467,1.0056117528535344,4,1,4,2026-01-24 18:00:00+00:00,-25.19132566957867,10051.338942161889,-3.4791291639970514,4
ACT4_ATR3,BASE_MAX5_ONLY,776,1000CHEEMS/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-25 12:00:00+00:00,0.000827,0.0008714285714285,0.0008714285714285,-1.0,25.12834735540472,10051.338942161889,1.0081320830611873,4,1,4,2026-01-26 18:00:00+00:00,-25.12834735540472,10026.210594806484,-3.7204313410870604,4
ACT4_ATR3,BASE_MAX5_ONLY,307,DOGE/USDT,SHORT,MEME,HIGH_CRYPTO_BETA,2026-01-19 00:00:00+00:00,0.12719,0.1333057142857142,0.1117564285714285,2.52359261854707,25.254938512644454,10101.975405057781,0.5049615772772362,1,0,2,2026-01-31 12:00:00+00:00,63.73317641236966,10089.943771218854,-3.1084151983756843,4
