tf,cb,ap,hb,am,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
8h,10,15,20,2.0,1965,0.2012747903901997,395.5049631167424,0.47888040712468194,1.4508438177649612,0,0.0,,20,1.1396635611040473,0.056983178055202366,49,-7.925407446474539,-0.1617430091117253,578,95.54918476064489,0.16531000823640984,294,144.78976264294377,0.492482185860353,285,88.24026433347004,0.30961496257357907,481,59.76615089612425,0.12425395196699429,258,13.94534436892991,0.05405172236019345,True,0.1511135294615327,False
8h,15,20,15,3.0,1828,0.19864525991568688,363.1235351258756,0.5711159737417943,1.7714566685530064,0,0.0,,19,3.0934466838947916,0.16281298336288377,50,-9.334792740894017,-0.18669585481788034,512,63.62666793371392,0.124270835808035,283,117.58405699454192,0.4154913674718796,272,68.22369696726165,0.2508224153208149,453,86.42677715202252,0.19078758753205854,239,33.50368213533484,0.14018277044073155,True,0.23800929653888436,False
8h,10,25,20,2.0,2673,0.19849701218587154,530.5825135728346,0.49120838009726897,1.4582007266088486,0,0.0,,36,-1.5626208360014342,-0.043406134333373175,88,-10.863751555387458,-0.12345172222031202,707,123.3161515949025,0.17442171371273338,421,180.17035009871802,0.4279580762439858,424,116.97247636247721,0.27587848198697457,657,95.9072636244142,0.14597757020458782,340,26.642644283711498,0.0783607184815044,True,0.18075843279981885,False
8h,15,15,15,3.0,1504,0.19396057001645006,291.7166973047409,0.5631648936170213,1.7388573149351676,0,0.0,,10,0.8847224046241784,0.08847224046241783,33,-5.007364769730828,-0.15173832635547965,458,47.31217430252021,0.10330169061685636,227,89.93835376673279,0.39620420161556297,206,57.975639743811826,0.28143514438743605,378,70.78179321500853,0.1872534212037263,192,29.831378641774158,0.15537176375924042,True,0.24263881316696304,False
8h,15,25,15,3.0,2111,0.1774998162916832,374.70211219174325,0.5665561345333965,1.6804404616389639,0,0.0,,24,1.2697022635030577,0.05290426097929407,62,-14.992333742374068,-0.24181183455442046,557,66.18043685206698,0.11881586508450086,333,117.76250273847941,0.35364114936480306,329,67.87371856255271,0.20630309593481067,534,96.17073256176033,0.180095004797304,272,40.43735295575486,0.14866673880792228,True,0.25665916853051435,False
8h,15,20,10,2.0,1984,0.17164936579959808,340.5523417464026,0.5226814516129032,1.5303162704512094,0,0.0,,22,-2.2914981398723326,-0.1041590063578333,53,-5.399437763577827,-0.10187618421844956,553,83.55123221893933,0.15108721920242194,312,106.08077556754895,0.3400024857934261,285,108.82202546484987,0.38183166829771886,505,13.829160991761443,0.027384477211408798,254,35.96008340675323,0.1415751315226505,True,0.04060803376316095,False
8h,15,15,10,2.0,1624,0.1601597696554919,260.0994659205188,0.5129310344827587,1.4785805710476239,0,0.0,,11,-2.611726418022842,-0.2374296743657129,35,-2.9567918152413992,-0.08447976614975426,494,66.24813285479209,0.13410553209472084,248,90.59447884622844,0.3653003179283405,213,86.27562825973467,0.40504989793302665,418,-6.6605270139237565,-0.015934275152927647,205,29.210271206951653,0.14248912783878856,True,-0.02560761511120934,False
8h,15,25,10,2.0,2313,0.1572901313685276,363.8120738554043,0.5252918287937743,1.491179517535151,0,0.0,,28,-6.009020738130289,-0.21460788350465318,65,-8.506769960050994,-0.13087338400078452,604,93.48465457264368,0.1547759181666286,371,115.50368026985323,0.3113306745818146,351,113.68003044941594,0.3238747306251166,601,15.39393818249174,0.02561387384774,293,40.26556107918107,0.13742512313713676,True,0.04231288428489594,False
8h,15,20,20,3.0,1726,0.15410569451214057,265.9864287279546,0.5509849362688297,1.5057604274435161,0,0.0,,19,0.20840883024261547,0.010968885802242919,48,-8.141075109792125,-0.1696057314540026,477,50.699259778592946,0.10628775634925146,271,110.61032695045138,0.4081561880090457,268,24.744343479711482,0.09232963984966971,420,59.19624300253962,0.1409434357203324,223,28.66892179620866,0.12856018742694467,True,0.22255362157249123,False
8h,15,15,20,3.0,1422,0.14996323337118675,213.24771785382757,0.5443037974683544,1.4843966680667637,0,0.0,,10,-0.9946993946460372,-0.09946993946460372,31,-4.888218032817717,-0.15768445267153924,431,36.756285209799415,0.08528140419907057,214,84.87189639763963,0.3965976467179422,202,23.218422530280204,0.11494268579346635,349,46.00962591990887,0.13183273902552686,185,28.274405223663205,0.15283462283061192,True,0.21575670953461998,False
8h,15,25,20,3.0,1995,0.14900607672420682,297.2671230647926,0.5518796992481203,1.4939530564953007,0,0.0,,24,-0.7192855723449982,-0.029970232181041594,59,-14.530681948050194,-0.2462827448822067,518,58.7263319186699,0.11337129714028939,319,115.74442003047174,0.3628351725093158,323,23.358372606843957,0.07231694305524446,496,76.1401361583161,0.1535083390288631,256,38.54782987088613,0.15057746043314896,True,0.2561337270442804,False
8h,10,20,10,2.0,2676,0.14872022211275274,397.9753143737263,0.523168908819133,1.4534232268266611,0,0.0,,37,-3.2902728736324867,-0.08892629388195909,77,-6.674978339622237,-0.08668803038470438,746,104.02616851018604,0.1394452660994451,418,128.29034264757055,0.30691469532911614,392,146.05512548802034,0.3725896058367866,668,-6.481467668327403,-0.009702795910669764,338,36.050396609531504,0.10665797813470859,True,-0.016286104776440623,False
8h,10,25,10,2.0,3065,0.14793183928152315,453.4110873978684,0.5262642740619902,1.456695079427052,0,0.0,,44,-6.25681006714478,-0.142200228798745,97,-8.379669362636957,-0.0863883439447109,812,121.66485055084758,0.1498335597916842,485,135.25039807813184,0.27886680016109655,468,169.94215012489227,0.36312425240361595,770,-3.322914763146759,-0.004315473718372415,389,44.513082836925165,0.11442951886099013,True,-0.007328702044356714,False
8h,5,15,20,2.0,3171,0.1474966081248309,467.71174436383876,0.4645222327341533,1.316866904694908,0,0.0,,29,5.955835597896682,0.20537364130678212,83,-26.680587966020013,-0.3214528670604821,868,131.80399195892815,0.15184791700337344,488,163.89300156094475,0.3358463146740671,461,108.47266592465829,0.23529862456541928,832,65.5301442095813,0.07876219255959291,410,18.736693077849644,0.04569925140938937,True,0.14010797248359147,False
8h,5,20,20,2.0,3702,0.14461685523703047,535.3715980874867,0.4708265802269044,1.3144180402131689,0,0.0,,43,1.5958582454508012,0.03711298245234421,117,-30.75772462606065,-0.2628865352654756,955,156.7803139619216,0.16416786802295455,593,177.5768105730461,0.2994549925346477,569,105.85634687344151,0.18603927394277944,966,95.48495365670362,0.0988457077191549,459,28.835039402983806,0.06282143660780785,True,0.17835266943148548,False
8h,10,15,10,2.0,2219,0.14212301368292937,315.3709673624203,0.5205047318611987,1.4273036137682413,0,0.0,,24,-2.2191050128873595,-0.09246270887030665,53,-1.556294673046136,-0.029364050434832756,652,87.59555027959931,0.13434900349631795,334,110.75021733252522,0.3315874770434887,304,126.05691983154091,0.41466092049848985,565,-30.268405517006975,-0.05357239914514509,287,25.01208512169536,0.08715012237524516,True,-0.09597714643853983,False
8h,5,25,20,2.0,4127,0.13630800980502186,562.5431564653252,0.47201356917858006,1.2972647124560044,0,0.0,,54,-1.1158257443776858,-0.020663439710697885,147,-37.209617795695806,-0.2531266516714,1010,160.729197067254,0.1591378188784693,666,173.40022964455196,0.26036070517199994,667,106.74528414788213,0.1600379072681891,1082,119.4663810849556,0.11041255183452459,501,40.527508060755025,0.08089322966218568,True,0.2123683840287184,False
8h,10,15,15,3.0,2041,0.13612517847093378,277.83148925917584,0.540421362077413,1.471614713486534,0,0.0,,21,-0.5921277335095696,-0.028196558738550932,52,-9.09203983607519,-0.17484691992452286,601,47.26146085153491,0.07863803802252066,310,104.04466414695841,0.33562794886115616,289,66.02359424397149,0.22845534340474563,502,51.55765856994985,0.1027044991433264,266,18.628279016345953,0.07003112412160133,True,0.18557168846276512,False
8h,10,20,15,3.0,2449,0.1356932556801751,332.31278316074884,0.5410371580236831,1.479057297683806,0,0.0,,32,-0.11456684241823933,-0.003580213825569979,74,-16.078819157870825,-0.21728133997122737,687,60.651528095023416,0.08828461149202826,385,117.3213090188724,0.30473067277629196,369,77.03782250809711,0.2087745867428106,589,71.2021050445532,0.1208864262216523,313,22.293404494491742,0.07122493448719407,True,0.21426231145044694,False
8h,5,20,15,2.0,3983,0.13376272608674142,532.7769380034911,0.497614863168466,1.3316019871857738,0,0.0,,46,1.4646484939500692,0.03184018465108846,124,-29.58140980290307,-0.23855975647502475,1031,136.89579917585414,0.13277963062643466,640,180.54396253791282,0.2820999414654888,594,156.26173490563883,0.26306689378053677,1059,31.03820020345793,0.02930897091922373,489,56.15400248958024,0.114834360919387,True,0.05825740190588833,False
8h,5,15,15,2.0,3426,0.13328644782668783,456.6393702542325,0.4929947460595447,1.3248058885672689,0,0.0,,32,3.20336571868301,0.10010517870884406,87,-23.585050090890327,-0.2710925297803486,941,115.85268777980093,0.12311656512199887,535,164.870598492516,0.30816934297666543,485,148.5628922014713,0.30631524165251817,909,-2.9568960638612936,-0.003252910961343557,437,50.69177221651285,0.11599947875632231,True,-0.006475341936055691,False
8h,5,25,15,2.0,4454,0.13268092421269378,590.9608364433382,0.4995509654243377,1.3329760405466444,0,0.0,,58,2.1235203700808816,0.0366124201738083,156,-33.104061976562086,-0.21220552549078261,1093,151.71629082836844,0.13880721942211202,723,181.64008690186424,0.25123110221557987,698,171.11671606322298,0.24515288834272633,1188,51.12617376997322,0.04303549980637476,538,66.34211048639051,0.1233124730230307,True,0.08651364120450517,False
8h,10,25,15,3.0,2793,0.12737684517011177,355.76352856012215,0.5402792696025779,1.4584266286876757,0,0.0,,39,-2.6313327187719775,-0.06747006971210198,93,-16.96631943992245,-0.18243354236475753,748,64.07900570442925,0.08566711992570755,442,118.29796986651388,0.2676424657613436,431,85.01965052886054,0.19726137013656736,680,84.34661039287235,0.12403913293069463,360,23.61794422614056,0.06560540062816822,True,0.2370861643245092,False
8h,10,20,20,3.0,2272,0.1194921332402673,271.48612672188733,0.5272887323943662,1.3638478324231844,0,0.0,,29,0.483805537516854,0.01668294956954669,70,-14.2356725567843,-0.20336675081120428,633,64.43058922935808,0.10178608093105541,351,102.71789497112485,0.2926435754163101,355,46.9475905952259,0.13224673407105886,546,50.574699483789296,0.09262765473221482,288,20.56721946165659,0.07141395646408538,True,0.18628833854040153,False
8h,10,15,20,3.0,1899,0.11681530658261949,221.8322672003944,0.5244865718799369,1.3520647816478677,0,0.0,,19,0.27145385337533323,0.014287044914491223,48,-7.891291783831628,-0.16440191216315891,559,53.94448936544764,0.09650176988452171,281,87.0230128801017,0.3096904372957356,280,38.0377738800438,0.13584919242872787,463,34.355549098256105,0.07420204988824212,249,16.09127990700144,0.06462361408434313,True,0.15487173949865768,False
8h,10,25,20,3.0,2588,0.11447939883869455,296.2726841945415,0.5343894899536321,1.3557894892105562,0,0.0,,35,-1.5690893542872564,-0.04483112440820732,88,-13.970821223286439,-0.15875933208280044,687,67.42320011134466,0.09814148487823093,408,104.79388894034818,0.2568477670106573,414,51.88760909159503,0.12533238911013292,626,60.277585291720605,0.09629007235099138,330,27.43031133710673,0.0831221555669901,True,0.20345306370580063,False
8h,5,20,10,2.0,4378,0.11404892248928136,499.3061826580738,0.5118775696665144,1.3424708087006467,0,0.0,,54,-3.9406413605034154,-0.07297484000932251,133,-18.357202734176987,-0.13802408070809766,1123,140.57674559461918,0.1251796487930714,699,208.74556948287386,0.29863457722871795,655,106.83637460702724,0.16310896886569043,1175,46.255332815868016,0.03936624069435576,539,19.190004252365895,0.0356029763494729,True,0.09263921501958207,False
8h,5,15,10,2.0,3756,0.11271311178333049,423.35044785818934,0.5101171458998935,1.335631703562985,0,0.0,,38,-1.1999818944796863,-0.031578470907360164,93,-17.149619766571085,-0.18440451361904392,1027,114.79198002433023,0.11177407986789702,581,199.69262306901632,0.34370503109985595,524,102.7965910913226,0.19617670055595915,1007,19.330053446980052,0.019195683661350597,486,5.088801887590929,0.010470785776936067,True,0.04565969764476329,False
8h,5,25,10,2.0,4914,0.11100736585508406,545.490195811883,0.50997150997151,1.3354651631032484,0,0.0,,67,-4.5644172696202325,-0.06812563088985421,168,-24.739088666010915,-0.14725648015482687,1191,155.87039322876737,0.13087354595194572,793,221.15184897596893,0.2788800113190024,785,113.1343407451688,0.14412017929320867,1320,51.12138766072025,0.03872832398539413,590,33.51573113688873,0.05680632396082836,True,0.09371641883431742,False
8h,15,20,10,3.0,1973,0.10926591957223697,215.58165931602355,0.533705017739483,1.487009407642937,0,0.0,,21,-0.008643465595095642,-0.0004115935997664592,53,-6.720668636295018,-0.12680506860933996,548,49.767086414087494,0.09081585112059762,311,72.17735753913104,0.23208153549559818,283,71.45801344876598,0.2525018143065936,503,8.076808806559168,0.01605727396930252,254,20.831705209369957,0.0820145874384644,True,0.037465194544770083,False
8h,15,15,10,3.0,1616,0.1020815596340108,164.96380036856146,0.5241336633663366,1.4420575174666708,0,0.0,,10,-0.22212898436210193,-0.022212898436210195,35,-3.425571337404067,-0.09787346678297335,489,38.200801433016764,0.07812024832927764,248,62.839983019333104,0.25338702830376253,212,57.87856972017153,0.2730121213215638,417,-8.876441869925998,-0.021286431342748196,205,18.56858838773223,0.09057847994015722,True,-0.053808422515086864,False
8h,15,25,10,3.0,2301,0.10119303248419971,232.84516774614355,0.536723163841808,1.4580412822978046,0,0.0,,27,-1.8611142305956694,-0.0689301566887285,65,-9.599855736133112,-0.1476900882482017,599,54.74983468357597,0.09140206124136221,371,76.88703986692522,0.20724269505909762,348,74.05574416825914,0.2128038625524688,598,11.402859276792926,0.019068326549820946,293,27.21065971731906,0.09286914579289782,True,0.048971852785988444,False
8h,5,15,20,3.0,3031,0.09569412012282452,290.04887809228114,0.5123721544044869,1.2767685990140438,0,0.0,,29,1.3038903985977892,0.04496173788268239,79,-25.353217789083505,-0.3209268074567532,831,69.48381984425096,0.08361470498706493,474,89.32518022824613,0.18844974731697495,442,56.06628738942781,0.12684680404847923,781,81.39680973064245,0.10422126726074576,395,17.826108290199507,0.045129388076454446,True,0.28063135519091875,False
8h,10,25,10,3.0,3050,0.09185231221918763,280.14955226852226,0.5360655737704918,1.4070644453960774,0,0.0,,43,-2.465787146426153,-0.05734388712618961,97,-12.7657790581226,-0.131605969671367,806,68.38560130463993,0.08484565918689818,484,89.0499937815495,0.1839875904577469,465,111.45837808313416,0.23969543673792293,766,-4.9188003451265585,-0.006421410372227883,389,31.405945648874,0.08073507878887917,True,-0.017557766219136798,False
8h,10,20,10,3.0,2662,0.09042043145287713,240.69918852755893,0.533809166040571,1.392123279578162,0,0.0,,36,-1.481841017906085,-0.04116225049739125,77,-10.60342837811859,-0.13770686205348817,740,56.45405249368896,0.07628926012660671,417,84.68246344993875,0.20307545191831836,389,96.37289719884356,0.24774523701502202,665,-8.33687715957248,-0.012536657382815761,338,23.611921940684805,0.06985775722096096,True,-0.034636083364352296,False
8h,5,20,20,3.0,3533,0.08963864475782732,316.69333192940394,0.5165581658647043,1.2614432828193194,0,0.0,,43,-2.9696729237412116,-0.06906216101723749,112,-31.68405724736657,-0.2828933682800587,914,82.09814600261768,0.0898229168518793,575,101.08782546320018,0.1758049138490438,540,49.08980327455994,0.09090704310103692,905,93.70232538511357,0.10353848108852327,444,25.368961975020362,0.05713730174554135,True,0.2958771655034446,False
8h,5,25,20,3.0,3925,0.08563384048755693,336.1128239136609,0.5182165605095541,1.2520246937938921,0,0.0,,54,-6.32148715914379,-0.1170645770211813,139,-34.98738092060643,-0.25170777640724046,965,87.77168533697696,0.09095511433883623,645,91.71509678006517,0.14219394849622508,628,56.78350827454132,0.09041959916328235,1011,106.18140234082202,0.10502611507499705,483,34.96999926100563,0.07240165478469075,True,0.3159100004113422,False
8h,10,15,10,3.0,2210,0.08432784867309993,186.36454556755086,0.5307692307692308,1.3592278665317685,0,0.0,,23,0.20068345334210164,0.008725367536613115,53,-4.524305933734525,-0.08536426290065142,647,46.87541960540833,0.07245041670078567,334,76.17060197948257,0.22805569454934901,303,78.6408715508976,0.2595408302009822,563,-26.30644582943557,-0.046725481046954835,287,15.307720741590376,0.053337006068259155,True,-0.14115584994625693,False
8h,5,15,15,3.0,3333,0.08288433898685649,276.2535018431927,0.5253525352535253,1.2835519867277978,0,0.0,,32,-0.3767800343862935,-0.011774376074571671,85,-23.257401511390256,-0.27361648836929714,914,55.4692333379369,0.06068843910058742,530,106.98152684248736,0.2018519374386554,470,88.50187501938471,0.18830186174337174,873,16.19235325128944,0.01854794186860188,429,32.74269493787083,0.07632329822347513,True,0.05861411038503527,False
8h,5,25,15,3.0,4320,0.07926677138168206,342.4324523688665,0.5275462962962963,1.2773546844981696,0,0.0,,58,-3.0749283837701715,-0.0530160066167271,152,-31.322288260352586,-0.20606768592337227,1062,74.27724256414149,0.0699409063692481,710,110.46314746019559,0.1555818978312614,670,103.33073120914602,0.1542249719539493,1141,41.19214749403663,0.03610179447330117,527,47.56640028546957,0.09025882407109975,True,0.1202927678410125,False
8h,5,20,15,3.0,3871,0.07853475259207972,304.0080272839406,0.5262206148282098,1.2706791506329305,0,0.0,,46,-2.2348659871165277,-0.048584043198185385,122,-30.62249790393408,-0.2510040811797875,1004,61.573497387670336,0.06132818464907404,629,115.26456293556913,0.18325049751282851,573,91.45062761755705,0.15959969915804023,1017,29.35224338628718,0.02886159625003656,480,39.22445984790746,0.08171762468314055,True,0.0965508827136083,False
8h,5,20,10,3.0,4327,0.07129081414090466,308.4753527876945,0.5262306447885371,1.3056868951685112,0,0.0,,54,-3.4093802935650945,-0.0631366721030573,131,-18.62413868023271,-0.14216899755902834,1111,78.18646520171171,0.07037485616715726,697,129.04516284655858,0.18514370566220745,646,61.44637118414578,0.09511822164728449,1154,47.678783535843166,0.04131610358391956,534,14.152088993233068,0.02650203931317054,True,0.15456270040691933,False
8h,5,15,10,3.0,3711,0.07085558696057931,262.9450832107098,0.5241174885475613,1.3022213641417546,0,0.0,,38,-1.155289537584742,-0.030402356252230055,91,-15.295956252873943,-0.1680874313502631,1016,63.910668548230824,0.06290420132699884,580,127.61992419700974,0.2200343520638099,517,58.61463734717326,0.11337454032335254,989,24.795575947176353,0.02507136091726628,480,4.455522961578343,0.009282339503288215,True,0.09429944703437004,False
8h,5,25,10,3.0,4856,0.0702509309649009,341.1385207655588,0.5240939044481054,1.3044389975938322,0,0.0,,67,-4.490767092302614,-0.06702637451197932,166,-24.34350637739424,-0.1466476287794834,1179,86.61858917032492,0.07346784492818059,791,135.25471643385987,0.17099205617428556,773,68.57639368059321,0.08871461019481658,1295,53.593087298716824,0.04138462339669253,585,25.930007651760786,0.04432479940471929,True,0.15710066156834776,False
