exit_time,trade_id,symbol,timeframe,side,pnl_R,equity_R,peak_R,dd_R
2025-01-27 00:00:00+00:00,160,LTC/USDT,1d,LONG,-1.0000000000000004,14.601040305093548,15.601040305093548,-1.0
2025-01-27 00:00:00+00:00,203,AAVE/USDT,1d,LONG,-0.9999999999999998,13.601040305093548,15.601040305093548,-2.0
2025-02-01 00:00:00+00:00,224,HBAR/USDT,1d,LONG,23.45180906050471,37.05284936559826,37.05284936559826,0.0
2025-02-02 00:00:00+00:00,5,BTC/USDT,1d,LONG,7.397547736293662,44.45039710189192,44.45039710189192,0.0
2025-02-02 00:00:00+00:00,59,XRP/USDT,1d,LONG,44.48372686662405,88.93412396851598,88.93412396851598,0.0
2025-02-02 00:00:00+00:00,127,LINK/USDT,1d,LONG,-0.9999999999999996,87.93412396851598,88.93412396851598,-1.0
2025-03-03 00:00:00+00:00,60,XRP/USDT,1d,LONG,-1.0,86.93412396851598,88.93412396851598,-2.0
2025-03-03 00:00:00+00:00,118,ADA/USDT,1d,LONG,-0.9999999999999999,85.93412396851598,88.93412396851598,-3.0
2025-03-09 00:00:00+00:00,225,HBAR/USDT,1d,LONG,-0.9999999999999999,84.93412396851598,88.93412396851598,-4.0
2025-04-07 00:00:00+00:00,28,ZEC/USDT,1d,LONG,-0.9999999999999996,83.93412396851598,88.93412396851598,-5.0
2025-05-04 00:00:00+00:00,52,BNB/USDT,1d,LONG,-1.0000000000000016,82.93412396851598,88.93412396851598,-6.0
2025-05-05 00:00:00+00:00,119,ADA/USDT,1d,LONG,-0.7817059483726148,82.15241802014336,88.93412396851598,-6.781705948372618
2025-05-05 00:00:00+00:00,226,HBAR/USDT,1d,LONG,-0.8958836149101637,81.2565344052332,88.93412396851598,-7.67758956328278
2025-05-11 00:00:00+00:00,106,DOGE/USDT,1d,LONG,-1.0000000000000002,80.2565344052332,88.93412396851598,-8.67758956328278
2025-05-15 00:00:00+00:00,94,FET/USDT,1d,LONG,-1.0000000000000004,79.2565344052332,88.93412396851598,-9.67758956328278
2025-05-15 00:00:00+00:00,97,RENDER/USDT,1d,LONG,-1.0000000000000004,78.2565344052332,88.93412396851598,-10.67758956328278
2025-05-15 00:00:00+00:00,184,DOT/USDT,1d,LONG,-0.9999999999999993,77.2565344052332,88.93412396851598,-11.67758956328278
2025-05-15 00:00:00+00:00,251,ATOM/USDT,1d,LONG,-1.0000000000000007,76.2565344052332,88.93412396851598,-12.67758956328278
2025-05-17 00:00:00+00:00,152,PHA/USDT,1d,LONG,-0.9999999999999997,75.2565344052332,88.93412396851598,-13.67758956328278
2025-05-18 00:00:00+00:00,14,ETH/USDT,1d,LONG,-0.9999999999999998,74.2565344052332,88.93412396851598,-14.67758956328278
2025-05-23 00:00:00+00:00,79,SUI/USDT,1d,LONG,1.5617024361948946,75.81823684142809,88.93412396851598,-13.115887127087888
2025-05-25 00:00:00+00:00,227,HBAR/USDT,1d,LONG,-0.9999999999999998,74.81823684142809,88.93412396851598,-14.115887127087888
2025-05-28 00:00:00+00:00,61,XRP/USDT,1d,LONG,-1.0000000000000007,73.81823684142809,88.93412396851598,-15.115887127087888
2025-05-30 00:00:00+00:00,6,BTC/USDT,1d,LONG,1.5519406137024283,75.37017745513052,88.93412396851598,-13.56394651338546
2025-05-30 00:00:00+00:00,39,SOL/USDT,1d,LONG,-0.6285465811501268,74.74163087398038,88.93412396851598,-14.192493094535592
2025-05-30 00:00:00+00:00,44,WLD/USDT,1d,LONG,-1.0,73.74163087398038,88.93412396851598,-15.192493094535592
2025-05-30 00:00:00+00:00,84,TAO/USDT,1d,LONG,-0.02564728871519298,73.71598358526519,88.93412396851598,-15.218140383250784
2025-05-30 00:00:00+00:00,120,ADA/USDT,1d,LONG,-1.0000000000000004,72.71598358526519,88.93412396851598,-16.218140383250784
2025-05-30 00:00:00+00:00,128,LINK/USDT,1d,LONG,-1.0000000000000002,71.71598358526519,88.93412396851598,-17.218140383250784
2025-05-30 00:00:00+00:00,135,PEPE/USDT,1d,LONG,0.3251184834123225,72.04110206867752,88.93412396851598,-16.89302189983846
2025-05-30 00:00:00+00:00,161,LTC/USDT,1d,LONG,-0.9244350282485869,71.11666704042894,88.93412396851598,-17.81745692808704
2025-05-30 00:00:00+00:00,257,PENDLE/USDT,1d,LONG,0.16952155936207886,71.28618859979102,88.93412396851598,-17.64793536872496
2025-06-05 00:00:00+00:00,53,BNB/USDT,1d,LONG,0.16699241204875045,71.45318101183977,88.93412396851598,-17.480942956676202
2025-06-05 00:00:00+00:00,266,BCH/USDT,1d,LONG,-0.7552037525652303,70.69797725927454,88.93412396851598,-18.23614670924144
2025-06-13 00:00:00+00:00,15,ETH/USDT,1d,LONG,-0.9999999999999998,69.69797725927454,88.93412396851598,-19.23614670924144
2025-06-13 00:00:00+00:00,29,ZEC/USDT,1d,LONG,0.8460176991150444,70.54399495838958,88.93412396851598,-18.3901290101264
2025-06-13 00:00:00+00:00,192,UNI/USDT,1d,LONG,-0.9999999999999999,69.54399495838958,88.93412396851598,-19.3901290101264
2025-06-20 00:00:00+00:00,204,AAVE/USDT,1d,LONG,1.5824242424242418,71.12641920081381,88.93412396851598,-17.807704767702162
2025-06-22 00:00:00+00:00,72,TRX/USDT,1d,LONG,1.0533104041272578,72.17972960494107,88.93412396851598,-16.754394363574903
2025-06-26 00:00:00+00:00,219,SEI/USDT,1d,LONG,-1.0,71.17972960494107,88.93412396851598,-17.754394363574903
2025-07-23 00:00:00+00:00,30,ZEC/USDT,1d,LONG,-0.46890898812888726,70.71082061681219,88.93412396851598,-18.22330335170379
2025-07-23 00:00:00+00:00,45,WLD/USDT,1d,LONG,-0.9999999999999998,69.71082061681219,88.93412396851598,-19.22330335170379
2025-07-23 00:00:00+00:00,205,AAVE/USDT,1d,LONG,-0.07376453488372132,69.63705608192846,88.93412396851598,-19.297067886587513
2025-07-23 00:00:00+00:00,252,ATOM/USDT,1d,LONG,-0.9999999999999998,68.63705608192846,88.93412396851598,-20.297067886587513
2025-07-24 00:00:00+00:00,95,FET/USDT,1d,LONG,-1.0000000000000002,67.63705608192846,88.93412396851598,-21.297067886587513
2025-07-24 00:00:00+00:00,98,RENDER/USDT,1d,LONG,-0.9999999999999998,66.63705608192846,88.93412396851598,-22.297067886587513
2025-07-24 00:00:00+00:00,114,INJ/USDT,1d,LONG,-0.9999999999999996,65.63705608192846,88.93412396851598,-23.297067886587513
2025-07-24 00:00:00+00:00,211,DASH/USDT,1d,LONG,-0.9999999999999997,64.63705608192846,88.93412396851598,-24.297067886587513
2025-07-24 00:00:00+00:00,220,SEI/USDT,1d,LONG,-0.9999999999999998,63.63705608192846,88.93412396851598,-25.297067886587513
2025-07-29 00:00:00+00:00,85,TAO/USDT,1d,LONG,0.20192307692307745,63.838979158851544,88.93412396851598,-25.095144809664433
2025-07-29 00:00:00+00:00,136,PEPE/USDT,1d,LONG,0.30406654343807804,64.14304570228963,88.93412396851598,-24.79107826622635
2025-07-31 00:00:00+00:00,193,UNI/USDT,1d,LONG,0.9137672090112634,65.0568129113009,88.93412396851598,-23.87731105721508
2025-07-31 00:00:00+00:00,258,PENDLE/USDT,1d,LONG,-0.03319502074688799,65.02361789055401,88.93412396851598,-23.91050607796197
2025-08-01 00:00:00+00:00,7,BTC/USDT,1d,LONG,0.49955274760269336,65.5231706381567,88.93412396851598,-23.410953330359277
2025-08-01 00:00:00+00:00,16,ETH/USDT,1d,LONG,3.233984896743038,68.75715553489974,88.93412396851598,-20.17696843361624
2025-08-01 00:00:00+00:00,40,SOL/USDT,1d,LONG,-0.10582452235206798,68.65133101254767,88.93412396851598,-20.282792955968304
2025-08-01 00:00:00+00:00,80,SUI/USDT,1d,LONG,-0.0769204104270656,68.57441060212061,88.93412396851598,-20.35971336639537
2025-08-01 00:00:00+00:00,107,DOGE/USDT,1d,LONG,-1.0000000000000002,67.57441060212061,88.93412396851598,-21.35971336639537
2025-08-01 00:00:00+00:00,121,ADA/USDT,1d,LONG,0.06047794117646964,67.63488854329708,88.93412396851598,-21.299235425218896
2025-08-01 00:00:00+00:00,129,LINK/USDT,1d,LONG,0.6222222222222222,68.2571107655193,88.93412396851598,-20.677013202996676
2025-08-01 00:00:00+00:00,147,AVAX/USDT,1d,LONG,-0.9999999999999998,67.2571107655193,88.93412396851598,-21.677013202996676
2025-08-02 00:00:00+00:00,54,BNB/USDT,1d,LONG,3.3896633068839783,70.64677407240328,88.93412396851598,-18.2873498961127
2025-08-02 00:00:00+00:00,62,XRP/USDT,1d,LONG,1.9604074130801037,72.60718148548338,88.93412396851598,-16.326942483032596
2025-08-02 00:00:00+00:00,228,HBAR/USDT,1d,LONG,2.2204687130119147,74.82765019849529,88.93412396851598,-14.106473770020685
