date,system,r,weight,vol_mult,pnl,equity,year
2023-01-27,S5,-3.08642,0.08571428571428572,1.0,-280.6986679565436,60350.20876018428,2023
2023-01-27,S5,-4.806596,0.08571428571428572,1.0,-435.1186080388001,59915.09015214548,2023
2023-01-27,S5,0.215232,0.08571428571428572,1.0,19.343467025439864,59934.43361917092,2023
2023-01-27,S5,1.128935,0.08571428571428572,1.0,101.49311972678808,60035.92673889771,2023
2023-01-27,S5,1.188606,0.08571428571428572,1.0,107.03859410612137,60142.965333003835,2023
2023-01-29,S1,-1.0000000000000004,0.08571428571428572,1.0,-90.21444799950581,60052.75088500433,2023
2023-01-29,S1,-1.0000000000000004,0.08571428571428572,1.0,-90.07912632750654,59962.67175867682,2023
2023-01-30,S7,-1.0,0.19999999999999998,1.0,-209.86935115536886,59752.80240752145,2023
2023-02-04,S1,5.285750507086714,0.08571428571428572,1.0,473.75760843811304,60226.56001595956,2023
2023-02-04,S1,5.285750507086714,0.08571428571428572,1.0,477.51385521667004,60704.07387117623,2023
2023-02-06,S3,-0.4858,0.14285714285714285,1.0,-73.72509771654353,60630.348773459686,2023
2023-02-06,S3,0.512,0.14285714285714285,1.0,77.60684643002838,60707.95561988971,2023
2023-02-07,S1,-1.0,0.08571428571428572,1.0,-91.06193342983455,60616.89368645988,2023
2023-02-07,S1,2.104390355634094,0.08571428571428572,1.0,191.34240969342505,60808.236096153305,2023
2023-02-07,S6,-1.0,0.19999999999999998,1.0,-212.82882633653654,60595.407269816766,2023
2023-02-09,S7,0.2970526857605964,0.14285714285714285,1.0,45.00007118564059,60640.40734100241,2023
2023-02-09,S7,-0.5500371854247182,0.14285714285714285,1.0,-83.38619744213345,60557.021143560276,2023
2023-02-09,S7,-1.0,0.14285714285714285,1.0,-151.3925528589007,60405.62859070137,2023
2023-02-09,S7,-0.2651200557973987,0.14285714285714285,1.0,-40.03685905610923,60365.59173164526,2023
2023-02-10,S5,5.482134,0.14285714285714285,1.0,827.3306571554284,61192.92238880069,2023
2023-02-10,S5,4.263942,0.14285714285714285,1.0,652.307679690869,61845.23006849156,2023
2023-02-10,S5,5.356092,0.14285714285714285,1.0,828.1218550200176,62673.35192351158,2023
2023-02-10,S5,-0.494518,0.14285714285714285,1.0,-77.48275161627775,62595.869171895305,2023
2023-02-10,S5,-1.47949,0.14285714285714285,1.0,-231.52490620281844,62364.34426569249,2023
2023-02-10,S5,-0.44384,0.14285714285714285,1.0,-69.1994763972124,62295.14478929528,2023
2023-02-10,S5,2.543929,0.14285714285714285,1.0,396.1860634717179,62691.330852766994,2023
2023-02-10,S5,1.126043,0.14285714285714285,1.0,176.48283566860573,62867.8136884356,2023
2023-02-10,S5,0.268013,0.14285714285714285,1.0,42.123478375196726,62909.93716681079,2023
2023-02-10,S5,-0.720458,0.14285714285714285,1.0,-113.30991877831542,62796.62724803248,2023
2023-02-10,S5,-0.461578,0.14285714285714285,1.0,-72.46385402973083,62724.163394002746,2023
2023-02-10,S5,4.106335,0.14285714285714285,1.0,643.9160687262806,63368.07946272902,2023
2023-02-10,S5,0.231596,0.14285714285714285,1.0,36.689484328125474,63404.76894705715,2023
2023-02-10,S5,8.865841,0.14285714285714285,1.0,1405.3415003158652,64810.110447373016,2023
2023-02-10,S5,-0.913978,0.14285714285714285,1.0,-148.08753781617273,64662.02290955684,2023
2023-02-10,S5,8.133505,0.14285714285714285,1.0,1314.8222166124879,65976.84512616933,2023
2023-02-10,S5,1.818182,0.14285714285714285,1.0,299.89478056297196,66276.7399067323,2023
2023-02-10,S5,0.262801,0.14285714285714285,1.0,43.54398381057289,66320.28389054287,2023
2023-02-10,S5,2.480436,0.14285714285714285,1.0,411.2580492308065,66731.54193977367,2023
2023-02-10,S5,-3.059072,0.14285714285714285,1.0,-510.34147866196827,66221.2004611117,2023
2023-02-10,S5,1.532419,0.14285714285714285,1.0,253.69656447354077,66474.89702558525,2023
2023-02-10,S5,3.279003,0.14285714285714285,1.0,544.9284669289627,67019.82549251421,2023
2023-02-10,S5,-0.392742,0.14285714285714285,1.0,-65.80375075895253,66954.02174175526,2023
2023-02-10,S5,-1.193877,0.14285714285714285,1.0,-199.8371665374539,66754.1845752178,2023
2023-02-10,S5,-0.223276,0.14285714285714285,1.0,-37.261518288040826,66716.92305692977,2023
2023-02-10,S5,-1.401021,0.14285714285714285,1.0,-233.679525645357,66483.2435312844,2023
2023-02-10,S5,0.121768,0.14285714285714285,1.0,20.238828995793597,66503.48236028019,2023
2023-02-10,S5,-0.627273,0.14285714285714285,1.0,-104.28959722645008,66399.19276305374,2023
2023-02-10,S5,-2.095298,0.14285714285714285,1.0,-347.81523949510245,66051.37752355864,2023
2023-02-10,S5,-1.015396,0.14285714285714285,1.0,-167.67076132977837,65883.70676222886,2023
2023-02-10,S7,-0.5569112655660344,0.14285714285714285,1.0,-91.72844628283593,65791.97831594602,2023
2023-02-11,S1,-1.0000000000000002,0.14285714285714285,1.0,-164.47994578986507,65627.49837015616,2023
2023-02-11,S1,-1.0000000000000002,0.14285714285714285,1.0,-164.06874592539043,65463.42962423077,2023
2023-02-11,S1,-0.7036472948070712,0.14285714285714285,1.0,-115.15791290970766,65348.27171132106,2023
2023-02-11,S1,-1.0000000000000002,0.14285714285714285,1.0,-163.37067927830267,65184.901032042755,2023
2023-02-11,S1,-1.0000000000000002,0.14285714285714285,1.0,-162.9622525801069,65021.938779462645,2023
2023-02-11,S1,-0.7036472948070712,0.14285714285714285,1.0,-114.38127831319972,64907.557501149444,2023
2023-02-11,S1,-0.7036472948070712,0.14285714285714285,1.0,-114.18006812054558,64793.3774330289,2023
2023-02-11,S1,-0.7036472948070712,0.14285714285714285,1.0,-113.9792118804108,64679.39822114849,2023
2023-02-15,S1,-1.0,0.14285714285714285,1.0,-161.69849555287124,64517.69972559562,2023
2023-02-15,S1,-1.0000000000000002,0.14285714285714285,1.0,-161.2942493139891,64356.40547628163,2023
2023-02-15,S1,-1.0000000000000002,0.14285714285714285,1.0,-160.8910136907041,64195.51446259092,2023
2023-02-15,S1,-1.0,0.14285714285714285,1.0,-160.48878615647732,64035.025676434445,2023
2023-02-15,S1,-1.0000000000000002,0.14285714285714285,1.0,-160.08756419108613,63874.938112243355,2023
2023-02-15,S1,-1.0,0.14285714285714285,1.0,-159.68734528060838,63715.250766962745,2023
2023-02-16,S1,-1.0000000000000002,0.14285714285714285,1.0,-159.28812691740688,63555.962640045334,2023
2023-02-16,S1,-1.0000000000000002,0.14285714285714285,1.0,-158.88990660011336,63397.072733445224,2023
2023-02-17,S1,-1.0,0.14285714285714285,1.0,-158.49268183361306,63238.580051611614,2023
2023-02-17,S1,-1.0,0.14285714285714285,1.0,-158.09645012902905,63080.483601482585,2023
2023-02-17,S7,-1.0,0.08571428571428572,1.0,-94.62072540222387,62985.86287608036,2023
2023-02-19,S1,-0.3590271562913652,0.14285714285714285,1.0,-56.53408808739251,62929.32878799297,2023
2023-02-20,S1,-1.0,0.2,1.0,-220.25265075797543,62709.076137234995,2023
2023-02-20,S1,-1.0,0.2,1.0,-219.48176648032253,62489.594370754676,2023
2023-02-20,S1,-1.0,0.2,1.0,-218.71358029764139,62270.880790457035,2023
2023-02-21,S7,1.834029513150032,0.15000000000000002,1.25,374.7405151203839,62645.62130557742,2023
2023-02-22,S7,1.56417926647803,0.15000000000000002,1.25,321.52634712784214,62967.147652705266,2023
2023-02-22,S7,-1.0,0.15000000000000002,1.25,-206.61095323543918,62760.53669946983,2023
2023-02-22,S7,0.7612449264094749,0.15000000000000002,1.25,156.76545983833572,62917.302159308165,2023
2023-02-22,S7,0.5550033298518645,0.15000000000000002,1.25,114.5789931684298,63031.88115247659,2023
2023-02-24,S5,2.25402,0.2,1.25,621.5786533044607,63653.45980578105,2023
2023-02-24,S5,2.056755,0.2,1.25,572.7731262874215,64226.23293206847,2023
2023-02-24,S5,1.601496,0.2,1.25,450.0039912190197,64676.23692328749,2023
2023-02-24,S5,2.70514,0.2,1.25,765.4424555341459,65441.67937882164,2023
2023-02-24,S1,-1.0,0.2,1.25,-286.30734728234467,65155.37203153929,2023
2023-02-24,S5,2.529274,0.2,1.25,720.9815744236854,65876.35360596298,2023
2023-02-24,S5,2.905007,0.2,1.25,837.2492990741149,66713.6029050371,2023
2023-02-24,S5,1.958225,0.2,1.25,571.5510720881338,67285.15397712523,2023
2023-02-24,S5,1.880564,0.2,1.25,553.5864175792937,67838.74039470452,2023
2023-02-24,S5,1.51361,0.2,1.25,449.23110683862564,68287.97150154314,2023
2023-02-24,S5,2.952057,0.2,1.25,881.9561812553229,69169.92768279847,2023
2023-02-24,S5,-4.348656,0.2,1.25,-1315.9834670384837,67853.94421575998,2023
2023-02-24,S5,-4.946487,0.2,1.25,-1468.4191067086713,66385.52510905132,2023
2023-02-24,S5,-7.144182,0.2,1.25,-2074.932446757767,64310.59266229355,2023
2023-02-24,S5,-5.924051,0.2,1.25,-1666.784134625981,62643.80852766757,2023
2023-02-24,S5,-6.175153,0.2,1.25,-1692.4035719546023,60951.40495571297,2023
2023-02-24,S5,-4.973189,0.2,1.25,-1326.1624978888005,59625.24245782417,2023
2023-02-24,S5,-3.165307,0.2,1.25,-825.7033633119603,58799.53909451221,2023
2023-02-24,S5,-6.613083,0.2,1.25,-1701.202266722674,57098.336827789535,2023
2023-02-24,S3,-1.0,0.15,1.25,-187.3539177161844,56910.98291007335,2023
2023-02-24,S1,-1.0,0.2,1.25,-248.9855502315709,56661.99735984178,2023
2023-02-24,S5,-5.161896,0.2,1.25,-1279.6146016665282,55382.38275817525,2023
2023-02-24,S5,-4.499927,0.2,1.25,-1090.3229728030817,54292.05978537217,2023
2023-02-24,S5,-4.828275,0.2,1.25,-1146.8493529509528,53145.21043242122,2023
2023-02-24,S5,-4.607721,0.2,1.25,-1071.3425719451277,52073.86786047609,2023
2023-02-24,S5,-4.445824,0.2,1.25,-1012.861725342833,51061.00613513326,2023
2023-02-24,S5,-5.750178,0.2,1.25,-1284.543199345474,49776.462935787786,2023
2023-02-24,S5,-3.949147,0.2,1.25,-860.0137405714642,48916.44919521632,2023
2023-02-24,S1,-1.0,0.2,1.25,-214.00946522907142,48702.43972998725,2023
2023-02-24,S5,-5.151297,0.2,1.25,-1097.6032010727183,47604.83652891453,2023
2023-02-24,S5,-2.284863,0.2,1.25,-475.871067026098,47128.96546188843,2023
2023-02-24,S1,-1.0,0.2,1.25,-206.18922389576187,46922.77623799267,2023
2023-02-24,S5,-4.241092,0.2,1.25,-870.6416727782411,46052.13456521443,2023
2023-02-24,S5,-5.092629,0.2,1.25,-1026.053157494371,45026.081407720056,2023
2023-02-24,S5,-6.274627,0.2,1.25,-1236.0331642097176,43790.04824351034,2023
2023-02-24,S7,1.2825374862688104,0.15000000000000002,1.25,184.28280411785244,43974.33104762819,2023
2023-02-24,S7,0.1779317043720765,0.15000000000000002,1.25,25.67390329850852,44000.0049509267,2023
2023-02-25,S3,-1.0,0.14285714285714285,1.25,-137.50001547164592,43862.50493545505,2023
2023-02-25,S3,-1.0,0.14285714285714285,1.25,-137.07032792329701,43725.43460753175,2023
2023-03-01,S6,-1.0,0.14285714285714285,1.0,-109.31358651882938,43616.12102101292,2023
2023-03-01,S1,-0.9999999999999996,0.14285714285714285,1.0,-109.04030255253227,43507.08071846039,2023
2023-03-01,S1,-0.9999999999999996,0.14285714285714285,1.0,-108.76770179615093,43398.31301666424,2023
2023-03-01,S1,-0.9999999999999996,0.14285714285714285,1.0,-108.49578254166055,43289.81723412257,2023
2023-03-03,S7,1.1911900300412532,0.19999999999999998,1.0,180.4823954205819,43470.29962954315,2023
2023-03-03,S7,1.1123844621887793,0.19999999999999998,1.0,169.24490056108058,43639.544530104235,2023
2023-03-03,S6,0.8611257301868813,0.19999999999999998,1.0,131.52697126978123,43771.07150137402,2023
2023-03-03,S6,0.283775435700325,0.19999999999999998,1.0,43.47404210230371,43814.54554347632,2023
2023-03-03,S6,-1.0,0.19999999999999998,1.0,-153.3509094021671,43661.194634074156,2023
2023-03-03,S6,0.5242288609761445,0.19999999999999998,1.0,80.10960416157455,43741.30423823573,2023
2023-03-03,S6,-1.0,0.19999999999999998,1.0,-153.09456483382505,43588.20967340191,2023
2023-03-03,S6,0.3617676435225012,0.19999999999999998,1.0,55.19081364618954,43643.40048704809,2023
2023-03-03,S6,-0.3326676196662584,0.19999999999999998,1.0,-50.81561153958629,43592.58487550851,2023
2023-03-03,S7,2.311201978707007,0.19999999999999998,1.0,352.62943947429943,43945.21431498281,2023
2023-03-06,S3,-1.0,0.14285714285714285,1.0,-109.86303578745704,43835.351279195354,2023
2023-03-08,S2,0.4588588573269361,0.25,1.0,87.99979649342188,43923.35107568878,2023
2023-03-08,S6,0.7581217532200613,0.25,1.0,145.6842096710063,44069.03528535979,2023
2023-03-08,S6,-1.0,0.25,1.0,-192.80202937344907,43876.233255986335,2023
2023-03-08,S6,0.9155450271922094,0.25,1.0,175.74666886631633,44051.979924852654,2023
2023-03-08,S6,0.686352145320831,0.25,1.0,132.278872805856,44184.25879765851,2023
2023-03-08,S6,-1.0,0.25,1.0,-193.306132239756,43990.95266541876,2023
2023-03-08,S6,0.7853488116024245,0.25,1.0,151.14856048707244,44142.10122590583,2023
2023-03-09,S6,-1.0,0.25,1.0,-193.121692863338,43948.9795330425,2023
2023-03-09,S6,-0.0356784753196324,0.25,1.0,-6.860142544468002,43942.11939049803,2023
2023-03-09,S2,0.6632676566784708,0.25,1.0,127.51106618959284,44069.63045668763,2023
2023-03-09,S8,0.6530378781374377,0.0,1.0,0.0,44069.63045668763,2023
2023-03-09,S8,0.8205382933590123,0.0,1.0,0.0,44069.63045668763,2023
2023-03-09,S2,0.6988857974665018,0.25,1.0,134.74841986277076,44204.3788765504,2023
2023-03-09,S6,-1.0,0.25,1.0,-193.39415758490802,44010.98471896549,2023
2023-03-09,S6,-1.0,0.25,1.0,-192.54805814547402,43818.436660820014,2023
2023-03-10,S5,-1.301075,0.15,1.0,-149.65406525600054,43668.782595564015,2023
2023-03-10,S5,-2.883087,0.15,1.0,-330.4898609436293,43338.29273462039,2023
2023-03-10,S5,-2.848988,0.15,1.0,-324.1094743462292,43014.183260274156,2023
2023-03-10,S5,2.362477,0.15,1.0,266.7525488937296,43280.93580916789,2023
2023-03-10,S5,3.381314,0.15,1.0,384.1593897346818,43665.09519890257,2023
2023-03-10,S5,-3.083451,0.15,1.0,-353.42785132239726,43311.66734758017,2023
2023-03-10,S5,2.672713,0.15,1.0,303.8690979753267,43615.5364455555,2023
2023-03-10,S5,-0.569488,0.15,1.0,-65.20112712567959,43550.335318429825,2023
2023-03-10,S5,-2.620519,0.15,1.0,-299.57676304058054,43250.75855538924,2023
2023-03-10,S8,1.5042601880937987,0.0,1.0,0.0,43250.75855538924,2023
2023-03-10,S8,1.1597094665037393,0.0,1.0,0.0,43250.75855538924,2023
2023-03-10,S8,1.636012660297666,0.0,1.0,0.0,43250.75855538924,2023
2023-03-10,S8,1.9807674457899147,0.0,1.0,0.0,43250.75855538924,2023
2023-03-10,S5,-0.637082,0.15,1.0,-72.32998437520929,43178.42857101403,2023
2023-03-10,S5,2.827158,0.15,1.0,320.4396293751735,43498.8682003892,2023
2023-03-10,S8,1.127900062861124,0.0,1.0,0.0,43498.8682003892,2023
2023-03-10,S8,3.1900779783452093,0.0,1.0,0.0,43498.8682003892,2023
2023-03-10,S5,-1.092233,0.15,1.0,-124.71611069167872,43374.15208969753,2023
2023-03-10,S5,1.369894,0.15,1.0,155.97222559475574,43530.12431529228,2023
2023-03-10,S5,0.911871,0.15,1.0,104.19637722246347,43634.320692514746,2023
2023-03-10,S5,0.565743,0.15,1.0,64.80025516530658,43699.12094768005,2023
2023-03-10,S5,1.184474,0.15,1.0,135.87124053662876,43834.99218821668,2023
2023-03-10,S5,-6.334689,0.15,1.0,-728.9127374281782,43106.0794507885,2023
2023-03-10,S2,0.6291020233220794,0.25,1.0,118.64178287488342,43224.72123366338,2023
2023-03-10,S5,-0.786049,0.15,1.0,-89.18896586512466,43135.532267798255,2023
2023-03-10,S2,1.085486648957488,0.25,1.0,204.85081912911838,43340.38308692737,2023
2023-03-10,S5,0.269593,0.15,1.0,30.671192731079284,43371.054279658456,2023
2023-03-11,S8,1.1015551317797496,0.0,1.0,0.0,43371.054279658456,2023
2023-03-11,S2,0.7281670529920886,0.25,1.0,138.16850591240728,43509.22278557086,2023
2023-03-11,S2,1.031528537769782,0.25,1.0,196.35439669781073,43705.57718226867,2023
2023-03-11,S2,0.760402238433517,0.25,1.0,145.39795690623848,43850.97513917491,2023
2023-03-14,S1,0.9742065498142812,0.08571428571428572,1.25,80.09982599311388,43931.07496516802,2023
2023-03-14,S1,0.9742065498142812,0.08571428571428572,1.25,80.24613932146666,44011.32110448949,2023
2023-03-14,S1,0.9742065498142812,0.08571428571428572,1.25,80.39271991119969,44091.71382440069,2023
2023-03-14,S1,1.2255207010656153,0.08571428571428572,1.25,101.31620256987003,44193.03002697056,2023
2023-03-14,S1,1.2255207010656153,0.08571428571428572,1.25,101.54901213912517,44294.57903910969,2023
2023-03-14,S1,0.9742065498142812,0.08571428571428572,1.25,80.91012941468819,44375.48916852438,2023
2023-03-14,S1,1.2255207010656153,0.08571428571428572,1.25,101.96827611738678,44477.45744464177,2023
2023-03-14,S1,1.2255207010656153,0.08571428571428572,1.25,102.20258405470022,44579.66002869647,2023
2023-03-16,S7,-1.0,0.19999999999999998,1.25,-195.03601262554702,44384.62401607092,2023
2023-03-16,S7,-1.0,0.19999999999999998,1.25,-194.18273007031027,44190.44128600061,2023
2023-03-18,S7,0.6840818222586241,0.19999999999999998,1.25,132.25571450586267,44322.69700050647,2023
2023-03-19,S1,-1.0000000000000004,0.14285714285714285,1.25,-138.50842812658277,44184.18857237989,2023
2023-03-19,S1,-1.0000000000000004,0.14285714285714285,1.25,-138.0755892886872,44046.1129830912,2023
2023-03-19,S1,-1.0000000000000004,0.14285714285714285,1.25,-137.64410307216008,43908.46888001904,2023
2023-03-19,S1,-1.0000000000000004,0.14285714285714285,1.25,-137.21396525005954,43771.25491476898,2023
