date,equity,peak,dd_pct,open_pos,heat_pct,regime,pool
2021-03-15,3011.9209,3015.3858,-0.1149,2,0.5,BULL,B
2021-03-16,3011.9209,3015.3858,-0.1149,2,0.5,BULL,B
2021-03-17,3011.9209,3015.3858,-0.1149,2,0.5,BULL,B
2021-03-18,3011.9209,3015.3858,-0.1149,2,0.5,BULL,B
2021-03-19,3015.7186,3015.7186,0.0,1,0.25,BULL,B
2021-03-20,3015.7186,3015.7186,0.0,1,0.25,BULL,B
2021-03-21,3015.7186,3015.7186,0.0,1,0.25,BULL,B
2021-03-22,3015.7186,3015.7186,0.0,1,0.25,BULL,B
2021-03-23,3015.7186,3015.7186,0.0,1,0.25,BULL,B
2021-03-24,3015.7186,3015.7186,0.0,7,1.75,BULL,B
2021-03-25,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-03-26,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-03-27,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-03-28,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-03-29,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-03-30,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-03-31,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-04-01,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-04-02,3015.3859,3015.7186,-0.011,10,2.5,BULL,B
2021-04-03,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-04,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-05,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-06,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-07,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-08,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-09,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-10,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-11,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-12,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-13,3015.3859,3015.7186,-0.011,11,2.75,BULL,B
2021-04-14,3128.5154,3128.5154,0.0,5,1.25,BULL,B
2021-04-15,3316.0582,3316.0582,0.0,1,0.25,BULL,B
2021-04-16,3316.0582,3316.0582,0.0,1,0.25,BULL,B
2021-04-17,3316.0582,3316.0582,0.0,1,0.25,BULL,B
2021-04-18,3316.0582,3316.0582,0.0,1,0.25,BULL,B
2021-04-19,3316.0582,3316.0582,0.0,3,0.75,BULL,B
2021-04-20,3316.0582,3316.0582,0.0,3,0.75,BULL,B
2021-04-21,3316.0582,3316.0582,0.0,5,1.25,BULL,B
2021-04-22,3308.5197,3316.0582,-0.2273,4,1.0,BULL,B
2021-04-23,3308.5197,3316.0582,-0.2273,4,1.0,BULL,B
2021-04-24,3308.5197,3316.0582,-0.2273,4,1.0,BULL,B
2021-04-25,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-04-26,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-04-27,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-04-28,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-04-29,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-04-30,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-05-01,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-05-02,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-05-03,3308.5197,3316.0582,-0.2273,7,1.75,BULL,B
2021-05-04,3308.5197,3316.0582,-0.2273,8,2.0,BULL,B
2021-05-05,3308.5197,3316.0582,-0.2273,8,2.0,BULL,B
2021-05-06,3308.5197,3316.0582,-0.2273,8,2.0,BULL,B
2021-05-07,3308.5197,3316.0582,-0.2273,8,2.0,BULL,B
2021-05-08,3308.5197,3316.0582,-0.2273,8,2.0,BULL,B
2021-05-09,3308.5197,3316.0582,-0.2273,8,2.0,BULL,B
2021-05-10,3317.5344,3317.5344,0.0,7,1.75,BULL,B
2021-05-11,3317.5344,3317.5344,0.0,7,1.75,BULL,B
2021-05-12,3319.8109,3319.8109,0.0,5,1.25,BULL,B
2021-05-13,3319.8109,3319.8109,0.0,5,1.25,BULL,B
2021-05-14,3319.8109,3319.8109,0.0,5,1.25,BULL,B
2021-05-15,3319.8109,3319.8109,0.0,5,1.25,BULL,B
2021-05-16,3331.7521,3331.7521,0.0,2,0.5,BULL,B
2021-05-17,3331.7521,3331.7521,0.0,2,0.5,MIXED,B
2021-05-18,3331.7521,3331.7521,0.0,2,0.5,MIXED,B
2021-05-19,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-05-20,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-05-21,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-05-22,3315.187,3331.7521,-0.4972,0,0.0,BEAR,B
2021-05-23,3315.187,3331.7521,-0.4972,0,0.0,BEAR,B
2021-05-24,3315.187,3331.7521,-0.4972,0,0.0,BEAR,B
2021-05-25,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-05-26,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-05-27,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-05-28,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-05-29,3315.187,3331.7521,-0.4972,0,0.0,BEAR,B
2021-05-30,3315.187,3331.7521,-0.4972,0,0.0,BEAR,B
2021-05-31,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-06-01,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-06-02,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-06-03,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-06-04,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-06-05,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-06-06,3315.187,3331.7521,-0.4972,0,0.0,MIXED,B
2021-06-07,3315.187,3331.7521,-0.4972,0,0.0,BEAR,B
2021-06-08,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-09,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-10,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-11,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-12,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-13,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-14,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-15,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-16,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-17,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-18,3315.187,3331.7521,-0.4972,1,0.25,BEAR,B
2021-06-19,3315.187,3331.7521,-0.4972,3,0.75,BEAR,B
2021-06-20,3315.187,3331.7521,-0.4972,3,0.75,BEAR,B
2021-06-21,3306.899,3331.7521,-0.7459,2,0.5,BEAR,B
2021-06-22,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-06-23,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-06-24,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-06-25,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-06-26,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-06-27,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-06-28,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-06-29,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-06-30,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-01,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-02,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-03,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-04,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-05,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-06,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-07,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-08,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-09,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-10,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-11,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-12,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-13,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-14,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-15,3290.3231,3331.7521,-1.2435,0,0.0,BEAR,B
2021-07-16,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-17,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-18,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-19,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-20,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-21,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-22,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-23,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-24,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-25,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-26,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-27,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-28,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-29,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-07-30,3290.3231,3331.7521,-1.2435,1,0.25,MIXED,B
2021-07-31,3290.3231,3331.7521,-1.2435,1,0.25,MIXED,B
2021-08-01,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-08-02,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-08-03,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-08-04,3290.3231,3331.7521,-1.2435,1,0.25,BEAR,B
2021-08-05,3290.3231,3331.7521,-1.2435,1,0.25,MIXED,B
2021-08-06,3302.7268,3331.7521,-0.8712,0,0.0,MIXED,B
2021-08-07,3302.7268,3331.7521,-0.8712,0,0.0,MIXED,B
2021-08-08,3302.7268,3331.7521,-0.8712,0,0.0,MIXED,B
2021-08-09,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-10,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-11,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-12,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-13,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-14,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-15,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-16,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-17,3302.7268,3331.7521,-0.8712,0,0.0,BULL,B
2021-08-18,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-19,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-20,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-21,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-22,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-23,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-24,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-25,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-26,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-27,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-28,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-29,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-30,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-08-31,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-09-01,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-09-02,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-09-03,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-09-04,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-09-05,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-09-06,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-09-07,3302.7268,3331.7521,-0.8712,1,0.25,BULL,B
2021-09-08,3303.5153,3331.7521,-0.8475,0,0.0,BULL,B
2021-09-09,3303.5153,3331.7521,-0.8475,0,0.0,BULL,B
2021-09-10,3303.5153,3331.7521,-0.8475,0,0.0,BULL,B
2021-09-11,3303.5153,3331.7521,-0.8475,0,0.0,BULL,B
2021-09-12,3303.5153,3331.7521,-0.8475,0,0.0,BULL,B
2021-09-13,3303.5153,3331.7521,-0.8475,1,0.25,BULL,B
2021-09-14,3303.5153,3331.7521,-0.8475,1,0.25,BULL,B
2021-09-15,3303.5153,3331.7521,-0.8475,1,0.25,BULL,B
2021-09-16,3303.5153,3331.7521,-0.8475,1,0.25,BULL,B
2021-09-17,3303.5153,3331.7521,-0.8475,1,0.25,BULL,B
2021-09-18,3303.5153,3331.7521,-0.8475,1,0.25,BULL,B
2021-09-19,3303.5153,3331.7521,-0.8475,1,0.25,BULL,B
2021-09-20,3303.5153,3331.7521,-0.8475,1,0.25,MIXED,B
2021-09-21,3303.5153,3331.7521,-0.8475,1,0.25,BEAR,B
2021-09-22,3303.5153,3331.7521,-0.8475,1,0.25,MIXED,B
2021-09-23,3303.5153,3331.7521,-0.8475,1,0.25,BULL,B
2021-09-24,3303.5153,3331.7521,-0.8475,1,0.25,BEAR,B
2021-09-25,3303.5153,3331.7521,-0.8475,1,0.25,BEAR,B
2021-09-26,3303.5153,3331.7521,-0.8475,1,0.25,MIXED,B
2021-09-27,3303.5153,3331.7521,-0.8475,1,0.25,BEAR,B
2021-09-28,3303.5153,3331.7521,-0.8475,6,1.5,BEAR,B
2021-09-29,3303.5153,3331.7521,-0.8475,6,1.5,BEAR,B
2021-09-30,3303.5153,3331.7521,-0.8475,6,1.5,MIXED,B
2021-10-01,3303.5153,3331.7521,-0.8475,6,1.5,BULL,B
2021-10-02,3303.5153,3331.7521,-0.8475,6,1.5,BULL,B
2021-10-03,3303.5153,3331.7521,-0.8475,6,1.5,BULL,B
2021-10-04,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-05,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-06,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-07,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-08,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-09,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-10,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-11,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-12,3303.1477,3331.7521,-0.8585,5,1.25,MIXED,B
2021-10-13,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-14,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-15,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-16,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-17,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-18,3303.1477,3331.7521,-0.8585,5,1.25,BULL,B
2021-10-19,3335.4782,3335.4782,0.0,0,0.0,BULL,B
2021-10-20,3335.4782,3335.4782,0.0,0,0.0,BULL,B
2021-10-21,3335.4782,3335.4782,0.0,0,0.0,BULL,B
2021-10-22,3335.4782,3335.4782,0.0,0,0.0,BULL,B
2021-10-23,3335.4782,3335.4782,0.0,0,0.0,BULL,B
2021-10-24,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-10-25,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-10-26,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-10-27,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-10-28,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-10-29,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-10-30,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-10-31,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-01,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-02,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-03,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-04,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-05,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-06,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-07,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-08,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-09,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-10,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-11,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-12,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-13,3335.4782,3335.4782,0.0,1,0.25,BULL,B
2021-11-14,3370.1524,3370.1524,0.0,0,0.0,BULL,B
2021-11-15,3370.1524,3370.1524,0.0,0,0.0,BULL,B
2021-11-16,3370.1524,3370.1524,0.0,2,0.5,BULL,B
2021-11-17,3370.1524,3370.1524,0.0,2,0.5,BULL,B
2021-11-18,3370.1524,3370.1524,0.0,3,0.75,BULL,B
2021-11-19,3370.1524,3370.1524,0.0,3,0.75,BULL,B
2021-11-20,3370.1524,3370.1524,0.0,3,0.75,BULL,B
2021-11-21,3370.1524,3370.1524,0.0,3,0.75,BULL,B
2021-11-22,3370.1524,3370.1524,0.0,3,0.75,BULL,B
2021-11-23,3370.1524,3370.1524,0.0,3,0.75,BULL,B
2021-11-24,3370.1524,3370.1524,0.0,3,0.75,BULL,B
2021-11-25,3370.1524,3370.1524,0.0,3,0.75,BULL,B
2021-11-26,3361.727,3370.1524,-0.25,2,0.5,BULL,B
2021-11-27,3361.727,3370.1524,-0.25,2,0.5,BULL,B
2021-11-28,3361.727,3370.1524,-0.25,2,0.5,BULL,B
2021-11-29,3361.727,3370.1524,-0.25,2,0.5,BULL,B
2021-11-30,3361.727,3370.1524,-0.25,2,0.5,BULL,B
2021-12-01,3361.727,3370.1524,-0.25,2,0.5,BULL,B
2021-12-02,3361.727,3370.1524,-0.25,2,0.5,BULL,B
2021-12-03,3361.727,3370.1524,-0.25,2,0.5,BULL,B
2021-12-04,3353.3016,3370.1524,-0.5,1,0.25,BEAR,B
2021-12-05,3353.3016,3370.1524,-0.5,1,0.25,BEAR,B
2021-12-06,3353.3016,3370.1524,-0.5,2,0.5,BEAR,B
2021-12-07,3353.3016,3370.1524,-0.5,2,0.5,MIXED,B
2021-12-08,3353.3016,3370.1524,-0.5,2,0.5,BEAR,B
2021-12-09,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-10,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-11,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-12,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-13,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-14,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-15,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-16,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-17,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-18,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-19,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-20,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-21,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-22,3350.2073,3370.1524,-0.5918,1,0.25,BEAR,B
2021-12-23,3350.2073,3370.1524,-0.5918,1,0.25,MIXED,B
2021-12-24,3350.2073,3370.1524,-0.5918,1,0.25,MIXED,B
2021-12-25,3350.2073,3370.1524,-0.5918,1,0.25,MIXED,B
2021-12-26,3350.2073,3370.1524,-0.5918,1,0.25,MIXED,B
2021-12-27,3349.0133,3370.1524,-0.6272,0,0.0,MIXED,B
2021-12-28,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2021-12-29,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2021-12-30,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2021-12-31,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2022-01-01,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2022-01-02,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2022-01-03,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2022-01-04,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2022-01-05,3349.0133,3370.1524,-0.6272,0,0.0,BEAR,B
2022-01-06,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-07,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-08,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-09,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-10,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-11,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-12,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-13,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-14,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-15,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-16,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-17,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-18,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
2022-01-19,3349.0133,3370.1524,-0.6272,2,0.5,BEAR,B
