trade_id,symbol,timeframe,side,filter_mode,linreg_n,linreg_mult,stop_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,pnl_pct,mae_r,mfe_r
26,ADA/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:05.452800+00:00,1970-01-01 00:29:06.316800+00:00,0.7219,0.6762,0.63424,0.08765999999999999,midline_exit,10,-0.521332420716404,-6.330516692062604,-0.6525211042664846,0.14259639516313105
27,ADA/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.267200+00:00,0.8406,0.748335,0.748335,0.092265,initial_stop,5,-1.0000000000000004,-10.976088508208425,-1.0415650571722752,0.25686880182084154
28,ADA/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:12.192000+00:00,1970-01-01 00:29:13.315200+00:00,0.7094,0.806,0.637905,0.071495,midline_exit,13,1.3511434366039585,13.617141246123477,-0.293726834044339,3.187635498985943
29,ADX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:48.432000+00:00,1970-01-01 00:28:48.518400+00:00,0.1696,0.15738,0.15738,0.012219999999999998,initial_stop,1,-1.0000000000000009,-7.205188679245289,-1.129296235679215,0.8756137479541726
30,ADX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:49.296000+00:00,1970-01-01 00:28:49.814400+00:00,0.1802,0.165705,0.165705,0.014495,initial_stop,6,-1.0000000000000007,-8.043840177580474,-1.3038978958261471,1.365988271817869
31,ADX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:53.184000+00:00,1970-01-01 00:28:53.702400+00:00,0.2317,0.21045,0.21045,0.021249999999999998,initial_stop,6,-0.9999999999999997,-9.17134225291325,-1.1247058823529401,1.32235294117647
32,ADX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:54.134400+00:00,1970-01-01 00:28:54.393600+00:00,0.273,0.2465,0.23984000000000003,0.03316,midline_exit,3,-0.7991556091676726,-9.706959706959717,-0.9227985524728592,0.5729794933654994
33,ADX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:13.488000+00:00,1970-01-01 00:29:14.006400+00:00,0.1216,0.1218,0.11083,0.010770000000000002,midline_exit,6,0.018570102135562275,0.164473684210531,-0.19498607242339872,2.4512534818941494
34,ADX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:21.523200+00:00,1970-01-01 00:29:22.905600+00:00,0.1179,0.1341,0.10259,0.01531,midline_exit,16,1.058131939908556,13.740458015267176,-0.2547354670150229,3.4225996080992815
35,AGLD/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:36.681600+00:00,1970-01-01 00:28:37.804800+00:00,1.265,1.505,1.1059499999999998,0.15905000000000005,midline_exit,13,1.508959446714869,18.972332015810277,-0.11317195850361388,3.0493555485696318
36,AGLD/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:48.950400+00:00,1970-01-01 00:28:49.555200+00:00,1.179,1.0684,1.0684,0.11059999999999999,initial_stop,7,-1.0000000000000004,-9.380831212892282,-1.220614828209765,1.1573236889692577
37,AGLD/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:51.369600+00:00,1.625,1.44585,1.44585,0.17915,initial_stop,2,-0.9999999999999996,-11.024615384615377,-1.7527211833658949,0.3070053028188665
38,AGLD/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:51.456000+00:00,1970-01-01 00:28:51.542400+00:00,1.996,1.7914,1.7914,0.20459999999999998,initial_stop,1,-0.9999999999999996,-10.250501002003997,-2.834799608993158,0.24437927663734033
39,AGLD/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:54.739200+00:00,1970-01-01 00:28:54.825600+00:00,2.161,1.7485,1.7485,0.4125,initial_stop,1,-1.0000000000000002,-19.088385006941234,-1.3503030303030303,0.11151515151515108
40,AGLD/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:55.084800+00:00,1970-01-01 00:28:55.344000+00:00,2.302,1.94635,1.94635,0.35564999999999997,initial_stop,3,-1.0000000000000002,-15.449609035621204,-1.3890060452692254,0.9335020385210175
41,AGLD/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:55.430400+00:00,1970-01-01 00:28:56.208000+00:00,2.521,2.432,2.0965,0.4245,midline_exit,9,-0.20965842167255588,-3.530345101150334,-0.88339222614841,1.2815076560659602
42,AGLD/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:00.009600+00:00,1970-01-01 00:29:00.960000+00:00,1.432,1.205,1.0682999999999998,0.3637,midline_exit,11,-0.6241407753643109,-15.851955307262566,-0.6901292273852072,0.4124278251306025
43,AI/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:52.406400+00:00,1970-01-01 00:28:52.579200+00:00,0.6297,0.54281,0.54281,0.08689,initial_stop,2,-1.0000000000000002,-13.798634270287447,-1.3891126711934634,0.0034526412705716074
44,AI/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:52.752000+00:00,1970-01-01 00:28:53.616000+00:00,0.6894,0.7889,0.59047,0.09892999999999999,midline_exit,10,1.005761649651269,14.432840150855819,-0.22541190740927916,1.7325381582937431
45,ALCX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:52.752000+00:00,17.63,21.94,15.719999999999999,1.9099999999999995,midline_exit,18,2.256544502617803,24.44696539988658,-0.26178010471204194,2.926701570680629
46,ALCX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:53.616000+00:00,1970-01-01 00:28:53.702400+00:00,29.31,26.161499999999997,26.161499999999997,3.1485000000000003,initial_stop,1,-1.0000000000000007,-10.742067553735934,-2.366206129903128,0.07622677465459805
47,ALCX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:22.300800+00:00,1970-01-01 00:29:22.473600+00:00,10.93,9.475,9.475,1.455,initial_stop,2,-1.0,-13.311985361390665,-1.2577319587628866,6.233676975945017
48,ALCX/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:22.905600+00:00,1970-01-01 00:29:23.510400+00:00,13.16,10.349499999999999,10.349499999999999,2.8105,initial_stop,7,-1.0000000000000002,-21.35638297872341,-1.1741682974559688,1.5086283579434259
49,ALGO/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:53.702400+00:00,0.1454,0.416,0.13273000000000001,0.012669999999999997,midline_exit,29,21.357537490134177,186.10729023383766,-0.48145224940805015,36.977111286503565
50,ALGO/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:56.899200+00:00,1970-01-01 00:28:57.504000+00:00,0.4446,0.4056,0.35313,0.09146999999999998,midline_exit,7,-0.42636930141029833,-8.771929824561397,-0.666885317590467,0.5695856564993986
51,ALGO/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:00.873600+00:00,1970-01-01 00:29:01.046400+00:00,0.291,0.23102499999999998,0.23102499999999998,0.059975,initial_stop,2,-1.0,-20.609965635738835,-1.2455189662359314,0.14506044185077183
52,ALGO/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:12.192000+00:00,1970-01-01 00:29:13.228800+00:00,0.2182,0.2675,0.196,0.022200000000000004,midline_exit,12,2.220720720720721,22.59395050412467,-0.2612612612612612,5.306306306306306
53,ALICE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:37.113600+00:00,1970-01-01 00:28:37.804800+00:00,1.612,1.728,1.45415,0.15785,midline_exit,8,0.7348748812163439,7.196029776674928,-0.6145074437757377,7.45644599303136
54,ALICE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:41.174400+00:00,1970-01-01 00:28:41.779200+00:00,1.362,1.1529000000000003,1.1529000000000003,0.20909999999999992,initial_stop,7,-0.9999999999999996,-15.352422907488972,-1.1525585844093744,1.1238641798182685
55,ALICE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:52.406400+00:00,1970-01-01 00:28:52.579200+00:00,1.506,1.2943500000000001,1.2943500000000001,0.21164999999999998,initial_stop,2,-0.9999999999999996,-14.05378486055776,-1.011103236475313,0.1228443184502718
56,ALICE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:53.184000+00:00,1970-01-01 00:28:53.702400+00:00,1.805,1.57095,1.57095,0.23404999999999995,initial_stop,6,-0.9999999999999997,-12.966759002770079,-2.5336466566972873,0.5041657765434742
57,ALICE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:19.968000+00:00,1970-01-01 00:29:20.054400+00:00,0.4928,0.443805,0.443805,0.048995,initial_stop,1,-1.0000000000000002,-9.942167207792208,-8.629451984896418,0.010205122971731819
58,ALICE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:20.400000+00:00,1970-01-01 00:29:20.486400+00:00,0.5302,0.435005,0.435005,0.095195,initial_stop,1,-1.0000000000000002,-17.954545454545457,-1.3677188927989914,0.13761226955197228
59,ALPINE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:48.259200+00:00,1970-01-01 00:28:48.345600+00:00,1.642,1.4839499999999999,1.4839499999999999,0.15805000000000008,initial_stop,1,-0.9999999999999997,-9.625456760048722,-1.7968997152799726,2.7712749130022143
60,ALPINE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:48.432000+00:00,1970-01-01 00:28:49.209600+00:00,1.555,1.512,1.33635,0.21865000000000007,midline_exit,9,-0.19666133089412263,-2.7652733118970985,-0.384175623142007,1.2074091013034527
61,ALPINE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:06.489600+00:00,1970-01-01 00:29:06.576000+00:00,1.119,1.0157500000000002,1.0157500000000002,0.10324999999999995,initial_stop,1,-0.9999999999999989,-9.226988382484347,-2.101694915254238,0.3777239709443094
62,ALPINE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.267200+00:00,1.113,0.9640500000000001,0.9640500000000001,0.14894999999999997,initial_stop,5,-0.9999999999999997,-13.382749326145548,-1.1748909029875803,2.3363544813695882
63,ALPINE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:14.611200+00:00,1970-01-01 00:29:15.907200+00:00,1.142,1.869,0.9859499999999999,0.15604999999999997,midline_exit,15,4.658763216917656,63.66024518388793,-0.5703300224287087,9.150913168856137
64,ALPINE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:18.844800+00:00,1970-01-01 00:29:18.931200+00:00,4.682,4.3932,4.3932,0.28879999999999995,initial_stop,1,-1.0000000000000007,-6.168304143528413,-1.6689750692520786,7.091412742382273
65,ALPINE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:19.017600+00:00,1970-01-01 00:29:19.104000+00:00,5.946,5.43405,5.43405,0.5119499999999999,initial_stop,1,-0.9999999999999996,-8.609989909182636,-1.2852817657974405,2.42797148159
66,ALPINE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:19.190400+00:00,1970-01-01 00:29:19.276800+00:00,6.591,5.942,5.942,0.649,initial_stop,1,-1.0,-9.846760734334703,-8.149460708782742,0.20647149460708697
67,ALT/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:53.011200+00:00,1970-01-01 00:28:53.702400+00:00,0.16465,0.1399435,0.1399435,0.0247065,initial_stop,8,-0.9999999999999997,-15.005466140297596,-1.4975816080788449,1.7865743832594667
68,AMP/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:53.788800+00:00,0.004487,0.009319,0.003914399999999999,0.0005726,midline_exit,29,8.438700663639537,107.68887898373079,-0.9098847362906037,17.48690185120503
69,AMP/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:56.985600+00:00,1970-01-01 00:28:58.022400+00:00,0.008158,0.007155,0.0063092,0.0018488,midline_exit,12,-0.5425140631761145,-12.294680068644281,-0.6544785807009953,1.2126784941583726
70,ANKR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:53.702400+00:00,0.03039,0.04447,0.027429000000000002,0.0029609999999999997,midline_exit,28,4.755150287065182,46.33102994406055,-0.9557581898007428,11.350894967916247
71,APE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:49.382400+00:00,1970-01-01 00:28:49.555200+00:00,1.491,1.38525,1.38525,0.10575000000000001,initial_stop,2,-1.0,-7.0925553319919565,-2.24113475177305,2.5342789598108726
72,APE/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:53.097600+00:00,1970-01-01 00:28:53.702400+00:00,1.59,1.3212000000000002,1.3212000000000002,0.2688,initial_stop,7,-0.9999999999999998,-16.90566037735849,-1.3504464285714286,2.1502976190476195
73,API3/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:36.422400+00:00,1970-01-01 00:28:37.718400+00:00,2.876,3.215,2.4206999999999996,0.4553000000000001,midline_exit,15,0.7445640237206236,11.787204450625865,-0.4414671645069186,1.7900285526026791
74,API3/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:52.924800+00:00,1970-01-01 00:28:53.702400+00:00,2.315,1.9647999999999999,1.9647999999999999,0.3502,initial_stop,9,-1.0000000000000002,-15.127429805615556,-1.7589948600799539,1.3135351227869787
75,API3/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:15.561600+00:00,1970-01-01 00:29:16.080000+00:00,1.37,1.2346000000000001,1.2346000000000001,0.13540000000000002,initial_stop,6,-0.9999999999999996,-9.883211678832115,-1.0450516986706069,2.5022156573116687
76,APT/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:46.876800+00:00,1970-01-01 00:28:47.740800+00:00,8.25,7.292,7.292,0.9579999999999999,initial_stop,10,-1.0000000000000004,-11.612121212121219,-1.0647181628392481,0.4070981210855956
77,APT/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:51.369600+00:00,13.72,12.151145,12.151145,1.568855,initial_stop,1,-1.0000000000000007,-11.43480320699709,-1.4086706547131511,0.01912222608207856
78,APT/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:19.363200+00:00,1970-01-01 00:29:19.968000+00:00,5.227,4.80985,4.80985,0.4171500000000001,initial_stop,7,-1.0000000000000007,-7.980677252726231,-1.0044348555675426,1.0092292940189362
79,AR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:41.088000+00:00,1970-01-01 00:28:42.297600+00:00,30.067,29.12,24.33455,5.73245,midline_exit,14,-0.1651998709103436,-3.149632487444709,-0.26463379532311654,0.8778096625352155
80,AR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:52.924800+00:00,1970-01-01 00:28:53.702400+00:00,25.67,21.8655,21.8655,3.8045,initial_stop,9,-1.0000000000000002,-14.820802493182706,-1.458798790905507,0.8752792745433036
81,AR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:22.473600+00:00,1970-01-01 00:29:22.560000+00:00,7.91,6.7635000000000005,6.7635000000000005,1.1465,initial_stop,1,-0.9999999999999997,-14.49431099873577,-1.3606628870475364,0.5669428696031402
82,ARB/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:52.147200+00:00,1970-01-01 00:28:53.702400+00:00,0.7785,0.9598,0.685275,0.09322500000000002,midline_exit,18,1.9447573075891658,23.28837508028261,-0.24456958970233228,4.933226065969428
83,ARB/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:15.043200+00:00,1970-01-01 00:29:15.129600+00:00,0.5712,0.5026050000000001,0.5026050000000001,0.068595,initial_stop,1,-0.9999999999999994,-12.008928571428568,-1.0890006560244923,0.06851811356512758
84,ARB/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:15.907200+00:00,1970-01-01 00:29:16.080000+00:00,0.6131,0.52439,0.52439,0.08871,initial_stop,2,-0.9999999999999996,-14.469091502201914,-1.1577048810731598,0.1296358922331199
85,ARDR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:46.876800+00:00,1970-01-01 00:28:46.963200+00:00,0.108,0.100696,0.100696,0.007304,initial_stop,1,-1.0000000000000007,-6.762962962962971,-3.0791347207009854,0.09583789704271717
86,ARDR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:53.356800+00:00,0.09487,0.12395,0.080145,0.014724999999999999,midline_exit,25,1.9748726655348054,30.65247180352062,-0.46315789473684166,3.050594227504245
87,ARDR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:56.380800+00:00,1970-01-01 00:28:56.726400+00:00,0.11224,0.09523300000000001,0.09523300000000001,0.017007,initial_stop,4,-0.9999999999999996,-15.1523521026372,-1.1906861880402189,0.9266772505438934
88,ARDR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:04.675200+00:00,1970-01-01 00:29:05.280000+00:00,0.10223,0.0907835,0.0907835,0.0114465,initial_stop,7,-0.9999999999999999,-11.19681111219798,-1.3139387585724893,7.465164023937449
89,ARDR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:12.278400+00:00,1970-01-01 00:29:13.747200+00:00,0.09156,0.09898,0.0801385,0.011421500000000001,midline_exit,17,0.6496519721577723,8.103975535168196,-0.590990675480454,6.561309810445213
90,ARDR/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:17.721600+00:00,1970-01-01 00:29:18.499200+00:00,0.09018,0.0822055,0.0822055,0.007974499999999999,initial_stop,9,-0.9999999999999996,-8.842869815923704,-1.5599724120634515,0.5655526992287918
91,ARK/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:38.150400+00:00,1970-01-01 00:28:38.236800+00:00,0.8705,0.7834,0.7611000000000001,0.10939999999999998,midline_exit,1,-0.7961608775137119,-10.005743825387714,-0.8336380255941506,0.11425959780621534
92,ARK/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:28:56.121600+00:00,1970-01-01 00:28:57.158400+00:00,0.6247,0.5774,0.49665500000000007,0.128045,midline_exit,12,-0.3694013823265259,-7.571634384504566,-0.5802647506735916,0.5708930454137213
93,ARK/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:04.416000+00:00,1970-01-01 00:29:04.502400+00:00,0.4847,0.4122,0.4122,0.07249999999999998,initial_stop,1,-1.0000000000000004,-14.957705797400456,-1.0289655172413796,0.16551724137930976
94,ARK/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:04.848000+00:00,1970-01-01 00:29:05.712000+00:00,0.4819,0.4485,0.392385,0.089515,midline_exit,10,-0.37312182315812975,-6.930898526665286,-0.5094118304194825,0.8378484052952014
95,ARK/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:12.278400+00:00,1970-01-01 00:29:12.451200+00:00,0.4951,0.44688,0.44688,0.04822,initial_stop,2,-0.9999999999999997,-9.739446576449195,-1.312733305682289,0.0
96,ARK/USDT,1d,LONG,ema200_price,40,2.5,2.0,1970-01-01 00:29:17.808000+00:00,1970-01-01 00:29:17.980800+00:00,0.4944,0.448415,0.448415,0.045985,initial_stop,2,-1.0,-9.30117313915858,-1.1047080569751009,0.1804936392301844
