symbol,trades,total_r,avg_r,profit_factor,win_rate_pct,avg_mfe_r,avg_mae_r
SOL/USDT,8,0.6718668761113413,0.08398335951391767,1.1789652287986345,37.5,1.3443014651406906,-0.6976333136022819
NEAR/USDT,5,0.558676887762541,0.1117353775525082,1.1925532912529069,20.0,1.5102260706884045,-0.9421537669235047
AUDIO/USDT,2,0.41308672677408687,0.20654336338704343,1.6329248353906403,50.0,2.9203814705287834,-0.5964829196125844
UNI/USDT,7,0.22543823834482013,0.03220546262068859,1.0615851589537948,42.857142857142854,1.6453316898796098,-0.8273849739368552
AI/USDT,2,0.0057616496512686854,0.0028808248256343427,1.0057616496512687,50.0,0.8679953997821573,-0.8072622893013712
ARB/USDT,3,-0.05524269241083324,-0.01841423080361108,0.9723786537945833,33.33333333333333,1.7104600239225585,-0.8304250422666616
AAVE/USDT,8,-0.06758722837190634,-0.008448403546488292,0.9840336659962802,25.0,1.4890952248856817,-0.6759855852917052
ALCX/USDT,4,-0.7434554973821981,-0.18586387434554952,0.7521815008726007,25.0,2.6863084198059175,-1.2649716227085064
1000CHEEMS/USDT,1,-0.9369676320272572,-0.9369676320272572,0.0,0.0,0.37478705281090213,-0.9653605905735378
TRX/USDT,13,-0.973634364263757,-0.07489495109721209,0.8364024419629581,46.15384615384615,1.6981995278713373,-1.2719601111288712
ALT/USDT,1,-0.9999999999999997,-0.9999999999999997,0.0,0.0,1.7865743832594667,-1.4975816080788449
API3/USDT,3,-1.2554359762793763,-0.4184786587597921,0.37228201186031185,33.33333333333333,1.8685931109004421,-1.081837907752493
AUCTION/USDT,6,-1.345819503714241,-0.2243032506190402,0.7308360992571518,16.666666666666664,3.9003304390000957,-1.4440004795474894
ARDR/USDT,6,-1.375475362307422,-0.2292458937179037,0.6561311594231446,33.33333333333333,3.110855984783718,-1.3663134415990736
ALPINE/USDT,8,-1.5378981139764651,-0.19223726424705814,0.7518182724769693,12.5,3.1961914192568828,-2.141463590365596
ARKM/USDT,3,-1.539305745075852,-0.513101915025284,0.0,0.0,1.1056623703806892,-0.7217255344116915
ATA/USDT,3,-1.7722239797532433,-0.5907413265844145,0.11388801012337837,33.33333333333333,0.818517995786124,-1.2613477812142155
1000SATS/USDT,2,-1.9297036987492477,-0.9648518493746239,0.0,0.0,0.4362367712658404,-1.3734427810946555
APE/USDT,2,-1.9999999999999998,-0.9999999999999999,0.0,0.0,2.342288289429246,-1.7957905901722393
AR/USDT,3,-2.1651998709103437,-0.7217332903034479,0.0,0.0,0.7733439355605531,-1.0280318244253868
ADX/USDT,6,-2.7224535671235555,-0.45374226118725924,0.2834056176709235,33.33333333333333,1.668464590717907,-0.8217366842949305
ACM/USDT,4,-2.8661710037174712,-0.7165427509293678,0.04460966542750934,25.0,1.1595624259131019,-1.0569596079249541
AWE/USDT,3,-3.0,-1.0,0.0,0.0,2.6589441548603205,-1.4832221086507407
AXL/USDT,3,-3.0000000000000004,-1.0000000000000002,0.0,0.0,0.5605247896879287,-1.2276566209512871
ARPA/USDT,3,-3.000000000000001,-1.0000000000000002,0.0,0.0,0.792068379586453,-2.264278433792432
APT/USDT,3,-3.0000000000000018,-1.0000000000000007,0.0,0.0,0.47848321372887015,-1.1592745577066472
ICP/USDT,6,-3.1632586772808837,-0.5272097795468139,0.20918533067977912,33.33333333333333,2.2602552531440554,-1.0739139363734393
ACH/USDT,6,-3.252698182191703,-0.5421163636986172,0.2031280716442942,16.666666666666664,1.5102049282198455,-1.1406004334710573
BCH/USDT,10,-3.345247225551764,-0.3345247225551764,0.46113553874915447,10.0,0.8026175265001786,-0.908838053701421
BNB/USDT,11,-3.5020143681728055,-0.31836494256116415,0.523572348297888,18.181818181818183,1.3464147027390732,-1.3602765964950139
AXS/USDT,8,-4.122309096480187,-0.5152886370600234,0.2885582013278667,25.0,1.2667270650437863,-0.992353092375314
ALICE/USDT,6,-4.265125118783655,-0.7108541864639425,0.1469749762432688,16.666666666666664,1.5591896100611795,-2.551497799842187
AGLD/USDT,8,-4.324839750321997,-0.5406049687902497,0.25865810525005856,12.5,0.9371270610284784,-1.2792672635222881
ARK/USDT,6,-4.538684082998367,-0.7564473471663945,0.0,0.0,0.31150198818743874,-0.8949535810976657
ATM/USDT,9,-6.165291300873596,-0.6850323667637329,0.1453919839633305,11.11111111111111,1.9093676010115885,-1.3410646091757377
AVA/USDT,9,-6.857815184244574,-0.7619794649160637,0.0,0.0,1.2958410508712754,-1.245147901930702
