timeframe,filter_mode,bb_n,std_mult,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
2h,none,10,2.5,15,3.0,5997,0.4931,-0.0237,0.9353,161.8,-142.22
2h,none,10,2.5,15,4.0,5961,0.5128,-0.0266,0.909,176.5,-158.57
2h,none,10,2.5,20,2.0,5932,0.3967,-0.0586,0.8918,374.13,-347.32
2h,none,10,2.5,20,3.0,5796,0.4595,-0.048,0.8835,308.42,-278.36
2h,none,10,2.5,20,4.0,5731,0.4837,-0.0461,0.8614,284.77,-264.11
2h,none,10,2.5,25,2.0,5803,0.3655,-0.0645,0.8881,399.08,-374.12
2h,none,10,2.5,25,3.0,5627,0.4324,-0.0537,0.8797,329.6,-302.22
2h,none,10,2.5,25,4.0,5539,0.4598,-0.0511,0.8595,300.31,-283.04
2h,none,10,3.0,10,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,10,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,10,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,15,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,15,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,15,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,20,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,20,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,20,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,25,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,25,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,10,3.0,25,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,none,15,1.5,10,2.0,33300,0.4626,-0.0271,0.9338,919.45,-903.4
2h,none,15,1.5,10,3.0,30060,0.4964,-0.0174,0.9391,529.56,-522.32
2h,none,15,1.5,10,4.0,28661,0.5026,-0.0139,0.9356,407.46,-399.05
2h,none,15,1.5,15,2.0,30675,0.4315,-0.0203,0.9576,661.68,-621.94
2h,none,15,1.5,15,3.0,26886,0.4822,-0.0084,0.9756,299.08,-226.79
2h,none,15,1.5,15,4.0,25224,0.4984,-0.0074,0.972,234.49,-187.72
2h,none,15,1.5,20,2.0,28353,0.4019,-0.0356,0.9323,1063.71,-1010.12
2h,none,15,1.5,20,3.0,24444,0.4674,-0.0157,0.9596,456.79,-384.61
2h,none,15,1.5,20,4.0,22536,0.4894,-0.0128,0.958,343.19,-288.65
2h,none,15,1.5,25,2.0,26200,0.3743,-0.0372,0.9343,984.61,-973.75
2h,none,15,1.5,25,3.0,22195,0.441,-0.0265,0.9384,612.02,-587.32
2h,none,15,1.5,25,4.0,20279,0.468,-0.0208,0.9386,428.11,-421.81
2h,none,15,2.0,10,2.0,21150,0.4566,-0.0361,0.9145,769.93,-764.54
2h,none,15,2.0,10,3.0,19952,0.4983,-0.0179,0.9385,363.45,-357.17
2h,none,15,2.0,10,4.0,19371,0.5077,-0.0147,0.934,293.12,-284.41
2h,none,15,2.0,15,2.0,20069,0.4279,-0.0231,0.9529,471.04,-464.13
2h,none,15,2.0,15,3.0,18546,0.4903,-0.0031,0.9913,125.97,-56.73
2h,none,15,2.0,15,4.0,17758,0.5085,-0.0034,0.9876,106.32,-60.28
2h,none,15,2.0,20,2.0,19073,0.3962,-0.0406,0.9247,789.81,-773.46
2h,none,15,2.0,20,3.0,17299,0.4657,-0.0195,0.9509,365.92,-337.94
2h,none,15,2.0,20,4.0,16385,0.4882,-0.0189,0.9401,335.35,-310.09
2h,none,15,2.0,25,2.0,18016,0.3648,-0.0522,0.9097,953.46,-939.79
2h,none,15,2.0,25,3.0,16126,0.4383,-0.0279,0.9359,487.24,-449.18
2h,none,15,2.0,25,4.0,15129,0.4657,-0.026,0.9254,423.65,-393.1
2h,none,15,2.5,10,2.0,9227,0.4504,-0.0504,0.8857,468.03,-465.06
2h,none,15,2.5,10,3.0,9062,0.4978,-0.0285,0.9081,259.89,-258.5
2h,none,15,2.5,10,4.0,8980,0.509,-0.0254,0.8947,229.02,-227.69
2h,none,15,2.5,15,2.0,9033,0.4238,-0.0331,0.9347,310.82,-298.55
2h,none,15,2.5,15,3.0,8770,0.4869,-0.0203,0.9455,188.77,-177.62
2h,none,15,2.5,15,4.0,8639,0.507,-0.021,0.9287,189.25,-181.53
2h,none,15,2.5,20,2.0,8803,0.3916,-0.0536,0.9023,486.22,-471.83
2h,none,15,2.5,20,3.0,8464,0.4589,-0.0394,0.9053,342.89,-333.5
2h,none,15,2.5,20,4.0,8286,0.4844,-0.0366,0.8903,308.66,-303.1
2h,none,15,2.5,25,2.0,8522,0.3625,-0.0649,0.8894,563.94,-552.75
2h,none,15,2.5,25,3.0,8142,0.4363,-0.0428,0.9052,363.21,-348.71
2h,none,15,2.5,25,4.0,7930,0.4661,-0.0411,0.888,332.69,-326.18
2h,none,15,3.0,10,2.0,2281,0.4327,-0.098,0.7886,224.0,-223.64
2h,none,15,3.0,10,3.0,2272,0.4864,-0.0618,0.8125,140.54,-140.34
2h,none,15,3.0,10,4.0,2268,0.504,-0.0485,0.812,109.62,-110.04
2h,none,15,3.0,15,2.0,2275,0.4079,-0.0728,0.8619,169.37,-165.71
2h,none,15,3.0,15,3.0,2265,0.4808,-0.0552,0.8597,130.84,-125.0
2h,none,15,3.0,15,4.0,2259,0.5073,-0.0523,0.8364,123.25,-118.15
2h,none,15,3.0,20,2.0,2260,0.3761,-0.1128,0.8013,259.37,-254.98
2h,none,15,3.0,20,3.0,2247,0.4504,-0.0801,0.8147,184.77,-180.05
2h,none,15,3.0,20,4.0,2239,0.4828,-0.0685,0.8052,155.69,-153.46
2h,none,15,3.0,25,2.0,2236,0.3506,-0.0926,0.8471,213.77,-206.99
2h,none,15,3.0,25,3.0,2215,0.4298,-0.0677,0.8566,156.04,-149.98
2h,none,15,3.0,25,4.0,2204,0.4646,-0.0625,0.8393,139.88,-137.79
2h,none,20,1.5,10,2.0,29914,0.4545,-0.0425,0.8993,1284.3,-1270.96
2h,none,20,1.5,10,3.0,26588,0.4908,-0.0285,0.9033,767.5,-758.66
2h,none,20,1.5,10,4.0,25227,0.4983,-0.0216,0.9036,552.2,-545.41
2h,none,20,1.5,15,2.0,27956,0.429,-0.0306,0.9371,918.07,-854.92
2h,none,20,1.5,15,3.0,24128,0.4835,-0.0166,0.9529,478.31,-399.9
2h,none,20,1.5,15,4.0,22449,0.5,-0.015,0.945,369.95,-337.75
2h,none,20,1.5,20,2.0,26508,0.4,-0.0461,0.9131,1252.55,-1220.93
2h,none,20,1.5,20,3.0,22472,0.4628,-0.0314,0.9208,740.23,-705.39
2h,none,20,1.5,20,4.0,20567,0.4845,-0.0267,0.9148,567.52,-548.33
2h,none,20,1.5,25,2.0,24918,0.3729,-0.0472,0.917,1209.06,-1175.97
2h,none,20,1.5,25,3.0,20810,0.4386,-0.0344,0.9206,764.9,-715.66
2h,none,20,1.5,25,4.0,18854,0.4641,-0.0315,0.9089,611.44,-593.33
2h,none,20,2.0,10,2.0,19455,0.454,-0.0433,0.899,852.0,-841.86
2h,none,20,2.0,10,3.0,17921,0.5008,-0.019,0.9357,346.59,-340.46
2h,none,20,2.0,10,4.0,17215,0.5098,-0.0167,0.9264,293.82,-288.04
2h,none,20,2.0,15,2.0,18829,0.4282,-0.0379,0.923,723.13,-714.25
2h,none,20,2.0,15,3.0,17085,0.4905,-0.0139,0.9609,284.61,-236.85
2h,none,20,2.0,15,4.0,16205,0.5098,-0.0146,0.9475,267.06,-236.62
2h,none,20,2.0,20,2.0,18242,0.3947,-0.0559,0.8959,1044.86,-1020.48
2h,none,20,2.0,20,3.0,16303,0.4627,-0.0283,0.9291,499.55,-461.35
2h,none,20,2.0,20,4.0,15311,0.4866,-0.0262,0.9174,427.57,-400.59
2h,none,20,2.0,25,2.0,17433,0.3691,-0.0545,0.9053,985.74,-950.3
2h,none,20,2.0,25,3.0,15367,0.4391,-0.0339,0.9223,559.14,-521.43
2h,none,20,2.0,25,4.0,14285,0.4676,-0.0299,0.9145,451.82,-427.07
2h,none,20,2.5,10,2.0,9522,0.4502,-0.05,0.8871,476.18,-476.52
2h,none,20,2.5,10,3.0,9179,0.5007,-0.0252,0.9189,231.37,-230.86
2h,none,20,2.5,10,4.0,8984,0.5135,-0.0224,0.907,203.27,-201.08
2h,none,20,2.5,15,2.0,9416,0.4196,-0.0355,0.9301,344.94,-334.45
2h,none,20,2.5,15,3.0,9009,0.4865,-0.0194,0.9479,203.86,-174.73
2h,none,20,2.5,15,4.0,8790,0.5072,-0.0217,0.9267,215.55,-190.57
2h,none,20,2.5,20,2.0,9259,0.3884,-0.0498,0.9096,482.75,-460.84
2h,none,20,2.5,20,3.0,8783,0.4584,-0.035,0.916,345.7,-307.79
2h,none,20,2.5,20,4.0,8527,0.4824,-0.0367,0.8907,345.83,-312.91
2h,none,20,2.5,25,2.0,9027,0.3647,-0.0481,0.9178,433.73,-433.77
2h,none,20,2.5,25,3.0,8498,0.4402,-0.0351,0.9225,320.66,-298.02
2h,none,20,2.5,25,4.0,8188,0.4689,-0.0367,0.9,323.96,-300.85
2h,none,20,3.0,10,2.0,3388,0.4271,-0.1177,0.7532,397.84,-398.79
2h,none,20,3.0,10,3.0,3361,0.4829,-0.0736,0.7853,246.34,-247.34
2h,none,20,3.0,10,4.0,3346,0.5009,-0.0564,0.7891,187.83,-188.83
2h,none,20,3.0,15,2.0,3381,0.3984,-0.1128,0.7915,380.55,-381.48
2h,none,20,3.0,15,3.0,3349,0.4724,-0.0749,0.8155,249.96,-250.96
2h,none,20,3.0,15,4.0,3330,0.4982,-0.0655,0.8011,217.27,-218.0
2h,none,20,3.0,20,2.0,3357,0.3619,-0.1375,0.7622,460.49,-461.49
2h,none,20,3.0,20,3.0,3311,0.4349,-0.0995,0.7774,328.49,-329.49
2h,none,20,3.0,20,4.0,3288,0.4672,-0.0868,0.7635,284.28,-285.28
2h,none,20,3.0,25,2.0,3305,0.3419,-0.1284,0.7895,424.36,-424.5
2h,none,20,3.0,25,3.0,3248,0.4267,-0.0929,0.8057,305.15,-301.74
2h,none,20,3.0,25,4.0,3215,0.4638,-0.0797,0.7976,255.96,-256.11
2h,none,25,1.5,10,2.0,27554,0.4512,-0.046,0.8922,1279.44,-1266.29
2h,none,25,1.5,10,3.0,24375,0.4887,-0.0295,0.9006,728.64,-719.48
2h,none,25,1.5,10,4.0,23162,0.4958,-0.0239,0.8946,558.89,-553.99
2h,none,25,1.5,15,2.0,25653,0.4294,-0.0379,0.9222,1040.88,-972.52
2h,none,25,1.5,15,3.0,21957,0.4854,-0.0216,0.9391,521.61,-474.33
2h,none,25,1.5,15,4.0,20336,0.5013,-0.0209,0.9252,434.65,-424.3
2h,none,25,1.5,20,2.0,24503,0.3987,-0.0528,0.9006,1331.53,-1293.04
2h,none,25,1.5,20,3.0,20630,0.4601,-0.0385,0.9033,822.68,-794.39
2h,none,25,1.5,20,4.0,18804,0.4806,-0.0339,0.8927,654.7,-637.8
2h,none,25,1.5,25,2.0,23458,0.3731,-0.0508,0.9108,1213.23,-1192.05
2h,none,25,1.5,25,3.0,19439,0.4386,-0.0423,0.9029,857.23,-822.75
2h,none,25,1.5,25,4.0,17497,0.4646,-0.0357,0.8974,637.18,-624.96
2h,none,25,2.0,10,2.0,18077,0.4551,-0.0413,0.9042,754.7,-746.87
2h,none,25,2.0,10,3.0,16381,0.4989,-0.0208,0.9305,350.99,-341.06
2h,none,25,2.0,10,4.0,15574,0.508,-0.0183,0.9205,289.58,-285.39
2h,none,25,2.0,15,2.0,17528,0.427,-0.0384,0.9223,684.86,-673.76
2h,none,25,2.0,15,3.0,15598,0.4842,-0.023,0.9364,403.46,-358.74
2h,none,25,2.0,15,4.0,14595,0.5037,-0.0213,0.925,349.09,-311.46
2h,none,25,2.0,20,2.0,17169,0.3973,-0.0544,0.8986,954.31,-934.29
2h,none,25,2.0,20,3.0,15128,0.4628,-0.0333,0.9167,553.18,-504.39
2h,none,25,2.0,20,4.0,14046,0.4865,-0.0281,0.9114,433.51,-395.28
2h,none,25,2.0,25,2.0,16663,0.3728,-0.0513,0.9105,873.07,-854.21
2h,none,25,2.0,25,3.0,14470,0.4413,-0.0352,0.9197,549.13,-509.15
2h,none,25,2.0,25,4.0,13319,0.4705,-0.0295,0.9157,421.07,-393.2
2h,none,25,2.5,10,2.0,9313,0.4475,-0.0623,0.859,583.66,-580.39
2h,none,25,2.5,10,3.0,8844,0.4934,-0.0336,0.8916,311.43,-297.08
2h,none,25,2.5,10,4.0,8585,0.5059,-0.0294,0.8779,254.7,-252.71
2h,none,25,2.5,15,2.0,9216,0.4161,-0.0522,0.8971,503.97,-481.33
2h,none,25,2.5,15,3.0,8695,0.4783,-0.0313,0.916,315.98,-271.89
2h,none,25,2.5,15,4.0,8391,0.4997,-0.0292,0.9007,272.11,-244.67
2h,none,25,2.5,20,2.0,9157,0.3892,-0.0648,0.8815,624.22,-593.47
2h,none,25,2.5,20,3.0,8603,0.4587,-0.0412,0.9,406.63,-354.69
2h,none,25,2.5,20,4.0,8283,0.4864,-0.0365,0.8881,334.88,-302.5
2h,none,25,2.5,25,2.0,9011,0.3677,-0.0612,0.8949,571.03,-551.59
2h,none,25,2.5,25,3.0,8407,0.4436,-0.0386,0.9136,373.61,-324.17
2h,none,25,2.5,25,4.0,8046,0.4764,-0.0347,0.9024,312.17,-279.58
2h,none,25,3.0,10,2.0,3727,0.421,-0.1237,0.7407,466.04,-461.11
2h,none,25,3.0,10,3.0,3654,0.4715,-0.0796,0.7677,293.68,-290.77
2h,none,25,3.0,10,4.0,3609,0.4927,-0.0597,0.7743,217.17,-215.59
2h,none,25,3.0,15,2.0,3714,0.3974,-0.1126,0.7905,427.49,-418.31
2h,none,25,3.0,15,3.0,3635,0.466,-0.0784,0.8043,294.16,-285.0
2h,none,25,3.0,15,4.0,3588,0.4933,-0.0636,0.8002,235.25,-228.23
2h,none,25,3.0,20,2.0,3697,0.3671,-0.1318,0.7701,497.05,-487.35
2h,none,25,3.0,20,3.0,3612,0.4391,-0.097,0.7789,358.95,-350.53
2h,none,25,3.0,20,4.0,3564,0.4728,-0.0784,0.7774,286.66,-279.42
2h,none,25,3.0,25,2.0,3676,0.3433,-0.124,0.7958,467.31,-455.72
2h,none,25,3.0,25,3.0,3584,0.4216,-0.0911,0.8066,336.97,-326.37
2h,none,25,3.0,25,4.0,3527,0.4596,-0.0713,0.8121,260.64,-251.47
2h,none,30,1.5,10,2.0,25984,0.4561,-0.0458,0.8919,1196.62,-1190.38
2h,none,30,1.5,10,3.0,22933,0.4933,-0.028,0.9054,657.05,-642.44
2h,none,30,1.5,10,4.0,21880,0.4999,-0.0247,0.8916,546.99,-540.0
2h,none,30,1.5,15,2.0,23967,0.4288,-0.0453,0.907,1116.75,-1085.75
2h,none,30,1.5,15,3.0,20366,0.484,-0.0291,0.9182,629.26,-592.62
2h,none,30,1.5,15,4.0,18895,0.4998,-0.0274,0.9019,531.74,-518.42
2h,none,30,1.5,20,2.0,22920,0.4031,-0.0524,0.9008,1237.32,-1202.05
2h,none,30,1.5,20,3.0,19143,0.4628,-0.0399,0.8998,809.04,-763.98
2h,none,30,1.5,20,4.0,17441,0.4834,-0.036,0.8864,654.21,-628.61
2h,none,30,1.5,25,2.0,22055,0.3768,-0.0517,0.9089,1163.75,-1139.3
2h,none,30,1.5,25,3.0,18170,0.4407,-0.0469,0.8924,885.96,-852.67
2h,none,30,1.5,25,4.0,16339,0.4656,-0.0407,0.8832,678.59,-665.2
2h,none,30,2.0,10,2.0,16906,0.4499,-0.0554,0.8731,940.89,-936.36
2h,none,30,2.0,10,3.0,15098,0.4902,-0.0349,0.8859,540.55,-526.31
2h,none,30,2.0,10,4.0,14329,0.4998,-0.0303,0.8713,443.22,-434.53
2h,none,30,2.0,15,2.0,16355,0.4245,-0.0497,0.8996,849.95,-813.3
2h,none,30,2.0,15,3.0,14324,0.4791,-0.0342,0.9059,526.94,-489.26
2h,none,30,2.0,15,4.0,13350,0.4969,-0.0309,0.892,428.21,-412.38
2h,none,30,2.0,20,2.0,16048,0.3986,-0.0578,0.892,988.09,-927.35
2h,none,30,2.0,20,3.0,13952,0.4623,-0.0397,0.9012,601.25,-553.53
2h,none,30,2.0,20,4.0,12894,0.4853,-0.0341,0.8928,469.57,-440.19
2h,none,30,2.0,25,2.0,15723,0.3742,-0.0545,0.9049,911.91,-856.41
2h,none,30,2.0,25,3.0,13546,0.4457,-0.0393,0.91,579.37,-532.57
2h,none,30,2.0,25,4.0,12441,0.4753,-0.0312,0.9103,419.09,-388.31
2h,none,30,2.5,10,2.0,8985,0.4378,-0.0818,0.8188,736.08,-735.16
2h,none,30,2.5,10,3.0,8426,0.4872,-0.0408,0.8697,345.28,-344.07
2h,none,30,2.5,10,4.0,8116,0.4985,-0.0358,0.8533,292.11,-290.43
2h,none,30,2.5,15,2.0,8886,0.4131,-0.0856,0.8335,761.39,-761.02
2h,none,30,2.5,15,3.0,8256,0.4792,-0.047,0.8739,391.93,-387.78
2h,none,30,2.5,15,4.0,7905,0.4975,-0.0427,0.8552,341.93,-337.5
2h,none,30,2.5,20,2.0,8821,0.3808,-0.0998,0.8205,887.15,-879.98
2h,none,30,2.5,20,3.0,8171,0.4518,-0.0604,0.8544,507.04,-493.38
2h,none,30,2.5,20,4.0,7800,0.4778,-0.0528,0.8397,422.56,-412.08
2h,none,30,2.5,25,2.0,8741,0.3589,-0.0899,0.848,790.95,-785.48
2h,none,30,2.5,25,3.0,8067,0.4388,-0.0545,0.8784,456.07,-439.36
2h,none,30,2.5,25,4.0,7675,0.4671,-0.0511,0.8586,402.51,-391.9
2h,none,30,3.0,10,2.0,3808,0.4173,-0.1424,0.7016,549.44,-542.41
2h,none,30,3.0,10,3.0,3688,0.4702,-0.0928,0.7294,350.19,-342.33
2h,none,30,3.0,10,4.0,3631,0.4897,-0.0703,0.7364,261.39,-255.4
2h,none,30,3.0,15,2.0,3790,0.3923,-0.1401,0.7403,538.51,-531.03
2h,none,30,3.0,15,3.0,3665,0.4638,-0.0992,0.753,371.93,-363.57
2h,none,30,3.0,15,4.0,3604,0.4903,-0.0821,0.7442,303.07,-296.06
2h,none,30,3.0,20,2.0,3784,0.3621,-0.1619,0.7193,622.19,-612.57
2h,none,30,3.0,20,3.0,3648,0.435,-0.1246,0.7187,462.59,-454.68
2h,none,30,3.0,20,4.0,3584,0.4671,-0.1032,0.7107,376.33,-369.78
2h,none,30,3.0,25,2.0,3777,0.3368,-0.1614,0.7365,621.84,-609.7
2h,none,30,3.0,25,3.0,3640,0.4121,-0.1278,0.732,475.54,-465.32
2h,none,30,3.0,25,4.0,3572,0.4482,-0.1073,0.7236,391.42,-383.23
2h,ema200_price_above,10,1.5,10,2.0,11582,0.4672,0.0174,1.0472,52.51,201.47
2h,ema200_price_above,10,1.5,10,3.0,11119,0.489,0.0155,1.062,28.32,172.09
2h,ema200_price_above,10,1.5,10,4.0,10988,0.4947,0.0144,1.0774,18.53,158.37
2h,ema200_price_above,10,1.5,15,2.0,10325,0.4504,0.0457,1.1051,42.85,472.1
2h,ema200_price_above,10,1.5,15,3.0,9728,0.4935,0.0428,1.1425,27.13,416.26
2h,ema200_price_above,10,1.5,15,4.0,9538,0.5047,0.0341,1.1496,20.14,325.21
2h,ema200_price_above,10,1.5,20,2.0,9391,0.427,0.0651,1.1341,54.25,611.45
2h,ema200_price_above,10,1.5,20,3.0,8732,0.4814,0.0533,1.1529,37.9,465.7
2h,ema200_price_above,10,1.5,20,4.0,8510,0.4974,0.0436,1.1626,25.09,371.08
2h,ema200_price_above,10,1.5,25,2.0,8570,0.397,0.0797,1.1507,59.73,683.29
2h,ema200_price_above,10,1.5,25,3.0,7854,0.4637,0.0613,1.159,34.71,481.77
2h,ema200_price_above,10,1.5,25,4.0,7599,0.488,0.0496,1.1647,26.87,377.01
2h,ema200_price_above,10,2.0,10,2.0,6108,0.4697,0.0126,1.0339,39.89,77.12
2h,ema200_price_above,10,2.0,10,3.0,6042,0.4929,0.01,1.0394,36.05,60.71
2h,ema200_price_above,10,2.0,10,4.0,6019,0.4976,0.0076,1.0394,35.31,45.76
2h,ema200_price_above,10,2.0,15,2.0,5727,0.4498,0.0347,1.0779,34.99,198.45
2h,ema200_price_above,10,2.0,15,3.0,5612,0.4959,0.0347,1.1121,26.22,194.63
2h,ema200_price_above,10,2.0,15,4.0,5574,0.5097,0.0306,1.1309,22.7,170.44
2h,ema200_price_above,10,2.0,20,2.0,5409,0.4215,0.0415,1.0834,35.64,224.49
2h,ema200_price_above,10,2.0,20,3.0,5244,0.4804,0.0439,1.1226,31.73,229.96
2h,ema200_price_above,10,2.0,20,4.0,5200,0.5006,0.0414,1.1522,26.68,215.35
2h,ema200_price_above,10,2.0,25,2.0,5078,0.3939,0.0414,1.0765,43.04,209.99
2h,ema200_price_above,10,2.0,25,3.0,4891,0.4635,0.0451,1.113,36.75,220.74
2h,ema200_price_above,10,2.0,25,4.0,4829,0.4883,0.0347,1.1109,36.87,167.59
2h,ema200_price_above,10,2.5,10,2.0,1204,0.4967,0.0385,1.1075,19.74,46.41
2h,ema200_price_above,10,2.5,10,3.0,1202,0.5225,0.0331,1.1349,12.55,39.73
2h,ema200_price_above,10,2.5,10,4.0,1202,0.5266,0.0168,1.0873,10.0,20.22
2h,ema200_price_above,10,2.5,15,2.0,1189,0.4575,0.0587,1.1312,20.2,69.82
2h,ema200_price_above,10,2.5,15,3.0,1184,0.511,0.0588,1.1872,17.73,69.58
2h,ema200_price_above,10,2.5,15,4.0,1184,0.5228,0.0341,1.1367,15.86,40.4
2h,ema200_price_above,10,2.5,20,2.0,1179,0.4207,0.0605,1.1185,30.11,71.32
2h,ema200_price_above,10,2.5,20,3.0,1172,0.4778,0.046,1.1239,30.63,53.95
2h,ema200_price_above,10,2.5,20,4.0,1172,0.494,0.0264,1.0891,25.09,30.92
2h,ema200_price_above,10,2.5,25,2.0,1160,0.381,0.0457,1.0826,38.66,52.97
2h,ema200_price_above,10,2.5,25,3.0,1152,0.4453,0.0391,1.0953,36.26,44.99
2h,ema200_price_above,10,2.5,25,4.0,1152,0.4714,0.0241,1.0722,27.68,27.74
2h,ema200_price_above,10,3.0,10,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,10,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,10,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,15,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,15,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,15,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,20,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,20,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,20,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,25,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,25,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,10,3.0,25,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_above,15,1.5,10,2.0,9060,0.4717,0.0198,1.0523,49.21,179.6
2h,ema200_price_above,15,1.5,10,3.0,8542,0.4968,0.0177,1.0685,29.07,150.78
2h,ema200_price_above,15,1.5,10,4.0,8376,0.5012,0.0161,1.0837,19.92,134.72
2h,ema200_price_above,15,1.5,15,2.0,8384,0.4437,0.0381,1.0848,57.43,319.55
2h,ema200_price_above,15,1.5,15,3.0,7740,0.4872,0.034,1.1076,30.23,262.81
2h,ema200_price_above,15,1.5,15,4.0,7516,0.4973,0.0259,1.1081,23.59,194.7
2h,ema200_price_above,15,1.5,20,2.0,7854,0.4165,0.0408,1.0816,61.67,320.62
2h,ema200_price_above,15,1.5,20,3.0,7153,0.4781,0.0357,1.0981,40.37,255.18
2h,ema200_price_above,15,1.5,20,4.0,6893,0.4966,0.0314,1.1125,31.67,216.3
2h,ema200_price_above,15,1.5,25,2.0,7308,0.3849,0.0347,1.0637,78.99,253.47
2h,ema200_price_above,15,1.5,25,3.0,6585,0.4498,0.0252,1.0621,52.16,165.96
2h,ema200_price_above,15,1.5,25,4.0,6329,0.4753,0.026,1.0823,48.79,164.63
2h,ema200_price_above,15,2.0,10,2.0,5075,0.4682,0.0164,1.0427,77.32,83.4
2h,ema200_price_above,15,2.0,10,3.0,4932,0.4951,0.0116,1.0442,43.1,57.35
2h,ema200_price_above,15,2.0,10,4.0,4876,0.5012,0.011,1.0556,38.46,53.74
2h,ema200_price_above,15,2.0,15,2.0,4850,0.4419,0.0183,1.0395,60.49,88.98
2h,ema200_price_above,15,2.0,15,3.0,4667,0.4926,0.0218,1.0668,38.31,101.91
2h,ema200_price_above,15,2.0,15,4.0,4589,0.5075,0.0217,1.0877,32.3,99.73
