symbol,raw_r,funding_cost_r,net_r,year,exit_reason,bars_held
IOSTUSDT,0.4439146282312085,0.07896836131363907,0.3649462669175694,2021,time_exit,20
IOSTUSDT,2.170366099124115,0.16077257587457164,2.0095935232495434,2021,time_exit,20
IOSTUSDT,-0.008899831257424948,0.05255853953639589,-0.061458370793820834,2021,time_exit,20
IOSTUSDT,-0.14275333190305556,0.03046666502628919,-0.17321999692934476,2021,time_exit,20
IOTAUSDT,2.29146504878886,0.09273767810790014,2.19872737068096,2020,time_exit,20
KAVAUSDT,-1.0,0.019739184650331625,-1.0197391846503316,2021,atr_stop,1
KNCUSDT,-1.0,-0.007151105580134876,-0.9928488944198651,2022,atr_stop,3
KSMUSDT,-1.0,0.0028217991134105126,-1.0028217991134105,2021,atr_stop,4
LINKUSDT,1.0250969294224488,-0.0024690536606195982,1.0275659830830683,2020,time_exit,20
LINKUSDT,1.92084053399127,0.26382727914114257,1.6570132548501273,2021,time_exit,20
LINKUSDT,-1.0,0.02190548110640997,-1.0219054811064099,2021,atr_stop,10
LTCUSDT,2.0865837648376293,0.12672298097369478,1.9598607838639346,2021,time_exit,20
MANAUSDT,-1.0,0.002221323214752815,-1.0022213232147528,2021,atr_stop,1
MANAUSDT,-1.0,-0.0078050786761755956,-0.9921949213238244,2022,atr_stop,11
NEARUSDT,0.5416276753169207,0.030885965416886277,0.5107417099000344,2021,time_exit,20
NEARUSDT,-1.0,-0.00010022578870598087,-0.9998997742112941,2022,atr_stop,5
NEOUSDT,0.13633063407636378,-0.011822216488063909,0.1481528505644277,2020,time_exit,20
NEOUSDT,0.19341018919658798,0.024954359890985173,0.1684558293056028,2020,time_exit,20
NEOUSDT,0.397576365522175,0.10297233407580322,0.2946040314463718,2021,time_exit,20
ONEUSDT,-0.019543141891151646,0.0789678806357999,-0.09851102252695154,2021,time_exit,20
ONTUSDT,0.9321680034226457,0.04899215462305374,0.883175848799592,2021,time_exit,20
QTUMUSDT,-1.0,0.03526399634642856,-1.0352639963464285,2020,atr_stop,18
QTUMUSDT,1.5533467964461163,0.057185263358157844,1.4961615330879585,2021,time_exit,20
QTUMUSDT,0.1573862633677065,0.07515511622027092,0.08223114714743558,2021,time_exit,20
RLCUSDT,1.1723721470032844,0.18092007400221752,0.9914520730010669,2021,time_exit,20
RLCUSDT,-0.10735953850068164,-0.02070424888249774,-0.0866552896181839,2021,time_exit,20
RUNEUSDT,2.779482669474151,0.03281170495380052,2.7466709645203506,2021,time_exit,20
RUNEUSDT,-0.6484546647115801,0.02306117229885144,-0.6715158370104315,2022,time_exit,20
SANDUSDT,-1.0,0.014933682647275088,-1.014933682647275,2021,atr_stop,1
SANDUSDT,0.77606354587213,0.01888872121314665,0.7571748246589833,2021,time_exit,20
SANDUSDT,1.0738597129307428,-0.04856210942467017,1.122421822355413,2022,time_exit,20
SNXUSDT,0.7506763604883211,0.2456433794079894,0.5050329810803317,2021,time_exit,20
SOLUSDT,-1.0,0.0213465719667445,-1.0213465719667445,2021,atr_stop,8
SOLUSDT,0.12532366143437607,0.025075534117122416,0.10024812731725365,2021,time_exit,20
SOLUSDT,-1.0,0.025274290420934074,-1.025274290420934,2022,atr_stop,15
STORJUSDT,0.14690398116181067,0.003662028963755952,0.14324195219805472,2021,time_exit,20
SUSHIUSDT,0.215231075444509,0.23806752918150634,-0.02283645373699733,2021,time_exit,20
TRXUSDT,-0.10455116650932317,-0.02906618364101852,-0.07548498286830466,2020,time_exit,20
TRXUSDT,0.49823835756338514,0.08200019907459587,0.41623815848878926,2021,time_exit,20
TRXUSDT,0.8463202484648215,0.039946369047939474,0.806373879416882,2021,time_exit,20
VETUSDT,0.16987029462707184,0.03577733777134131,0.13409295685573053,2020,time_exit,20
XLMUSDT,-1.0,0.007386008781522678,-1.0073860087815227,2020,atr_stop,2
XLMUSDT,3.9437021996919435,0.1437988784959147,3.799903321196029,2020,time_exit,20
XMRUSDT,0.44181640267591016,0.06919140283397479,0.37262499984193537,2021,time_exit,20
XMRUSDT,-1.0,-0.0014686758178249636,-0.998531324182175,2022,atr_stop,9
XRPUSDT,0.5064184962148748,0.08972709076065435,0.41669140545422045,2021,time_exit,20
XRPUSDT,-1.0,0.03622226946130853,-1.0362222694613086,2021,atr_stop,9
XTZUSDT,-1.0,0.07963438721162068,-1.0796343872116207,2021,atr_stop,19
ZECUSDT,4.181315704308303,0.20280822129735454,3.978507483010948,2021,time_exit,20
ZECUSDT,-0.19583038727873905,0.017302360507477778,-0.21313274778621683,2021,time_exit,20
ZENUSDT,-0.2977075342213278,0.01178335640329445,-0.30949089062462226,2021,time_exit,20
ZILUSDT,0.7960585194135003,0.044392936786399426,0.7516655826271008,2021,time_exit,20
ZILUSDT,-1.0,0.0008178362337006885,-1.0008178362337008,2022,atr_stop,5
ZRXUSDT,-1.0,0.01053916736046002,-1.01053916736046,2022,atr_stop,14
