variant,max_open,risk_pct,max_heat,trade_id,symbol,side,entry_time,entry_price,initial_stop,final_stop,bars_held,max_favorable_r,chandelier_active,net_r,risk_amount,equity_before_entry,open_positions_before_entry,heat_before_entry_pct,heat_after_entry_pct,exit_time,net_r_after_cost,pnl_usdt,equity_after_exit,peak_equity,drawdown_pct,open_positions_after_exit,heat_after_exit_pct
ACT4_ATR3,5,0.0025,0.015,9463,AUDIO/USDT,SHORT,2025-10-07 12:00:00+00:00,0.0542,0.0567285714285714,0.0567285714285714,4,0.3163841807909585,False,-1.0,24.631113222992244,9852.445289196898,4,1.0056782034155376,1.2556782034155376,2025-10-08 12:00:00+00:00,-1.0,-24.631113222992244,9827.814175973905,10052.15459262106,-2.2317644896929467,4,1.0081987001659525
ACT4_ATR3,5,0.0025,0.015,7332,APE/USDT,LONG,2025-10-08 12:00:00+00:00,0.5851,0.5575999999999999,0.5575999999999999,3,0.269090909090911,False,-1.0,24.56953543993476,9827.814175973905,4,1.0081987001659525,1.2581987001659525,2025-10-09 06:00:00+00:00,-1.0,-24.56953543993476,9803.24464053397,10052.15459262106,-2.476185078468707,4,1.0107255139508295
ACT4_ATR3,5,0.0025,0.015,561,BNB/USDT,LONG,2025-10-02 06:00:00+00:00,1047.81,1011.7242857142857,1237.6442857142856,29,8.373950910530484,True,5.260649247822643,24.693001586333075,9877.20063453323,4,1.0037888486364588,1.2537888486364588,2025-10-09 12:00:00+00:00,5.260649247822643,129.90122022162643,9933.145860755598,10052.15459262106,-1.1839126703525085,4,0.995646355930717
ACT4_ATR3,5,0.0025,0.015,6422,ALICE/USDT,LONG,2025-10-09 12:00:00+00:00,0.5883,0.5208857142857144,0.5208857142857144,1,1.1822420004238197,False,-1.0,24.832864651888997,9933.145860755598,4,0.995646355930717,1.2456463559307172,2025-10-09 18:00:00+00:00,-1.0,-24.832864651888997,9908.312996103708,10052.15459262106,-1.4309528886766314,4,0.9981417102062327
ACT4_ATR3,5,0.0025,0.015,322,ETH/USDT,LONG,2025-10-01 18:00:00+00:00,4348.03,4170.617142857142,4170.617142857142,35,2.2939149200009656,False,-1.0,24.755345336333075,9902.13813453323,2,0.5031004601335346,0.7531004601335347,2025-10-10 12:00:00+00:00,-1.0,-24.755345336333075,9883.557650767376,10052.15459262106,-1.6772219358568703,3,0.7501717708886563
ACT4_ATR3,5,0.0025,0.015,121,BTC/USDT,LONG,2025-10-01 06:00:00+00:00,116789.58,114366.69142857144,114366.69142857144,38,3.8838145967446183,False,-1.0,24.880202517894887,9952.081007157954,3,0.7524091953317771,1.002409195331777,2025-10-10 18:00:00+00:00,-1.0,-24.880202517894887,9858.67744824948,10052.15459262106,-1.9247330767635111,4,1.0009582493139264
ACT4_ATR3,5,0.0025,0.015,2264,LTC/USDT,LONG,2025-10-01 18:00:00+00:00,115.1,110.4042857142857,122.08928571428572,36,4.448737450562824,True,1.4884393063583836,24.755345336333075,9902.13813453323,3,0.7531004601335347,1.0031004601335347,2025-10-10 18:00:00+00:00,1.4884393063583836,36.846829041073846,9895.524277290555,10052.15459262106,-1.5581765470009998,3,0.7470640037216209
ACT4_ATR3,5,0.0025,0.015,4280,A/USDT,SHORT,2025-10-09 06:00:00+00:00,0.3892,0.4092142857142857,0.1987928571428571,6,13.93004996431121,True,9.513561741613136,24.508111601334928,9803.24464053397,4,1.0107255139508295,1.2607255139508295,2025-10-10 18:00:00+00:00,9.513561741613136,233.15943288964502,10128.6837101802,10128.6837101802,0.0,2,0.4878994118867366
ACT4_ATR3,5,0.0025,0.015,3720,1000SATS/USDT,SHORT,2025-10-10 12:00:00+00:00,3.454e-05,3.743142857142857e-05,1.575357142857143e-05,1,10.09535573122529,True,6.497282608695648,24.70889412691844,9883.557650767376,3,0.7501717708886563,1.0001717708886562,2025-10-10 18:00:00+00:00,6.497282608695648,160.54066809092922,10289.224378271128,10289.224378271128,0.0,1,0.24014340846817273
ACT4_ATR3,5,0.0025,0.015,3924,1INCH/USDT,SHORT,2025-10-10 12:00:00+00:00,0.2417,0.2584571428571428,0.1573214285714285,1,8.241261722080148,True,5.035379369138968,24.70889412691844,9883.557650767376,4,1.0001717708886562,1.2501717708886564,2025-10-10 18:00:00+00:00,5.035379369138968,124.41865572092414,10413.643033992053,10413.643033992053,0.0,0,0.0
ACT4_ATR3,5,0.0025,0.015,5250,ADX/USDT,SHORT,2025-10-10 18:00:00+00:00,0.0926,0.1069571428571428,0.1069571428571428,3,0.2646766169154226,False,-1.0,26.034107584980134,10413.643033992053,0,0.0,0.25,2025-10-11 12:00:00+00:00,-1.0,-26.034107584980134,10387.608926407072,10413.643033992053,-0.2500000000000086,4,1.0025062656641606
ACT4_ATR3,5,0.0025,0.015,323,ETH/USDT,SHORT,2025-10-10 18:00:00+00:00,3829.72,4203.041428571429,4203.041428571429,9,0.4992748493255517,False,-1.0,26.034107584980134,10413.643033992053,1,0.25,0.5,2025-10-13 00:00:00+00:00,-1.0,-26.034107584980134,10361.574818822091,10413.643033992053,-0.5000000000000172,3,0.7537688442211057
ACT4_ATR3,5,0.0025,0.015,5988,ALCX/USDT,SHORT,2025-10-10 18:00:00+00:00,7.25,8.262857142857143,8.262857142857143,12,0.1777150916784199,False,-1.0,26.034107584980134,10413.643033992053,2,0.5,0.75,2025-10-13 18:00:00+00:00,-1.0,-26.034107584980134,10335.54071123711,10413.643033992053,-0.7500000000000259,2,0.5037783375314863
ACT4_ATR3,5,0.0025,0.015,9778,AVNT/USDT,SHORT,2025-10-16 12:00:00+00:00,0.559,0.6364142857142857,0.6364142857142857,17,1.1935781509503611,False,-1.0,25.838851778092778,10335.54071123711,2,0.5037783375314863,0.7537783375314864,2025-10-20 18:00:00+00:00,-1.0,-25.838851778092778,10309.701859459017,10413.643033992053,-0.9981250000000293,4,1.0062940727132696
ACT4_ATR3,5,0.0025,0.015,122,BTC/USDT,SHORT,2025-10-16 12:00:00+00:00,108276.7,112606.48571428572,112606.48571428572,20,1.0966986158998278,False,-1.0,25.838851778092778,10335.54071123711,3,0.7537783375314863,1.0037783375314862,2025-10-21 12:00:00+00:00,-1.0,-25.838851778092778,10283.863007680924,10413.643033992053,-1.2462500000000332,4,1.0081943090768706
ACT4_ATR3,5,0.0025,0.015,8174,ARPA/USDT,SHORT,2025-10-21 18:00:00+00:00,0.01897,0.0209857142857142,0.0209857142857142,7,0.4464918497519493,False,-1.0,25.70965751920231,10283.863007680924,4,1.0081943090768706,1.2581943090768706,2025-10-23 12:00:00+00:00,-1.0,-25.70965751920231,10258.153350161721,10413.643033992053,-1.4931343750000363,4,1.0107211118565118
ACT4_ATR3,5,0.0025,0.015,7333,APE/USDT,SHORT,2025-10-10 18:00:00+00:00,0.3835,0.4843142857142857,0.4843142857142857,55,0.4126399319824289,False,-1.0,26.034107584980134,10413.643033992053,3,0.7500000000000001,1.0,2025-10-24 12:00:00+00:00,-1.0,-26.034107584980134,10232.11924257674,10413.643033992053,-1.743134375000045,4,1.009493682963694
ACT4_ATR3,5,0.0025,0.015,2125,BCH/USDT,SHORT,2025-10-10 18:00:00+00:00,513.5,551.2714285714286,551.2714285714286,63,1.8611951588502256,False,-1.0,26.034107584980134,10413.643033992053,4,1.0,1.25,2025-10-26 12:00:00+00:00,-1.0,-26.034107584980134,10206.08513499176,10413.643033992053,-1.9931343750000534,4,1.0076222816915539
ACT4_ATR3,5,0.0025,0.015,4468,AAVE/USDT,SHORT,2025-10-17 00:00:00+00:00,220.95,242.71571428571428,242.71571428571428,40,0.9547125229719082,False,-1.0,25.838851778092778,10335.54071123711,4,1.0037783375314862,1.2537783375314864,2025-10-27 00:00:00+00:00,-1.0,-25.838851778092778,10180.246283213666,10413.643033992053,-2.241259375000057,4,1.0070006767617359
ACT4_ATR3,5,0.0025,0.015,3486,1000CHEEMS/USDT,SHORT,2025-10-23 12:00:00+00:00,0.00136,0.0014414285714285,0.0011398571428571,14,6.140350877192979,True,2.7035087719298225,25.645383375404304,10258.153350161721,4,1.0107211118565118,1.260721111856512,2025-10-27 00:00:00+00:00,2.7035087719298225,69.33251891490877,10249.578802128575,10413.643033992053,-1.5754739367188049,3,0.749979751134797
ACT4_ATR3,5,0.0025,0.015,325,ETH/USDT,LONG,2025-10-26 18:00:00+00:00,4158.46,3996.5014285714287,3996.5014285714287,8,0.588175106508721,False,-1.0,25.5152128374794,10206.08513499176,4,1.0076222816915539,1.257622281691554,2025-10-28 18:00:00+00:00,-1.0,-25.5152128374794,10224.063589291096,10413.643033992053,-1.8204911007813043,4,1.0035388167303683
ACT4_ATR3,5,0.0025,0.015,8175,ARPA/USDT,SHORT,2025-10-28 18:00:00+00:00,0.0186,0.0194571428571428,0.0194571428571428,18,1.924999999999996,False,-1.0,25.56015897322774,10224.063589291096,4,1.0035388167303683,1.2535388167303683,2025-11-02 06:00:00+00:00,-1.0,-25.56015897322774,10198.503430317869,10413.643033992053,-2.0659398730293423,4,1.0060539516093916
ACT4_ATR3,5,0.0025,0.015,6666,ALPINE/USDT,SHORT,2025-10-21 00:00:00+00:00,0.841,0.8965714285714286,0.6850714285714286,54,4.390745501285345,True,2.8059125964010265,25.774254648647542,10309.701859459017,4,1.0062940727132696,1.2562940727132696,2025-11-03 12:00:00+00:00,2.8059125964010265,72.32030578148785,10270.823736099357,10413.643033992053,-1.371463352704791,4,0.9962633311799008
ACT4_ATR3,5,0.0025,0.015,2985,ICP/USDT,LONG,2025-11-02 12:00:00+00:00,4.022,3.614857142857143,4.880428571428572,10,6.344210526315791,True,2.1084210526315807,25.496258575794673,10198.503430317869,4,1.0060539516093916,1.2560539516093916,2025-11-05 00:00:00+00:00,2.1084210526315807,53.756848344543975,10324.580584443902,10413.643033992053,-0.8552477673513033,4,0.9928272690493434
ACT4_ATR3,5,0.0025,0.015,4150,2Z/USDT,SHORT,2025-10-28 00:00:00+00:00,0.2249,0.2411728571428571,0.174515,35,4.6715828285488525,True,3.0962602054253345,25.62394700532144,10249.578802128575,3,0.749979751134797,0.9999797511347971,2025-11-05 18:00:00+00:00,3.0962602054253345,79.33840741850445,10403.918991862407,10413.643033992053,-0.09337790913233159,3,0.738964850765809
ACT4_ATR3,5,0.0025,0.015,5991,ALCX/USDT,LONG,2025-11-06 00:00:00+00:00,13.92,10.448571428571428,10.448571428571428,3,1.1032921810699587,False,-1.0,26.00979747965602,10403.918991862407,3,0.738964850765809,0.988964850765809,2025-11-06 18:00:00+00:00,-1.0,-26.00979747965602,10377.909194382752,10413.643033992053,-0.34314446435949475,4,0.9914434594143448
ACT4_ATR3,5,0.0025,0.015,6887,AMP/USDT,SHORT,2025-11-03 12:00:00+00:00,0.002365,0.0025175714285714,0.0025175714285714,17,1.1797752808988766,False,-1.0,25.677059340248395,10270.823736099357,4,0.9962633311799008,1.246263331179901,2025-11-07 18:00:00+00:00,-1.0,-25.677059340248395,10352.232135042503,10413.643033992053,-0.5897158059777375,3,0.7458685391148476
ACT4_ATR3,5,0.0025,0.015,7511,AR/USDT,LONG,2025-11-06 12:00:00+00:00,4.91,4.141428571428572,6.54,8,4.970260223048327,True,2.1208178438661704,26.00979747965602,10403.918991862407,4,0.988964850765809,1.238964850765809,2025-11-08 12:00:00+00:00,2.1208178438661704,55.16204261019983,10407.394177652703,10413.643033992053,-0.06000643885097081,4,0.9893485730373168
ACT4_ATR3,5,0.0025,0.015,2583,NEAR/USDT,LONG,2025-11-08 06:00:00+00:00,3.009,2.621142857142857,2.621142857142857,14,0.3635359116022099,False,-1.0,25.880580337606258,10352.232135042503,3,0.7458685391148476,0.9958685391148476,2025-11-11 18:00:00+00:00,-1.0,-25.880580337606258,10381.513597315097,10413.643033992053,-0.30853214933601775,4,0.9931433401018349
ACT4_ATR3,5,0.0025,0.015,2267,LTC/USDT,LONG,2025-11-08 18:00:00+00:00,106.95,98.21428571428572,98.21428571428572,15,0.7738348323793943,False,-1.0,26.018485444131755,10407.394177652703,4,0.9893485730373168,1.2393485730373168,2025-11-12 12:00:00+00:00,-1.0,-26.018485444131755,10355.495111870965,10413.643033992053,-0.558382133238895,4,0.9950138388317092
ACT4_ATR3,5,0.0025,0.015,8426,ASTER/USDT,LONG,2025-11-12 06:00:00+00:00,1.187,1.0667142857142855,1.0667142857142855,5,0.1330166270783848,False,-1.0,25.953783993287743,10381.513597315097,4,0.9931433401018349,1.243143340101835,2025-11-13 12:00:00+00:00,-1.0,-25.953783993287743,10329.541327877678,10413.643033992053,-0.8076108028655505,4,0.996884178691834
ACT4_ATR3,5,0.0025,0.015,9780,AVNT/USDT,SHORT,2025-11-12 12:00:00+00:00,0.4863,0.5332285714285714,0.5332285714285714,4,0.1768645357686462,False,-1.0,25.888737779677413,10355.495111870965,4,0.9950138388317092,1.2450138388317094,2025-11-13 12:00:00+00:00,-1.0,-25.888737779677413,10303.652590098,10413.643033992053,-1.0562148475324609,3,0.7481310610515876
ACT4_ATR3,5,0.0025,0.015,5253,ADX/USDT,LONG,2025-11-08 06:00:00+00:00,0.1414,0.1268142857142857,0.1268142857142857,22,1.981390793339864,False,-1.0,25.880580337606258,10352.232135042503,4,0.9958685391148476,1.2458685391148476,2025-11-13 18:00:00+00:00,-1.0,-25.880580337606258,10277.772009760394,10413.643033992053,-1.3047405580175078,4,0.9994628015167274
ACT4_ATR3,5,0.0025,0.015,5992,ALCX/USDT,LONG,2025-11-13 12:00:00+00:00,16.37,13.007142857142858,13.007142857142858,1,0.1754460492778249,False,-1.0,25.759131475245,10303.652590098,3,0.7481310610515876,0.9981310610515876,2025-11-13 18:00:00+00:00,-1.0,-25.759131475245,10252.01287828515,10413.643033992053,-1.5521000208986713,3,0.7507147864593976
ACT4_ATR3,5,0.0025,0.015,7773,ARDR/USDT,SHORT,2025-11-13 18:00:00+00:00,0.06013,0.0659414285714285,0.0659414285714285,1,0.4336283185840715,False,-1.0,25.630032195712875,10252.01287828515,3,0.7507147864593976,1.0007147864593975,2025-11-14 00:00:00+00:00,-1.0,-25.630032195712875,10226.382846089436,10413.643033992053,-1.7982197708464285,4,1.0032228435683184
ACT4_ATR3,5,0.0025,0.015,9468,AUDIO/USDT,SHORT,2025-11-13 12:00:00+00:00,0.0363,0.0404999999999999,0.0404999999999999,4,0.5238095238095245,False,-1.0,25.759131475245,10303.652590098,4,0.9981310610515876,1.2481310610515877,2025-11-14 12:00:00+00:00,-1.0,-25.759131475245,10200.623714614192,10413.643033992053,-2.045579233727592,4,1.0038624822126647
ACT4_ATR3,5,0.0025,0.015,9987,AXL/USDT,SHORT,2025-10-28 06:00:00+00:00,0.1842,0.1996428571428571,0.13355,113,4.144310823311748,True,3.2798334875115627,25.62394700532144,10249.578802128575,4,0.9999797511347971,1.2499797511347972,2025-11-25 12:00:00+00:00,3.2798334875115627,84.04227947027488,10284.665994084467,10413.643033992053,-1.2385390922905761,4,0.9944693076347054
ACT4_ATR3,5,0.0025,0.015,3927,1INCH/USDT,LONG,2025-11-27 12:00:00+00:00,0.2063,0.1923,0.1923,4,0.3928571428571416,False,-1.0,25.71166498521117,10284.665994084467,4,0.9944693076347054,1.2444693076347055,2025-11-28 12:00:00+00:00,-1.0,-25.71166498521117,10258.954329099257,10413.643033992053,-1.4854427445598437,4,0.9969617119144916
ACT4_ATR3,5,0.0025,0.015,7879,ARK/USDT,SHORT,2025-11-16 12:00:00+00:00,0.2829,0.3045857142857142,0.3045857142857142,51,1.706192358366273,False,-1.0,25.501559286535482,10200.623714614192,4,1.0038624822126647,1.2538624822126647,2025-11-29 06:00:00+00:00,-1.0,-25.501559286535482,10233.452769812722,10413.643033992053,-1.7303287964755176,4,1.0008711189078061
ACT4_ATR3,5,0.0025,0.015,7056,ANIME/USDT,SHORT,2025-11-29 12:00:00+00:00,0.00622,0.0065457142857142,0.0065457142857142,11,1.688596491228069,False,-1.0,25.583631924531804,10233.452769812722,4,1.0008711189078061,1.2508711189078061,2025-12-02 06:00:00+00:00,-1.0,-25.583631924531804,10207.86913788819,10413.643033992053,-1.976002974484329,4,1.0033795678273745
ACT4_ATR3,5,0.0025,0.015,3490,1000CHEEMS/USDT,LONG,2025-12-03 00:00:00+00:00,0.001302,0.0012217142857142,0.0012217142857142,4,0.4608540925266889,False,-1.0,25.519672844720475,10207.86913788819,4,1.0033795678273745,1.2533795678273745,2025-12-04 00:00:00+00:00,-1.0,-25.519672844720475,10182.34946504347,10413.643033992053,-2.2210629670481215,4,1.0058943035863404
ACT4_ATR3,5,0.0025,0.015,6576,ALLO/USDT,SHORT,2025-11-29 00:00:00+00:00,0.1544,0.1730714285714285,0.1730714285714285,21,1.403213465952564,False,-1.0,25.64738582274814,10258.954329099257,4,0.9969617119144916,1.2469617119144916,2025-12-04 06:00:00+00:00,-1.0,-25.64738582274814,10156.702079220722,10413.643033992053,-2.4673493601867142,3,0.7559174899345773
ACT4_ATR3,5,0.0025,0.015,8970,ATM/USDT,LONG,2025-12-04 18:00:00+00:00,0.941,0.8929999999999999,0.8929999999999999,3,0.1875,False,-1.0,25.391755198051808,10156.702079220722,3,0.7559174899345773,1.0059174899345773,2025-12-05 12:00:00+00:00,-1.0,-25.391755198051808,10131.31032402267,10413.643033992053,-2.71118098678625,4,1.008438586400579
ACT4_ATR3,5,0.0025,0.015,7335,APE/USDT,SHORT,2025-12-05 06:00:00+00:00,0.2313,0.2491571428571428,0.2491571428571428,17,0.6439999999999999,False,-1.0,25.391755198051808,10156.702079220722,4,1.0059174899345773,1.2559174899345775,2025-12-09 12:00:00+00:00,-1.0,-25.391755198051808,10105.918568824618,10413.643033992053,-2.9550126133857866,4,1.010344210989525
ACT4_ATR3,5,0.0025,0.015,5565,AGLD/USDT,LONG,2025-12-09 12:00:00+00:00,0.314,0.2935714285714285,0.2935714285714285,5,0.0489510489510489,False,-1.0,25.264796422061547,10105.918568824618,4,1.010344210989525,1.2603442109895253,2025-12-10 18:00:00+00:00,-1.0,-25.264796422061547,10080.653772402557,10413.643033992053,-3.1976250818523204,4,1.0128764019945113
ACT4_ATR3,5,0.0025,0.015,8310,ASR/USDT,SHORT,2025-12-11 00:00:00+00:00,1.331,1.386,1.386,7,0.5090909090909101,False,-1.0,25.201634431006394,10080.653772402557,4,1.0128764019945113,1.2628764019945113,2025-12-12 18:00:00+00:00,-1.0,-25.201634431006394,10055.45213797155,10413.643033992053,-3.439631019147694,4,1.0154149393428686
ACT4_ATR3,5,0.0025,0.015,6233,ALGO/USDT,SHORT,2025-11-13 18:00:00+00:00,0.1675,0.1815,0.1156214285714285,143,4.457142857142863,True,3.705612244897964,25.630032195712875,10252.01287828515,4,1.0007147864593975,1.2507147864593975,2025-12-19 12:00:00+00:00,3.705612244897964,94.97496114156269,10150.427099113112,10413.643033992053,-2.5276066600300737,4,1.0010727665393448
ACT4_ATR3,5,0.0025,0.015,3106,0G/USDT,SHORT,2025-12-05 12:00:00+00:00,1.053,1.1377142857142857,0.7922142857142856,56,4.214165261382798,True,3.078414839797638,25.328275810056677,10131.31032402267,4,1.008438586400579,1.258438586400579,2025-12-19 12:00:00+00:00,3.078414839797638,77.97094012016602,10228.398039233278,10413.643033992053,-1.7788682995384206,3,0.7458145965183091
ACT4_ATR3,5,0.0025,0.015,8312,ASR/USDT,LONG,2025-12-21 06:00:00+00:00,2.039,1.7634285714285716,1.7634285714285716,1,0.0181441161223427,False,-1.0,25.570995098083195,10228.398039233278,3,0.7458145965183091,0.9958145965183092,2025-12-21 12:00:00+00:00,-1.0,-25.570995098083195,10202.827044135194,10413.643033992053,-2.0244211287895784,4,0.9983103724494328
ACT4_ATR3,5,0.0025,0.015,8973,ATM/USDT,LONG,2025-12-21 06:00:00+00:00,1.02,0.941,0.941,1,0.0,False,-1.0,25.570995098083195,10228.398039233278,4,0.9958145965183092,1.2458145965183092,2025-12-21 12:00:00+00:00,-1.0,-25.570995098083195,10177.25604903711,10413.643033992053,-2.2699739580407363,3,0.7495624085611148
ACT4_ATR3,5,0.0025,0.015,8694,AT/USDT,SHORT,2025-12-14 00:00:00+00:00,0.0952,0.1085142857142857,0.1085142857142857,31,1.239270386266095,False,-1.0,25.138630344928874,10055.45213797155,4,1.0154149393428686,1.2654149393428686,2025-12-21 18:00:00+00:00,-1.0,-25.138630344928874,10152.117418692182,10413.643033992053,-2.511374880492868,2,0.5037988934948135
ACT4_ATR3,5,0.0025,0.015,7058,ANIME/USDT,LONG,2025-12-22 12:00:00+00:00,0.00955,0.0076685714285714,0.0076685714285714,23,0.5899772209567196,False,-1.0,25.380293546730456,10152.117418692182,2,0.5037988934948135,0.7537988934948135,2025-12-28 06:00:00+00:00,-1.0,-25.380293546730456,10126.737125145452,10413.643033992053,-2.7550964432916327,4,1.0063146801953018
ACT4_ATR3,5,0.0025,0.015,5100,ACX/USDT,SHORT,2025-12-29 12:00:00+00:00,0.0495,0.0516857142857142,0.0516857142857142,13,1.509803921568626,False,-1.0,25.31684281286363,10126.737125145452,4,1.0063146801953018,1.2563146801953018,2026-01-01 18:00:00+00:00,-1.0,-25.31684281286363,10101.420282332589,10413.643033992053,-2.9982087021833967,4,1.0088367721256157
ACT4_ATR3,5,0.0025,0.015,1397,DOGE/USDT,SHORT,2025-12-25 06:00:00+00:00,0.12623,0.1316057142857143,0.1316057142857143,32,1.8806803082646824,False,-1.0,25.380293546730456,10152.117418692182,4,1.0037988934948137,1.2537988934948137,2026-01-02 06:00:00+00:00,-1.0,-25.380293546730456,10076.039988785858,10413.643033992053,-3.2419302649821615,4,1.010120043067551
ACT4_ATR3,5,0.0025,0.015,5394,AEVO/USDT,LONG,2026-01-01 18:00:00+00:00,0.0403,0.038,0.0449357142857142,48,4.39130434782608,True,2.0155279503105525,25.253550705831472,10101.420282332589,4,1.0088367721256157,1.258836772125616,2026-01-13 18:00:00+00:00,2.0155279503105525,50.89923729218811,10126.939226078046,10413.643033992053,-2.753155711004817,4,1.0044165020604483
ACT4_ATR3,5,0.0025,0.015,963,XRP/USDT,LONG,2026-01-13 18:00:00+00:00,2.1655,2.0825857142857145,2.0825857142857145,5,0.3244314266023422,False,-1.0,25.317348065195116,10126.939226078046,4,1.0044165020604483,1.2544165020604483,2026-01-15 00:00:00+00:00,-1.0,-25.317348065195116,10101.621878012851,10413.643033992053,-2.9962728217273025,4,1.0069338366520786
ACT4_ATR3,5,0.0025,0.015,9119,ATOM/USDT,LONG,2026-01-02 12:00:00+00:00,2.142,2.060142857142857,2.4735,52,6.780104712041887,True,4.04973821989529,25.190099971964646,10076.039988785858,4,1.010120043067551,1.260120043067551,2026-01-15 12:00:00+00:00,4.04973821989529,102.0133106194485,10203.6351886323,10413.643033992053,-2.0166606890043184,4,0.9974935557949005
ACT4_ATR3,5,0.0025,0.015,1966,TRX/USDT,SHORT,2025-10-24 12:00:00+00:00,0.3034,0.3124857142857143,0.3124857142857143,333,3.610062893081752,False,-1.0,25.58029810644185,10232.11924257674,4,1.009493682963694,1.259493682963694,2026-01-15 18:00:00+00:00,-1.0,-25.58029810644185,10178.054890525857,10413.643033992053,-2.262302853066825,3,0.7486725722801563
ACT4_ATR3,5,0.0025,0.015,4600,ACE/USDT,LONG,2025-12-22 12:00:00+00:00,0.279,0.2487142857142857,0.2487142857142857,110,2.6745283018867894,False,-1.0,25.380293546730456,10152.117418692182,3,0.7537988934948137,1.0037988934948137,2026-01-19 00:00:00+00:00,-1.0,-25.380293546730456,10152.674596979126,10413.643033992053,-2.5060244158655904,4,1.0018078023809445
