variant,max_open,risk_pct,risk_pct_label,max_heat,max_heat_label,input_trades,accepted_trades,skipped_trades,acceptance_rate_pct,final_equity,return_pct,max_dd_pct,total_r,avg_r,pf_r,win_rate_pct,max_dd_r,best_r,worst_r,max_losing_streak,max_open_observed,max_heat_observed_pct
ACT3_ATR3,10,0.0035,0.35%,0.02,2.00%,886,146,740,16.478555304740404,9162.75023949965,-8.372497605003504,-15.504440979531045,-23.62404036063168,-0.1618084956207649,0.7927715757839326,21.91780821917808,-47.5445273650962,9.513561741613136,-1.0,19,5,1.813669144764349
ACT3_ATR3,12,0.0035,0.35%,0.02,2.00%,886,146,740,16.478555304740404,9162.75023949965,-8.372497605003504,-15.504440979531045,-23.62404036063168,-0.1618084956207649,0.7927715757839326,21.91780821917808,-47.5445273650962,9.513561741613136,-1.0,19,5,1.813669144764349
ACT5_ATR3,5,0.005,0.50%,0.02,2.00%,670,89,581,13.28358208955224,9148.322970226038,-8.516770297739617,-14.730901203947408,-17.185658183746476,-0.19309728296344356,0.7738729186349149,14.606741573033707,-31.750254971458215,8.720481226351023,-1.0,14,4,2.0
ACT5_ATR3,8,0.005,0.50%,0.02,2.00%,670,89,581,13.28358208955224,9148.322970226038,-8.516770297739617,-14.730901203947408,-17.185658183746476,-0.19309728296344356,0.7738729186349149,14.606741573033707,-31.750254971458215,8.720481226351023,-1.0,14,4,2.0
ACT5_ATR3,10,0.005,0.50%,0.02,2.00%,670,89,581,13.28358208955224,9148.322970226038,-8.516770297739617,-14.730901203947408,-17.185658183746476,-0.19309728296344356,0.7738729186349149,14.606741573033707,-31.750254971458215,8.720481226351023,-1.0,14,4,2.0
ACT5_ATR3,12,0.005,0.50%,0.02,2.00%,670,89,581,13.28358208955224,9148.322970226038,-8.516770297739617,-14.730901203947408,-17.185658183746476,-0.19309728296344356,0.7738729186349149,14.606741573033707,-31.750254971458215,8.720481226351023,-1.0,14,4,2.0
ACT3_ATR3,8,0.0025,0.25%,0.015,1.50%,886,154,732,17.381489841986454,9130.069323844387,-8.699306761556125,-12.99654235838809,-35.58651029798895,-0.23108123570122696,0.7106787780651304,20.12987012987013,-55.24925304657021,8.720481226351023,-1.0,19,6,1.5000000000000002
ACT3_ATR3,10,0.0025,0.25%,0.015,1.50%,886,154,732,17.381489841986454,9130.069323844387,-8.699306761556125,-12.99654235838809,-35.58651029798895,-0.23108123570122696,0.7106787780651304,20.12987012987013,-55.24925304657021,8.720481226351023,-1.0,19,6,1.5000000000000002
ACT3_ATR3,12,0.0025,0.25%,0.015,1.50%,886,154,732,17.381489841986454,9130.069323844387,-8.699306761556125,-12.99654235838809,-35.58651029798895,-0.23108123570122696,0.7106787780651304,20.12987012987013,-55.24925304657021,8.720481226351023,-1.0,19,6,1.5000000000000002
ACT4_ATR3,5,0.0035,0.35%,0.015,1.50%,782,115,667,14.705882352941178,9126.727487351507,-8.73272512648493,-12.92966647403877,-25.091993782559204,-0.2181912502831235,0.7358737496572716,17.391304347826086,-39.19656561851214,6.497282608695648,-1.0,30,4,1.453413641648639
ACT4_ATR3,8,0.0035,0.35%,0.015,1.50%,782,115,667,14.705882352941178,9126.727487351507,-8.73272512648493,-12.92966647403877,-25.091993782559204,-0.2181912502831235,0.7358737496572716,17.391304347826086,-39.19656561851214,6.497282608695648,-1.0,30,4,1.453413641648639
ACT4_ATR3,10,0.0035,0.35%,0.015,1.50%,782,115,667,14.705882352941178,9126.727487351507,-8.73272512648493,-12.92966647403877,-25.091993782559204,-0.2181912502831235,0.7358737496572716,17.391304347826086,-39.19656561851214,6.497282608695648,-1.0,30,4,1.453413641648639
ACT4_ATR3,12,0.0035,0.35%,0.015,1.50%,782,115,667,14.705882352941178,9126.727487351507,-8.73272512648493,-12.92966647403877,-25.091993782559204,-0.2181912502831235,0.7358737496572716,17.391304347826086,-39.19656561851214,6.497282608695648,-1.0,30,4,1.453413641648639
ACT3_ATR3,8,0.0025,0.25%,0.02,2.00%,886,205,681,23.13769751693002,9098.149358623526,-9.018506413764737,-15.785579006773917,-35.63781881354253,-0.17384301860264648,0.7813630747635426,20.48780487804878,-68.00463442355104,9.513561741613136,-1.0,20,8,2.0
ACT3_ATR3,10,0.0025,0.25%,0.02,2.00%,886,205,681,23.13769751693002,9098.149358623526,-9.018506413764737,-15.785579006773917,-35.63781881354253,-0.17384301860264648,0.7813630747635426,20.48780487804878,-68.00463442355104,9.513561741613136,-1.0,20,8,2.0
ACT3_ATR3,12,0.0025,0.25%,0.02,2.00%,886,205,681,23.13769751693002,9098.149358623526,-9.018506413764737,-15.785579006773917,-35.63781881354253,-0.17384301860264648,0.7813630747635426,20.48780487804878,-68.00463442355104,9.513561741613136,-1.0,20,8,2.0
ACT4_ATR3,8,0.0025,0.25%,0.03,3.00%,782,227,555,29.028132992327365,9077.699782273416,-9.22300217726585,-15.304199376073607,-35.24415687275414,-0.1552606029636746,0.8115285728729724,17.62114537444934,-65.49656214037067,9.513561741613136,-1.0,28,8,2.0688645679798787
ACT4_ATR3,5,0.0025,0.25%,0.015,1.50%,782,157,625,20.076726342710998,9059.535547900454,-9.404644520995465,-13.003206290743238,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,1.291921358895855
ACT4_ATR3,5,0.0025,0.25%,0.02,2.00%,782,157,625,20.076726342710998,9059.535547900454,-9.404644520995465,-13.003206290743238,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,1.291921358895855
ACT4_ATR3,5,0.0025,0.25%,0.03,3.00%,782,157,625,20.076726342710998,9059.535547900454,-9.404644520995465,-13.003206290743238,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,1.291921358895855
ACT3_ATR3,8,0.0025,0.25%,0.03,3.00%,886,242,644,27.313769751693002,8999.186811910948,-10.008131880890526,-16.91710045405286,-39.749503320503656,-0.16425414595249443,0.790792087786823,21.487603305785125,-73.61636204027228,9.513561741613136,-1.0,18,8,2.0785033074740586
ACT5_ATR3,5,0.005,0.50%,0.015,1.50%,670,66,604,9.850746268656717,8988.101147072264,-10.118988529277361,-12.261730739125262,-20.67020568969255,-0.3131849346923114,0.6373648124615342,13.636363636363635,-25.83011882913314,6.497282608695648,-1.0,24,3,1.5000000000000002
ACT5_ATR3,8,0.005,0.50%,0.015,1.50%,670,66,604,9.850746268656717,8988.101147072264,-10.118988529277361,-12.261730739125262,-20.67020568969255,-0.3131849346923114,0.6373648124615342,13.636363636363635,-25.83011882913314,6.497282608695648,-1.0,24,3,1.5000000000000002
ACT5_ATR3,10,0.005,0.50%,0.015,1.50%,670,66,604,9.850746268656717,8988.101147072264,-10.118988529277361,-12.261730739125262,-20.67020568969255,-0.3131849346923114,0.6373648124615342,13.636363636363635,-25.83011882913314,6.497282608695648,-1.0,24,3,1.5000000000000002
ACT5_ATR3,12,0.005,0.50%,0.015,1.50%,670,66,604,9.850746268656717,8988.101147072264,-10.118988529277361,-12.261730739125262,-20.67020568969255,-0.3131849346923114,0.6373648124615342,13.636363636363635,-25.83011882913314,6.497282608695648,-1.0,24,3,1.5000000000000002
ACT5_ATR3,12,0.0025,0.25%,0.03,3.00%,670,280,390,41.7910447761194,8901.867901028292,-10.98132098971708,-20.81794060046958,-41.81939560859925,-0.1493549843164259,0.826475536893779,13.928571428571429,-93.80909052712414,14.753099173553736,-1.0,39,12,2.996717651651322
ACT5_ATR3,8,0.0025,0.25%,0.015,1.50%,670,143,527,21.343283582089555,8878.97456917312,-11.210254308268796,-14.770043353498878,-46.98136411812771,-0.32854100781907486,0.6241490870549784,12.587412587412588,-64.05952264745258,9.513561741613136,-1.0,17,6,1.5000000000000002
ACT5_ATR3,10,0.0025,0.25%,0.015,1.50%,670,143,527,21.343283582089555,8878.97456917312,-11.210254308268796,-14.770043353498878,-46.98136411812771,-0.32854100781907486,0.6241490870549784,12.587412587412588,-64.05952264745258,9.513561741613136,-1.0,17,6,1.5000000000000002
ACT5_ATR3,12,0.0025,0.25%,0.015,1.50%,670,143,527,21.343283582089555,8878.97456917312,-11.210254308268796,-14.770043353498878,-46.98136411812771,-0.32854100781907486,0.6241490870549784,12.587412587412588,-64.05952264745258,9.513561741613136,-1.0,17,6,1.5000000000000002
ACT5_ATR3,10,0.0025,0.25%,0.03,3.00%,670,253,417,37.76119402985075,8842.109219105505,-11.57890780894495,-20.220885962329458,-45.59947579000118,-0.1802350821739177,0.7908280927064166,13.83399209486166,-90.32726929957119,10.98135850495691,-1.0,31,10,2.6233374367492996
ACT3_ATR3,5,0.005,0.50%,0.03,3.00%,886,146,740,16.478555304740404,8802.089701001261,-11.979102989987389,-21.49127973822648,-23.62404036063168,-0.1618084956207649,0.7927715757839326,21.91780821917808,-47.5445273650962,9.513561741613136,-1.0,19,5,2.632279224599724
ACT5_ATR3,8,0.0025,0.25%,0.03,3.00%,670,201,469,30.0,8757.788968160063,-12.42211031839937,-17.820253379629474,-51.62608390671309,-0.2568461885906124,0.7032983683522236,13.432835820895523,-78.96551229413001,9.513561741613136,-1.0,31,8,2.082417198092042
ACT4_ATR3,5,0.0035,0.35%,0.02,2.00%,782,157,625,20.076726342710998,8693.32256140573,-13.066774385942704,-17.789105109424796,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,1.833530040231043
ACT4_ATR3,5,0.0035,0.35%,0.03,3.00%,782,157,625,20.076726342710998,8693.32256140573,-13.066774385942704,-17.789105109424796,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,1.833530040231043
ACT4_ATR3,8,0.0035,0.35%,0.02,2.00%,782,157,625,20.076726342710998,8693.32256140573,-13.066774385942704,-17.789105109424796,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,1.833530040231043
ACT4_ATR3,10,0.0035,0.35%,0.02,2.00%,782,157,625,20.076726342710998,8693.32256140573,-13.066774385942704,-17.789105109424796,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,1.833530040231043
ACT4_ATR3,12,0.0035,0.35%,0.02,2.00%,782,157,625,20.076726342710998,8693.32256140573,-13.066774385942704,-17.789105109424796,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,1.833530040231043
ACT4_ATR3,8,0.0035,0.35%,0.03,3.00%,782,227,555,29.028132992327365,8692.870546452,-13.071294535479993,-20.900919726372948,-35.24415687275414,-0.1552606029636746,0.8115285728729724,17.62114537444934,-65.49656214037067,9.513561741613136,-1.0,28,8,2.9371933139277373
ACT4_ATR3,10,0.0035,0.35%,0.03,3.00%,782,227,555,29.028132992327365,8692.870546452,-13.071294535479993,-20.900919726372948,-35.24415687275414,-0.1552606029636746,0.8115285728729724,17.62114537444934,-65.49656214037067,9.513561741613136,-1.0,28,8,2.9371933139277373
ACT4_ATR3,12,0.0035,0.35%,0.03,3.00%,782,227,555,29.028132992327365,8692.870546452,-13.071294535479993,-20.900919726372948,-35.24415687275414,-0.1552606029636746,0.8115285728729724,17.62114537444934,-65.49656214037067,9.513561741613136,-1.0,28,8,2.9371933139277373
ACT5_ATR3,5,0.0025,0.25%,0.015,1.50%,670,150,520,22.388059701492537,8652.841360589953,-13.471586394100466,-16.414149848013114,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,1.2992724127953426
ACT5_ATR3,5,0.0025,0.25%,0.02,2.00%,670,150,520,22.388059701492537,8652.841360589953,-13.471586394100466,-16.414149848013114,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,1.2992724127953426
ACT5_ATR3,5,0.0025,0.25%,0.03,3.00%,670,150,520,22.388059701492537,8652.841360589953,-13.471586394100466,-16.414149848013114,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,1.2992724127953426
ACT3_ATR3,10,0.0025,0.25%,0.03,3.00%,886,293,593,33.06997742663657,8638.586963629805,-13.614130363701948,-22.094646370578054,-54.054597096830406,-0.18448667951136657,0.7680060210436463,20.477815699658702,-98.96681687798312,9.565559440559449,-1.0,19,10,2.616447510971476
ACT5_ATR3,8,0.0025,0.25%,0.02,2.00%,670,185,485,27.611940298507463,8630.05060179098,-13.699493982090205,-18.68430183565913,-57.59174389777607,-0.31130672377176255,0.6444954080384193,12.432432432432433,-82.895792916054,9.513561741613136,-1.0,26,8,1.9967176516513228
ACT5_ATR3,10,0.0025,0.25%,0.02,2.00%,670,185,485,27.611940298507463,8630.05060179098,-13.699493982090205,-18.68430183565913,-57.59174389777607,-0.31130672377176255,0.6444954080384193,12.432432432432433,-82.895792916054,9.513561741613136,-1.0,26,8,1.9967176516513228
ACT5_ATR3,12,0.0025,0.25%,0.02,2.00%,670,185,485,27.611940298507463,8630.05060179098,-13.699493982090205,-18.68430183565913,-57.59174389777607,-0.31130672377176255,0.6444954080384193,12.432432432432433,-82.895792916054,9.513561741613136,-1.0,26,8,1.9967176516513228
ACT3_ATR3,12,0.0025,0.25%,0.03,3.00%,886,316,570,35.66591422121896,8629.00849943985,-13.709915005601502,-22.700912479570505,-53.49958737802387,-0.16930249170260717,0.7860016504879045,20.88607594936709,-101.74178478781191,9.565559440559449,-1.0,20,12,2.996717651651322
ACT4_ATR3,10,0.0025,0.25%,0.03,3.00%,782,276,506,35.294117647058826,8625.656447273748,-13.743435527262516,-21.4493786811736,-53.84557462750213,-0.1950926616938483,0.7669022743398175,16.304347826086957,-95.18346712328267,9.565559440559449,-1.0,23,10,2.58864233885337
ACT3_ATR3,8,0.0035,0.35%,0.03,3.00%,886,242,644,27.313769751693002,8601.035466912648,-13.989645330873524,-22.910229469601752,-39.749503320503656,-0.16425414595249443,0.790792087786823,21.487603305785125,-73.61636204027228,9.513561741613136,-1.0,18,8,2.9571214739748695
ACT3_ATR3,10,0.0035,0.35%,0.03,3.00%,886,242,644,27.313769751693002,8601.035466912648,-13.989645330873524,-22.910229469601752,-39.749503320503656,-0.16425414595249443,0.790792087786823,21.487603305785125,-73.61636204027228,9.513561741613136,-1.0,18,8,2.9571214739748695
ACT3_ATR3,12,0.0035,0.35%,0.03,3.00%,886,242,644,27.313769751693002,8601.035466912648,-13.989645330873524,-22.910229469601752,-39.749503320503656,-0.16425414595249443,0.790792087786823,21.487603305785125,-73.61636204027228,9.513561741613136,-1.0,18,8,2.9571214739748695
ACT4_ATR3,8,0.005,0.50%,0.03,3.00%,782,159,623,20.33248081841432,8564.779300972263,-14.352206990277372,-22.029056364633956,-28.73923055674532,-0.18074987771537937,0.7806165606355318,17.61006289308176,-49.27579794732034,9.513561741613136,-1.0,21,6,3.0000000000000004
ACT4_ATR3,10,0.005,0.50%,0.03,3.00%,782,159,623,20.33248081841432,8564.779300972263,-14.352206990277372,-22.029056364633956,-28.73923055674532,-0.18074987771537937,0.7806165606355318,17.61006289308176,-49.27579794732034,9.513561741613136,-1.0,21,6,3.0000000000000004
ACT4_ATR3,12,0.005,0.50%,0.03,3.00%,782,159,623,20.33248081841432,8564.779300972263,-14.352206990277372,-22.029056364633956,-28.73923055674532,-0.18074987771537937,0.7806165606355318,17.61006289308176,-49.27579794732034,9.513561741613136,-1.0,21,6,3.0000000000000004
ACT5_ATR3,5,0.0035,0.35%,0.015,1.50%,670,125,545,18.65671641791045,8507.17016320189,-14.928298367981096,-17.68318689948599,-46.170601066210814,-0.3693648085296865,0.5764165039797173,12.8,-55.69758487147211,6.497282608695648,-1.0,19,4,1.4653020623243205
ACT5_ATR3,8,0.0035,0.35%,0.015,1.50%,670,125,545,18.65671641791045,8507.17016320189,-14.928298367981096,-17.68318689948599,-46.170601066210814,-0.3693648085296865,0.5764165039797173,12.8,-55.69758487147211,6.497282608695648,-1.0,19,4,1.4653020623243205
ACT5_ATR3,10,0.0035,0.35%,0.015,1.50%,670,125,545,18.65671641791045,8507.17016320189,-14.928298367981096,-17.68318689948599,-46.170601066210814,-0.3693648085296865,0.5764165039797173,12.8,-55.69758487147211,6.497282608695648,-1.0,19,4,1.4653020623243205
ACT5_ATR3,12,0.0035,0.35%,0.015,1.50%,670,125,545,18.65671641791045,8507.17016320189,-14.928298367981096,-17.68318689948599,-46.170601066210814,-0.3693648085296865,0.5764165039797173,12.8,-55.69758487147211,6.497282608695648,-1.0,19,4,1.4653020623243205
ACT5_ATR3,8,0.0035,0.35%,0.03,3.00%,670,201,469,30.0,8290.75299109724,-17.09247008902759,-23.971988660363486,-51.62608390671309,-0.2568461885906124,0.7032983683522236,13.432835820895523,-78.96551229413001,9.513561741613136,-1.0,31,8,2.9642170780289074
ACT5_ATR3,10,0.0035,0.35%,0.03,3.00%,670,201,469,30.0,8290.75299109724,-17.09247008902759,-23.971988660363486,-51.62608390671309,-0.2568461885906124,0.7032983683522236,13.432835820895523,-78.96551229413001,9.513561741613136,-1.0,31,8,2.9642170780289074
ACT5_ATR3,12,0.0035,0.35%,0.03,3.00%,670,201,469,30.0,8290.75299109724,-17.09247008902759,-23.971988660363486,-51.62608390671309,-0.2568461885906124,0.7032983683522236,13.432835820895523,-78.96551229413001,9.513561741613136,-1.0,31,8,2.9642170780289074
ACT4_ATR3,12,0.0025,0.25%,0.03,3.00%,782,308,474,39.38618925831202,8282.019334608742,-17.17980665391259,-25.082671346168766,-69.13164997279375,-0.22445340900257713,0.7330824325374758,15.909090909090908,-113.79952009720964,9.565559440559449,-1.0,25,12,2.996717651651322
ACT5_ATR3,5,0.0035,0.35%,0.02,2.00%,670,150,520,22.388059701492537,8163.057165513511,-18.36942834486489,-22.17146605733953,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,1.8480481409482674
ACT5_ATR3,5,0.0035,0.35%,0.03,3.00%,670,150,520,22.388059701492537,8163.057165513511,-18.36942834486489,-22.17146605733953,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,1.8480481409482674
ACT5_ATR3,8,0.0035,0.35%,0.02,2.00%,670,150,520,22.388059701492537,8163.057165513511,-18.36942834486489,-22.17146605733953,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,1.8480481409482674
