tf,donchian_n,hold_bars,atr_mult,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
6h,30,25,2.0,3891,0.20211272431086044,786.420610293558,0.48573631457208943,1.4646676418245548,1,-1.0,-1.0,114,-21.997450827895303,-0.19296009498153774,350,-12.375252550279033,-0.03535786442936866,610,247.06068564721977,0.40501751745445863,595,205.52731159081358,0.34542405309380436,1027,148.82335189720095,0.14491076134099412,886,159.2114603664877,0.17969690786285294,308,61.17050417001019,0.1986055330195136,True,0.20245077288482644,False
6h,25,30,2.0,4106,0.19748823010665859,810.8866728179402,0.482464685825621,1.4276350856312967,1,-1.0,-1.0,122,-30.416058987805872,-0.2493119589164416,368,-12.224372112656138,-0.03321840248004385,654,231.44346045383034,0.35388908326273755,630,208.75894740986342,0.3313634085870848,1076,123.21037807117807,0.11450778631150378,941,202.02795523713894,0.21469495774403713,314,89.08636274639139,0.28371453103946304,True,0.2491445007168075,False
6h,30,20,2.0,4015,0.19557527099441568,785.234713042579,0.5056039850560399,1.4853321427248836,1,-1.0,-1.0,117,-22.559078820783757,-0.19281263949387825,361,-36.81087340852749,-0.10196917841697366,641,249.06314895205367,0.38855405452738484,604,184.02898772472054,0.3046837545111267,1040,278.2717319254846,0.2675689730052736,922,93.14344860077735,0.10102326312448737,329,41.09734806885416,0.12491595157706431,True,0.11861860798266402,False
4h,20,25,2.0,7259,0.19539993610791628,1418.4081362073644,0.469761675161868,1.4254733407636149,4,6.298959428480148,1.574739857120037,239,3.1822815075544426,0.013314985387257082,764,-40.69868863731792,-0.05327053486559937,1075,340.971513750825,0.3171828034891395,1284,121.6322280927082,0.09472914960491294,1812,506.021177220554,0.2792611353314316,1568,390.5520090344139,0.24907653637398847,513,90.4486558101463,0.1763131692205581,True,0.2753452966497346,False
4h,25,25,2.0,6587,0.1949789777834493,1284.3265266595806,0.4710793988158494,1.4239469455072644,4,6.298959428480148,1.574739857120037,221,-5.141466376109722,-0.023264553738053043,681,-48.36304731831666,-0.07101769062895251,971,300.4916492579584,0.30946616813383976,1161,115.11155510842141,0.0991486262777101,1656,517.7282526206423,0.3126378337081173,1426,314.840161318218,0.22078552687112063,467,83.36046262028687,0.17850206128541085,True,0.2451402776341382,False
6h,20,20,2.0,5038,0.1928363012189512,971.5092855410762,0.5019849146486701,1.4719489665354026,2,-0.7607789800837588,-0.3803894900418794,153,-18.84066320021862,-0.12314158954391256,456,-28.603781750422385,-0.06272759155794383,806,300.26853396385195,0.3725416054142084,767,164.1633345224275,0.21403303066809323,1260,345.5927927819986,0.27427999427142746,1209,153.8026035632356,0.12721472585875568,385,55.88724464028741,0.1451616743903569,True,0.15831305562620143,False
6h,20,30,2.0,4654,0.19259220593652593,896.3241264285916,0.4791577137945853,1.4111549990034589,2,0.892798693424635,0.4463993467123175,139,-29.76343652977846,-0.2141254426602767,428,-19.187083763081684,-0.044829634960471224,738,258.94936668666054,0.35087990065943164,722,173.85033735236706,0.24078994093125633,1203,138.0525530068914,0.11475690191761546,1081,276.8551178463779,0.25611019227231996,341,96.67447313573027,0.28350285377046996,True,0.3088783506804716,False
6h,10,30,2.0,6401,0.19059736981542796,1220.0137641885544,0.4621152944852367,1.3908845583891047,3,-0.5225126429421505,-0.17417088098071684,175,-32.83636794504635,-0.1876363882574077,542,-9.908225803602917,-0.018280859416241545,1050,376.4576367731049,0.3585310826410523,1009,182.34259850709438,0.18071615312893397,1628,194.42614818871934,0.1194263809513018,1488,429.9084951962617,0.2889169994598533,506,80.14599191496535,0.15839128836949673,True,0.35238003686146846,False
6h,30,30,2.0,3789,0.1872663754685422,709.5522966503064,0.4769068355766693,1.402009076178867,1,-1.0,-1.0,112,-37.30792788823254,-0.3331064990020763,339,-30.594288963224777,-0.09024864000951262,603,191.57522273237097,0.3177035202858557,575,222.80051923599478,0.3874791638886866,1008,106.86262081393077,0.10601450477572498,857,176.1275913775416,0.20551644268091201,294,81.0885593419256,0.27581142633308026,True,0.2482235519622929,False
6h,10,25,2.0,6731,0.1871645875701366,1259.8048389345895,0.47570940424899716,1.4101981642763823,3,-1.2752311022382439,-0.4250770340794146,184,-16.392525971038786,-0.0890898150599934,567,6.784077990290948,0.011964864180407316,1091,421.7838243944532,0.38660295544862805,1087,168.7376469700573,0.1552324259154161,1696,271.36732257631377,0.1600043175567888,1571,346.78388629909483,0.22074085696950657,532,62.01583777765671,0.11657112364221185,True,0.27526794276514144,False
8h,10,30,2.0,4684,0.18374953958896303,860.6828434347028,0.4686165670367208,1.3884679423996895,0,0.0,,108,-28.999807793868065,-0.2685167388321117,381,3.9657725022680186,0.01040885171198955,811,215.73480212947618,0.2660108534272209,750,153.2403036420284,0.2043204048560379,1155,133.9358202468809,0.1159617491314986,1113,334.2289459560544,0.3002955489272726,366,48.577006751862925,0.1327240621635599,True,0.38832997370117933,False
4h,15,25,2.0,8452,0.17857574935665432,1509.3222335624423,0.46663511594888785,1.3853632283158779,5,5.04404359608682,1.008808719217364,263,-5.498517884089518,-0.02090691210680425,871,-72.65061331569024,-0.08341057785957547,1272,390.3811731591518,0.3069034380182011,1473,131.63625522431653,0.08936609315975325,2089,503.24250315131184,0.24090115038358634,1886,443.87719803253486,0.23535376353792942,593,113.2901915988202,0.19104585429817908,True,0.2940904123467755,False
8h,15,30,2.0,3957,0.1785395349880895,706.4809399478702,0.47207480414455394,1.385152126095683,0,0.0,,90,-29.36309293732306,-0.32625658819247844,318,-3.31672473188463,-0.010429951987058586,668,150.00563337983712,0.2245593314069418,633,170.6602796276064,0.26960549704203224,985,112.81977582765339,0.11453784347985116,973,236.91993468409936,0.24349428025087294,290,68.75513409788162,0.23708666930304007,True,0.33535219605723715,False
6h,15,20,2.0,5844,0.17310364462097838,1011.6176991649977,0.49657768651608486,1.419754696182949,2,-0.7607789800837588,-0.3803894900418794,175,-21.610628213024,-0.12348930407442286,520,15.760862520068773,0.030309351000132257,962,291.4688477949292,0.3029821702649992,921,145.23128688678958,0.15768869368815372,1446,340.9003736550005,0.23575406200207505,1366,197.05064643705515,0.14425376752346644,452,43.57708906426224,0.09640948908022619,True,0.19478766197912836,False
6h,25,15,2.0,4617,0.17195051437970915,793.8955248911171,0.5085553389646957,1.4681535909875143,1,-1.0,-1.0,137,-16.582447933583705,-0.12103976593856719,407,-56.573021783186874,-0.13900005352134367,753,220.68834480081708,0.29307881115646356,717,178.92492913684555,0.24954662362182084,1164,276.0789599926874,0.23718123710711975,1079,128.01155736593287,0.11863907077472927,359,64.34720331160487,0.17924012064513892,True,0.1612448406022816,False
4h,10,30,2.0,9676,0.1675124371214706,1620.8503415873495,0.4439851178172799,1.3368569001859494,5,5.374850568757015,1.074970113751403,301,-25.32960892324776,-0.08415152466195269,971,-65.74530313323244,-0.06770886007541961,1474,493.8248236729279,0.3350236252869253,1710,59.94630257098266,0.03505631729297232,2281,593.8120132620318,0.2603296857790582,2244,431.52645165140876,0.1923023403081144,690,127.44081191772159,0.18469682886626318,True,0.2662346057371351,False
2h,30,30,2.0,11934,0.1652564388328782,1972.1703410315683,0.41452991452991456,1.314017678160395,10,4.812725208553861,0.4812725208553861,458,25.753627931092545,0.05623062867050774,1378,-116.65106509094036,-0.08465244201084206,1643,665.8813149853885,0.40528381922421697,2185,168.49097635277667,0.07711257498982914,2997,659.0713990430669,0.21991037672441338,2457,544.3206775035819,0.22153873728269513,806,20.49068509804827,0.02542268622586634,True,0.27600084342555736,False
6h,10,20,2.0,7180,0.16406432450928435,1177.9818499766616,0.49512534818941506,1.3939475992792594,3,-1.09946447661719,-0.36648815887239666,198,-20.300140609926018,-0.10252596267639404,608,0.11134023501755408,0.00018312538654202974,1164,399.63681512666915,0.3433305971878601,1148,114.9649795253467,0.10014371038793267,1793,351.4183361676837,0.19599461024410691,1698,275.3696620786816,0.16217294586494793,568,57.88032192980606,0.1019019752285318,True,0.2337639260606072,False
6h,30,15,2.0,4245,0.16392890266815813,695.8781918263312,0.5083627797408716,1.445088991398657,1,-1.0,-1.0,121,-14.933091305504878,-0.12341397773144527,378,-68.58692515713994,-0.18144689195010566,688,212.1979669985928,0.3084272776142337,657,178.20800494598967,0.27124506080059313,1090,232.38367163343642,0.2131960290215013,974,98.898248158777,0.10153824246281005,336,58.71031655218006,0.17473308497672638,True,0.14212005681514275,False
4h,30,30,3.0,5565,0.16222551575491878,902.7849951761231,0.5254267744833783,1.4613519476986319,4,3.901947587812131,0.9754868969530327,189,-14.525976309340649,-0.07685701750973889,588,-55.19455029096616,-0.09386828280776559,817,238.68288966488615,0.29214551978566233,940,126.61272086533688,0.13469438389929456,1393,303.89399139426735,0.21815792634190045,1232,234.54158822720876,0.19037466576883827,402,64.87238403691853,0.16137408964407596,True,0.25979783611872326,False
4h,30,15,2.0,6489,0.1617820639852972,1049.8038132005936,0.49175527816304515,1.420134784387843,6,1.3146379986178496,0.21910633310297492,221,-5.5183489639308325,-0.024969904814166662,664,-17.645982860083976,-0.026575275391692733,970,277.6344012603944,0.2862210322272107,1083,222.61396969047718,0.20555306527283213,1665,335.29016767010637,0.20137547607814196,1421,195.60276991734784,0.13765149184894288,459,40.51219848766473,0.08826187034349615,True,0.186323165774187,False
8h,15,15,2.0,4617,0.15957689150470572,736.7665080772263,0.5159194282001299,1.4380444926821994,0,0.0,,100,-5.59356623582793,-0.0559356623582793,375,-25.41742419206112,-0.06777979784549631,773,153.96418340850357,0.1991774688337692,703,161.9022859615557,0.2303019714958118,1120,265.6682583564113,0.23720380210393865,1168,123.54005123055599,0.10577059180698287,378,62.70271954808888,0.16588021044467957,True,0.16767870129298384,False
8h,10,25,2.0,4957,0.15583205068930486,772.4594752668842,0.4875933024006456,1.3482980167602243,0,0.0,,114,-24.754955324673595,-0.21714873091818943,402,-6.944388669986051,-0.01727459868155734,864,174.24354065858222,0.20167076465113684,779,126.74793882526487,0.16270595484629635,1212,151.77120999870843,0.12522377062599704,1179,280.2398769442331,0.23769285576270832,407,71.1562528347551,0.1748310880460813,True,0.3627890988681451,False
4h,30,20,2.0,6152,0.15470659971188405,951.7550014275107,0.4816319895968791,1.3596205713813025,5,3.3869371662029892,0.6773874332405978,209,-3.0998797105801934,-0.014831960337704274,634,-44.48875203879645,-0.07017153318422152,911,304.3535686405281,0.3340873420861999,1050,195.68902187682102,0.1863704970255438,1557,266.2368882011224,0.17099350558838947,1354,160.08889703135472,0.11823404507485577,432,69.58832026085805,0.16108407467791216,True,0.16820389363989877,False
8h,10,20,2.0,5240,0.15345555815939405,804.1071247552247,0.5017175572519084,1.3761370558237924,0,0.0,,123,-17.19665975614984,-0.13981024191991742,421,-9.323262595084117,-0.022145516852931393,893,217.07972098779825,0.2430903930434471,817,120.13729176729974,0.1470468687482249,1274,236.28909868403065,0.18547025014445107,1264,212.66388372871762,0.16824674345626395,448,44.45705193861252,0.09923449093440295,True,0.2644720798779812,False
6h,20,15,2.0,5314,0.15239850899755047,809.8456768129832,0.5069627399322544,1.4081849838024434,2,-1.2820731381452608,-0.6410365690726304,156,-8.113293642760894,-0.052008292581800605,475,-57.39638558839237,-0.12083449597556288,869,223.6267537676636,0.2573380365565749,822,166.040833066588,0.20199614728295376,1329,234.69671021944094,0.1765964711959676,1264,188.0600204486428,0.148781661747344,397,64.21311167994645,0.1617458732492354,True,0.23221710732435175,False
8h,20,15,2.0,3908,0.15200527917677872,594.0366310228512,0.5092118730808598,1.4121323409135353,0,0.0,,83,-14.890671142608042,-0.17940567641696437,317,-27.10676090285581,-0.08551028675979751,662,147.25791423616923,0.22244397920871484,599,167.39854346783318,0.27946334468753453,961,221.71567355633286,0.23071350005861901,955,50.26329623563082,0.05263172380694327,331,49.39863557234906,0.1492405908530183,True,0.0846131258758979,False
2h,25,30,2.0,13107,0.1489525209829386,1952.320692523376,0.4106202792401007,1.280612953461091,13,7.842678737659792,0.603282979819984,505,14.936297678756308,0.029576827086646156,1549,-151.52927485059902,-0.09782393470019304,1774,678.0734186562199,0.3822285336280834,2415,157.64449261714245,0.06527722261579397,3297,638.2165599824029,0.193574934783865,2681,583.4233786544019,0.21761409125490558,873,23.71314104739166,0.02716281906917716,True,0.2988358320887982,False
4h,15,20,2.0,8896,0.14809472745869456,1317.4506954725468,0.4754946043165468,1.3423812809638076,6,4.713475038776961,0.7855791731294935,282,6.72110704372707,0.023833712921017977,933,-101.82073398607602,-0.10913261949204289,1348,465.2348240768705,0.3451296914516843,1503,226.77781632044952,0.15088344399231504,2227,282.7907955073707,0.12698284486186381,1977,313.61637750124027,0.15863246206436027,620,119.41703397018766,0.19260811930675428,True,0.23804790462291378,False
2h,30,25,2.0,12320,0.14686746021110025,1809.4071098007553,0.4314935064935065,1.2965486008973264,10,5.9572436980095755,0.5957243698009576,478,32.74237670607071,0.06849869603780483,1423,-162.04005986852994,-0.11387214326671113,1695,580.5914493105472,0.34253182850179775,2275,-26.188241281458733,-0.01151131484899285,3125,721.704132816256,0.23094532250120192,2485,610.1284120904879,0.24552451190764102,829,46.51179632937249,0.05610590630804884,True,0.33719797428986165,False
6h,25,25,3.0,4127,0.14637046090309372,604.0708921470678,0.5405863823600678,1.458711631414339,1,-1.0,-1.0,123,-8.413873640990406,-0.06840547675601956,374,-7.6698785342120335,-0.020507696615540198,649,194.19937452515944,0.2992286202236663,635,126.81566705094465,0.19970971189125142,1081,94.2491089321054,0.08718696478455634,951,131.76731056092265,0.13855658313451383,313,74.1231832531381,0.23681528195890766,True,0.2181321965251099,False
8h,25,15,2.0,3516,0.14575709719965121,512.4819537539737,0.5071103526734926,1.3966519318475992,0,0.0,,77,-19.58462295182769,-0.25434575262113884,288,-24.585570250902407,-0.08536656337118892,583,139.52221570042505,0.23931769416882512,541,158.97978390582765,0.2938628168314744,866,158.43115487818756,0.18294590632585167,860,56.5203441684693,0.06572133042845267,301,43.19864830379426,0.14351710399931647,True,0.11028748184097605,False
8h,20,30,2.0,3468,0.14568823000406464,505.24678165409614,0.4682814302191465,1.314235600290228,0,0.0,,78,-36.21176449511927,-0.46425339096306756,266,-13.634660809337966,-0.05125812334337581,595,146.28248030987925,0.24585290808383067,550,195.78649639401078,0.3559754479891105,881,71.69981878256525,0.08138458431619211,845,74.21096152292631,0.08782362310405481,253,67.11344994917181,0.26527055315878184,True,0.14688062194077048,False
4h,25,20,2.0,6833,0.1455642891648612,994.6407878634965,0.4782672325479292,1.336021049155254,5,3.3869371662029892,0.6773874332405978,235,-6.876727289454866,-0.029262669316829217,712,-53.043134173588484,-0.07449878395166921,1014,341.3508411073298,0.3366379103622582,1179,182.0551533419306,0.15441488833072994,1741,276.75414990483733,0.15896275123770093,1470,175.10761023726695,0.11912082329065779,477,75.90595756897213,0.15913198651776128,True,0.17605110545828384,False
4h,25,15,2.0,7216,0.1443434054134973,1041.5820134637966,0.4893292682926829,1.372161492780822,6,1.3146379986178496,0.21910633310297492,248,-13.937360807227716,-0.056199035513014986,752,-43.411119895393014,-0.05772755305238433,1083,326.83191793721335,0.301783857744426,1219,190.5389930560088,0.15630762350780047,1860,321.15151603796266,0.1726621053967541,1540,222.32350266968749,0.1443659108244724,508,36.76992646692723,0.07238174501363628,True,0.21344790885006487,False
4h,20,20,2.0,7584,0.143724086842286,1090.003474611897,0.4741561181434599,1.3307054034418533,5,3.3869371662029892,0.6773874332405978,258,2.5502215031171396,0.009884579469446278,818,-75.27554482823047,-0.09202389343304458,1127,380.63132835363865,0.3377385344752783,1308,196.97307335156225,0.1505910346724482,1921,251.87202259990292,0.13111505601244294,1620,229.80824461796666,0.14185694112220165,527,100.05719184773683,0.18986184411335263,True,0.2108325798684187,False
4h,20,15,2.0,8014,0.1436156374177923,1150.9357182661875,0.4908909408535064,1.372663155118025,6,1.3146379986178496,0.21910633310297492,276,-15.013731885248415,-0.054397579294378315,868,-51.3085174134127,-0.059111195176742744,1204,346.3895284421361,0.2876989438888174,1354,238.90474218538716,0.1764436796051604,2051,282.5120194373952,0.13774354921374707,1692,303.0147712430465,0.179086744233479,563,45.122268258265834,0.0801461247926569,True,0.2632768854367638,False
8h,15,25,2.0,4145,0.14322680817009587,593.6751198650473,0.49312424607961397,1.3264469021779328,0,0.0,,94,-25.973456721650127,-0.27631336937925666,338,-18.754298208459073,-0.05548608937413927,699,114.86200870643896,0.16432333148274528,650,137.61705790631083,0.2117185506250936,1037,100.26134002007396,0.09668403087760266,1014,200.51950774390684,0.19775099383028288,313,85.14296041842591,0.2720222377585492,True,0.33775966186605294,False
4h,10,25,2.0,10199,0.1422553322871152,1450.862133996288,0.45249534268065494,1.2971689818969852,6,2.6012308328440756,0.43353847214067925,317,-21.350337239039114,-0.06735122157425588,1032,-107.38998424425536,-0.10406006225218542,1544,365.33291462491457,0.23661458201095503,1798,140.9467403877569,0.07839084559941986,2459,477.33672797406973,0.19411823016432278,2325,464.6164245730366,0.1998350213217362,718,128.7684170869606,0.17934319928546044,True,0.32023471678407267,False
4h,25,30,3.0,6146,0.14220337479822037,873.9819415098624,0.5167588675561341,1.3971312678344052,4,3.901947587812131,0.9754868969530327,211,-16.35803200933287,-0.07752621805371028,650,-71.10437075139848,-0.10939133961753612,914,251.18895548467157,0.27482380249964067,1059,114.98290526266814,0.10857686993641939,1529,299.21844745982514,0.19569551828634738,1336,237.5548251888453,0.1778104978958423,443,54.59726328677148,0.12324438665185436,True,0.27180747553942985,False
8h,15,20,2.0,4354,0.14132696393813854,615.3376009866552,0.5009186954524575,1.3528306532604768,0,0.0,,95,-13.411601959328847,-0.14117475746661945,350,-19.186817901794136,-0.05481947971941182,719,143.22012422245407,0.19919349683234225,668,141.1919209809532,0.2113651511690916,1086,138.94937641737386,0.12794601880052842,1082,158.41733626424073,0.14641158619615594,354,66.1572629627563,0.1868849236236054,True,0.2574478400315997,False
4h,30,25,3.0,5804,0.14095779172440995,818.1190231684753,0.5284286698828394,1.4207827821879326,4,5.148110938017526,1.2870277345043815,192,-6.428282750176696,-0.03348063932383696,596,-48.466557090351614,-0.08131972666166379,864,169.00805729924366,0.19561117742968015,1012,87.18424753265009,0.08615044222593883,1454,296.2672773157949,0.20376016321581492,1266,253.45338002515436,0.20020014219996396,416,61.952789898143074,0.14892497571669008,True,0.3098001303570235,False
8h,25,20,2.0,3363,0.13951124914401453,469.17633087132083,0.49866190900981266,1.350452036604968,0,0.0,,76,-24.562722556164953,-0.3231937178442757,265,-9.245378102937407,-0.03488821925636757,553,137.4151218245782,0.24849027454715766,519,143.374171897472,0.2762508129045703,852,71.80768664655565,0.08428132235511226,815,101.016448401433,0.123946562455746,283,49.37100276038427,0.1744558401427006,True,0.21530593458078426,False
6h,15,15,2.0,6197,0.1394222509159192,863.9996889259512,0.5031466838792964,1.369993317388855,2,-1.2820731381452608,-0.6410365690726304,181,-13.886490002274954,-0.07672093923908814,549,-24.783443524777276,-0.04514288438028648,1031,227.8775129518927,0.2210257157632325,984,167.59924654901488,0.17032443754981186,1546,221.61236711262939,0.14334564496289093,1434,217.50947532663062,0.15168024778705064,470,69.3530936509811,0.1475597737254917,True,0.25174716856324264,False
8h,25,25,2.0,3238,0.139280781942661,450.99117193033635,0.4950586781964175,1.3249176737014605,0,0.0,,74,-28.720016513968396,-0.3881083312698432,257,-26.249458605255853,-0.10213797122667648,542,115.1748056092488,0.2124996413454775,507,159.46867963274306,0.31453388487720524,831,58.09646636022812,0.06991151186549714,785,95.00257854018258,0.12102239304481857,242,78.218116907158,0.3232153591204876,True,0.21065285631546116,False
4h,30,10,2.0,6981,0.13878112142123103,968.8310086416138,0.4924795874516545,1.4270366272358297,6,2.8676175962359585,0.47793626603932643,238,-3.954581534847149,-0.016615888801878777,729,-48.53426914250467,-0.06657650088135071,1045,203.187066960352,0.19443738465105456,1199,65.89642875773384,0.05495949020661705,1789,416.106219523498,0.2325915145463935,1479,312.13233383196143,0.21104282206353037,496,21.130192649184295,0.0426011948572264,True,0.322174178002001,False
8h,10,15,2.0,5666,0.1381392475055841,782.6969763666394,0.5097070243558066,1.3719300694312595,0,0.0,,130,-9.384348348666498,-0.07218729498974229,473,-24.378457566830004,-0.05154007942247358,968,201.39570563723453,0.20805341491449847,892,125.9193897313502,0.14116523512483206,1346,266.7824426463324,0.19820389498241636,1372,174.44040834028726,0.12714315476697322,485,47.921835926931564,0.09880790912769395,True,0.22287093678329734,False
6h,15,25,3.0,5368,0.13703213100926215,735.5884792577192,0.5376304023845008,1.4174082000975874,2,-0.8315678383736906,-0.4157839191868453,159,-11.731700993484667,-0.07378428297789098,481,2.417991169778203,0.0050270086689775525,880,218.14857869372491,0.24789611215196014,861,97.49112276566349,0.11323010774176945,1347,149.75643222244474,0.11117775220671473,1236,215.67699147326087,0.17449594779390037,402,64.66063176470527,0.16084734269827183,True,0.2932033297896401,False
2h,30,20,2.0,12794,0.13698252206692216,1752.5543873242023,0.4413006096607785,1.2960620599114525,10,5.5067813282729,0.55067813282729,496,21.565574835909448,0.04347898152401099,1468,-111.42319976784907,-0.07590136223967921,1763,485.28618798138075,0.27526159272908723,2350,-44.4455187666769,-0.01891298670922421,3273,656.83541298396,0.20068298594071496,2576,732.8377942120626,0.28448672135561437,858,6.391354517142575,0.0074491311388608095,True,0.41815409525233527,True
4h,20,30,3.0,6760,0.1369083431572931,925.5003997433015,0.5127218934911243,1.378903125994656,4,3.901947587812131,0.9754868969530327,228,-10.013743416174501,-0.04391992726392325,722,-56.44544267994325,-0.07817928349022611,1012,278.4560699646112,0.27515421933261974,1189,90.24873068295432,0.07590305356009615,1659,278.56161884961733,0.16790935433973317,1463,279.80356933579947,0.1912532941461377,483,60.987649418624954,0.12626842529736015,True,0.30232679468685947,False
6h,20,25,3.0,4693,0.13686750091356348,642.3191817873534,0.5388877050926912,1.4221674099106334,2,-0.8315678383736906,-0.4157839191868453,140,-12.04128417297989,-0.08600917266414207,432,-10.818154722541713,-0.02504202482069841,748,191.50955839787437,0.2560288213875326,726,109.38780719321862,0.1506719107344609,1197,113.99940423228026,0.09523759752070197,1107,177.14215807677735,0.16002001632951884,341,73.97126062109805,0.2169245179504342,True,0.2757852530323813,False
4h,15,15,2.0,9458,0.1362407426960729,1288.5649444194573,0.48889828716430533,1.3553554503797585,7,2.197700063717959,0.31395715195970847,302,-14.813368403732138,-0.049050888754079924,994,-61.23224042953928,-0.061601851538771915,1433,418.16467407430275,0.29181065880970186,1570,246.8192146971652,0.15720969088991413,2401,289.76339129259657,0.12068446117975701,2083,365.52070844186557,0.17547801653474104,668,42.14486468308076,0.06309111479503109,True,0.28366494837910183,False
