timeframe,filter_mode,rsi_n,oversold,exit_rsi,atr_mult,time_exit_bars,num_trades,win_rate,avg_r,profit_factor,max_dd_r,avg_bars_held,total_r
2h,none,5,10,60,4.0,20,3793,0.6222,-0.0139,0.9465,88.88,10.8,-52.67
2h,none,5,10,65,2.0,5,4401,0.526,-0.0138,0.9558,112.95,4.4,-60.89
2h,none,5,10,65,2.0,10,4261,0.4889,-0.0124,0.9701,136.68,7.2,-53.01
2h,none,5,10,65,2.0,15,4234,0.4837,-0.0158,0.9659,145.89,8.6,-66.93
2h,none,5,10,65,2.0,20,4217,0.4816,-0.0243,0.95,168.07,9.4,-102.37
2h,none,5,10,65,3.0,5,4243,0.5531,-0.0033,0.9843,55.61,4.7,-13.95
2h,none,5,10,65,3.0,10,4024,0.5393,0.0037,1.0128,72.33,8.1,14.73
2h,none,5,10,65,3.0,15,3977,0.5567,-0.0008,0.9977,78.34,10.1,-3.06
2h,none,5,10,65,3.0,20,3947,0.5657,-0.0109,0.9692,108.99,11.3,-42.87
2h,none,5,10,65,4.0,5,4162,0.5572,-0.0059,0.9636,53.0,4.8,-24.53
2h,none,5,10,65,4.0,10,3905,0.5539,0.0001,1.0005,57.58,8.5,0.4
2h,none,5,10,65,4.0,15,3821,0.5781,-0.0073,0.9719,76.32,10.9,-27.99
2h,none,5,10,65,4.0,20,3785,0.5958,-0.0147,0.9477,98.77,12.3,-55.47
2h,none,5,15,50,2.0,5,11164,0.5175,-0.0227,0.9253,264.2,4.1,-253.12
2h,none,5,15,50,2.0,10,10491,0.554,-0.0312,0.9161,338.6,5.6,-327.84
2h,none,5,15,50,2.0,15,10374,0.5736,-0.0294,0.923,307.99,6.0,-304.89
2h,none,5,15,50,2.0,20,10360,0.5741,-0.0297,0.9222,310.84,6.0,-307.97
2h,none,5,15,50,3.0,5,10738,0.539,-0.0105,0.9484,126.78,4.3,-112.25
2h,none,5,15,50,3.0,10,9774,0.5985,-0.0178,0.9307,185.79,6.4,-174.32
2h,none,5,15,50,3.0,15,9559,0.6241,-0.0163,0.9386,165.76,7.0,-155.52
2h,none,5,15,50,3.0,20,9529,0.6255,-0.016,0.9396,161.45,7.2,-152.53
2h,none,5,15,50,4.0,5,10575,0.5426,-0.0099,0.9361,116.31,4.4,-104.65
2h,none,5,15,50,4.0,10,9442,0.6103,-0.0154,0.9218,156.14,6.8,-145.57
2h,none,5,15,50,4.0,15,9145,0.6384,-0.0153,0.925,144.97,7.5,-139.88
2h,none,5,15,50,4.0,20,9102,0.6402,-0.0153,0.9252,144.27,7.8,-139.34
2h,none,5,15,55,2.0,5,11163,0.5103,-0.022,0.9282,264.42,4.2,-245.3
2h,none,5,15,55,2.0,10,10471,0.5276,-0.0255,0.9343,285.35,6.2,-267.46
2h,none,5,15,55,2.0,15,10321,0.5542,-0.0218,0.9464,237.26,6.8,-225.37
2h,none,5,15,55,2.0,20,10287,0.5567,-0.025,0.9391,270.19,7.0,-257.66
2h,none,5,15,55,3.0,5,10737,0.5311,-0.0097,0.9525,123.27,4.5,-104.02
2h,none,5,15,55,3.0,10,9754,0.5755,-0.0122,0.9546,138.48,7.0,-118.92
2h,none,5,15,55,3.0,15,9496,0.616,-0.0096,0.9662,107.17,8.0,-91.18
2h,none,5,15,55,3.0,20,9426,0.6219,-0.0114,0.9605,119.86,8.3,-107.05
2h,none,5,15,55,4.0,5,10574,0.535,-0.0091,0.9413,111.18,4.6,-96.68
2h,none,5,15,55,4.0,10,9414,0.5882,-0.0118,0.9427,129.76,7.4,-111.45
2h,none,5,15,55,4.0,15,9071,0.6323,-0.0097,0.9558,98.94,8.6,-87.67
2h,none,5,15,55,4.0,20,8981,0.6388,-0.0117,0.9471,114.32,9.1,-105.5
2h,none,5,15,60,2.0,5,11160,0.5067,-0.0234,0.924,279.71,4.3,-260.93
2h,none,5,15,60,2.0,10,10457,0.5002,-0.0284,0.9296,314.63,6.7,-296.75
2h,none,5,15,60,2.0,15,10280,0.5216,-0.0213,0.9509,232.86,7.7,-218.81
2h,none,5,15,60,2.0,20,10220,0.5247,-0.0273,0.9386,287.48,8.0,-278.8
2h,none,5,15,60,3.0,5,10734,0.5275,-0.0108,0.9474,135.44,4.6,-115.94
2h,none,5,15,60,3.0,10,9732,0.5469,-0.0143,0.949,154.4,7.6,-139.01
2h,none,5,15,60,3.0,15,9432,0.5898,-0.0089,0.9711,103.28,9.1,-83.59
2h,none,5,15,60,3.0,20,9327,0.602,-0.0133,0.9578,135.13,9.7,-124.3
2h,none,5,15,60,4.0,5,10571,0.5314,-0.0102,0.9353,122.26,4.7,-107.34
2h,none,5,15,60,4.0,10,9387,0.56,-0.0135,0.9372,142.09,8.0,-127.05
2h,none,5,15,60,4.0,15,8999,0.6104,-0.0086,0.9636,89.32,9.7,-77.49
2h,none,5,15,60,4.0,20,8863,0.6251,-0.0134,0.9454,124.42,10.6,-118.78
2h,none,5,15,65,2.0,5,11160,0.5058,-0.0263,0.9148,306.99,4.4,-293.13
2h,none,5,15,65,2.0,10,10454,0.4827,-0.0345,0.9163,377.4,7.2,-360.15
2h,none,5,15,65,2.0,15,10263,0.49,-0.0254,0.9441,265.81,8.5,-260.49
2h,none,5,15,65,2.0,20,10166,0.487,-0.0353,0.9256,364.45,9.2,-359.22
2h,none,5,15,65,3.0,5,10734,0.5267,-0.0125,0.9392,151.17,4.7,-134.34
2h,none,5,15,65,3.0,10,9726,0.5284,-0.0178,0.9378,189.52,8.1,-173.18
2h,none,5,15,65,3.0,15,9404,0.5593,-0.0094,0.971,110.24,10.0,-88.26
2h,none,5,15,65,3.0,20,9254,0.5692,-0.0195,0.9433,195.07,11.1,-180.42
2h,none,5,15,65,4.0,5,10571,0.5306,-0.0115,0.9268,134.37,4.8,-121.53
2h,none,5,15,65,4.0,10,9382,0.5422,-0.0156,0.929,162.19,8.5,-146.78
2h,none,5,15,65,4.0,15,8966,0.5824,-0.0085,0.9662,91.87,10.8,-75.91
2h,none,5,15,65,4.0,20,8781,0.5981,-0.0176,0.9346,164.17,12.1,-154.2
2h,none,5,20,50,2.0,5,20412,0.5253,-0.0197,0.9331,410.22,4.0,-401.9
2h,none,5,20,50,2.0,10,18606,0.5672,-0.0302,0.9157,572.64,5.5,-562.38
2h,none,5,20,50,2.0,15,18292,0.5862,-0.0271,0.9257,502.65,5.8,-496.31
2h,none,5,20,50,2.0,20,18243,0.587,-0.0283,0.9226,523.94,5.8,-517.02
2h,none,5,20,50,3.0,5,19514,0.5437,-0.0081,0.9586,168.78,4.3,-158.18
2h,none,5,20,50,3.0,10,17076,0.6068,-0.0168,0.931,298.82,6.2,-287.49
2h,none,5,20,50,3.0,15,16502,0.6289,-0.0176,0.9303,305.0,6.8,-290.53
2h,none,5,20,50,3.0,20,16391,0.6298,-0.0187,0.9264,322.03,6.9,-306.13
2h,none,5,20,50,4.0,5,19195,0.5462,-0.0079,0.9467,159.12,4.4,-152.14
2h,none,5,20,50,4.0,10,16399,0.6144,-0.0154,0.9174,259.84,6.6,-252.08
2h,none,5,20,50,4.0,15,15654,0.6389,-0.0164,0.915,265.61,7.3,-257.45
2h,none,5,20,50,4.0,20,15496,0.6402,-0.0162,0.9164,259.82,7.5,-250.67
2h,none,5,20,55,2.0,5,20396,0.5144,-0.0203,0.932,422.76,4.2,-413.3
2h,none,5,20,55,2.0,10,18469,0.5333,-0.0316,0.9171,592.25,6.1,-582.73
2h,none,5,20,55,2.0,15,18045,0.5608,-0.0272,0.9315,498.45,6.6,-490.52
2h,none,5,20,55,2.0,20,17931,0.5644,-0.0297,0.9259,539.71,6.8,-532.25
2h,none,5,20,55,3.0,5,19494,0.5318,-0.0088,0.9555,184.2,4.5,-172.25
2h,none,5,20,55,3.0,10,16925,0.5762,-0.0177,0.9319,308.2,6.9,-300.12
2h,none,5,20,55,3.0,15,16206,0.6169,-0.0166,0.94,280.07,7.8,-268.97
2h,none,5,20,55,3.0,20,16007,0.6227,-0.0171,0.9386,288.48,8.1,-273.77
2h,none,5,20,55,4.0,5,19176,0.5343,-0.0086,0.9432,171.59,4.6,-164.35
2h,none,5,20,55,4.0,10,16249,0.585,-0.0158,0.9206,262.57,7.3,-256.54
2h,none,5,20,55,4.0,15,15348,0.6304,-0.0148,0.93,233.92,8.4,-226.97
2h,none,5,20,55,4.0,20,15073,0.6359,-0.0155,0.9274,240.85,8.8,-233.24
2h,none,5,20,60,2.0,5,20386,0.5083,-0.0225,0.9252,471.36,4.3,-458.33
2h,none,5,20,60,2.0,10,18371,0.502,-0.0368,0.9074,684.78,6.7,-675.88
2h,none,5,20,60,2.0,15,17852,0.5263,-0.0298,0.9301,540.36,7.5,-531.63
2h,none,5,20,60,2.0,20,17662,0.535,-0.0329,0.9244,589.63,7.9,-581.0
2h,none,5,20,60,3.0,5,19484,0.5258,-0.0102,0.9491,213.19,4.6,-198.18
2h,none,5,20,60,3.0,10,16820,0.5429,-0.0223,0.9187,378.27,7.6,-375.65
2h,none,5,20,60,3.0,15,15957,0.589,-0.0186,0.9381,305.85,8.9,-297.09
2h,none,5,20,60,3.0,20,15677,0.6051,-0.02,0.935,323.55,9.5,-313.62
2h,none,5,20,60,4.0,5,19167,0.528,-0.01,0.9346,199.0,4.7,-190.85
2h,none,5,20,60,4.0,10,16150,0.5523,-0.0191,0.909,311.85,7.9,-308.52
2h,none,5,20,60,4.0,15,15097,0.6071,-0.0169,0.9272,261.3,9.6,-254.77
2h,none,5,20,60,4.0,20,14711,0.6247,-0.0192,0.9195,288.29,10.4,-282.33
2h,none,5,20,65,2.0,5,20385,0.5071,-0.0233,0.9227,487.91,4.4,-474.32
2h,none,5,20,65,2.0,10,18324,0.4808,-0.0406,0.9006,756.62,7.1,-743.63
2h,none,5,20,65,2.0,15,17735,0.4932,-0.0299,0.9333,540.31,8.4,-530.63
2h,none,5,20,65,2.0,20,17429,0.4962,-0.0372,0.9202,660.7,9.0,-647.58
2h,none,5,20,65,3.0,5,19483,0.5243,-0.0109,0.9455,228.2,4.7,-212.67
2h,none,5,20,65,3.0,10,16775,0.52,-0.0245,0.913,416.85,8.1,-411.65
2h,none,5,20,65,3.0,15,15817,0.5569,-0.0179,0.944,293.17,9.9,-282.81
2h,none,5,20,65,3.0,20,15418,0.5717,-0.0236,0.9296,374.17,10.9,-363.76
2h,none,5,20,65,4.0,5,19166,0.5264,-0.0105,0.931,210.54,4.8,-201.86
2h,none,5,20,65,4.0,10,16110,0.5287,-0.0206,0.9045,336.04,8.5,-331.85
2h,none,5,20,65,4.0,15,14961,0.579,-0.0151,0.9386,236.86,10.6,-226.42
2h,none,5,20,65,4.0,20,14442,0.5978,-0.0208,0.9202,305.84,11.9,-300.01
2h,none,5,25,50,2.0,5,31367,0.5343,-0.0139,0.9511,443.57,3.9,-436.46
2h,none,5,25,50,2.0,10,27733,0.5833,-0.0243,0.9291,680.92,5.2,-672.82
2h,none,5,25,50,2.0,15,27154,0.5996,-0.0219,0.9371,600.84,5.5,-594.37
2h,none,5,25,50,2.0,20,27064,0.6006,-0.0228,0.9346,624.76,5.5,-617.49
2h,none,5,25,50,3.0,5,29933,0.549,-0.008,0.9585,241.81,4.2,-238.54
2h,none,5,25,50,3.0,10,25297,0.6176,-0.0147,0.9368,378.48,6.0,-373.06
2h,none,5,25,50,3.0,15,24282,0.6377,-0.0157,0.9347,388.71,6.4,-381.76
2h,none,5,25,50,3.0,20,24085,0.6387,-0.0159,0.934,389.79,6.6,-383.71
2h,none,5,25,50,4.0,5,29455,0.5511,-0.007,0.9518,209.59,4.2,-206.08
2h,none,5,25,50,4.0,10,24279,0.6268,-0.0112,0.9362,276.38,6.3,-271.29
2h,none,5,25,50,4.0,15,22949,0.648,-0.0125,0.9312,292.55,6.9,-286.59
2h,none,5,25,50,4.0,20,22636,0.6481,-0.0127,0.9304,293.56,7.1,-286.96
2h,none,5,25,55,2.0,5,31275,0.5192,-0.0141,0.9513,450.38,4.1,-440.88
2h,none,5,25,55,2.0,10,27215,0.5475,-0.0282,0.9232,774.42,5.9,-768.79
2h,none,5,25,55,2.0,15,26369,0.5748,-0.0248,0.935,654.27,6.4,-653.85
2h,none,5,25,55,2.0,20,26165,0.5788,-0.0261,0.9323,683.5,6.5,-681.62
2h,none,5,25,55,3.0,5,29844,0.5332,-0.0083,0.9577,252.45,4.4,-247.33
2h,none,5,25,55,3.0,10,24825,0.5878,-0.016,0.9364,402.38,6.7,-397.24
2h,none,5,25,55,3.0,15,23478,0.6273,-0.0154,0.9422,368.07,7.5,-360.45
2h,none,5,25,55,3.0,20,23105,0.6322,-0.016,0.9404,374.26,7.8,-369.09
2h,none,5,25,55,4.0,5,29361,0.535,-0.0071,0.9518,214.45,4.5,-209.36
2h,none,5,25,55,4.0,10,23797,0.5979,-0.0121,0.9363,290.93,7.1,-286.77
2h,none,5,25,55,4.0,15,22116,0.6403,-0.0125,0.9378,285.42,8.1,-277.01
2h,none,5,25,55,4.0,20,21577,0.6447,-0.0133,0.9345,293.17,8.5,-287.49
2h,none,5,25,60,2.0,5,31243,0.5109,-0.0151,0.9485,481.06,4.3,-470.79
2h,none,5,25,60,2.0,10,26902,0.5119,-0.0326,0.9158,879.27,6.5,-877.1
2h,none,5,25,60,2.0,15,25743,0.5371,-0.03,0.9277,771.93,7.4,-771.13
2h,none,5,25,60,2.0,20,25355,0.5471,-0.0305,0.9277,774.08,7.7,-772.28
2h,none,5,25,60,3.0,5,29808,0.5245,-0.0085,0.9568,261.34,4.6,-254.63
2h,none,5,25,60,3.0,10,24527,0.5507,-0.0203,0.9239,500.61,7.4,-498.92
2h,none,5,25,60,3.0,15,22844,0.5969,-0.0186,0.9363,428.25,8.7,-423.91
2h,none,5,25,60,3.0,20,22241,0.612,-0.0196,0.9341,439.22,9.2,-436.12
2h,none,5,25,60,4.0,5,29324,0.5259,-0.0074,0.9503,224.14,4.6,-217.72
2h,none,5,25,60,4.0,10,23495,0.5603,-0.016,0.9205,378.65,7.8,-376.89
2h,none,5,25,60,4.0,15,21488,0.6142,-0.0156,0.9301,340.52,9.3,-334.17
2h,none,5,25,60,4.0,20,20695,0.6294,-0.0172,0.9244,362.75,10.1,-356.75
2h,none,5,25,65,2.0,5,31234,0.5077,-0.0162,0.9448,520.67,4.4,-506.8
2h,none,5,25,65,2.0,10,26708,0.4866,-0.0368,0.9081,986.22,7.1,-982.57
2h,none,5,25,65,2.0,15,25315,0.5001,-0.0325,0.9264,823.21,8.3,-821.79
2h,none,5,25,65,2.0,20,24669,0.5074,-0.0354,0.9224,876.5,8.9,-872.11
2h,none,5,25,65,3.0,5,29798,0.5211,-0.0093,0.9534,285.71,4.7,-276.08
2h,none,5,25,65,3.0,10,24343,0.5226,-0.0243,0.9125,596.32,8.0,-590.95
2h,none,5,25,65,3.0,15,22412,0.5617,-0.0207,0.934,474.59,9.7,-463.96
2h,none,5,25,65,3.0,20,21553,0.5805,-0.0235,0.9281,519.03,10.7,-507.37
2h,none,5,25,65,4.0,5,29314,0.5224,-0.008,0.9465,245.74,4.8,-235.92
2h,none,5,25,65,4.0,10,23314,0.5317,-0.0188,0.9106,442.09,8.3,-437.61
2h,none,5,25,65,4.0,15,21061,0.5821,-0.016,0.9332,348.16,10.5,-337.64
2h,none,5,25,65,4.0,20,19997,0.6035,-0.0206,0.9188,419.99,11.7,-410.97
2h,none,5,30,50,2.0,5,44009,0.5451,-0.0127,0.9542,572.5,3.8,-557.8
2h,none,5,30,50,2.0,10,38111,0.5977,-0.022,0.9324,854.0,5.0,-840.32
2h,none,5,30,50,2.0,15,37216,0.6115,-0.0206,0.9377,774.15,5.2,-766.61
2h,none,5,30,50,2.0,20,37068,0.6122,-0.0212,0.9359,794.85,5.2,-787.47
2h,none,5,30,50,3.0,5,42015,0.5592,-0.0072,0.9613,317.04,4.0,-302.53
2h,none,5,30,50,3.0,10,34610,0.6294,-0.0128,0.9419,453.97,5.6,-444.21
2h,none,5,30,50,3.0,15,33098,0.6467,-0.0133,0.9412,448.44,6.1,-440.15
2h,none,5,30,50,3.0,20,32792,0.6478,-0.0133,0.9415,442.42,6.2,-435.24
2h,none,5,30,50,4.0,5,41421,0.5621,-0.0061,0.9564,267.48,4.1,-254.0
2h,none,5,30,50,4.0,10,33251,0.6362,-0.0101,0.9391,344.17,5.9,-336.18
2h,none,5,30,50,4.0,15,31254,0.6543,-0.0111,0.9354,355.87,6.5,-345.56
2h,none,5,30,50,4.0,20,30752,0.6546,-0.0112,0.9346,355.28,6.7,-345.07
2h,none,5,30,55,2.0,5,43668,0.5216,-0.0144,0.9495,646.15,4.1,-627.6
2h,none,5,30,55,2.0,10,36867,0.5603,-0.0266,0.925,1000.86,5.7,-980.6
2h,none,5,30,55,2.0,15,35490,0.5861,-0.0254,0.931,907.72,6.2,-900.45
2h,none,5,30,55,2.0,20,35152,0.5893,-0.0262,0.9291,928.42,6.3,-921.75
2h,none,5,30,55,3.0,5,41676,0.5345,-0.0087,0.9548,380.24,4.3,-361.93
2h,none,5,30,55,3.0,10,33409,0.5971,-0.0165,0.9319,564.45,6.5,-551.85
2h,none,5,30,55,3.0,15,31299,0.6333,-0.0164,0.9357,517.35,7.3,-512.2
2h,none,5,30,55,3.0,20,30729,0.6386,-0.0156,0.9391,484.56,7.5,-478.16
2h,none,5,30,55,4.0,5,41082,0.5371,-0.0073,0.9499,312.81,4.4,-298.15
2h,none,5,30,55,4.0,10,32069,0.6054,-0.0129,0.9293,426.85,6.8,-414.66
2h,none,5,30,55,4.0,15,29487,0.6452,-0.013,0.9325,394.75,7.8,-383.07
2h,none,5,30,55,4.0,20,28639,0.6498,-0.0131,0.9325,385.44,8.2,-374.28
2h,none,5,30,60,2.0,5,43518,0.5098,-0.0154,0.9467,689.77,4.3,-669.95
2h,none,5,30,60,2.0,10,36104,0.5222,-0.0293,0.9221,1078.15,6.4,-1058.95
2h,none,5,30,60,2.0,15,34185,0.5494,-0.0279,0.9307,959.06,7.2,-952.32
2h,none,5,30,60,2.0,20,33548,0.5585,-0.0281,0.9312,949.64,7.4,-941.11
2h,none,5,30,60,3.0,5,41528,0.522,-0.0094,0.9517,414.37,4.5,-391.07
2h,none,5,30,60,3.0,10,32709,0.5581,-0.0194,0.9252,652.02,7.2,-636.07
2h,none,5,30,60,3.0,15,30015,0.6048,-0.0194,0.9314,583.03,8.4,-581.39
2h,none,5,30,60,3.0,20,29100,0.6198,-0.0177,0.9381,529.35,8.9,-515.81
2h,none,5,30,60,4.0,5,40931,0.5242,-0.008,0.9458,345.3,4.6,-326.99
2h,none,5,30,60,4.0,10,31379,0.5667,-0.0156,0.9205,504.39,7.5,-490.07
2h,none,5,30,60,4.0,15,28209,0.6212,-0.0147,0.9312,423.75,9.1,-414.88
2h,none,5,30,60,4.0,20,26971,0.6365,-0.0146,0.9328,407.08,9.8,-395.07
2h,none,5,30,65,2.0,5,43455,0.5037,-0.0172,0.9409,766.79,4.4,-748.01
2h,none,5,30,65,2.0,10,35647,0.4926,-0.032,0.9181,1165.91,7.0,-1139.26
2h,none,5,30,65,2.0,15,33211,0.5084,-0.0305,0.9293,1019.44,8.2,-1013.31
2h,none,5,30,65,2.0,20,32150,0.5174,-0.0317,0.9288,1023.8,8.7,-1018.53
2h,none,5,30,65,3.0,5,41464,0.5154,-0.0105,0.9465,460.3,4.6,-437.01
2h,none,5,30,65,3.0,10,32268,0.5259,-0.0224,0.9176,742.31,7.8,-721.52
2h,none,5,30,65,3.0,15,29062,0.5665,-0.0219,0.9287,642.51,9.6,-635.79
2h,none,5,30,65,3.0,20,27709,0.5876,-0.0215,0.9324,613.27,10.5,-596.35
2h,none,5,30,65,4.0,5,40864,0.5174,-0.0089,0.9403,381.64,4.7,-362.75
2h,none,5,30,65,4.0,10,30952,0.5338,-0.0176,0.9142,562.55,8.2,-545.62
2h,none,5,30,65,4.0,15,27317,0.587,-0.0156,0.933,432.46,10.3,-426.92
2h,none,5,30,65,4.0,20,25632,0.6108,-0.0176,0.9281,461.67,11.5,-451.21
2h,none,7,10,50,2.0,5,1317,0.5399,0.0177,1.0558,24.36,4.2,23.27
2h,none,7,10,50,2.0,10,1286,0.5249,0.0275,1.0698,26.38,6.7,35.34
2h,none,7,10,50,2.0,15,1283,0.5246,0.0259,1.0603,23.16,7.7,33.24
2h,none,7,10,50,2.0,20,1282,0.5304,0.0198,1.0448,22.5,8.2,25.37
2h,none,7,10,50,3.0,5,1279,0.5825,0.0338,1.1646,13.09,4.5,43.23
2h,none,7,10,50,3.0,10,1230,0.6098,0.0667,1.2667,14.0,7.5,82.03
2h,none,7,10,50,3.0,15,1222,0.6211,0.0492,1.1673,12.07,9.0,60.12
2h,none,7,10,50,3.0,20,1221,0.6339,0.0475,1.1578,12.2,9.6,58.05
2h,none,7,10,50,4.0,5,1261,0.5884,0.0291,1.1922,9.37,4.7,36.71
2h,none,7,10,50,4.0,10,1202,0.6306,0.0581,1.3121,11.54,7.9,69.81
2h,none,7,10,50,4.0,15,1187,0.6479,0.0345,1.1503,12.55,9.7,40.97
2h,none,7,10,50,4.0,20,1184,0.6622,0.031,1.1308,11.64,10.5,36.7
2h,none,7,10,55,2.0,5,1317,0.5399,0.021,1.0664,23.61,4.3,27.7
2h,none,7,10,55,2.0,10,1286,0.5109,0.0322,1.0804,19.74,7.1,41.47
2h,none,7,10,55,2.0,15,1283,0.4926,0.0291,1.065,20.64,8.5,37.29
2h,none,7,10,55,2.0,20,1282,0.4945,0.0148,1.0313,31.17,9.4,18.93
2h,none,7,10,55,3.0,5,1279,0.5825,0.0367,1.1785,13.09,4.6,46.88
2h,none,7,10,55,3.0,10,1230,0.5943,0.0756,1.296,12.72,8.0,93.0
2h,none,7,10,55,3.0,15,1222,0.5835,0.053,1.1711,15.26,9.9,64.81
2h,none,7,10,55,3.0,20,1220,0.6016,0.0476,1.1449,17.42,11.1,58.07
2h,none,7,10,55,4.0,5,1261,0.5884,0.031,1.2048,9.07,4.7,39.12
2h,none,7,10,55,4.0,10,1202,0.6148,0.0661,1.347,9.82,8.4,79.49
2h,none,7,10,55,4.0,15,1187,0.6091,0.0401,1.1654,11.14,10.7,47.63
2h,none,7,10,55,4.0,20,1183,0.6298,0.0288,1.1094,10.58,12.0,34.04
2h,none,7,10,60,2.0,5,1317,0.5399,0.0229,1.0722,23.54,4.3,30.12
2h,none,7,10,60,2.0,10,1286,0.5078,0.0391,1.0969,17.95,7.4,50.26
2h,none,7,10,60,2.0,15,1283,0.477,0.0381,1.0837,16.53,9.3,48.92
2h,none,7,10,60,2.0,20,1282,0.4688,0.0274,1.0565,25.86,10.5,35.1
2h,none,7,10,60,3.0,5,1279,0.5825,0.0385,1.1874,12.8,4.6,49.21
2h,none,7,10,60,3.0,10,1230,0.5919,0.0861,1.3357,11.68,8.4,105.89
2h,none,7,10,60,3.0,15,1222,0.5646,0.0643,1.2026,14.82,10.8,78.59
2h,none,7,10,60,3.0,20,1220,0.5713,0.0595,1.1727,17.51,12.4,72.53
2h,none,7,10,60,4.0,5,1261,0.5884,0.0324,1.2139,8.96,4.8,40.87
2h,none,7,10,60,4.0,10,1202,0.6115,0.074,1.3866,9.14,8.8,88.98
2h,none,7,10,60,4.0,15,1187,0.5889,0.0506,1.2026,9.42,11.6,60.03
2h,none,7,10,60,4.0,20,1183,0.6019,0.0399,1.1439,9.95,13.5,47.23
2h,none,7,10,65,2.0,5,1317,0.5399,0.0208,1.0656,23.86,4.3,27.36
2h,none,7,10,65,2.0,10,1286,0.5054,0.0408,1.1007,15.53,7.5,52.52
2h,none,7,10,65,2.0,15,1283,0.4708,0.0351,1.0763,15.76,9.8,45.07
2h,none,7,10,65,2.0,20,1282,0.4579,0.0217,1.044,21.38,11.5,27.76
2h,none,7,10,65,3.0,5,1279,0.5825,0.037,1.1804,12.8,4.6,47.37
2h,none,7,10,65,3.0,10,1230,0.5886,0.0904,1.3488,10.03,8.6,111.16
2h,none,7,10,65,3.0,15,1222,0.5516,0.0573,1.1765,13.86,11.5,69.99
2h,none,7,10,65,3.0,20,1220,0.5475,0.0464,1.1293,14.85,13.6,56.64
2h,none,7,10,65,4.0,5,1261,0.5884,0.0313,1.2067,9.12,4.8,39.49
