timeframe,filter_mode,rsi_n,oversold,exit_rsi,atr_mult,time_exit_bars,num_trades,win_rate,avg_r,profit_factor,max_dd_r,avg_bars_held,total_r
1d,none,2,15,55,4.0,10,3315,0.6229,0.005,1.0501,11.11,3.8,16.56
1d,none,2,15,55,4.0,15,3280,0.6216,0.0069,1.0697,10.31,3.9,22.51
1d,none,2,15,55,4.0,20,3278,0.6217,0.0067,1.0677,10.49,3.9,21.87
1d,none,2,15,60,2.0,5,3758,0.5953,0.005,1.024,34.09,3.2,18.78
1d,none,2,15,60,2.0,10,3487,0.614,-0.0012,0.9947,36.23,3.7,-4.12
1d,none,2,15,60,2.0,15,3476,0.6133,-0.0007,0.9967,34.76,3.7,-2.51
1d,none,2,15,60,2.0,20,3475,0.6135,-0.0008,0.9965,35.12,3.7,-2.7
1d,none,2,15,60,3.0,5,3674,0.6056,0.0147,1.1128,7.53,3.4,53.85
1d,none,2,15,60,3.0,10,3275,0.6217,0.0067,1.0473,19.18,4.1,22.03
1d,none,2,15,60,3.0,15,3247,0.6218,0.0092,1.0655,16.25,4.2,29.85
1d,none,2,15,60,3.0,20,3246,0.622,0.0089,1.0636,16.48,4.2,29.04
1d,none,2,15,60,4.0,5,3646,0.6061,0.0128,1.1338,6.78,3.4,46.76
1d,none,2,15,60,4.0,10,3208,0.6231,0.0043,1.04,14.29,4.3,13.69
1d,none,2,15,60,4.0,15,3157,0.6221,0.007,1.0674,12.36,4.4,22.23
1d,none,2,15,60,4.0,20,3155,0.6222,0.0068,1.0653,12.54,4.4,21.55
1d,none,2,15,65,2.0,5,3738,0.5888,0.0155,1.0726,30.95,3.4,57.96
1d,none,2,15,65,2.0,10,3395,0.6141,0.004,1.017,40.37,4.1,13.67
1d,none,2,15,65,2.0,15,3378,0.6155,0.0061,1.0258,38.5,4.2,20.52
1d,none,2,15,65,2.0,20,3375,0.6154,0.0057,1.0243,38.79,4.2,19.35
1d,none,2,15,65,3.0,5,3655,0.5989,0.0219,1.1641,7.06,3.6,80.05
1d,none,2,15,65,3.0,10,3177,0.6254,0.0113,1.0745,22.58,4.6,35.85
1d,none,2,15,65,3.0,15,3132,0.628,0.0158,1.1066,19.32,4.7,49.5
1d,none,2,15,65,3.0,20,3127,0.6281,0.0153,1.1029,19.52,4.7,47.88
1d,none,2,15,65,4.0,5,3627,0.5991,0.0176,1.1782,6.27,3.6,63.93
1d,none,2,15,65,4.0,10,3111,0.6275,0.008,1.0706,16.36,4.8,24.88
1d,none,2,15,65,4.0,15,3037,0.6289,0.0122,1.1109,13.9,5.0,37.15
1d,none,2,15,65,4.0,20,3029,0.6289,0.0116,1.105,14.02,5.0,35.28
1d,none,2,20,50,2.0,5,4704,0.605,-0.0194,0.9031,106.32,2.8,-91.48
1d,none,2,20,50,2.0,10,4502,0.6106,-0.0199,0.903,106.72,3.0,-89.42
1d,none,2,20,50,2.0,15,4496,0.6103,-0.0201,0.902,107.29,3.0,-90.27
1d,none,2,20,50,2.0,20,4496,0.6103,-0.0201,0.902,107.29,3.0,-90.27
1d,none,2,20,50,3.0,5,4588,0.6151,-0.0045,0.9648,27.79,2.9,-20.57
1d,none,2,20,50,3.0,10,4243,0.6187,-0.0074,0.944,39.45,3.3,-31.36
1d,none,2,20,50,3.0,15,4226,0.6183,-0.0062,0.9527,35.33,3.4,-26.17
1d,none,2,20,50,3.0,20,4225,0.6182,-0.0063,0.9517,35.9,3.4,-26.74
1d,none,2,20,50,4.0,5,4561,0.6181,-0.0021,0.978,16.68,3.0,-9.48
1d,none,2,20,50,4.0,10,4166,0.621,-0.0067,0.9327,34.29,3.4,-27.97
1d,none,2,20,50,4.0,15,4137,0.6193,-0.0058,0.941,31.16,3.5,-24.13
1d,none,2,20,50,4.0,20,4136,0.6192,-0.0059,0.9405,31.49,3.5,-24.33
1d,none,2,20,55,2.0,5,4617,0.5965,-0.0172,0.9179,87.71,3.0,-79.48
1d,none,2,20,55,2.0,10,4360,0.6096,-0.0171,0.9206,87.21,3.3,-74.6
1d,none,2,20,55,2.0,15,4351,0.6091,-0.0171,0.9205,86.92,3.3,-74.54
1d,none,2,20,55,2.0,20,4350,0.6092,-0.0172,0.9203,87.2,3.3,-74.81
1d,none,2,20,55,3.0,5,4509,0.6077,-0.0021,0.9839,20.46,3.1,-9.61
1d,none,2,20,55,3.0,10,4094,0.618,-0.006,0.9569,29.93,3.7,-24.69
1d,none,2,20,55,3.0,15,4063,0.6173,-0.0047,0.9659,25.48,3.7,-19.28
1d,none,2,20,55,3.0,20,4061,0.6173,-0.0049,0.9646,26.23,3.7,-20.03
1d,none,2,20,55,4.0,5,4484,0.6104,-0.0004,0.9961,14.82,3.2,-1.71
1d,none,2,20,55,4.0,10,4012,0.6201,-0.0064,0.9398,30.29,3.8,-25.73
1d,none,2,20,55,4.0,15,3959,0.6178,-0.0051,0.9517,25.56,3.9,-20.15
1d,none,2,20,55,4.0,20,3956,0.6178,-0.0053,0.9501,26.41,3.9,-20.8
1d,none,2,20,60,2.0,5,4562,0.5888,-0.0137,0.9368,72.08,3.2,-62.64
1d,none,2,20,60,2.0,10,4228,0.6095,-0.0158,0.9306,80.59,3.6,-66.91
1d,none,2,20,60,2.0,15,4213,0.6086,-0.0156,0.9315,78.65,3.7,-65.76
1d,none,2,20,60,2.0,20,4212,0.6087,-0.0156,0.9314,78.92,3.7,-65.87
1d,none,2,20,60,3.0,5,4454,0.601,-0.0003,0.998,20.29,3.3,-1.2
1d,none,2,20,60,3.0,10,3938,0.6176,-0.0081,0.9461,38.55,4.1,-31.93
1d,none,2,20,60,3.0,15,3888,0.6163,-0.0063,0.9576,30.98,4.2,-24.54
1d,none,2,20,60,3.0,20,3887,0.6164,-0.0065,0.9563,31.51,4.2,-25.35
1d,none,2,20,60,4.0,5,4426,0.6033,0.0007,1.0066,16.28,3.4,3.02
1d,none,2,20,60,4.0,10,3863,0.6213,-0.0067,0.9406,30.94,4.2,-26.05
1d,none,2,20,60,4.0,15,3782,0.6182,-0.005,0.9554,24.07,4.3,-18.83
1d,none,2,20,60,4.0,20,3780,0.6183,-0.0051,0.9547,24.39,4.3,-19.13
1d,none,2,20,65,2.0,5,4505,0.5798,-0.0077,0.9656,56.58,3.4,-34.87
1d,none,2,20,65,2.0,10,4087,0.6117,-0.0113,0.9535,71.75,4.0,-46.19
1d,none,2,20,65,2.0,15,4060,0.6118,-0.0104,0.9573,67.56,4.1,-42.06
1d,none,2,20,65,2.0,20,4057,0.6118,-0.0106,0.9562,67.93,4.1,-43.14
1d,none,2,20,65,3.0,5,4396,0.5921,0.0041,1.0291,18.09,3.6,18.24
1d,none,2,20,65,3.0,10,3795,0.6221,-0.0047,0.9705,34.41,4.5,-17.98
1d,none,2,20,65,3.0,15,3721,0.6221,-0.0012,0.9927,29.47,4.7,-4.3
1d,none,2,20,65,3.0,20,3717,0.6225,-0.0015,0.9904,29.72,4.7,-5.64
1d,none,2,20,65,4.0,5,4369,0.5946,0.0036,1.0341,15.56,3.6,15.92
1d,none,2,20,65,4.0,10,3716,0.6254,-0.0045,0.9628,27.0,4.7,-16.75
1d,none,2,20,65,4.0,15,3599,0.6232,-0.0013,0.9894,22.95,4.9,-4.52
1d,none,2,20,65,4.0,20,3590,0.6237,-0.0016,0.9862,23.57,4.9,-5.88
1d,none,2,25,50,2.0,5,5515,0.6069,-0.0175,0.912,122.96,2.8,-96.44
1d,none,2,25,50,2.0,10,5276,0.6124,-0.0194,0.9049,126.56,3.0,-102.54
1d,none,2,25,50,2.0,15,5269,0.6121,-0.0196,0.9041,127.5,3.0,-103.35
1d,none,2,25,50,2.0,20,5269,0.6121,-0.0196,0.9041,127.5,3.0,-103.35
1d,none,2,25,50,3.0,5,5377,0.6163,-0.0056,0.9563,45.28,2.9,-30.08
1d,none,2,25,50,3.0,10,4958,0.6196,-0.0084,0.9369,55.39,3.3,-41.59
1d,none,2,25,50,3.0,15,4938,0.6187,-0.0074,0.944,52.47,3.3,-36.46
1d,none,2,25,50,3.0,20,4938,0.6187,-0.0074,0.9441,52.43,3.3,-36.42
1d,none,2,25,50,4.0,5,5346,0.6192,-0.0024,0.9749,25.51,2.9,-12.68
1d,none,2,25,50,4.0,10,4865,0.6226,-0.0063,0.9369,39.9,3.4,-30.52
1d,none,2,25,50,4.0,15,4828,0.6205,-0.0052,0.9471,35.88,3.4,-25.12
1d,none,2,25,50,4.0,20,4827,0.6207,-0.0052,0.947,35.93,3.4,-25.17
1d,none,2,25,55,2.0,5,5374,0.596,-0.0173,0.9169,113.43,3.0,-93.23
1d,none,2,25,55,2.0,10,5067,0.6092,-0.0197,0.9093,120.99,3.3,-99.79
1d,none,2,25,55,2.0,15,5054,0.6086,-0.0198,0.9088,120.76,3.3,-100.01
1d,none,2,25,55,2.0,20,5053,0.6087,-0.0198,0.9086,121.03,3.3,-100.29
1d,none,2,25,55,3.0,5,5237,0.6068,-0.0059,0.9565,42.25,3.1,-30.78
1d,none,2,25,55,3.0,10,4740,0.6177,-0.0096,0.9331,57.09,3.6,-45.29
1d,none,2,25,55,3.0,15,4703,0.6168,-0.0083,0.9416,52.72,3.7,-38.96
1d,none,2,25,55,3.0,20,4702,0.617,-0.0083,0.9414,52.85,3.7,-39.1
1d,none,2,25,55,4.0,5,5208,0.6102,-0.0028,0.9723,24.76,3.1,-14.41
1d,none,2,25,55,4.0,10,4641,0.621,-0.008,0.9258,44.82,3.7,-37.14
1d,none,2,25,55,4.0,15,4577,0.6187,-0.0064,0.9394,38.39,3.8,-29.49
1d,none,2,25,55,4.0,20,4574,0.6189,-0.0066,0.9384,38.97,3.8,-29.99
1d,none,2,25,60,2.0,5,5291,0.5908,-0.0141,0.9349,94.44,3.2,-74.54
1d,none,2,25,60,2.0,10,4894,0.612,-0.0176,0.9231,110.1,3.6,-86.19
1d,none,2,25,60,2.0,15,4872,0.611,-0.0178,0.9224,108.31,3.6,-86.62
1d,none,2,25,60,2.0,20,4871,0.6112,-0.0178,0.9222,108.58,3.6,-86.89
1d,none,2,25,60,3.0,5,5162,0.6034,-0.0041,0.971,31.18,3.3,-21.03
1d,none,2,25,60,3.0,10,4555,0.6222,-0.0102,0.933,59.54,4.0,-46.6
1d,none,2,25,60,3.0,15,4496,0.6208,-0.0089,0.9412,53.28,4.1,-40.01
1d,none,2,25,60,3.0,20,4495,0.6209,-0.009,0.9406,53.36,4.1,-40.46
1d,none,2,25,60,4.0,5,5130,0.6062,-0.002,0.9805,20.76,3.3,-10.5
1d,none,2,25,60,4.0,10,4459,0.6259,-0.0085,0.926,45.55,4.1,-38.06
1d,none,2,25,60,4.0,15,4361,0.6228,-0.0067,0.941,36.95,4.3,-29.2
1d,none,2,25,60,4.0,20,4358,0.623,-0.0068,0.9401,37.26,4.3,-29.68
1d,none,2,25,65,2.0,5,5185,0.5809,-0.0115,0.9491,80.91,3.4,-59.46
1d,none,2,25,65,2.0,10,4689,0.6155,-0.0143,0.9416,95.42,4.0,-66.86
1d,none,2,25,65,2.0,15,4655,0.6159,-0.0128,0.9475,87.59,4.0,-59.51
1d,none,2,25,65,2.0,20,4652,0.6159,-0.013,0.9465,87.87,4.0,-60.66
1d,none,2,25,65,3.0,5,5051,0.593,-0.0024,0.9836,23.74,3.5,-12.14
1d,none,2,25,65,3.0,10,4353,0.6283,-0.0085,0.9484,54.15,4.5,-36.83
1d,none,2,25,65,3.0,15,4264,0.6276,-0.0054,0.9664,43.11,4.6,-23.17
1d,none,2,25,65,3.0,20,4261,0.6278,-0.0055,0.9662,41.95,4.6,-23.28
1d,none,2,25,65,4.0,5,5021,0.5965,-0.0009,0.9921,18.53,3.6,-4.36
1d,none,2,25,65,4.0,10,4249,0.6314,-0.0076,0.9384,43.18,4.6,-32.5
1d,none,2,25,65,4.0,15,4112,0.6296,-0.0038,0.9684,28.84,4.8,-15.66
1d,none,2,25,65,4.0,20,4103,0.6303,-0.0041,0.9662,29.29,4.9,-16.78
1d,none,2,30,50,2.0,5,6262,0.6057,-0.0174,0.9119,122.52,2.7,-108.79
1d,none,2,30,50,2.0,10,5995,0.6133,-0.0179,0.9111,121.96,2.9,-107.37
1d,none,2,30,50,2.0,15,5989,0.6133,-0.0178,0.9115,121.65,2.9,-106.78
1d,none,2,30,50,2.0,20,5989,0.6133,-0.0178,0.9115,121.65,2.9,-106.78
1d,none,2,30,50,3.0,5,6102,0.6142,-0.0079,0.9388,53.51,2.8,-48.19
1d,none,2,30,50,3.0,10,5640,0.6209,-0.0095,0.9289,60.71,3.2,-53.33
1d,none,2,30,50,3.0,15,5618,0.6201,-0.0085,0.9357,57.6,3.2,-47.72
1d,none,2,30,50,3.0,20,5618,0.6201,-0.0084,0.9362,57.18,3.2,-47.3
1d,none,2,30,50,4.0,5,6064,0.6164,-0.0041,0.9567,31.27,2.9,-24.98
1d,none,2,30,50,4.0,10,5528,0.6232,-0.0068,0.9318,42.61,3.3,-37.43
1d,none,2,30,50,4.0,15,5487,0.6215,-0.0059,0.94,38.29,3.4,-32.38
1d,none,2,30,50,4.0,20,5486,0.6216,-0.0059,0.9404,38.06,3.4,-32.15
1d,none,2,30,55,2.0,5,6073,0.5982,-0.0166,0.9196,112.19,2.9,-100.92
1d,none,2,30,55,2.0,10,5725,0.6134,-0.0174,0.9185,115.87,3.2,-99.84
1d,none,2,30,55,2.0,15,5712,0.6133,-0.0174,0.9188,114.7,3.2,-99.14
1d,none,2,30,55,2.0,20,5712,0.6134,-0.0172,0.9195,113.92,3.2,-98.36
1d,none,2,30,55,3.0,5,5918,0.6087,-0.0071,0.9478,46.78,3.0,-41.88
1d,none,2,30,55,3.0,10,5349,0.6205,-0.0098,0.9311,59.79,3.6,-52.54
1d,none,2,30,55,3.0,15,5311,0.62,-0.0082,0.942,53.01,3.6,-43.53
1d,none,2,30,55,3.0,20,5311,0.6202,-0.0081,0.9428,52.36,3.6,-42.88
1d,none,2,30,55,4.0,5,5884,0.6118,-0.0035,0.9648,27.06,3.1,-20.75
1d,none,2,30,55,4.0,10,5236,0.6245,-0.0077,0.9279,46.83,3.7,-40.49
1d,none,2,30,55,4.0,15,5168,0.6229,-0.0063,0.9403,38.9,3.8,-32.7
1d,none,2,30,55,4.0,20,5166,0.6231,-0.0063,0.9405,38.81,3.8,-32.61
1d,none,2,30,60,2.0,5,5942,0.5924,-0.0144,0.9329,98.68,3.1,-85.72
1d,none,2,30,60,2.0,10,5498,0.6157,-0.016,0.9292,106.73,3.5,-88.0
1d,none,2,30,60,2.0,15,5473,0.6154,-0.0156,0.931,103.93,3.6,-85.33
1d,none,2,30,60,2.0,20,5473,0.6156,-0.0154,0.9316,103.15,3.6,-84.55
1d,none,2,30,60,3.0,5,5792,0.6034,-0.0061,0.9569,40.19,3.2,-35.2
1d,none,2,30,60,3.0,10,5111,0.6245,-0.0114,0.9255,65.95,3.9,-58.41
1d,none,2,30,60,3.0,15,5045,0.6234,-0.0096,0.9368,58.01,4.0,-48.36
1d,none,2,30,60,3.0,20,5045,0.6236,-0.0094,0.9377,57.3,4.0,-47.63
1d,none,2,30,60,4.0,5,5755,0.6064,-0.0034,0.9674,24.65,3.3,-19.67
1d,none,2,30,60,4.0,10,4999,0.6293,-0.0088,0.9235,50.64,4.1,-44.1
1d,none,2,30,60,4.0,15,4884,0.6267,-0.007,0.9379,40.42,4.2,-34.43
1d,none,2,30,60,4.0,20,4883,0.6273,-0.0069,0.939,39.91,4.2,-33.81
1d,none,2,30,65,2.0,5,5796,0.5806,-0.0121,0.946,87.08,3.3,-70.08
1d,none,2,30,65,2.0,10,5242,0.6196,-0.0109,0.9545,82.88,3.9,-57.33
1d,none,2,30,65,2.0,15,5202,0.62,-0.0096,0.9598,75.17,4.0,-50.11
1d,none,2,30,65,2.0,20,5201,0.6201,-0.0095,0.9604,74.39,4.0,-49.33
1d,none,2,30,65,3.0,5,5650,0.5926,-0.0043,0.9705,31.33,3.5,-24.55
1d,none,2,30,65,3.0,10,4865,0.6321,-0.0086,0.9476,55.76,4.4,-41.88
1d,none,2,30,65,3.0,15,4767,0.631,-0.0053,0.9674,41.56,4.5,-25.07
1d,none,2,30,65,3.0,20,4765,0.6313,-0.0049,0.9696,39.9,4.5,-23.37
1d,none,2,30,65,4.0,5,5611,0.5958,-0.0022,0.9796,20.16,3.5,-12.53
1d,none,2,30,65,4.0,10,4743,0.6359,-0.0073,0.9408,43.99,4.5,-34.78
1d,none,2,30,65,4.0,15,4584,0.6339,-0.0035,0.9713,26.75,4.8,-15.86
1d,none,2,30,65,4.0,20,4579,0.6351,-0.0033,0.9723,26.36,4.8,-15.3
1d,none,3,10,50,2.0,5,1198,0.6169,0.0553,1.2604,9.17,3.4,66.29
1d,none,3,10,50,2.0,10,1132,0.6643,0.0584,1.2598,7.61,4.1,66.12
1d,none,3,10,50,2.0,15,1127,0.6655,0.0577,1.2559,6.95,4.2,65.05
1d,none,3,10,50,2.0,20,1126,0.6652,0.0576,1.2552,7.31,4.2,64.85
1d,none,3,10,50,3.0,5,1173,0.6317,0.0501,1.384,5.03,3.6,58.72
1d,none,3,10,50,3.0,10,1089,0.6896,0.0523,1.3728,4.41,4.6,56.99
1d,none,3,10,50,3.0,15,1080,0.6889,0.0548,1.398,4.36,4.7,59.23
1d,none,3,10,50,3.0,20,1079,0.6895,0.0547,1.3956,4.5,4.7,58.97
1d,none,3,10,50,4.0,5,1171,0.6336,0.0395,1.4102,3.18,3.7,46.24
1d,none,3,10,50,4.0,10,1081,0.6938,0.0507,1.5379,2.55,4.8,54.77
1d,none,3,10,50,4.0,15,1064,0.6936,0.0547,1.6048,2.4,5.0,58.2
1d,none,3,10,50,4.0,20,1063,0.6933,0.0547,1.6055,2.32,5.0,58.2
1d,none,3,10,55,2.0,5,1198,0.5968,0.0522,1.2362,9.79,3.7,62.49
1d,none,3,10,55,2.0,10,1124,0.6646,0.0594,1.2481,9.74,4.7,66.79
1d,none,3,10,55,2.0,15,1118,0.6682,0.0594,1.247,9.49,4.9,66.41
1d,none,3,10,55,2.0,20,1117,0.6688,0.0589,1.2451,9.49,4.9,65.84
1d,none,3,10,55,3.0,5,1173,0.6121,0.0477,1.3509,6.56,3.9,55.98
1d,none,3,10,55,3.0,10,1080,0.6972,0.0542,1.3598,5.65,5.2,58.52
1d,none,3,10,55,3.0,15,1066,0.6989,0.0549,1.367,4.92,5.5,58.54
1d,none,3,10,55,3.0,20,1065,0.6995,0.0557,1.3741,4.92,5.5,59.29
1d,none,3,10,55,4.0,5,1171,0.614,0.0376,1.3734,4.36,4.0,44.0
1d,none,3,10,55,4.0,10,1069,0.7025,0.054,1.537,2.5,5.4,57.75
1d,none,3,10,55,4.0,15,1046,0.7046,0.0578,1.5933,2.48,5.8,60.43
1d,none,3,10,55,4.0,20,1044,0.705,0.0587,1.6108,2.29,5.9,61.32
1d,none,3,10,60,2.0,5,1196,0.5761,0.0495,1.2173,10.56,3.9,59.21
1d,none,3,10,60,2.0,10,1114,0.6481,0.0557,1.2132,10.42,5.4,62.01
1d,none,3,10,60,2.0,15,1107,0.6576,0.0564,1.2146,11.42,5.6,62.41
1d,none,3,10,60,2.0,20,1104,0.6594,0.0547,1.207,11.59,5.6,60.35
1d,none,3,10,60,3.0,5,1171,0.5918,0.0448,1.3182,6.67,4.1,52.52
1d,none,3,10,60,3.0,10,1072,0.6819,0.0543,1.3282,7.31,5.9,58.25
1d,none,3,10,60,3.0,15,1050,0.6914,0.0546,1.3301,6.89,6.4,57.3
1d,none,3,10,60,3.0,20,1043,0.6922,0.0537,1.3232,7.8,6.4,56.06
1d,none,3,10,60,4.0,5,1169,0.5937,0.0355,1.3399,4.44,4.2,41.46
1d,none,3,10,60,4.0,10,1059,0.6893,0.0559,1.5042,3.09,6.2,59.21
1d,none,3,10,60,4.0,15,1029,0.7026,0.06,1.5531,3.04,6.7,61.74
1d,none,3,10,60,4.0,20,1020,0.7029,0.0585,1.5334,3.5,6.9,59.68
1d,none,3,10,65,2.0,5,1195,0.5548,0.0426,1.1832,11.64,4.2,50.95
1d,none,3,10,65,2.0,10,1104,0.6196,0.054,1.1904,12.87,6.0,59.63
1d,none,3,10,65,2.0,15,1096,0.6378,0.0559,1.1936,13.9,6.5,61.25
1d,none,3,10,65,2.0,20,1089,0.6428,0.0542,1.1856,14.02,6.6,59.05
1d,none,3,10,65,3.0,5,1170,0.5692,0.04,1.2777,6.33,4.4,46.83
1d,none,3,10,65,3.0,10,1061,0.6522,0.0489,1.2633,7.03,6.6,51.87
1d,none,3,10,65,3.0,15,1036,0.6786,0.0544,1.2923,6.67,7.4,56.37
1d,none,3,10,65,3.0,20,1020,0.6804,0.0515,1.2713,7.45,7.6,52.49
1d,none,3,10,65,4.0,5,1168,0.5711,0.0321,1.301,4.19,4.4,37.44
1d,none,3,10,65,4.0,10,1044,0.659,0.0513,1.4036,4.32,6.9,53.55
1d,none,3,10,65,4.0,15,1009,0.6938,0.0617,1.4979,3.56,7.8,62.26
1d,none,3,10,65,4.0,20,989,0.6967,0.0582,1.4538,3.38,8.1,57.6
1d,none,3,15,50,2.0,5,2028,0.5957,0.0358,1.1725,9.2,3.5,72.57
