timeframe,filter_mode,rsi_n,oversold,exit_rsi,atr_mult,time_exit_bars,num_trades,win_rate,avg_r,profit_factor,max_dd_r,avg_bars_held,total_r
6h,none,5,30,60,4.0,5,3302,0.4815,-0.0338,0.7814,111.8,4.6,-111.6
6h,none,5,30,60,4.0,10,2485,0.5247,-0.0363,0.8199,90.6,7.7,-90.28
6h,none,5,30,60,4.0,15,2182,0.5706,-0.0369,0.8357,80.27,9.5,-80.6
6h,none,5,30,60,4.0,20,2040,0.5873,-0.0433,0.8167,88.63,10.5,-88.33
6h,none,5,30,65,2.0,5,3490,0.4616,-0.069,0.7693,242.51,4.4,-240.92
6h,none,5,30,65,2.0,10,2845,0.4692,-0.0505,0.8695,150.71,7.1,-143.62
6h,none,5,30,65,2.0,15,2561,0.4959,-0.0456,0.8949,133.33,8.6,-116.82
6h,none,5,30,65,2.0,20,2465,0.501,-0.0498,0.8905,129.36,9.3,-122.71
6h,none,5,30,65,3.0,5,3344,0.4677,-0.0507,0.7542,170.03,4.6,-169.38
6h,none,5,30,65,3.0,10,2563,0.4885,-0.0464,0.8288,119.43,8.0,-118.93
6h,none,5,30,65,3.0,15,2238,0.5362,-0.0408,0.8699,98.66,10.1,-91.26
6h,none,5,30,65,3.0,20,2100,0.5533,-0.0521,0.845,117.93,11.3,-109.38
6h,none,5,30,65,4.0,5,3296,0.4727,-0.0383,0.7547,126.36,4.7,-126.13
6h,none,5,30,65,4.0,10,2457,0.4933,-0.0396,0.8098,97.58,8.3,-97.38
6h,none,5,30,65,4.0,15,2107,0.5463,-0.0365,0.8477,77.48,10.8,-76.96
6h,none,5,30,65,4.0,20,1942,0.5675,-0.0437,0.8306,88.67,12.2,-84.94
6h,none,7,10,50,2.0,5,160,0.55,0.0004,1.0019,8.04,4.4,0.07
6h,none,7,10,50,2.0,10,156,0.5705,0.0554,1.1946,6.89,7.8,8.64
6h,none,7,10,50,2.0,15,153,0.4967,-0.0528,0.8749,16.67,9.7,-8.08
6h,none,7,10,50,2.0,20,153,0.4444,-0.1552,0.6981,27.24,10.5,-23.74
6h,none,7,10,50,3.0,5,148,0.6014,0.0514,1.4592,3.51,4.8,7.6
6h,none,7,10,50,3.0,10,142,0.6338,0.116,1.8783,4.07,8.9,16.47
6h,none,7,10,50,3.0,15,140,0.5643,-0.0328,0.8927,12.39,11.5,-4.6
6h,none,7,10,50,3.0,20,140,0.4929,-0.116,0.694,19.72,12.8,-16.24
6h,none,7,10,50,4.0,5,148,0.6284,0.0674,2.1512,1.5,4.9,9.98
6h,none,7,10,50,4.0,10,142,0.6549,0.1162,2.5365,1.71,9.2,16.5
6h,none,7,10,50,4.0,15,139,0.5827,-0.0023,0.9893,7.75,12.2,-0.31
6h,none,7,10,50,4.0,20,139,0.518,-0.0403,0.8346,9.7,14.1,-5.6
6h,none,7,10,55,2.0,5,160,0.55,-0.0007,0.9968,8.04,4.4,-0.11
6h,none,7,10,55,2.0,10,156,0.5577,0.0372,1.1295,6.91,8.2,5.81
6h,none,7,10,55,2.0,15,153,0.4706,-0.0796,0.817,16.77,10.5,-12.18
6h,none,7,10,55,2.0,20,153,0.3725,-0.2694,0.537,42.13,12.0,-41.21
6h,none,7,10,55,3.0,5,148,0.6014,0.0506,1.452,3.51,4.8,7.48
6h,none,7,10,55,3.0,10,142,0.6197,0.105,1.7833,4.07,9.2,14.91
6h,none,7,10,55,3.0,15,140,0.5357,-0.0511,0.8385,13.24,12.4,-7.16
6h,none,7,10,55,3.0,20,140,0.4214,-0.1978,0.5419,28.94,14.5,-27.69
6h,none,7,10,55,4.0,5,148,0.6284,0.0668,2.1409,1.5,4.9,9.89
6h,none,7,10,55,4.0,10,142,0.6408,0.1079,2.4001,1.71,9.6,15.32
6h,none,7,10,55,4.0,15,139,0.554,-0.018,0.9181,8.14,13.2,-2.5
6h,none,7,10,55,4.0,20,139,0.446,-0.1037,0.6343,16.4,16.0,-14.41
6h,none,7,10,60,2.0,5,160,0.55,0.0016,1.0075,8.04,4.4,0.26
6h,none,7,10,60,2.0,10,156,0.5513,0.0268,1.0925,7.23,8.3,4.19
6h,none,7,10,60,2.0,15,153,0.4575,-0.1107,0.7499,20.75,11.1,-16.94
6h,none,7,10,60,2.0,20,153,0.3203,-0.3651,0.4096,56.85,13.2,-55.86
6h,none,7,10,60,3.0,5,148,0.6014,0.0523,1.4672,3.51,4.8,7.74
6h,none,7,10,60,3.0,10,142,0.6197,0.1037,1.774,4.07,9.3,14.73
6h,none,7,10,60,3.0,15,140,0.5286,-0.0648,0.7959,14.48,13.1,-9.07
6h,none,7,10,60,3.0,20,140,0.3786,-0.2569,0.4371,37.06,15.7,-35.96
6h,none,7,10,60,4.0,5,148,0.6284,0.0681,2.1626,1.5,5.0,10.08
6h,none,7,10,60,4.0,10,142,0.6408,0.107,2.388,1.71,9.7,15.19
6h,none,7,10,60,4.0,15,139,0.5396,-0.0357,0.8432,10.05,13.8,-4.96
6h,none,7,10,60,4.0,20,139,0.3957,-0.1576,0.4927,23.67,17.3,-21.91
6h,none,7,10,65,2.0,5,160,0.55,-0.0009,0.9959,8.04,4.4,-0.14
6h,none,7,10,65,2.0,10,156,0.5513,0.0234,1.0807,7.23,8.4,3.66
6h,none,7,10,65,2.0,15,153,0.451,-0.161,0.6416,25.11,11.6,-24.63
6h,none,7,10,65,2.0,20,153,0.2876,-0.4569,0.2807,70.46,14.2,-69.9
6h,none,7,10,65,3.0,5,148,0.6014,0.0504,1.4507,3.51,4.8,7.46
6h,none,7,10,65,3.0,10,142,0.6197,0.1012,1.7553,4.07,9.5,14.37
6h,none,7,10,65,3.0,15,140,0.5214,-0.1047,0.6765,16.81,13.6,-14.65
6h,none,7,10,65,3.0,20,140,0.3357,-0.3349,0.2916,47.26,17.0,-46.89
6h,none,7,10,65,4.0,5,148,0.6284,0.0667,2.139,1.5,5.0,9.87
6h,none,7,10,65,4.0,10,142,0.6408,0.1051,2.3636,1.71,9.8,14.92
6h,none,7,10,65,4.0,15,139,0.5252,-0.0722,0.6941,11.88,14.4,-10.04
6h,none,7,10,65,4.0,20,139,0.3453,-0.2213,0.3235,31.04,18.6,-30.77
6h,none,7,15,50,2.0,5,435,0.5218,0.011,1.0387,15.19,4.2,4.77
6h,none,7,15,50,2.0,10,410,0.5488,0.0619,1.1832,10.95,6.8,25.39
