timeframe,filter_mode,rsi_n,oversold,exit_rsi,atr_mult,time_exit_bars,num_trades,win_rate,avg_r,profit_factor,max_dd_r,avg_bars_held,total_r
8h,none,5,15,55,3.0,10,744,0.6425,0.1256,1.7153,6.39,7.3,93.42
8h,none,5,15,55,3.0,15,703,0.6728,0.1109,1.5469,7.15,8.7,77.94
8h,none,5,15,55,3.0,20,672,0.6756,0.0868,1.3887,11.21,9.5,58.3
8h,none,5,15,55,4.0,5,782,0.5972,0.0716,1.7559,6.1,4.7,55.96
8h,none,5,15,55,4.0,10,731,0.6512,0.0986,1.7617,4.83,7.5,72.11
8h,none,5,15,55,4.0,15,681,0.6784,0.078,1.4828,7.36,9.0,53.12
8h,none,5,15,55,4.0,20,641,0.6833,0.0493,1.2636,9.68,10.0,31.63
8h,none,5,15,60,2.0,5,815,0.5804,0.1027,1.4672,11.91,4.4,83.7
8h,none,5,15,60,2.0,10,773,0.5834,0.1639,1.583,8.42,7.2,126.67
8h,none,5,15,60,2.0,15,746,0.5898,0.1182,1.3495,9.39,8.6,88.19
8h,none,5,15,60,2.0,20,710,0.5803,0.0846,1.2307,15.76,9.5,60.07
8h,none,5,15,60,3.0,5,789,0.5906,0.0869,1.6527,7.57,4.7,68.56
8h,none,5,15,60,3.0,10,741,0.6154,0.1307,1.7238,5.68,7.8,96.87
8h,none,5,15,60,3.0,15,696,0.6307,0.0948,1.4106,8.81,9.7,65.95
8h,none,5,15,60,3.0,20,654,0.6239,0.0539,1.2023,17.88,10.9,35.23
8h,none,5,15,60,4.0,5,782,0.5959,0.0709,1.7482,6.06,4.8,55.42
8h,none,5,15,60,4.0,10,728,0.625,0.1029,1.7697,4.56,8.1,74.89
8h,none,5,15,60,4.0,15,673,0.6374,0.0669,1.3612,6.92,10.0,45.02
8h,none,5,15,60,4.0,20,618,0.6262,0.0191,1.0833,15.45,11.4,11.82
8h,none,5,15,65,2.0,5,815,0.5791,0.1102,1.5015,12.55,4.5,89.83
8h,none,5,15,65,2.0,10,772,0.5674,0.1625,1.5675,8.35,7.7,125.41
8h,none,5,15,65,2.0,15,740,0.55,0.0997,1.2761,10.58,9.6,73.75
8h,none,5,15,65,2.0,20,696,0.5244,0.0551,1.1369,20.65,10.8,38.38
8h,none,5,15,65,3.0,5,789,0.5894,0.0913,1.6859,8.0,4.8,72.05
8h,none,5,15,65,3.0,10,740,0.5959,0.1298,1.7012,6.57,8.3,96.07
8h,none,5,15,65,3.0,15,690,0.5826,0.078,1.3093,10.46,10.8,53.8
8h,none,5,15,65,3.0,20,640,0.5609,0.0235,1.0779,24.57,12.4,15.02
8h,none,5,15,65,4.0,5,782,0.5946,0.0742,1.7835,6.38,4.9,58.04
8h,none,5,15,65,4.0,10,727,0.6052,0.1025,1.7501,5.4,8.6,74.51
8h,none,5,15,65,4.0,15,666,0.5901,0.0528,1.2617,7.72,11.1,35.13
8h,none,5,15,65,4.0,20,602,0.5598,-0.0087,0.9666,27.35,13.0,-5.22
8h,none,5,20,50,2.0,5,1520,0.5408,0.0304,1.1252,14.92,4.1,46.15
8h,none,5,20,50,2.0,10,1374,0.5983,0.0656,1.2299,13.39,6.0,90.1
8h,none,5,20,50,2.0,15,1325,0.6309,0.0691,1.2382,11.99,6.6,91.51
8h,none,5,20,50,2.0,20,1302,0.6321,0.0612,1.2057,12.98,6.8,79.62
8h,none,5,20,50,3.0,5,1462,0.5588,0.0386,1.2624,6.2,4.4,56.43
8h,none,5,20,50,3.0,10,1312,0.641,0.0598,1.3267,6.84,6.5,78.42
8h,none,5,20,50,3.0,15,1238,0.6769,0.0613,1.3269,7.87,7.3,75.87
8h,none,5,20,50,3.0,20,1207,0.6736,0.0524,1.2686,8.06,7.6,63.27
8h,none,5,20,50,4.0,5,1449,0.5625,0.0355,1.3414,5.32,4.4,51.48
8h,none,5,20,50,4.0,10,1287,0.6503,0.0491,1.3677,6.02,6.7,63.24
8h,none,5,20,50,4.0,15,1197,0.6884,0.0473,1.3345,7.31,7.6,56.63
8h,none,5,20,50,4.0,20,1158,0.6857,0.0417,1.2824,7.43,8.1,48.27
8h,none,5,20,55,2.0,5,1520,0.5309,0.0351,1.1441,14.34,4.3,53.41
8h,none,5,20,55,2.0,10,1369,0.5749,0.0838,1.2839,12.61,6.6,114.79
8h,none,5,20,55,2.0,15,1311,0.6148,0.0856,1.2772,12.28,7.6,112.17
8h,none,5,20,55,2.0,20,1266,0.6114,0.0679,1.209,15.6,8.0,85.98
8h,none,5,20,55,3.0,5,1462,0.5492,0.0408,1.2758,5.89,4.5,59.67
8h,none,5,20,55,3.0,10,1308,0.6124,0.0704,1.3685,7.37,7.2,92.1
8h,none,5,20,55,3.0,15,1219,0.6522,0.0656,1.3155,10.39,8.4,79.92
8h,none,5,20,55,3.0,20,1169,0.6518,0.0523,1.2378,12.46,9.1,61.19
8h,none,5,20,55,4.0,5,1449,0.5521,0.0369,1.3521,5.05,4.6,53.45
8h,none,5,20,55,4.0,10,1283,0.6181,0.0559,1.3978,6.61,7.4,71.78
8h,none,5,20,55,4.0,15,1172,0.663,0.0489,1.3095,9.32,8.7,57.32
8h,none,5,20,55,4.0,20,1114,0.6652,0.038,1.2235,9.92,9.6,42.35
8h,none,5,20,60,2.0,5,1519,0.528,0.0345,1.1411,13.49,4.4,52.45
8h,none,5,20,60,2.0,10,1364,0.5543,0.0951,1.3129,10.22,7.2,129.74
8h,none,5,20,60,2.0,15,1298,0.5794,0.0915,1.2749,11.44,8.5,118.72
8h,none,5,20,60,2.0,20,1234,0.577,0.0574,1.1585,16.9,9.3,70.78
8h,none,5,20,60,3.0,5,1461,0.5462,0.0403,1.2706,6.94,4.7,58.84
8h,none,5,20,60,3.0,10,1302,0.5899,0.0782,1.3966,5.61,7.8,101.85
8h,none,5,20,60,3.0,15,1197,0.6207,0.068,1.2986,10.75,9.5,81.35
8h,none,5,20,60,3.0,20,1136,0.6241,0.0408,1.1616,16.18,10.5,46.32
8h,none,5,20,60,4.0,5,1448,0.549,0.0361,1.342,4.68,4.7,52.27
8h,none,5,20,60,4.0,10,1277,0.5936,0.0613,1.419,4.65,8.0,78.27
8h,none,5,20,60,4.0,15,1149,0.6327,0.0518,1.2974,8.58,9.8,59.46
8h,none,5,20,60,4.0,20,1082,0.634,0.0297,1.1495,12.18,11.0,32.12
8h,none,5,20,65,2.0,5,1519,0.526,0.0356,1.1454,15.29,4.5,54.07
8h,none,5,20,65,2.0,10,1361,0.5415,0.0996,1.3247,13.29,7.7,135.55
8h,none,5,20,65,2.0,15,1286,0.5505,0.0852,1.2407,13.84,9.5,109.54
8h,none,5,20,65,2.0,20,1200,0.5325,0.0417,1.1055,21.24,10.6,50.04
8h,none,5,20,65,3.0,5,1461,0.5441,0.04,1.2689,7.94,4.8,58.5
8h,none,5,20,65,3.0,10,1300,0.5754,0.081,1.4043,7.48,8.3,105.28
8h,none,5,20,65,3.0,15,1185,0.5865,0.0594,1.2382,13.81,10.5,70.34
8h,none,5,20,65,3.0,20,1100,0.5764,0.023,1.0805,21.93,12.0,25.26
8h,none,5,20,65,4.0,5,1448,0.547,0.0358,1.3387,5.43,4.8,51.81
8h,none,5,20,65,4.0,10,1275,0.5788,0.063,1.4243,4.97,8.6,80.33
8h,none,5,20,65,4.0,15,1134,0.6005,0.046,1.2423,9.78,10.9,52.11
8h,none,5,20,65,4.0,20,1040,0.5923,0.0137,1.0608,16.99,12.6,14.28
8h,none,5,25,50,2.0,5,2364,0.5148,-0.0009,0.9966,21.2,4.0,-2.03
8h,none,5,25,50,2.0,10,2063,0.5836,0.0139,1.0467,15.68,5.7,28.76
8h,none,5,25,50,2.0,15,1974,0.6079,0.0139,1.0452,16.82,6.2,27.42
8h,none,5,25,50,2.0,20,1946,0.6089,0.0075,1.0239,22.23,6.3,14.59
8h,none,5,25,50,3.0,5,2262,0.5239,-0.0027,0.9846,15.05,4.2,-6.07
8h,none,5,25,50,3.0,10,1925,0.6068,0.001,1.0046,22.73,6.2,1.88
8h,none,5,25,50,3.0,15,1799,0.6331,0.0055,1.0259,24.19,7.0,9.89
8h,none,5,25,50,3.0,20,1756,0.6327,0.0031,1.0142,26.66,7.3,5.38
8h,none,5,25,50,4.0,5,2238,0.5246,0.0005,1.0042,12.01,4.3,1.2
8h,none,5,25,50,4.0,10,1868,0.6124,0.0009,1.0056,15.03,6.5,1.65
8h,none,5,25,50,4.0,15,1723,0.6436,0.0039,1.0242,14.77,7.4,6.65
8h,none,5,25,50,4.0,20,1679,0.6456,0.004,1.025,16.85,7.7,6.79
8h,none,5,25,55,2.0,5,2358,0.5004,-0.0039,0.9852,23.54,4.2,-9.1
8h,none,5,25,55,2.0,10,2038,0.5569,0.0247,1.0783,18.45,6.4,50.44
8h,none,5,25,55,2.0,15,1926,0.5924,0.0219,1.0656,15.28,7.1,42.18
8h,none,5,25,55,2.0,20,1874,0.595,0.0111,1.0324,21.69,7.4,20.89
8h,none,5,25,55,3.0,5,2254,0.5093,-0.0049,0.9722,19.33,4.4,-11.12
8h,none,5,25,55,3.0,10,1903,0.5723,0.005,1.022,22.72,6.9,9.47
8h,none,5,25,55,3.0,15,1750,0.6206,0.0116,1.0499,24.88,8.1,20.3
8h,none,5,25,55,3.0,20,1681,0.6246,0.0069,1.029,26.35,8.6,11.61
8h,none,5,25,55,4.0,5,2230,0.5094,-0.0011,0.9913,12.54,4.5,-2.5
8h,none,5,25,55,4.0,10,1847,0.5788,0.0044,1.026,13.46,7.2,8.09
8h,none,5,25,55,4.0,15,1672,0.634,0.0067,1.0378,15.62,8.5,11.18
8h,none,5,25,55,4.0,20,1609,0.6408,0.0063,1.0349,15.83,9.1,10.1
8h,none,5,25,60,2.0,5,2358,0.497,-0.0044,0.9833,27.36,4.3,-10.35
8h,none,5,25,60,2.0,10,2023,0.5274,0.0334,1.1016,17.17,7.0,67.54
8h,none,5,25,60,2.0,15,1890,0.5704,0.0345,1.0976,13.38,8.1,65.26
8h,none,5,25,60,2.0,20,1808,0.573,0.0106,1.0281,23.51,8.6,19.12
8h,none,5,25,60,3.0,5,2254,0.5062,-0.0048,0.973,19.89,4.6,-10.87
8h,none,5,25,60,3.0,10,1894,0.5428,0.0101,1.0428,19.34,7.5,19.08
8h,none,5,25,60,3.0,15,1717,0.6028,0.0188,1.0747,21.5,9.1,32.29
8h,none,5,25,60,3.0,20,1611,0.6046,0.0016,1.0061,24.84,10.0,2.6
8h,none,5,25,60,4.0,5,2230,0.5063,-0.0011,0.9914,14.03,4.6,-2.49
8h,none,5,25,60,4.0,10,1841,0.5481,0.0076,1.0433,11.89,7.8,14.04
8h,none,5,25,60,4.0,15,1639,0.6193,0.0125,1.0648,13.24,9.5,20.56
8h,none,5,25,60,4.0,20,1544,0.6289,0.0032,1.0156,17.16,10.5,4.93
8h,none,5,25,65,2.0,5,2358,0.4949,-0.0002,0.9993,19.88,4.4,-0.43
8h,none,5,25,65,2.0,10,2013,0.5077,0.0388,1.1161,17.13,7.5,78.14
8h,none,5,25,65,2.0,15,1859,0.5325,0.0407,1.1083,14.65,9.1,75.62
8h,none,5,25,65,2.0,20,1740,0.5282,0.0105,1.0257,31.5,10.0,18.24
8h,none,5,25,65,3.0,5,2254,0.5044,-0.0024,0.9866,16.81,4.7,-5.39
8h,none,5,25,65,3.0,10,1888,0.526,0.0167,1.0701,18.43,8.0,31.61
8h,none,5,25,65,3.0,15,1692,0.5668,0.0203,1.0746,24.08,10.1,34.32
8h,none,5,25,65,3.0,20,1552,0.5683,-0.0002,0.9994,33.25,11.4,-0.27
8h,none,5,25,65,4.0,5,2230,0.5045,0.0006,1.0045,11.3,4.8,1.3
8h,none,5,25,65,4.0,10,1835,0.5297,0.0118,1.0659,11.67,8.4,21.62
8h,none,5,25,65,4.0,15,1611,0.5847,0.013,1.0619,15.75,10.6,20.89
8h,none,5,25,65,4.0,20,1485,0.6,0.0029,1.0129,20.59,12.0,4.38
8h,none,5,30,50,2.0,5,3286,0.5049,-0.0243,0.9076,83.28,3.9,-79.88
8h,none,5,30,50,2.0,10,2797,0.5846,-0.0124,0.9587,46.74,5.4,-34.78
8h,none,5,30,50,2.0,15,2676,0.6005,-0.0139,0.9554,43.31,5.9,-37.07
8h,none,5,30,50,2.0,20,2634,0.6006,-0.0182,0.9422,52.38,6.0,-47.87
8h,none,5,30,50,3.0,5,3156,0.5105,-0.0204,0.8882,67.37,4.1,-64.44
8h,none,5,30,50,3.0,10,2574,0.5952,-0.0287,0.8693,76.19,6.0,-73.86
8h,none,5,30,50,3.0,15,2386,0.6127,-0.028,0.8749,70.74,6.7,-66.7
8h,none,5,30,50,3.0,20,2329,0.6131,-0.0294,0.8696,71.27,7.0,-68.5
8h,none,5,30,50,4.0,5,3130,0.5109,-0.0147,0.8918,50.16,4.2,-45.96
8h,none,5,30,50,4.0,10,2485,0.5964,-0.0234,0.8581,61.34,6.3,-58.2
8h,none,5,30,50,4.0,15,2266,0.6161,-0.0228,0.8655,55.09,7.1,-51.61
8h,none,5,30,50,4.0,20,2203,0.6173,-0.021,0.8752,48.8,7.5,-46.33
8h,none,5,30,55,2.0,5,3257,0.4802,-0.028,0.8969,95.81,4.1,-91.04
8h,none,5,30,55,2.0,10,2733,0.5646,0.0038,1.0119,26.56,6.2,10.36
8h,none,5,30,55,2.0,15,2569,0.5913,0.0027,1.008,27.07,6.8,6.91
8h,none,5,30,55,2.0,20,2492,0.5907,-0.0083,0.9761,39.66,7.1,-20.59
8h,none,5,30,55,3.0,5,3127,0.4858,-0.022,0.8833,71.69,4.3,-68.7
8h,none,5,30,55,3.0,10,2511,0.5687,-0.0223,0.9059,60.22,6.7,-56.05
8h,none,5,30,55,3.0,15,2288,0.6071,-0.0174,0.929,47.1,7.7,-39.76
8h,none,5,30,55,3.0,20,2191,0.6111,-0.0197,0.9206,46.94,8.3,-43.23
8h,none,5,30,55,4.0,5,3102,0.4861,-0.0153,0.8901,51.74,4.4,-47.47
8h,none,5,30,55,4.0,10,2427,0.5715,-0.0186,0.8955,49.47,7.0,-45.21
8h,none,5,30,55,4.0,15,2163,0.6153,-0.0149,0.9199,37.13,8.3,-32.17
8h,none,5,30,55,4.0,20,2060,0.6194,-0.0129,0.9308,29.7,8.9,-26.6
8h,none,5,30,60,2.0,5,3252,0.4726,-0.0253,0.9076,88.3,4.3,-82.14
8h,none,5,30,60,2.0,10,2689,0.5314,0.0108,1.0323,26.59,6.8,29.02
8h,none,5,30,60,2.0,15,2490,0.5639,0.0103,1.0284,27.83,7.8,25.74
8h,none,5,30,60,2.0,20,2377,0.5684,-0.005,0.9868,39.45,8.3,-11.94
8h,none,5,30,60,3.0,5,3122,0.4773,-0.02,0.8945,66.71,4.5,-62.56
8h,none,5,30,60,3.0,10,2475,0.537,-0.0182,0.9267,50.83,7.4,-45.13
8h,none,5,30,60,3.0,15,2228,0.5853,-0.0106,0.96,33.59,8.8,-23.71
8h,none,5,30,60,3.0,20,2078,0.5938,-0.0197,0.9286,45.31,9.7,-40.99
8h,none,5,30,60,4.0,5,3097,0.4776,-0.014,0.9006,48.44,4.6,-43.21
8h,none,5,30,60,4.0,10,2394,0.5384,-0.0159,0.9151,43.89,7.7,-38.12
8h,none,5,30,60,4.0,15,2099,0.595,-0.0114,0.9438,28.95,9.3,-23.98
8h,none,5,30,60,4.0,20,1950,0.6097,-0.0123,0.941,27.53,10.4,-24.05
8h,none,5,30,65,2.0,5,3251,0.4682,-0.0221,0.9196,77.78,4.4,-71.8
8h,none,5,30,65,2.0,10,2661,0.4983,0.0103,1.0297,25.32,7.4,27.29
8h,none,5,30,65,2.0,15,2425,0.5315,0.0178,1.0457,28.68,8.7,43.14
8h,none,5,30,65,2.0,20,2276,0.5321,-0.0016,0.9961,41.01,9.5,-3.65
8h,none,5,30,65,3.0,5,3120,0.4721,-0.0182,0.9047,60.65,4.6,-56.63
8h,none,5,30,65,3.0,10,2449,0.5043,-0.0199,0.9228,54.94,8.0,-48.75
8h,none,5,30,65,3.0,15,2174,0.5538,-0.0091,0.9684,29.89,9.8,-19.8
8h,none,5,30,65,3.0,20,1983,0.5623,-0.0208,0.9312,50.09,11.1,-41.24
8h,none,5,30,65,4.0,5,3095,0.4724,-0.0127,0.9099,44.42,4.7,-39.28
8h,none,5,30,65,4.0,10,2371,0.5044,-0.0175,0.9102,47.51,8.3,-41.45
8h,none,5,30,65,4.0,15,2041,0.5659,-0.0126,0.9432,30.5,10.4,-25.71
8h,none,5,30,65,4.0,20,1859,0.5869,-0.016,0.9314,38.37,11.9,-29.8
8h,none,7,10,50,2.0,5,75,0.6133,0.0177,1.0693,2.91,4.1,1.32
8h,none,7,10,50,2.0,10,74,0.4865,-0.0378,0.8966,5.24,7.1,-2.8
8h,none,7,10,50,2.0,15,74,0.473,-0.1714,0.6498,12.8,8.3,-12.68
8h,none,7,10,50,2.0,20,74,0.4324,-0.194,0.6126,13.89,9.0,-14.36
8h,none,7,10,50,3.0,5,69,0.6667,0.0873,1.7368,2.26,4.8,6.02
8h,none,7,10,50,3.0,10,68,0.5441,0.0718,1.4092,3.24,8.6,4.88
8h,none,7,10,50,3.0,15,67,0.5373,-0.1501,0.6185,10.34,11.1,-10.06
8h,none,7,10,50,3.0,20,67,0.4925,-0.1675,0.5813,11.42,12.1,-11.22
8h,none,7,10,50,4.0,5,68,0.6912,0.0733,1.8758,1.17,4.9,4.99
8h,none,7,10,50,4.0,10,67,0.5672,0.0758,1.6634,1.64,8.8,5.08
8h,none,7,10,50,4.0,15,64,0.5469,-0.1406,0.5734,9.12,11.3,-9.0
8h,none,7,10,50,4.0,20,64,0.5,-0.1732,0.5149,11.14,12.5,-11.09
8h,none,7,10,55,2.0,5,75,0.6133,0.0255,1.1,2.91,4.1,1.91
8h,none,7,10,55,2.0,10,74,0.4865,-0.061,0.8331,6.53,7.5,-4.52
8h,none,7,10,55,2.0,15,74,0.4324,-0.2123,0.5706,15.66,9.5,-15.71
8h,none,7,10,55,2.0,20,74,0.3784,-0.2393,0.5325,17.73,11.0,-17.71
8h,none,7,10,55,3.0,5,69,0.6667,0.0866,1.7316,2.26,4.8,5.98
8h,none,7,10,55,3.0,10,68,0.5441,0.0482,1.2745,3.24,9.1,3.28
8h,none,7,10,55,3.0,15,67,0.4925,-0.1889,0.5244,12.82,12.6,-12.66
8h,none,7,10,55,3.0,20,67,0.4179,-0.2201,0.4616,14.71,14.6,-14.74
8h,none,7,10,55,4.0,5,68,0.6912,0.0728,1.8702,1.17,4.9,4.95
8h,none,7,10,55,4.0,10,67,0.5672,0.0578,1.5058,1.64,9.4,3.87
8h,none,7,10,55,4.0,15,64,0.5,-0.1708,0.4865,10.98,12.9,-10.93
8h,none,7,10,55,4.0,20,64,0.4219,-0.214,0.4118,13.61,15.1,-13.7
8h,none,7,10,60,2.0,5,75,0.6133,0.0255,1.1,2.91,4.1,1.91
8h,none,7,10,60,2.0,10,74,0.473,-0.1173,0.6906,10.33,7.6,-8.68
8h,none,7,10,60,2.0,15,74,0.4189,-0.2747,0.4593,20.19,10.1,-20.33
8h,none,7,10,60,2.0,20,74,0.3378,-0.3194,0.3973,23.54,12.0,-23.63
8h,none,7,10,60,3.0,5,69,0.6667,0.0866,1.7316,2.26,4.8,5.98
8h,none,7,10,60,3.0,10,68,0.5294,0.0024,1.0127,3.28,9.3,0.16
8h,none,7,10,60,3.0,15,67,0.4776,-0.2398,0.4181,16.23,13.3,-16.07
8h,none,7,10,60,3.0,20,67,0.3731,-0.284,0.3348,18.91,15.7,-19.03
8h,none,7,10,60,4.0,5,68,0.6912,0.0728,1.8702,1.17,4.9,4.95
8h,none,7,10,60,4.0,10,67,0.5522,0.0192,1.1488,1.64,9.6,1.29
8h,none,7,10,60,4.0,15,64,0.4844,-0.2147,0.3836,13.79,13.6,-13.74
8h,none,7,10,60,4.0,20,64,0.375,-0.2681,0.2983,17.01,16.3,-17.16
8h,none,7,10,65,2.0,5,75,0.6133,0.03,1.1177,2.91,4.2,2.25
8h,none,7,10,65,2.0,10,74,0.473,-0.1252,0.67,10.56,7.7,-9.26
8h,none,7,10,65,2.0,15,74,0.4189,-0.2935,0.4223,20.72,10.5,-21.72
8h,none,7,10,65,2.0,20,74,0.3378,-0.3037,0.4269,22.41,12.6,-22.47
8h,none,7,10,65,3.0,5,69,0.6667,0.0899,1.7592,2.26,4.8,6.2
8h,none,7,10,65,3.0,10,68,0.5294,-0.0021,0.989,3.28,9.4,-0.14
8h,none,7,10,65,3.0,15,67,0.4776,-0.2523,0.3878,16.44,13.6,-16.91
8h,none,7,10,65,3.0,20,67,0.3731,-0.2783,0.3482,18.56,16.3,-18.65
8h,none,7,10,65,4.0,5,68,0.6912,0.0753,1.8999,1.17,4.9,5.12
8h,none,7,10,65,4.0,10,67,0.5522,0.0158,1.1222,1.64,9.6,1.06
8h,none,7,10,65,4.0,15,64,0.4688,-0.2257,0.354,14.02,13.9,-14.44
8h,none,7,10,65,4.0,20,64,0.3594,-0.2649,0.3087,16.83,17.0,-16.96
8h,none,7,15,50,2.0,5,294,0.6054,0.1007,1.4159,6.43,4.3,29.59
8h,none,7,15,50,2.0,10,292,0.5171,0.0945,1.3077,6.0,7.2,27.6
8h,none,7,15,50,2.0,15,285,0.5088,-0.0078,0.9805,12.25,8.9,-2.22
8h,none,7,15,50,2.0,20,282,0.5,-0.0195,0.9532,12.32,9.8,-5.49
8h,none,7,15,50,3.0,5,280,0.625,0.1009,1.7255,3.19,4.7,28.26
8h,none,7,15,50,3.0,10,279,0.5663,0.1055,1.5752,3.42,8.0,29.44
8h,none,7,15,50,3.0,15,264,0.553,0.0021,1.0075,8.34,10.3,0.57
