entry_date,exit_date,symbol,system,entry_price,exit_price,bars_held,net_r,pnl_usdt,exit_reason,regime_entry
2025-02-06,2025-02-27,FIL_USDT,RSI_MR,3.121,3.262,20,0.1045,21.8998,time_exit,RSI_MR
2025-02-06,2025-02-27,LPT_USDT,RSI_MR,7.646,6.914,20,-0.2093,-43.8387,time_exit,RSI_MR
2025-02-06,2025-02-27,NEAR_USDT,RSI_MR,3.143,3.058,20,-0.065,-13.6151,time_exit,RSI_MR
2025-02-06,2025-02-27,ORDI_USDT,RSI_MR,11.18,12.69,20,0.216,45.2383,time_exit,RSI_MR
2025-02-07,2025-02-28,SEI_USDT,RSI_MR,0.217,0.2502,20,0.3331,69.7812,time_exit,RSI_MR
2025-03-02,2025-03-03,XRP_USDT,Donchian,2.9396,2.48677143,0,-1.0,-219.7336,stop,Donchian
2024-11-07,2025-03-08,ADA_USDT,Donchian,0.4065,0.8052,120,9.3248,1799.8947,backstop,Donchian
2024-11-08,2025-03-09,LINK_USDT,Donchian,13.69,13.81,120,0.078,15.0547,backstop,Donchian
2025-03-01,2025-03-09,HBAR_USDT,Donchian,0.25265,0.21089857,7,-1.0,-219.7336,stop,Donchian
2025-02-23,2025-03-16,TRUMP_USDT,RSI_MR,16.13,11.22,20,-0.7109,-156.2575,time_exit,RSI_MR
2025-02-26,2025-03-19,BTC_USDT,RSI_MR,84250.09,86845.94,20,0.2801,86.1781,time_exit,RSI_MR
2025-02-26,2025-03-19,SOL_USDT,RSI_MR,135.32,135.33,20,0.0003,0.08,time_exit,RSI_MR
2025-03-09,2025-03-30,SAGA_USDT,RSI_MR,0.3409,0.3063,20,-0.1762,-55.0511,time_exit,RSI_MR
2025-03-09,2025-03-30,TON_USDT,RSI_MR,2.648,3.894,20,1.5021,469.321,time_exit,RSI_MR
2025-03-10,2025-03-31,GRT_USDT,RSI_MR,0.0846,0.0879,20,0.1018,31.8017,time_exit,RSI_MR
2025-03-10,2025-03-31,IO_USDT,RSI_MR,0.738,0.73,20,-0.0195,-6.0879,time_exit,RSI_MR
2025-03-29,2025-04-06,XRP_USDT,ConsecDownDays,2.1351,1.871,7,-1.0,-222.9973,stop,ConsecDownDays
2025-04-01,2025-04-07,ZEC_USDT,Donchian,40.64,35.19,5,-1.0,-224.0972,stop,Donchian
2025-04-05,2025-04-26,FIDA_USDT,RSI_MR,0.0785,0.0875,20,0.4054,127.1903,time_exit,RSI_MR
2025-04-06,2025-04-27,ALT_USDT,RSI_MR,0.02495,0.03022,20,0.5448,170.5056,time_exit,RSI_MR
2025-04-06,2025-04-27,EIGEN_USDT,RSI_MR,0.745,0.91,20,0.6195,193.8663,time_exit,RSI_MR
2025-04-06,2025-04-27,IO_USDT,RSI_MR,0.551,0.796,20,1.1411,357.0984,time_exit,RSI_MR
2025-04-06,2025-04-27,POND_USDT,RSI_MR,0.00772,0.00957,20,0.9901,309.8452,time_exit,RSI_MR
2025-04-06,2025-04-27,SAGA_USDT,RSI_MR,0.2456,0.303,20,0.6776,212.0678,time_exit,RSI_MR
2025-04-07,2025-04-28,NIL_USDT,RSI_MR,0.433,0.401,20,-0.1159,-36.1938,time_exit,RSI_MR
2025-04-08,2025-04-29,ETH_USDT,RSI_MR,1473.41,1797.81,20,0.8483,264.8251,time_exit,RSI_MR
2025-04-08,2025-04-29,LPT_USDT,RSI_MR,3.494,5.0,20,1.0796,337.0108,time_exit,RSI_MR
2025-04-22,2025-05-04,BNB_USDT,Donchian,618.51,586.02857143,11,-1.0,-222.9795,stop,Donchian
2025-04-24,2025-05-06,ADA_USDT,Donchian,0.7219,0.64552857,11,-1.0,-222.9795,stop,Donchian
2025-04-25,2025-05-06,HBAR_USDT,Donchian,0.19258,0.17127143,10,-1.0,-222.9795,stop,Donchian
2025-05-01,2025-05-07,VIRTUAL_USDT,Donchian,1.6394,1.28645714,5,-1.0,-227.8201,stop,Donchian
2025-05-10,2025-05-11,DOGE_USDT,Donchian,0.25063,0.22472857,0,-1.0,-225.5782,stop,Donchian
2025-05-10,2025-05-15,ATOM_USDT,Donchian,5.384,4.88242857,4,-1.0,-225.5782,stop,Donchian
2025-05-10,2025-05-15,DOT_USDT,Donchian,5.309,4.82171429,4,-1.0,-225.5782,stop,Donchian
2025-05-12,2025-05-17,XRP_USDT,Donchian,2.5439,2.30687143,4,-1.0,-225.0142,stop,Donchian
2025-05-13,2025-05-18,ETH_USDT,Donchian,2679.71,2363.59428571,4,-1.0,-225.0142,stop,Donchian
2025-05-09,2025-05-25,HBAR_USDT,Donchian,0.20247,0.18186,15,-1.0,-225.5782,stop,Donchian
2025-05-08,2025-05-30,ADA_USDT,Donchian,0.7693,0.68772857,21,-1.0,-225.5782,stop,Donchian
2025-05-09,2025-05-30,LINK_USDT,Donchian,16.01,14.34857143,20,-1.0,-225.5782,stop,Donchian
2025-05-22,2025-05-30,WLD_USDT,Donchian,1.514,1.21014286,7,-1.0,-222.7612,stop,Donchian
2025-05-08,2025-05-31,LTC_USDT,Donchian,94.99,84.87571429,22,-1.0,-225.5782,stop,Donchian
2025-05-30,2025-05-31,LPT_USDT,Donchian,11.75,9.58985714,0,-1.0,-220.5125,stop,Donchian
2025-05-08,2025-06-01,SOL_USDT,Donchian,164.46,151.31857143,23,-1.0,-225.5782,stop,Donchian
2025-06-09,2025-06-13,HMSTR_USDT,RSI_MR,0.001518,0.00095207,3,-1.0,-218.8333,stop,RSI_MR
2025-06-10,2025-06-13,ETH_USDT,Donchian,2816.4,2560.02857143,2,-1.0,-218.8333,stop,Donchian
2025-06-10,2025-06-13,UNI_USDT,Donchian,8.665,7.29942857,2,-1.0,-218.8333,stop,Donchian
2025-05-08,2025-06-20,PEPE_USDT,Donchian,1.112e-05,9.61e-06,42,-1.0,-225.5782,stop,Donchian
2025-04-23,2025-06-21,SUI_USDT,Donchian,2.9662,2.57214286,58,-1.0,-222.9795,stop,Donchian
2025-04-28,2025-06-21,TAO_USDT,Donchian,378.1,319.61428571,53,-1.0,-226.3155,stop,Donchian
2025-05-08,2025-06-21,VIRTUAL_USDT,Donchian,2.0871,1.48892857,43,-1.0,-225.5782,stop,Donchian
2025-05-08,2025-06-22,BNB_USDT,Donchian,629.17,604.31857143,44,-1.0,-225.5782,stop,Donchian
2025-05-09,2025-06-22,PENDLE_USDT,Donchian,3.859,3.37528571,43,-1.0,-225.5782,stop,Donchian
2025-06-14,2025-06-22,XRP_USDT,ConsecDownDays,2.1394,1.95397143,7,-1.0,-217.1921,stop,ConsecDownDays
2025-06-24,2025-06-26,SEI_USDT,Donchian,0.3068,0.26068571,1,-1.0,-213.2701,stop,Donchian
2025-06-13,2025-07-04,HMSTR_USDT,RSI_MR,0.000892,0.000666,20,-0.3748,-81.402,time_exit,RSI_MR
2025-06-21,2025-07-12,VIRTUAL_USDT,ConsecDownDays,1.4051,1.7078,20,0.6924,148.8264,time_exit,ConsecDownDays
2025-06-22,2025-07-13,DOT_USDT,RSI_MR,3.153,3.984,20,1.2445,265.4241,time_exit,RSI_MR
2025-06-22,2025-07-13,HBAR_USDT,RSI_MR,0.13364,0.24134,20,3.5944,766.5705,time_exit,RSI_MR
2025-06-22,2025-07-13,TIA_USDT,RSI_MR,1.402,1.89,20,1.0389,221.5726,time_exit,RSI_MR
2025-07-15,2025-07-24,SEI_USDT,Donchian,0.3705,0.31477143,8,-1.0,-216.0394,stop,Donchian
2025-07-04,2025-07-25,HMSTR_USDT,RSI_MR,0.000666,0.00084,20,1.0587,225.0028,time_exit,RSI_MR
2025-07-14,2025-07-30,TAO_USDT,Donchian,408.7,360.97142857,15,-1.0,-216.0394,stop,Donchian
2025-07-14,2025-08-01,SUI_USDT,Donchian,3.8892,3.41998571,17,-1.0,-216.0394,stop,Donchian
2025-05-07,2025-08-02,ZEC_USDT,Donchian,40.49,34.84,86,-1.0,-225.5782,stop,Donchian
2025-04-12,2025-08-11,TRX_USDT,Donchian,0.246,0.345,120,5.9587,1328.6741,backstop,Donchian
2025-04-22,2025-08-21,BTC_USDT,Donchian,93442.99,112500.0,120,2.8053,625.535,backstop,Donchian
2025-08-01,2025-08-22,SEI_USDT,ConsecDownDays,0.284,0.3238,20,0.7857,168.9055,time_exit,ConsecDownDays
2025-08-01,2025-08-22,SOL_USDT,ConsecDownDays,162.71,200.69,20,1.6522,355.1986,time_exit,ConsecDownDays
2025-08-02,2025-08-23,SUI_USDT,ConsecDownDays,3.3344,3.7367,20,0.6067,130.0807,time_exit,ConsecDownDays
2025-08-22,2025-08-25,PHA_USDT,Donchian,0.1425,0.11945714,2,-1.0,-220.6134,stop,Donchian
2025-07-09,2025-08-29,PEPE_USDT,Donchian,1.105e-05,9.5e-06,50,-1.0,-212.5334,stop,Donchian
2025-08-08,2025-08-29,PENDLE_USDT,Donchian,5.431,4.637,20,-1.0,-214.4177,stop,Donchian
2025-08-12,2025-08-29,TRX_USDT,Donchian,0.3524,0.33705714,16,-1.0,-217.7393,stop,Donchian
2025-07-13,2025-09-01,HBAR_USDT,Donchian,0.24134,0.21237857,49,-1.0,-216.0394,stop,Donchian
2025-05-08,2025-09-06,AAVE_USDT,Donchian,206.28,298.31,120,3.5494,800.6595,backstop,Donchian
2025-05-08,2025-09-06,BCH_USDT,Donchian,421.8,595.3,120,3.5605,803.1799,backstop,Donchian
2025-08-22,2025-09-22,ARB_USDT,Donchian,0.5867,0.46517143,30,-1.0,-220.6134,stop,Donchian
2025-09-08,2025-09-22,WLD_USDT,Donchian,1.571,1.38414286,13,-1.0,-222.2449,stop,Donchian
2025-09-11,2025-09-22,DOGE_USDT,Donchian,0.25603,0.23215143,10,-1.0,-222.2449,stop,Donchian
2025-09-11,2025-09-22,SEI_USDT,Donchian,0.3363,0.30202857,10,-1.0,-222.2449,stop,Donchian
2025-09-12,2025-09-22,DOT_USDT,Donchian,4.319,4.002,9,-1.0,-311.1428,stop,Donchian
2025-09-13,2025-09-30,EIGEN_USDT,Donchian,1.718,1.46742857,16,-1.0,-311.1428,stop,Donchian
2025-06-30,2025-10-10,PENGU_USDT,Donchian,0.014724,0.01180643,101,-1.0,-212.7369,stop,Donchian
2025-07-09,2025-10-10,UNI_USDT,Donchian,8.301,7.15957143,92,-1.0,-212.5334,stop,Donchian
2025-07-09,2025-10-10,XRP_USDT,Donchian,2.4038,2.21725714,92,-1.0,-212.5334,stop,Donchian
2025-07-10,2025-10-10,LINK_USDT,Donchian,15.23,13.88,91,-1.0,-212.5334,stop,Donchian
2025-07-10,2025-10-10,LTC_USDT,Donchian,94.85,87.71857143,91,-1.0,-212.5334,stop,Donchian
2025-07-10,2025-10-10,ONDO_USDT,Donchian,0.8938,0.80872857,91,-1.0,-212.5334,stop,Donchian
2025-07-11,2025-10-10,ADA_USDT,Donchian,0.7094,0.63168571,90,-1.0,-212.5334,stop,Donchian
2025-07-25,2025-10-10,ENA_USDT,Donchian,0.6019,0.468,76,-1.0,-216.0618,stop,Donchian
2025-08-23,2025-10-10,AVAX_USDT,Donchian,26.26,22.59428571,47,-1.0,-220.9386,stop,Donchian
2025-08-28,2025-10-10,SOL_USDT,Donchian,214.43,186.44,42,-1.0,-220.3871,stop,Donchian
2025-09-23,2025-10-10,BCH_USDT,ConsecDownDays,556.7,511.18571429,16,-1.0,-219.2487,stop,ConsecDownDays
2025-09-23,2025-10-10,PENDLE_USDT,ConsecDownDays,4.699,4.04085714,16,-1.0,-219.2487,stop,ConsecDownDays
2025-09-23,2025-10-10,WLD_USDT,ConsecDownDays,1.306,0.97442857,16,-1.0,-219.2487,stop,ConsecDownDays
2025-09-25,2025-10-10,TON_USDT,RSI_MR,2.661,2.2995,14,-1.0,-219.2487,stop,RSI_MR
2025-10-01,2025-10-10,BTC_USDT,Donchian,118594.99,113755.60857143,8,-1.0,-218.4708,stop,Donchian
2025-10-02,2025-10-10,APT_USDT,Donchian,5.227,4.71414286,7,-1.0,-218.4708,stop,Donchian
2025-10-13,2025-10-17,TAO_USDT,Donchian,447.4,347.21428571,3,-1.0,-209.8226,stop,Donchian
2025-10-10,2025-10-31,ATOM_USDT,RSI_MR,2.946,2.962,20,0.0114,2.385,time_exit,RSI_MR
2025-10-10,2025-10-31,DOGS_USDT,RSI_MR,7.17e-05,5.21e-05,20,-0.3987,-83.6608,time_exit,RSI_MR
2025-10-10,2025-10-31,FET_USDT,RSI_MR,0.346,0.2364,20,-0.6147,-128.9871,time_exit,RSI_MR
2025-10-10,2025-10-31,HMSTR_USDT,RSI_MR,0.000406,0.000383,20,-0.1281,-26.8747,time_exit,RSI_MR
2025-10-10,2025-10-31,ICP_USDT,RSI_MR,3.039,2.942,20,-0.0755,-15.8379,time_exit,RSI_MR
2025-10-10,2025-10-31,IO_USDT,RSI_MR,0.328,0.296,20,-0.1522,-31.9404,time_exit,RSI_MR
2025-10-10,2025-10-31,JTO_USDT,RSI_MR,1.029,0.901,20,-0.2512,-52.7057,time_exit,RSI_MR
2025-10-10,2025-10-31,PHA_USDT,RSI_MR,0.0663,0.0547,20,-0.3508,-73.6124,time_exit,RSI_MR
2025-10-10,2025-10-31,RENDER_USDT,RSI_MR,2.288,2.229,20,-0.0497,-10.4205,time_exit,RSI_MR
2025-10-10,2025-10-31,TIA_USDT,RSI_MR,0.927,0.9,20,-0.0526,-11.0341,time_exit,RSI_MR
2025-10-10,2025-10-31,TON_USDT,RSI_MR,2.052,2.284,20,0.3136,65.8076,time_exit,RSI_MR
2025-10-10,2025-10-31,TRUMP_USDT,RSI_MR,5.39,8.011,20,1.1992,251.6089,time_exit,RSI_MR
2025-10-11,2025-11-01,FIL_USDT,RSI_MR,1.563,1.672,20,0.1269,26.6358,time_exit,RSI_MR
2025-11-01,2025-11-03,ZEN_USDT,Donchian,20.073,15.818,1,-1.0,-209.0765,stop,Donchian
2025-10-31,2025-11-04,TAO_USDT,Donchian,481.0,394.82857143,3,-1.0,-209.0099,stop,Donchian
2025-07-09,2025-11-07,BNB_USDT,Donchian,668.68,991.15,120,16.1362,3429.477,backstop,Donchian
2025-07-09,2025-11-07,ETH_USDT,Donchian,2768.74,3436.05,120,2.9996,637.5088,backstop,Donchian
2025-11-07,2025-11-08,FIL_USDT,Donchian,3.392,2.74042857,0,-1.0,-218.1987,stop,Donchian
2025-11-10,2025-11-12,UNI_USDT,Donchian,9.347,7.90571429,1,-1.0,-217.6533,stop,Donchian
2025-11-07,2025-11-14,NEAR_USDT,Donchian,2.768,2.31871429,6,-1.0,-218.1987,stop,Donchian
2025-10-25,2025-11-16,VIRTUAL_USDT,Donchian,1.3172,1.07054286,21,-1.0,-209.2981,stop,Donchian
2025-11-09,2025-11-17,LTC_USDT,Donchian,110.31,91.92285714,7,-1.0,-217.6533,stop,Donchian
2025-10-31,2025-11-21,DOGS_USDT,RSI_MR,5.21e-05,4.54e-05,20,-0.3993,-83.4616,time_exit,RSI_MR
2025-11-04,2025-11-21,ICP_USDT,Donchian,5.19,4.21057143,16,-1.0,-208.0313,stop,Donchian
2025-11-14,2025-11-21,BNB_USDT,ConsecDownDays,915.25,804.74714286,6,-1.0,-216.5636,stop,ConsecDownDays
2025-11-16,2025-12-07,JTO_USDT,RSI_MR,0.574,0.436,20,-0.4958,-149.9477,time_exit,RSI_MR
2025-11-20,2025-12-11,BTC_USDT,RSI_MR,86637.23,92513.38,20,0.4457,134.466,time_exit,RSI_MR
2025-11-21,2025-12-12,ADA_USDT,RSI_MR,0.4091,0.4091,20,0.0,0.0,time_exit,RSI_MR
2025-11-21,2025-12-12,SUI_USDT,RSI_MR,1.3908,1.5594,20,0.3612,108.3395,time_exit,RSI_MR
2025-11-21,2025-12-12,TON_USDT,RSI_MR,1.525,1.61,20,0.2221,66.6108,time_exit,RSI_MR
2025-08-21,2025-12-20,ZEC_USDT,Donchian,42.56,447.1,120,63.5784,13942.9358,backstop,Donchian
2025-11-29,2025-12-20,APT_USDT,RSI_MR,2.04,1.612,20,-0.6775,-203.1999,time_exit,RSI_MR
2025-12-01,2025-12-22,HMSTR_USDT,RSI_MR,0.000216,0.000212,20,-0.0462,-13.8575,time_exit,RSI_MR
2025-12-01,2025-12-22,POND_USDT,RSI_MR,0.00432,0.00391,20,-0.539,-161.6452,time_exit,RSI_MR
2026-01-05,2026-01-07,XRP_USDT,Donchian,2.3478,2.18608571,1,-1.0,-248.5354,stop,Donchian
2025-12-18,2026-01-08,IO_USDT,RSI_MR,0.134,0.159,20,0.4821,144.8569,time_exit,RSI_MR
2025-12-18,2026-01-08,JTO_USDT,RSI_MR,0.321,0.444,20,1.1909,357.8267,time_exit,RSI_MR
2025-12-27,2026-01-08,ZEC_USDT,Donchian,516.1,438.96142857,11,-1.0,-248.5354,stop,Donchian
2026-01-05,2026-01-13,VIRTUAL_USDT,Donchian,1.0924,0.95522857,7,-1.0,-248.5354,stop,Donchian
2026-01-14,2026-01-18,ICP_USDT,Donchian,4.541,3.90071429,3,-1.0,-247.928,stop,Donchian
2026-01-04,2026-01-29,BNB_USDT,Donchian,895.43,853.03571429,24,-1.0,-248.5354,stop,Donchian
2026-01-13,2026-01-29,ZEN_USDT,Donchian,10.225,8.63014286,15,-1.0,-247.928,stop,Donchian
2025-10-01,2026-01-30,DASH_USDT,Donchian,31.23,51.35,120,5.2202,1140.4532,backstop,Donchian
2025-11-22,2026-01-31,BCH_USDT,Donchian,556.7,471.35714286,69,-1.0,-214.2261,stop,Donchian
2026-01-03,2026-01-31,TRX_USDT,Donchian,0.2956,0.28658571,27,-1.0,-248.5354,stop,Donchian
2026-01-10,2026-01-31,ZEC_USDT,ConsecDownDays,375.76,292.83,20,-1.0,-248.5494,stop,ConsecDownDays
2026-01-28,2026-01-31,POND_USDT,RSI_MR,0.00316,0.00266929,2,-1.0,-346.2315,stop,RSI_MR
2026-01-21,2026-02-02,FIDA_USDT,RSI_MR,0.0283,0.02069286,11,-1.0,-346.2315,stop,RSI_MR
2026-02-01,2026-02-05,BNB_USDT,RSI_MR,758.54,651.42928571,3,-1.0,-344.7841,stop,RSI_MR
2026-02-01,2026-02-05,BTC_USDT,RSI_MR,76968.21,66945.96214286,3,-1.0,-344.7841,stop,RSI_MR
2026-01-31,2026-02-06,ARB_USDT,RSI_MR,0.1402,0.10083571,5,-1.0,-344.7841,stop,RSI_MR
2026-01-31,2026-02-06,LINK_USDT,RSI_MR,9.99,7.84071429,5,-1.0,-344.7841,stop,RSI_MR
2026-01-31,2026-02-06,LTC_USDT,RSI_MR,59.53,47.27928571,5,-1.0,-344.7841,stop,RSI_MR
2026-01-31,2026-02-06,SEI_USDT,RSI_MR,0.0877,0.06766429,5,-1.0,-344.7841,stop,RSI_MR
2026-01-31,2026-02-06,SUI_USDT,RSI_MR,1.1534,0.84281429,5,-1.0,-344.7841,stop,RSI_MR
2026-01-31,2026-02-06,UNI_USDT,RSI_MR,3.96,3.01757143,5,-1.0,-344.7841,stop,RSI_MR
2026-02-04,2026-02-06,SOL_USDT,RSI_MR,92.12,67.80071429,1,-1.0,-343.5723,stop,RSI_MR
2026-01-31,2026-02-21,ENA_USDT,RSI_MR,0.1387,0.108,20,-0.7061,-243.4503,time_exit,RSI_MR
2026-01-31,2026-02-21,POND_USDT,RSI_MR,0.00288,0.00244,20,-0.6984,-240.8016,time_exit,RSI_MR
2025-12-30,2026-02-22,CHZ_USDT,Donchian,0.0397,0.03413143,53,-1.0,-248.5354,stop,Donchian
2026-02-01,2026-02-22,ETH_USDT,RSI_MR,2270.15,1957.82,20,-0.5675,-195.6781,time_exit,RSI_MR
2025-12-19,2026-02-26,XUSD_USDT,Donchian,1.0006,0.99991429,68,-1.0,-214.6248,stop,Donchian
2026-02-05,2026-02-26,AAVE_USDT,RSI_MR,100.97,114.55,20,0.3931,134.1131,time_exit,RSI_MR
2026-02-05,2026-02-26,ADA_USDT,RSI_MR,0.2455,0.287,20,0.5638,192.3467,time_exit,RSI_MR
2026-02-06,2026-02-27,TRUMP_USDT,RSI_MR,3.508,3.401,20,-0.1352,-44.9746,time_exit,RSI_MR
2026-02-10,2026-03-03,ARB_USDT,RSI_MR,0.11,0.1027,20,-0.1763,-58.6673,time_exit,RSI_MR
2026-02-10,2026-03-03,BNB_USDT,RSI_MR,619.85,633.56,20,0.0843,28.0489,time_exit,RSI_MR
2026-02-11,2026-03-04,APT_USDT,RSI_MR,0.924,1.009,20,0.2169,72.1582,time_exit,RSI_MR
2026-02-11,2026-03-04,TAO_USDT,RSI_MR,145.9,186.7,20,0.6737,224.1652,time_exit,RSI_MR
2026-02-23,2026-03-16,POND_USDT,RSI_MR,0.00232,0.00244,20,0.3237,106.648,time_exit,RSI_MR
2026-03-30,2026-04-05,CHZ_USDT,Donchian,0.04269,0.03802857,5,-1.0,-236.431,stop,Donchian
2026-04-10,2026-04-13,DASH_USDT,Donchian,45.75,40.26571429,2,-1.0,-235.8399,stop,Donchian
2026-03-15,2026-04-14,TAO_USDT,Donchian,283.0,242.28571429,29,-1.0,-236.1644,stop,Donchian
2026-03-27,2026-04-17,NIL_USDT,RSI_MR,0.032,0.04155,20,0.6825,225.9069,time_exit,RSI_MR
2026-04-16,2026-04-17,ORDI_USDT,Donchian,8.518,7.15157143,0,-1.0,-234.6599,stop,Donchian
2026-03-29,2026-04-19,SEI_USDT,RSI_MR,0.0519,0.05412,20,0.2409,79.7487,time_exit,RSI_MR
2026-04-20,2026-04-30,CHZ_USDT,Donchian,0.04648,0.04040714,9,-1.0,-234.8374,stop,Donchian
2026-05-05,2026-05-06,DOGS_USDT,Donchian,6.18e-05,5.186e-05,0,-1.0,-234.2503,stop,Donchian
2026-05-06,2026-05-07,ICP_USDT,Donchian,3.2,2.921,0,-1.0,-233.6647,stop,Donchian
2026-04-19,2026-05-10,SAGA_USDT,RSI_MR,0.01842,0.01998,20,0.2043,67.1755,time_exit,RSI_MR
2026-05-07,2026-05-10,DOGS_USDT,Donchian,8.71e-05,6.839e-05,2,-1.0,-233.0805,stop,Donchian
2026-05-05,2026-05-12,ZEN_USDT,Donchian,7.584,6.67528571,6,-1.0,-234.2503,stop,Donchian
2026-05-07,2026-05-12,JTO_USDT,Donchian,0.5927,0.49212857,4,-1.0,-233.0805,stop,Donchian
2026-05-08,2026-05-12,ICP_USDT,Donchian,3.621,3.2,3,-1.0,-233.0805,stop,Donchian
2026-05-08,2026-05-12,ONDO_USDT,Donchian,0.4517,0.39137143,3,-1.0,-233.0805,stop,Donchian
2026-05-08,2026-05-12,RENDER_USDT,Donchian,2.052,1.862,3,-1.0,-233.0805,stop,Donchian
2026-05-05,2026-05-13,PENGU_USDT,Donchian,0.011044,0.00928043,7,-1.0,-234.2503,stop,Donchian
2026-05-06,2026-05-13,VIRTUAL_USDT,Donchian,0.8705,0.77475714,6,-1.0,-233.6647,stop,Donchian
2026-05-04,2026-05-16,DASH_USDT,Donchian,47.49,41.75571429,11,-1.0,-234.2503,stop,Donchian
2026-05-02,2026-05-17,TAO_USDT,Donchian,287.0,260.9,14,-1.0,-234.2503,stop,Donchian
2026-05-13,2026-05-17,INJ_USDT,Donchian,5.146,4.44642857,3,-1.0,-228.5796,stop,Donchian
2026-05-05,2026-05-20,PENDLE_USDT,Donchian,1.969,1.71428571,14,-1.0,-234.2503,stop,Donchian
2026-05-05,2026-05-23,TON_USDT,Donchian,1.952,1.77514286,17,-1.0,-234.2503,stop,Donchian
2026-05-18,2026-05-28,BCH_USDT,RSI_MR,378.8,323.3,9,-1.0,-317.5716,stop,RSI_MR
