date,equity,peak,dd_pct,open_pos,heat_pct,regime
2021-04-03,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-04,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-05,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-06,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-07,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-08,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-09,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-10,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-11,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-12,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-13,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-14,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-15,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-16,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-17,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-18,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-19,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-20,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-21,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-22,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-23,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-24,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-25,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-26,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-27,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-28,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-29,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-04-30,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-01,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-02,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-03,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-04,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-05,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-06,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-07,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-08,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-09,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-10,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-11,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-12,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-13,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-14,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-15,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-16,29835.5786,30000.0,-0.5481,14,4.9,BULL
2021-05-17,29835.5786,30000.0,-0.5481,14,4.9,MIXED
2021-05-18,29835.5786,30000.0,-0.5481,14,4.9,MIXED
2021-05-19,29626.6798,30000.0,-1.2444,13,4.45,MIXED
2021-05-20,29626.6798,30000.0,-1.2444,13,4.45,MIXED
2021-05-21,29626.6798,30000.0,-1.2444,13,4.45,MIXED
2021-05-22,29626.6798,30000.0,-1.2444,13,4.45,BEAR
2021-05-23,29417.4135,30000.0,-1.942,11,3.75,BEAR
2021-05-24,29717.8378,30000.0,-0.9405,10,3.4,BEAR
2021-05-25,30166.0006,30166.0006,0.0,10,3.3,MIXED
2021-05-26,30869.433,30869.433,0.0,9,2.95,MIXED
2021-05-27,30869.433,30869.433,0.0,9,2.95,MIXED
2021-05-28,30869.433,30869.433,0.0,9,2.95,MIXED
2021-05-29,30869.433,30869.433,0.0,9,2.95,BEAR
2021-05-30,31501.081,31501.081,0.0,8,2.6,BEAR
2021-05-31,34405.0926,34405.0926,0.0,7,2.25,MIXED
2021-06-01,34405.0926,34405.0926,0.0,7,2.25,MIXED
2021-06-02,41158.8092,41158.8092,0.0,5,1.55,MIXED
2021-06-03,41602.1951,41602.1951,0.0,4,1.2,MIXED
2021-06-04,46963.6339,46963.6339,0.0,3,0.85,MIXED
2021-06-05,46963.6339,46963.6339,0.0,3,0.85,MIXED
2021-06-06,46963.6339,46963.6339,0.0,3,0.85,MIXED
2021-06-07,46963.6339,46963.6339,0.0,3,0.85,BEAR
2021-06-08,46963.6339,46963.6339,0.0,4,1.1,BEAR
2021-06-09,46967.07,46967.07,0.0,3,0.85,BEAR
2021-06-10,46967.07,46967.07,0.0,3,0.85,BEAR
2021-06-11,46967.07,46967.07,0.0,4,1.2,BEAR
2021-06-12,46967.07,46967.07,0.0,4,1.2,BEAR
2021-06-13,46967.07,46967.07,0.0,4,1.2,BEAR
2021-06-14,46967.07,46967.07,0.0,4,1.2,BEAR
2021-06-15,46938.8114,46967.07,-0.0602,4,1.3,BEAR
2021-06-16,46938.8114,46967.07,-0.0602,4,1.3,BEAR
2021-06-17,46938.8114,46967.07,-0.0602,4,1.3,BEAR
2021-06-18,46938.8114,46967.07,-0.0602,4,1.3,BEAR
2021-06-19,46938.8114,46967.07,-0.0602,6,1.8,BEAR
2021-06-20,46938.8114,46967.07,-0.0602,6,1.8,BEAR
2021-06-21,46717.0399,46967.07,-0.5324,4,1.2,BEAR
2021-06-22,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-06-23,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-06-24,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-06-25,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-06-26,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-06-27,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-06-28,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-06-29,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-06-30,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-07-01,46482.2838,46967.07,-1.0322,2,0.7,BEAR
2021-07-02,46317.899,46967.07,-1.3822,1,0.35,BEAR
2021-07-03,46317.899,46967.07,-1.3822,1,0.35,BEAR
2021-07-04,46317.899,46967.07,-1.3822,1,0.35,BEAR
2021-07-05,46317.899,46967.07,-1.3822,1,0.35,BEAR
2021-07-06,46266.4495,46967.07,-1.4917,0,0.0,BEAR
2021-07-07,46266.4495,46967.07,-1.4917,0,0.0,BEAR
2021-07-08,46266.4495,46967.07,-1.4917,0,0.0,BEAR
2021-07-09,46266.4495,46967.07,-1.4917,0,0.0,BEAR
2021-07-10,46266.4495,46967.07,-1.4917,0,0.0,BEAR
2021-07-11,46266.4495,46967.07,-1.4917,0,0.0,BEAR
2021-07-12,46266.4495,46967.07,-1.4917,1,0.35,BEAR
2021-07-13,46266.4495,46967.07,-1.4917,1,0.35,BEAR
2021-07-14,46266.4495,46967.07,-1.4917,1,0.35,BEAR
2021-07-15,46266.4495,46967.07,-1.4917,1,0.35,BEAR
2021-07-16,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-17,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-18,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-19,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-20,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-21,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-22,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-23,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-24,46266.4495,46967.07,-1.4917,3,0.95,BEAR
2021-07-25,46266.4495,46967.07,-1.4917,4,1.2,BEAR
2021-07-26,46266.4495,46967.07,-1.4917,4,1.2,BEAR
2021-07-27,46266.4495,46967.07,-1.4917,4,1.2,BEAR
2021-07-28,46266.4495,46967.07,-1.4917,4,1.2,BEAR
2021-07-29,46266.4495,46967.07,-1.4917,4,1.2,BEAR
2021-07-30,46266.4495,46967.07,-1.4917,7,1.95,MIXED
2021-07-31,46266.4495,46967.07,-1.4917,9,2.45,MIXED
2021-08-01,46266.4495,46967.07,-1.4917,9,2.45,BEAR
2021-08-02,46352.9392,46967.07,-1.3076,8,2.1,BEAR
2021-08-03,46237.273,46967.07,-1.5538,7,1.85,BEAR
2021-08-04,46237.273,46967.07,-1.5538,7,1.85,BEAR
2021-08-05,46237.273,46967.07,-1.5538,9,2.35,MIXED
2021-08-06,46600.8456,46967.07,-0.7797,10,2.5,MIXED
2021-08-07,46600.8456,46967.07,-0.7797,14,3.5,MIXED
2021-08-08,46600.8456,46967.07,-0.7797,14,3.5,MIXED
2021-08-09,46600.8456,46967.07,-0.7797,16,4.2,BULL
2021-08-10,46600.8456,46967.07,-0.7797,16,4.2,BULL
2021-08-11,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-12,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-13,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-14,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-15,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-16,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-17,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-18,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-19,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-20,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-21,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-22,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-23,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-24,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-25,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-26,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-27,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-28,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-29,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-30,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-08-31,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-09-01,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-09-02,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-09-03,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-09-04,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-09-05,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-09-06,46600.8456,46967.07,-0.7797,18,4.9,BULL
2021-09-07,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-08,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-09,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-10,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-11,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-12,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-13,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-14,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-15,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-16,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-17,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-18,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-19,46368.7503,46967.07,-1.2739,17,4.75,BULL
2021-09-20,46368.7503,46967.07,-1.2739,17,4.75,MIXED
2021-09-21,45811.1884,46967.07,-2.461,13,3.55,BEAR
2021-09-22,45811.1884,46967.07,-2.461,13,3.55,MIXED
2021-09-23,45811.1884,46967.07,-2.461,14,3.9,BULL
2021-09-24,45648.0855,46967.07,-2.8083,13,3.55,BEAR
2021-09-25,45648.0855,46967.07,-2.8083,13,3.55,BEAR
2021-09-26,45368.4804,46967.07,-3.4036,11,2.95,MIXED
2021-09-27,45368.4804,46967.07,-3.4036,11,2.95,BEAR
2021-09-28,45368.4804,46967.07,-3.4036,13,3.45,BEAR
2021-09-29,45368.4804,46967.07,-3.4036,13,3.45,BEAR
2021-09-30,45368.4804,46967.07,-3.4036,13,3.45,MIXED
2021-10-01,45368.4804,46967.07,-3.4036,13,3.45,BULL
2021-10-02,45368.4804,46967.07,-3.4036,13,3.45,BULL
2021-10-03,45368.4804,46967.07,-3.4036,13,3.45,BULL
2021-10-04,45368.4804,46967.07,-3.4036,13,3.45,BULL
2021-10-05,45368.4804,46967.07,-3.4036,14,3.8,BULL
2021-10-06,45368.4804,46967.07,-3.4036,14,3.8,BULL
2021-10-07,45368.4804,46967.07,-3.4036,16,4.5,BULL
2021-10-08,45368.4804,46967.07,-3.4036,16,4.5,BULL
2021-10-09,45368.4804,46967.07,-3.4036,16,4.5,BULL
2021-10-10,45368.4804,46967.07,-3.4036,16,4.5,BULL
2021-10-11,45208.1412,46967.07,-3.745,15,4.15,BULL
2021-10-12,45049.3516,46967.07,-4.0831,14,3.8,MIXED
2021-10-13,45049.3516,46967.07,-4.0831,14,3.8,BULL
2021-10-14,45049.3516,46967.07,-4.0831,15,4.15,BULL
2021-10-15,45049.3516,46967.07,-4.0831,16,4.5,BULL
2021-10-16,45049.3516,46967.07,-4.0831,16,4.5,BULL
2021-10-17,44891.6788,46967.07,-4.4188,16,4.5,BULL
2021-10-18,44891.6788,46967.07,-4.4188,16,4.5,BULL
2021-10-19,45184.8866,46967.07,-3.7945,14,4.0,BULL
2021-10-20,45184.8866,46967.07,-3.7945,15,4.35,BULL
2021-10-21,45184.8866,46967.07,-3.7945,16,4.7,BULL
2021-10-22,45184.8866,46967.07,-3.7945,16,4.7,BULL
2021-10-23,45184.8866,46967.07,-3.7945,16,4.7,BULL
2021-10-24,45184.8866,46967.07,-3.7945,16,4.7,BULL
2021-10-25,45184.8866,46967.07,-3.7945,16,4.7,BULL
2021-10-26,45184.8866,46967.07,-3.7945,16,4.7,BULL
2021-10-27,45026.7395,46967.07,-4.1313,15,4.35,BULL
2021-10-28,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-10-29,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-10-30,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-10-31,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-01,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-02,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-03,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-04,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-05,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-06,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-07,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-08,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-09,45026.7395,46967.07,-4.1313,16,4.7,BULL
2021-11-10,44869.1459,46967.07,-4.4668,15,4.35,BULL
2021-11-11,44869.1459,46967.07,-4.4668,15,4.35,BULL
2021-11-12,44869.1459,46967.07,-4.4668,15,4.35,BULL
2021-11-13,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-14,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-15,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-16,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-17,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-18,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-19,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-20,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-21,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-22,44869.1459,46967.07,-4.4668,16,4.7,BULL
2021-11-23,45586.531,46967.07,-2.9394,15,4.45,BULL
2021-11-24,45586.531,46967.07,-2.9394,15,4.45,BULL
2021-11-25,45586.531,46967.07,-2.9394,15,4.45,BULL
2021-11-26,45586.531,46967.07,-2.9394,15,4.45,BULL
2021-11-27,45586.531,46967.07,-2.9394,15,4.45,BULL
2021-11-28,46756.9206,46967.07,-0.4474,13,3.95,BULL
2021-11-29,50130.4353,50130.4353,0.0,12,3.7,BULL
2021-11-30,50130.4353,50130.4353,0.0,12,3.7,BULL
2021-12-01,50130.4353,50130.4353,0.0,12,3.7,BULL
2021-12-02,50130.4353,50130.4353,0.0,12,3.7,BULL
2021-12-03,50130.4353,50130.4353,0.0,12,3.7,BULL
2021-12-04,49438.4076,50419.5655,-1.946,4,1.3,BEAR
2021-12-05,49581.8567,50419.5655,-1.6615,4,1.4,BEAR
2021-12-06,49581.8567,50419.5655,-1.6615,5,1.75,BEAR
2021-12-07,49581.8567,50419.5655,-1.6615,6,2.0,MIXED
2021-12-08,49581.8567,50419.5655,-1.6615,6,2.0,BEAR
2021-12-09,49581.8567,50419.5655,-1.6615,6,2.0,BEAR
2021-12-10,50215.6431,50419.5655,-0.4045,5,1.65,BEAR
2021-12-11,50215.6431,50419.5655,-0.4045,6,1.9,BEAR
2021-12-12,50215.6431,50419.5655,-0.4045,6,1.9,BEAR
2021-12-13,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-14,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-15,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-16,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-17,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-18,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-19,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-20,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-21,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-22,50090.104,50419.5655,-0.6534,5,1.65,BEAR
2021-12-23,50090.104,50419.5655,-0.6534,6,1.9,MIXED
2021-12-24,50090.104,50419.5655,-0.6534,6,1.9,MIXED
2021-12-25,50090.104,50419.5655,-0.6534,6,1.9,MIXED
2021-12-26,50168.3815,50419.5655,-0.4982,6,1.8,MIXED
2021-12-27,50396.9864,50419.5655,-0.0448,5,1.45,MIXED
2021-12-28,50110.7762,50419.5655,-0.6124,2,0.7,BEAR
2021-12-29,50110.7762,50419.5655,-0.6124,2,0.7,BEAR
2021-12-30,50110.7762,50419.5655,-0.6124,2,0.7,BEAR
2021-12-31,50110.7762,50419.5655,-0.6124,2,0.7,BEAR
2022-01-01,50110.7762,50419.5655,-0.6124,3,0.95,BEAR
2022-01-02,50110.7762,50419.5655,-0.6124,3,0.95,BEAR
2022-01-03,50110.7762,50419.5655,-0.6124,3,0.95,BEAR
2022-01-04,50110.7762,50419.5655,-0.6124,3,0.95,BEAR
2022-01-05,50110.7762,50419.5655,-0.6124,4,1.2,BEAR
2022-01-06,50110.7762,50419.5655,-0.6124,6,1.7,BEAR
2022-01-07,50110.7762,50419.5655,-0.6124,6,1.7,BEAR
2022-01-08,50110.7762,50419.5655,-0.6124,7,2.05,BEAR
2022-01-09,50110.7762,50419.5655,-0.6124,7,2.05,BEAR
2022-01-10,50110.7762,50419.5655,-0.6124,7,2.05,BEAR
2022-01-11,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-12,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-13,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-14,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-15,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-16,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-17,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-18,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-19,50110.7762,50419.5655,-0.6124,8,2.3,BEAR
2022-01-20,49703.1015,50419.5655,-1.421,5,1.45,BEAR
2022-01-21,49293.7579,50419.5655,-2.2329,8,2.7,BEAR
2022-01-22,48993.0933,50419.5655,-2.8292,11,3.85,BEAR
2022-01-23,48993.0933,50419.5655,-2.8292,11,3.85,BEAR
2022-01-24,48993.0933,50419.5655,-2.8292,12,4.2,BEAR
2022-01-25,48993.0933,50419.5655,-2.8292,12,4.2,BEAR
2022-01-26,48993.0933,50419.5655,-2.8292,12,4.2,BEAR
2022-01-27,48993.0933,50419.5655,-2.8292,12,4.2,BEAR
2022-01-28,48993.0933,50419.5655,-2.8292,12,4.2,BEAR
2022-01-29,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-01-30,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-01-31,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-01,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-02,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-03,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-04,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-05,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-06,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-07,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-08,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-09,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-10,48993.0933,50419.5655,-2.8292,13,4.45,BEAR
2022-02-11,49567.7473,50419.5655,-1.6895,7,2.35,BEAR
2022-02-12,49987.7597,50419.5655,-0.8564,2,0.6,BEAR
