symbol,raw_r,funding_cost_r,net_r,year,exit_reason,bars_held
ENSUSDT,-1.0,-0.03135142015700108,-0.9686485798429989,2022,stop,34
ETCUSDT,-1.0,0.010174237018252687,-1.0101742370182527,2020,stop,1
ETCUSDT,-1.0,0.03339079736014925,-1.0333907973601493,2020,stop,2
ETCUSDT,4.5383938398064405,1.0738541626584632,3.464539677147977,2021,stop,76
ETCUSDT,6.375597479944217,0.24101265463603627,6.13458482530818,2021,stop,14
ETCUSDT,5.49743247358214,0.015290403904702194,5.482142069677438,2021,stop,3
ETCUSDT,-1.0,0.21936072534097706,-1.219360725340977,2021,stop,31
ETCUSDT,-1.0,0.01326202363778051,-1.0132620236377805,2021,stop,1
ETCUSDT,-0.22278491406966658,0.027069521344201958,-0.24985443541386854,2022,donchian_exit,22
ETCUSDT,-0.0005497774389032539,0.016040263288123694,-0.01659004072702695,2022,donchian_exit,23
ETHUSDT,3.696241943394108,0.9097442195684938,2.786497723825614,2020,donchian_exit,45
ETHUSDT,-1.0,0.07514018669827673,-1.0751401866982768,2020,stop,8
ETHUSDT,24.986719480832335,2.709112417693684,22.27760706313865,2020,donchian_exit,138
ETHUSDT,-0.09465820334353094,0.6034862796299866,-0.6981444829735175,2021,stop,48
ETHUSDT,0.7158347881221343,0.2483425617378543,0.46749222638428,2021,stop,53
ETHUSDT,0.4578313964522826,0.2398807569812229,0.2179506394710597,2021,donchian_exit,35
ETHUSDT,-1.0,0.03436760562771431,-1.0343676056277142,2022,stop,15
FILUSDT,0.3034418528964039,0.2561651172679497,0.04727673562845419,2021,stop,32
GRTUSDT,-1.0,0.037900688553599134,-1.037900688553599,2021,stop,6
GRTUSDT,-0.1025081405712263,0.17557233259764704,-0.27808047316887335,2021,donchian_exit,26
HOTUSDT,-1.0,0.017393456376848623,-1.0173934563768485,2021,stop,1
HOTUSDT,-1.0,0.10941686742691792,-1.1094168674269178,2021,stop,16
ICXUSDT,0.741501230729465,0.17044997727127953,0.5710512534581855,2021,donchian_exit,45
IOSTUSDT,-1.0,0.0024879931299487752,-1.0024879931299489,2020,stop,2
IOSTUSDT,-1.0,0.024353925467648238,-1.0243539254676481,2020,stop,2
IOSTUSDT,22.61531112205689,1.0216278870159412,21.59368323504095,2021,stop,66
IOSTUSDT,-1.0,0.11706139959215625,-1.1170613995921563,2021,stop,8
IOSTUSDT,5.136239596602172,0.1081558888459647,5.028083707756207,2021,stop,54
IOSTUSDT,0.04592747658186349,0.02697458136694722,0.01895289521491627,2022,stop,11
IOTAUSDT,-1.0,0.0034029181089265384,-1.0034029181089266,2020,stop,1
IOTAUSDT,-1.0,0.09096565439493459,-1.0909656543949346,2020,stop,3
IOTAUSDT,21.107143640779444,2.264748001983244,18.8423956387962,2021,donchian_exit,127
IOTAUSDT,0.8796305295544803,0.193912104109501,0.6857184254449793,2021,stop,46
IOTAUSDT,-1.0,0.002775024739969944,-1.00277502473997,2021,stop,3
IOTXUSDT,-1.0,0.025623383507760816,-1.0256233835077608,2022,stop,15
KAVAUSDT,-1.0,0.13655916719725147,-1.1365591671972515,2021,stop,3
KAVAUSDT,-1.0,0.4944129473359344,-1.4944129473359344,2021,stop,37
KAVAUSDT,-0.2872216966307354,0.21970802279710122,-0.5069297194278366,2021,stop,43
KAVAUSDT,-1.0,0.0019253415552475423,-1.0019253415552476,2022,stop,1
KAVAUSDT,-1.0,0.00865828360889497,-1.0086582836088949,2022,stop,6
KAVAUSDT,-1.0,-0.11544423796182852,-0.8845557620381714,2022,stop,38
KNCUSDT,0.8618653025753982,0.5111768555313275,0.35068844704407065,2021,donchian_exit,36
KNCUSDT,-0.0882137221895358,0.4900809188550062,-0.578294641044542,2021,donchian_exit,60
KNCUSDT,-1.0,0.15360178455483528,-1.1536017845548352,2021,stop,24
KNCUSDT,-1.0,0.0975044965409585,-1.0975044965409584,2021,stop,17
KNCUSDT,4.563275080280195,-0.01538481710557461,4.578659897385769,2022,donchian_exit,96
KNCUSDT,-1.0,-0.02405378019910168,-0.9759462198008984,2022,stop,8
KSMUSDT,-1.0,0.013596972788097992,-1.013596972788098,2021,stop,6
KSMUSDT,1.4317429511717008,0.2294188188452709,1.20232413232643,2021,stop,99
LINKUSDT,1.6664509375970091,0.1286996869441684,1.5377512506528408,2020,donchian_exit,31
LINKUSDT,-1.0,0.015547384051833152,-1.0155473840518332,2020,stop,12
LINKUSDT,-1.0,0.07837075524632767,-1.0783707552463278,2020,stop,5
LINKUSDT,-1.0,0.10853935549677343,-1.1085393554967735,2021,stop,5
LINKUSDT,0.8946968449157161,0.7792726537238386,0.11542419119187752,2021,donchian_exit,68
LINKUSDT,0.9365430243390775,0.6613787500546168,0.2751642742844608,2021,donchian_exit,45
LINKUSDT,-1.0,0.19726061332296124,-1.1972606133229613,2021,stop,41
LINKUSDT,-0.5205381385383502,0.14235644835726197,-0.6628945868956122,2021,donchian_exit,24
LINKUSDT,-0.8551769027894803,0.022812625222266857,-0.8779895280117472,2022,donchian_exit,14
LTCUSDT,-1.0,0.7278696255360912,-1.7278696255360912,2020,stop,38
LTCUSDT,12.797297254352062,1.142988751644547,11.654308502707515,2020,donchian_exit,98
LTCUSDT,-1.0,0.2803522693302787,-1.2803522693302787,2021,stop,11
LTCUSDT,-1.0,0.6622646496586728,-1.6622646496586728,2021,stop,43
LTCUSDT,-1.0,0.20674642526382306,-1.2067464252638231,2021,stop,43
LTCUSDT,-1.0,0.05646699243600993,-1.05646699243601,2021,stop,7
LTCUSDT,-1.0,0.06548703416658223,-1.0654870341665823,2021,stop,10
LTCUSDT,-0.5537082287101182,0.022141682485548674,-0.5758499111956669,2022,donchian_exit,22
MANAUSDT,17.08953502438349,0.004490508306412887,17.085044516077076,2021,stop,2
MANAUSDT,-1.0,0.0008486664778242893,-1.0008486664778242,2022,stop,3
MASKUSDT,-1.0,-0.26662381537704616,-0.7333761846229538,2022,stop,6
MTLUSDT,-1.0,-0.08604235564505908,-0.9139576443549409,2022,stop,12
NEARUSDT,9.012301574459904,0.2592882927564039,8.7530132817035,2021,stop,63
NEARUSDT,0.11956627775338527,0.19122206626737087,-0.0716557885139856,2021,donchian_exit,26
NEARUSDT,-1.0,0.002635044057276366,-1.0026350440572764,2022,stop,10
NEARUSDT,0.9074877560599538,0.051733715361628414,0.8557540406983254,2022,donchian_exit,33
NEOUSDT,-1.0,-0.0019806023720190446,-0.998019397627981,2020,stop,5
NEOUSDT,-1.0,0.0648782676038682,-1.0648782676038682,2020,stop,3
NEOUSDT,19.158449542749082,2.053536212867392,17.10491332988169,2021,donchian_exit,131
NEOUSDT,-1.0,0.2716170567298379,-1.271617056729838,2021,stop,52
NEOUSDT,-1.0,0.07641382985459941,-1.0764138298545993,2021,stop,8
OGNUSDT,-1.0,0.11560709450469013,-1.11560709450469,2021,stop,17
OGNUSDT,-1.0,0.004274468472845893,-1.004274468472846,2022,stop,9
ONEUSDT,-1.0,0.20564796804722163,-1.2056479680472216,2021,stop,55
ONEUSDT,-1.0,-0.06076230293710303,-0.939237697062897,2022,stop,19
ONTUSDT,-1.0,0.034652758811640545,-1.0346527588116405,2020,stop,3
ONTUSDT,-1.0,0.050954366142607115,-1.050954366142607,2021,stop,2
ONTUSDT,-1.0,0.04595293688424518,-1.045952936884245,2021,stop,3
ONTUSDT,1.658079625781944,1.5503273936046722,0.1077522321772717,2021,stop,100
ONTUSDT,-1.0,0.21738705529309932,-1.2173870552930994,2021,stop,27
ONTUSDT,-1.0,0.013050497591848717,-1.0130504975918486,2021,stop,3
ONTUSDT,-1.0,0.0041259847987233185,-1.0041259847987234,2021,stop,1
QTUMUSDT,-1.0,0.09183742934280836,-1.0918374293428084,2020,stop,5
QTUMUSDT,26.174948433896564,1.679203795308099,24.495744638588466,2021,stop,131
QTUMUSDT,0.8867946264283696,0.22123011516453103,0.6655645112638385,2021,stop,45
QTUMUSDT,-1.0,0.015823167598933013,-1.015823167598933,2021,stop,8
QTUMUSDT,-0.8575177762921463,0.10552283095569827,-0.9630406072478446,2021,donchian_exit,18
RLCUSDT,-1.0,0.05469590524051563,-1.0546959052405156,2021,stop,5
RLCUSDT,-1.0,0.2782827115062646,-1.2782827115062645,2021,stop,14
RLCUSDT,3.436767040491648,0.04318201803844153,3.3935850224532063,2021,stop,7
RLCUSDT,-1.0,0.11170719148290699,-1.111707191482907,2021,stop,16
RLCUSDT,-1.0,0.04769703284919106,-1.047697032849191,2021,stop,8
RSRUSDT,-1.0,0.2012081098334704,-1.2012081098334704,2021,stop,33
RSRUSDT,-1.0,0.0449152607541593,-1.0449152607541592,2021,stop,5
RSRUSDT,-1.0,0.013220085437170199,-1.0132200854371702,2021,stop,1
RSRUSDT,-1.0,0.011950753329200403,-1.0119507533292005,2021,stop,4
RUNEUSDT,3.1957209722410425,0.298273573892158,2.8974473983488847,2021,donchian_exit,50
RUNEUSDT,1.434773864282167,0.20358632560473788,1.2311875386774291,2021,donchian_exit,104
RUNEUSDT,0.31043851036871406,-0.018407239953192284,0.3288457503219063,2022,donchian_exit,28
RVNUSDT,-1.0,0.04638299151512415,-1.0463829915151242,2021,stop,6
RVNUSDT,-1.0,0.001835227837341205,-1.0018352278373412,2022,stop,1
RVNUSDT,-1.0,-0.005710853578564303,-0.9942891464214357,2022,stop,9
SANDUSDT,-1.0,0.08171318102842791,-1.081713181028428,2021,stop,9
SANDUSDT,3.4403027295754627,0.005189066889843542,3.435113662685619,2021,stop,2
SANDUSDT,-1.0,0.05355336926448793,-1.0535533692644878,2021,stop,7
SANDUSDT,0.8081401385964075,0.03812141915704034,0.7700187194393672,2021,stop,28
SFPUSDT,-1.0,-0.009920561559589005,-0.990079438440411,2021,stop,1
SFPUSDT,-1.0,0.020330982384841625,-1.0203309823848417,2021,stop,9
SFPUSDT,-1.0,-0.21622847544031282,-0.7837715245596872,2022,stop,6
SKLUSDT,-1.0,0.08691760142590992,-1.0869176014259099,2021,stop,45
SKLUSDT,-1.0,0.02305720336963625,-1.0230572033696363,2022,stop,13
SNXUSDT,-1.0,0.0011372088026167509,-1.0011372088026167,2021,stop,1
SNXUSDT,-1.0,0.13676102901345952,-1.1367610290134595,2021,stop,25
SNXUSDT,-1.0,0.008218052895208043,-1.008218052895208,2021,stop,5
SNXUSDT,-1.0,0.06526356282212635,-1.0652635628221263,2021,stop,7
SNXUSDT,-1.0,0.011788431062663892,-1.011788431062664,2022,stop,6
SOLUSDT,3.3894027108055087,0.42506788552495584,2.964334825280553,2021,donchian_exit,46
SOLUSDT,12.759942206064256,0.22748947977078646,12.532452726293469,2021,donchian_exit,46
SOLUSDT,0.15636484361651207,0.13648777792376837,0.019877065692743695,2021,donchian_exit,28
SOLUSDT,-1.0,0.019330801086123565,-1.0193308010861235,2022,stop,12
STORJUSDT,-0.8711650930568652,0.12335809123050824,-0.9945231842873734,2021,donchian_exit,41
STORJUSDT,-1.0,-0.009232530056894794,-0.9907674699431052,2021,stop,4
STORJUSDT,-1.0,0.02200848602308718,-1.0220084860230871,2022,stop,10
SUSHIUSDT,-1.0,0.009135702765470518,-1.0091357027654706,2021,stop,5
SUSHIUSDT,0.6232666771334706,0.17574249431846292,0.4475241828150077,2021,donchian_exit,32
SUSHIUSDT,-1.0,0.007869653497527931,-1.007869653497528,2021,stop,4
SUSHIUSDT,-1.0,0.04820036315595579,-1.0482003631559558,2021,stop,9
SUSHIUSDT,-1.0,0.007504597221018293,-1.0075045972210184,2021,stop,5
THETAUSDT,66.80453274876896,1.50722661668043,65.29730613208854,2020,donchian_exit,147
THETAUSDT,-1.0,0.19358506321881785,-1.1935850632188179,2021,stop,33
THETAUSDT,-1.0,0.013051091219530488,-1.0130510912195305,2021,stop,1
THETAUSDT,-1.0,0.05972766297744991,-1.05972766297745,2021,stop,11
TRBUSDT,-0.7377727599630517,0.49853749239448,-1.2363102523575318,2021,stop,58
TRBUSDT,-1.0,0.19019375496727353,-1.1901937549672734,2021,stop,24
TRBUSDT,-1.0,0.010656956784834382,-1.0106569567848345,2021,stop,3
TRBUSDT,0.391328865690183,0.05615348660724096,0.33517537908294204,2022,donchian_exit,30
TRXUSDT,-1.0,0.028814212455798877,-1.0288142124557988,2020,stop,1
TRXUSDT,-1.0,0.03773654505750084,-1.037736545057501,2020,stop,2
TRXUSDT,2.6198627430237087,-0.03913148869928225,2.658994231722991,2020,stop,33
TRXUSDT,-1.0,0.012827937298833466,-1.0128279372988334,2020,stop,1
TRXUSDT,-1.0,0.10717869605521489,-1.1071786960552148,2020,stop,3
TRXUSDT,-1.0,0.024740149472123874,-1.0247401494721238,2021,stop,2
TRXUSDT,-1.0,0.28957665869649596,-1.2895766586964958,2021,stop,14
TRXUSDT,-1.0,0.7906335382757032,-1.7906335382757033,2021,stop,49
TRXUSDT,1.740342500522328,0.29284708100011003,1.447495419522218,2021,donchian_exit,54
TRXUSDT,-1.0,0.1471404661148014,-1.1471404661148015,2021,stop,24
TRXUSDT,-1.0,0.002046193551745002,-1.002046193551745,2022,stop,1
UNIUSDT,-1.0,0.1086117797232713,-1.1086117797232713,2021,stop,12
UNIUSDT,0.2208503329336129,0.19691611426187042,0.023934218671742474,2021,donchian_exit,34
UNIUSDT,-1.0,0.03092103245695783,-1.0309210324569578,2022,stop,21
VETUSDT,-1.0,0.09280924617032162,-1.0928092461703216,2020,stop,5
VETUSDT,34.69943834117105,1.6919958216218218,33.00744251954923,2020,donchian_exit,135
VETUSDT,-0.13287674766611451,0.2793029767678695,-0.41217972443398404,2021,stop,45
VETUSDT,-0.04938372918815601,0.23770356997402856,-0.28708729916218456,2021,donchian_exit,28
VETUSDT,-1.0,0.014931157556982669,-1.0149311575569826,2022,stop,7
XLMUSDT,-1.0,0.02920026617344375,-1.0292002661734438,2020,stop,10
XLMUSDT,-1.0,0.018067014809684555,-1.0180670148096846,2020,stop,1
XLMUSDT,-0.3569900625712184,0.25224392919728567,-0.6092339917685041,2020,stop,30
XLMUSDT,-1.0,0.014871960602080354,-1.0148719606020804,2021,stop,2
XLMUSDT,-1.0,0.2529925886846715,-1.2529925886846716,2021,stop,12
XLMUSDT,-1.0,0.5876839303475647,-1.5876839303475647,2021,stop,21
XLMUSDT,-1.0,0.2585153233716314,-1.2585153233716313,2021,stop,27
XLMUSDT,-1.0,0.08773722527263553,-1.0877372252726356,2021,stop,11
XMRUSDT,-1.0,0.0147024941846728,-1.0147024941846727,2020,stop,2
XMRUSDT,3.006668415614631,-0.20166862334585003,3.2083370389604813,2020,donchian_exit,94
XMRUSDT,-1.0,0.01973758724150009,-1.0197375872415,2021,stop,1
XMRUSDT,0.729746521200972,0.706087624200639,0.02365889700033308,2021,donchian_exit,41
XMRUSDT,3.033798144076988,0.6408022170864036,2.3929959269905847,2021,donchian_exit,48
XMRUSDT,0.9142951109089499,0.1963328599114369,0.717962250997513,2021,donchian_exit,41
XMRUSDT,-1.0,-0.0009223145976258965,-0.9990776854023741,2022,stop,4
XMRUSDT,0.19589930755081075,0.05835450346232709,0.13754480408848366,2022,donchian_exit,33
XRPUSDT,2.8336666544612057,0.7073962065504772,2.1262704479107284,2020,donchian_exit,33
XRPUSDT,3.0086508048525245,0.07852431621432487,2.9301264886381997,2020,stop,7
XRPUSDT,-1.0,0.05530818087025265,-1.0553081808702527,2020,stop,3
XRPUSDT,5.768957403288137,1.2761502837676755,4.492807119520462,2021,donchian_exit,109
XRPUSDT,0.94691605782545,0.30761257797423264,0.6393034798512174,2021,stop,44
XRPUSDT,-1.0,0.02441161474558173,-1.0244116147455817,2021,stop,2
XRPUSDT,-1.0,0.0055794796887893554,-1.0055794796887894,2022,stop,3
XRPUSDT,-1.0,-0.01746032623586378,-0.9825396737641362,2022,stop,6
XTZUSDT,-1.0,0.06910698185355714,-1.0691069818535572,2020,stop,3
XTZUSDT,-1.0,0.10086487835944526,-1.1008648783594452,2021,stop,5
XTZUSDT,2.1290311806464484,1.2976971329885658,0.8313340476578825,2021,donchian_exit,76
XTZUSDT,4.332519111700502,0.4226679964630558,3.909851115237446,2021,stop,74
YFIUSDT,-1.0,0.4818362902434208,-1.4818362902434208,2021,stop,42
YFIUSDT,-1.0,0.19287226597488297,-1.192872265974883,2021,stop,27
YFIUSDT,-1.0,0.03266197536684491,-1.032661975366845,2021,stop,5
YFIUSDT,-1.0,0.008971687030566569,-1.0089716870305665,2021,stop,8
ZECUSDT,-1.0,0.014468902038137782,-1.0144689020381379,2020,stop,5
ZECUSDT,-1.0,0.11033469248819741,-1.1103346924881974,2020,stop,20
ZECUSDT,3.227452594450094,0.8469766237840235,2.3804759706660708,2021,donchian_exit,74
ZECUSDT,-1.0,0.559479423062638,-1.5594794230626379,2021,stop,48
ZECUSDT,-1.0,0.16053962430899615,-1.160539624308996,2021,stop,27
ZECUSDT,-0.10701770978037346,0.21936548928156613,-0.3263831990619396,2021,donchian_exit,29
ZECUSDT,-1.0,0.029415627622950694,-1.0294156276229507,2021,stop,13
ZECUSDT,0.8971595207213945,0.018740196096518058,0.8784193246248764,2022,donchian_exit,29
ZENUSDT,-0.135149095874545,0.25462816106306213,-0.3897772569376071,2021,stop,48
ZENUSDT,-1.0,0.06492952378076036,-1.0649295237807603,2021,stop,6
ZENUSDT,-1.0,0.005306057366348806,-1.0053060573663488,2021,stop,1
ZILUSDT,-1.0,0.3599086528821825,-1.3599086528821824,2021,stop,14
ZILUSDT,-0.40975626679743565,0.5975816256014268,-1.0073378923988625,2021,donchian_exit,42
ZILUSDT,-1.0,0.19559576388389618,-1.195595763883896,2021,stop,27
ZILUSDT,-1.0,0.0242563639167317,-1.0242563639167317,2021,stop,2
ZILUSDT,1.676428461421293,-0.18091144407957852,1.8573399055008715,2022,stop,4
ZRXUSDT,-1.0,0.052094408208971744,-1.0520944082089718,2021,stop,2
ZRXUSDT,2.7581376643948454,0.11369037955532849,2.644447284839517,2021,stop,5
