date,trend,funding,vol_mult,auto_equity,manual_equity
2021-02-01,BULL,HIGH,1.25,61646.37832866166,60987.80099051023
2021-02-02,BULL,HIGH,1.25,61698.93544294379,61018.930431999484
2021-02-03,BULL,HIGH,1.25,61751.537365215234,61050.07576260282
2021-02-04,BULL,HIGH,1.25,61804.18413367741,61081.23699043037
2021-02-05,BULL,HIGH,1.25,61856.87578656429,61112.41412359641
2021-02-06,BULL,HIGH,1.25,61909.61236214246,61143.60717021936
2021-02-07,BULL,HIGH,1.25,61962.39389871112,61174.81613842177
2021-02-08,BULL,HIGH,1.25,62015.22043460211,61206.04103633034
2021-02-09,BULL,HIGH,1.25,62068.09200817998,61237.28187207593
2021-02-10,BULL,HIGH,1.25,62121.00865784196,61268.53865379355
2021-02-11,BULL,HIGH,1.25,62173.97042201803,61299.811389622344
2021-02-12,BULL,HIGH,1.25,62226.97733917093,61331.10008770563
2021-02-13,BULL,HIGH,1.25,62280.029447796194,61362.404756190874
2021-02-14,BULL,HIGH,1.25,62333.12678642217,61393.7254032297
2021-02-15,BULL,HIGH,1.25,62386.26939361007,61425.06203697789
2021-02-16,BULL,HIGH,1.25,62439.457307953955,61456.4146655954
2021-02-17,BULL,HIGH,1.25,62492.69056808081,61487.783297246344
2021-02-18,BULL,HIGH,1.25,62545.96921265055,61519.167940098996
2021-02-19,BULL,HIGH,1.25,62599.29328035604,61550.56860232581
2021-02-20,BULL,HIGH,1.25,62652.66280992314,61581.9852921034
2021-02-21,BULL,HIGH,1.25,62706.07784011072,61613.418017612574
2021-02-22,BULL,HIGH,1.25,62759.538409710716,61644.8667870383
2021-02-23,BULL,LOW,1.25,62805.02156364623,61676.33160856972
2021-02-24,BULL,LOW,1.25,62850.53768017746,61707.81249040017
2021-02-25,BULL,LOW,1.25,62896.086783193095,61739.30944072715
2021-02-26,BULL,HIGH,1.25,62949.70934644149,61770.82246775236
2021-02-27,BULL,LOW,1.25,62995.33032124389,61802.35157968169
2021-02-28,BULL,HIGH,1.25,63049.03749536664,61833.89678472519
2021-03-01,BULL,HIGH,1.25,63102.790457971445,61865.45809109714
2021-03-02,BULL,HIGH,1.25,63156.589248095646,61897.035507015986
2021-03-03,BULL,HIGH,1.25,63210.43390480986,61928.62904070437
2021-03-04,BULL,HIGH,1.25,63264.32446721803,61960.23870038914
2021-03-05,BULL,HIGH,1.25,63318.26097445741,61991.86449430134
2021-03-06,BULL,HIGH,1.25,63372.24346569863,62023.50643067622
2021-03-07,BULL,HIGH,1.25,63426.27198014573,62055.16451775322
2021-03-08,BULL,HIGH,1.25,63480.34655703616,62086.838763775995
2021-03-09,BULL,HIGH,1.25,63534.46723564083,62118.529176992415
2021-03-10,BULL,HIGH,1.25,63588.63405526412,62150.23576565454
2021-03-11,BULL,HIGH,1.25,63642.847055243925,62181.95853801867
2021-03-12,BULL,HIGH,1.25,63697.106274951686,62213.69750234528
2021-03-13,BULL,HIGH,1.25,63751.411753792396,62245.45266689911
2021-03-14,BULL,HIGH,1.25,63805.76353120465,62277.22403994908
2021-03-15,BULL,HIGH,1.25,63860.161646660665,62309.011629768334
2021-03-16,BULL,HIGH,1.25,63914.60613966632,62340.81544463427
2021-03-17,BULL,HIGH,1.25,63969.09704976116,62372.63549282846
2021-03-18,BULL,HIGH,1.25,64023.63441651846,62404.47178263676
2021-03-19,BULL,HIGH,1.25,64078.218279545195,62436.32432234922
2021-03-20,BULL,HIGH,1.25,64132.84867848215,62468.19312026012
2021-03-21,BULL,HIGH,1.25,64187.52565300388,62500.07818466799
2021-03-22,BULL,HIGH,1.25,64242.24924281878,62531.97952387558
2021-03-23,BULL,HIGH,1.25,64297.019487669095,62563.8971461899
2021-03-24,BULL,HIGH,1.25,64351.83642733094,62595.83105992217
2021-03-25,BULL,HIGH,1.25,64406.70010161436,62627.78127338789
2021-03-26,BULL,HIGH,1.25,64461.61055036333,62659.74779490676
2021-03-27,BULL,HIGH,1.25,64516.56781345579,62691.73063280276
2021-03-28,BULL,HIGH,1.25,64571.571930803686,62723.72979540411
2021-03-29,BULL,HIGH,1.25,64626.62294235299,62755.74529104328
2021-03-30,BULL,HIGH,1.25,64681.72088808373,62787.77712805698
2021-03-31,BULL,HIGH,1.25,64736.865808010014,62819.8253147862
2021-04-01,BULL,HIGH,1.0,64781.01935534606,62851.88985957617
2021-04-02,BULL,HIGH,1.0,64825.20301745084,62883.97077077639
2021-04-03,BULL,HIGH,1.0,64869.416814864024,62916.0680567406
2021-04-04,BULL,HIGH,1.0,64913.66076813929,62948.181725826835
2021-04-05,BULL,HIGH,1.0,64957.93489784434,62980.311786397375
2021-04-06,BULL,HIGH,1.0,65002.23922456089,63012.45824681878
2021-04-07,BULL,HIGH,1.0,65046.573768884715,63044.621115461865
2021-04-08,BULL,HIGH,1.0,65090.93855142562,63076.80040070174
2021-04-09,BULL,HIGH,1.0,65135.333592807474,63108.99611091777
2021-04-10,BULL,HIGH,1.0,65179.75891366821,63141.2082544936
2021-04-11,BULL,HIGH,1.0,65224.21453465983,63173.436839817165
2021-04-12,BULL,HIGH,1.0,65268.70047644845,63205.68187528067
2021-04-13,BULL,HIGH,1.0,65313.21675971425,63237.94336928062
2021-04-14,BULL,HIGH,1.0,65357.76340515151,63270.22133021778
2021-04-15,BULL,HIGH,1.0,65402.340433468664,63302.51576649722
2021-04-16,BULL,HIGH,1.0,65446.94786538824,63334.8266865283
2021-04-17,BULL,HIGH,1.0,65491.5857216469,63367.15409872467
2021-04-18,BULL,HIGH,1.25,65547.4210983326,63399.49801150428
2021-04-19,BULL,HIGH,1.25,65603.30407791653,63431.85843328936
2021-04-20,BULL,HIGH,1.25,65659.23470098292,63464.23537250645
2021-04-21,BULL,HIGH,1.25,65715.2130081506,63496.6288375864
2021-04-22,BULL,HIGH,1.25,65771.23904007304,63529.03883696435
2021-04-23,BULL,HIGH,1.25,65827.31283743834,63561.46537907974
2021-04-24,BULL,HIGH,1.25,65883.43444096933,63593.90847237634
2021-04-25,BULL,HIGH,1.25,65939.60389142354,63626.36812530221
2021-04-26,BULL,HIGH,1.25,65995.82122959325,63658.84434630973
2021-04-27,BULL,HIGH,1.25,66052.0864963055,63691.33714385559
2021-04-28,BULL,HIGH,1.25,66108.39973242217,63723.84652640081
2021-04-29,BULL,HIGH,1.25,66164.76097883996,63756.37250241071
2021-04-30,BULL,HIGH,1.25,66221.17027649042,63788.91508035494
2021-05-01,BULL,HIGH,1.25,66277.62766634003,63821.474268707476
2021-05-02,BULL,HIGH,1.25,66334.13318939018,63854.050075946616
2021-05-03,BULL,HIGH,1.0,66379.3761472198,63886.64251055498
2021-05-04,BULL,HIGH,1.0,66424.64996284667,63919.251581019525
2021-05-05,BULL,HIGH,1.25,66481.2808309349,63951.877295831546
2021-05-06,BULL,HIGH,1.0,66526.62415028612,63984.51966348665
2021-05-07,BULL,HIGH,1.0,66571.99839588582,64017.178692484806
2021-05-08,BULL,HIGH,1.0,66617.40358882712,64049.8543913303
2021-05-09,BULL,HIGH,1.0,66662.83975021755,64082.54676853178
2021-05-10,BULL,HIGH,1.0,66708.30690117904,64115.25583260221
2021-05-11,BULL,HIGH,1.0,66753.80506284791,64147.98159205893
2021-05-12,BULL,HIGH,1.25,66810.71655475665,64180.724055423605
2021-05-13,BULL,HIGH,1.25,66867.67656701429,64213.48323122226
2021-05-14,BULL,HIGH,1.25,66924.68514098723,64246.259127985264
2021-05-15,BULL,HIGH,1.25,66981.74231807714,64279.051754247346
2021-05-16,BULL,HIGH,1.25,67038.84813972101,64311.8611185476
2021-05-17,BULL,HIGH,1.25,67096.00264739114,64344.68722942945
2021-05-18,BULL,HIGH,1.25,67153.2058825952,64377.530095440714
2021-05-19,BEAR,LOW,1.25,67190.74805700882,64410.38972513356
2021-05-20,MIXED,LOW,1.25,67225.97325517763,64443.26612706451
2021-05-21,BEAR,LOW,1.25,67263.55611038016,64476.159309794464
2021-05-22,BEAR,LOW,1.25,67301.15997637565,64509.0692818887
2021-05-23,BEAR,LOW,1.25,67338.78486491024,64541.996051916845
2021-05-24,BEAR,LOW,1.25,67376.43078773662,64574.93962845292
2021-05-25,BEAR,HIGH,1.25,67424.74251603277,64607.90002007532
2021-05-26,MIXED,HIGH,1.25,67468.70976716524,64640.87723536681
2021-05-27,MIXED,HIGH,1.25,67512.70568906605,64673.871282914544
2021-05-28,BEAR,LOW,1.25,67550.44884278154,64706.882171310055
2021-05-29,BEAR,HIGH,1.25,67598.88534932573,64739.90990914926
2021-05-30,BEAR,HIGH,1.25,67647.35658687774,64772.95450503247
2021-05-31,BEAR,HIGH,1.25,67695.86258034114,64806.015967564366
2021-06-01,BEAR,HIGH,1.25,67744.4033546374,64839.094305354054
2021-06-02,MIXED,HIGH,1.25,67788.57905459509,64872.189527015005
2021-06-03,MIXED,HIGH,1.25,67832.78356124928,64905.301641165104
2021-06-04,MIXED,LOW,1.0,67861.23299290329,64938.43065642662
2021-06-05,BEAR,LOW,1.0,67891.58339195226,64971.57658142625
2021-06-06,BEAR,HIGH,1.0,67930.52828341746,65004.73942479506
2021-06-07,BEAR,LOW,1.0,67960.90967423635,65037.919195168535
2021-06-08,BEAR,LOW,1.0,67991.30465289169,65071.11590118658
2021-06-09,BEAR,LOW,1.0,68021.71322546052,65104.3295514935
2021-06-10,BEAR,HIGH,1.0,68060.73276376691,65137.56015473801
2021-06-11,BEAR,HIGH,1.0,68099.7746849904,65170.80771957323
2021-06-12,BEAR,LOW,1.0,68130.2317699221,65204.07225465673
2021-06-13,BEAR,HIGH,1.0,68169.31355810873,65237.35376865046
2021-06-14,BEAR,HIGH,1.0,68208.41776492109,65270.65227022082
2021-06-15,BEAR,LOW,1.0,68238.92343960992,65303.96776803861
2021-06-16,BEAR,LOW,1.0,68269.44275772017,65337.30027077908
2021-06-17,BEAR,HIGH,1.0,68308.60440200294,65370.649787121896
2021-06-18,BEAR,LOW,1.0,68339.1548843718,65404.016325751145
2021-06-19,BEAR,HIGH,1.0,68378.35651787076,65437.39989535536
2021-06-20,BEAR,LOW,1.0,68408.93819632108,65470.80050462751
2021-06-21,BEAR,LOW,1.0,68439.53355218489,65504.21816226499
2021-06-22,BEAR,LOW,1.0,68470.14259157932,65537.65287696965
2021-06-23,BEAR,LOW,1.0,68500.76532062422,65571.10465744775
2021-06-24,BEAR,LOW,1.0,68531.40174544218,65604.57351241003
2021-06-25,BEAR,LOW,1.0,68562.05187215852,65638.05945057166
2021-06-26,BEAR,LOW,1.0,68592.71570690132,65671.56248065227
2021-06-27,BEAR,LOW,1.0,68623.39325580136,65705.08261137591
2021-06-28,BEAR,HIGH,1.0,68662.75793797254,65738.61985147111
2021-06-29,BEAR,HIGH,1.0,68702.14520104694,65772.17420967086
2021-06-30,BEAR,HIGH,1.0,68741.55505797773,65805.74569471259
2021-07-01,BEAR,HIGH,1.0,68780.98752172552,65839.3343153382
2021-07-02,BEAR,LOW,1.0,68811.74927370378,65872.94008029405
2021-07-03,BEAR,LOW,1.0,68842.524783632,65906.56299833095
2021-07-04,BEAR,LOW,1.0,68873.31405766333,65940.2030782042
2021-07-05,BEAR,LOW,1.0,68904.11710195364,65973.86032867355
2021-07-06,BEAR,LOW,0.75,68927.2297174846,66007.53475850323
2021-07-07,BEAR,LOW,0.75,68950.35008571626,66041.22637646196
2021-07-08,BEAR,HIGH,0.75,68980.01426240521,66074.93519132289
2021-07-09,BEAR,LOW,0.75,69003.15233623915,66108.6612118637
2021-07-10,BEAR,LOW,0.75,69026.29817131329,66142.40444686651
2021-07-11,BEAR,LOW,0.75,69049.45177023103,66176.16490511796
2021-07-12,BEAR,HIGH,0.75,69079.15858295992,66209.94259540913
2021-07-13,BEAR,LOW,0.75,69102.32991292802,66243.73752653562
2021-07-14,BEAR,LOW,0.75,69125.50901529149,66277.54970729753
2021-07-15,BEAR,LOW,0.75,69148.69589265744,66311.3791464994
2021-07-16,BEAR,LOW,0.75,69171.89054763386,66345.22585295032
2021-07-17,BEAR,LOW,0.75,69195.09298282959,66379.08983546383
2021-07-18,BEAR,LOW,0.75,69218.30320085437,66412.97110285802
2021-07-19,BEAR,LOW,0.75,69241.5212043188,66446.86966395544
2021-07-20,BEAR,LOW,0.75,69264.74699583436,66480.78552758315
2021-07-21,BEAR,LOW,0.75,69287.98057801342,66514.71870257273
2021-07-22,BEAR,LOW,0.75,69311.22195346921,66548.66919776026
2021-07-23,BEAR,LOW,0.75,69334.47112481584,66582.63702198632
2021-07-24,BEAR,HIGH,0.75,69364.3005600475,66616.622184096
2021-07-25,BEAR,HIGH,0.75,69394.14282865326,66650.62469293896
2021-07-26,BEAR,HIGH,0.75,69423.99793615437,66684.64455736929
2021-07-27,MIXED,HIGH,1.0,69460.21469858283,66718.68178624567
2021-07-28,MIXED,HIGH,1.0,69496.45035438995,66752.73638843125
2021-07-29,MIXED,HIGH,0.75,69523.64127367143,66786.80837279375
2021-07-30,MIXED,HIGH,1.0,69559.91001753556,66820.89774820537
2021-07-31,MIXED,HIGH,1.0,69596.19768189575,66855.00452354288
2021-08-01,MIXED,HIGH,1.0,69632.50427662236,66889.12870768757
2021-08-02,MIXED,HIGH,1.0,69668.8298115909,66923.27030952525
2021-08-03,BEAR,HIGH,1.0,69708.79419126749,66957.42933794626
2021-08-04,MIXED,HIGH,1.0,69745.15952477539,66991.60580184551
2021-08-05,MIXED,HIGH,1.0,69781.54382916776,67025.79971012242
2021-08-06,MIXED,HIGH,1.0,69817.94711434122,67060.01107168096
2021-08-07,MIXED,HIGH,1.0,69854.3693901976,67094.23989542965
2021-08-08,MIXED,HIGH,1.0,69890.81066664384,67128.48619028156
2021-08-09,MIXED,HIGH,0.75,69918.15588185503,67162.7499651543
2021-08-10,MIXED,HIGH,0.75,69945.51179605207,67197.03122897005
2021-08-11,BULL,HIGH,0.75,69981.29136030212,67231.32999065552
2021-08-12,MIXED,HIGH,0.75,70008.67197664853,67265.64625914198
2021-08-13,BULL,HIGH,0.75,70044.4838495297,67299.98004336527
2021-08-14,BULL,HIGH,0.75,70080.31404143054,67334.33135226578
2021-08-15,BULL,HIGH,0.75,70116.16256172187,67368.70019478849
2021-08-16,BULL,HIGH,0.75,70152.0294197793,67403.08657988289
2021-08-17,BULL,HIGH,0.75,70187.91462498323,67437.49051650311
2021-08-18,BULL,HIGH,0.75,70223.81818671887,67471.9120136078
2021-08-19,BULL,HIGH,0.75,70259.74011437623,67506.35108016018
2021-08-20,BULL,HIGH,0.75,70295.6804173501,67540.80772512808
2021-08-21,BULL,HIGH,0.75,70331.63910504011,67575.28195748388
2021-08-22,BULL,HIGH,0.75,70367.61618685069,67609.77378620456
2021-08-23,BULL,HIGH,0.75,70403.61167219105,67644.28322027167
2021-08-24,BULL,HIGH,0.75,70439.62557047525,67678.81026867132
2021-08-25,BULL,HIGH,0.75,70475.65789112216,67713.35494039426
2021-08-26,BULL,HIGH,0.75,70511.70864355545,67747.91724443578
2021-08-27,BULL,HIGH,0.75,70547.77783720363,67782.4971897958
2021-08-28,BULL,HIGH,0.75,70583.8654815,67817.09478547881
2021-08-29,BULL,HIGH,0.75,70619.97158588273,67851.7100404939
2021-08-30,BULL,HIGH,0.75,70656.09615979478,67886.34296385475
2021-08-31,BULL,HIGH,0.75,70692.23921268397,67920.99356457966
2021-09-01,BULL,HIGH,0.75,70728.40075400294,67955.66185169153
2021-09-02,BULL,HIGH,0.75,70764.58079320916,67990.34783421786
2021-09-03,BULL,HIGH,0.75,70800.77933976494,68025.05152119075
2021-09-04,BULL,HIGH,0.75,70836.99640313744,68059.77292164692
2021-09-05,BULL,HIGH,0.75,70873.23199279865,68094.5120446277
2021-09-06,BULL,HIGH,0.75,70909.48611822542,68129.26889917903
2021-09-07,BULL,HIGH,1.0,70957.8496791241,68164.04349435148
2021-09-08,BULL,HIGH,1.0,71006.24622621619,68198.83583920023
2021-09-09,BULL,HIGH,0.75,71042.5683930539,68233.64594278508
2021-09-10,BULL,HIGH,0.75,71078.9091399444,68268.47381417046
2021-09-11,BULL,HIGH,0.75,71115.26847639204,68303.31946242542
2021-09-12,BULL,HIGH,0.75,71151.64641190603,68338.18289662366
2021-09-13,BULL,HIGH,1.0,71200.17513736522,68373.06412584348
2021-09-14,BULL,HIGH,1.0,71248.73696166772,68407.96315916783
2021-09-15,BULL,HIGH,1.0,71297.33190738845,68442.8800056843
2021-09-16,BULL,HIGH,1.0,71345.95999711777,68477.81467448511
2021-09-17,BULL,HIGH,0.75,71382.45593937552,68512.76717466713
2021-09-18,BULL,HIGH,0.75,71418.97055057825,68547.73751533186
2021-09-19,BULL,HIGH,0.75,71455.50384027576,68582.72570558546
2021-09-20,MIXED,HIGH,1.0,71492.78038849717,68617.73175453872
2021-09-21,BEAR,HIGH,0.75,71523.53838271754,68652.75567130711
2021-09-22,MIXED,LOW,0.75,71546.03639816865,68687.79746501072
2021-09-23,MIXED,HIGH,0.75,71574.02923076214,68722.85714477432
2021-09-24,MIXED,HIGH,0.75,71602.03301572583,68757.9347197273
2021-09-25,MIXED,HIGH,0.75,71630.0477573449,68793.03019900377
2021-09-26,MIXED,HIGH,0.75,71658.07345990621,68828.14359174245
2021-09-27,MIXED,HIGH,0.75,71686.1101276983,68863.27490708676
2021-09-28,BEAR,HIGH,0.75,71716.95129724027,68898.42415418476
2021-09-29,BEAR,HIGH,0.75,71747.80573542992,68933.59134218919
2021-09-30,MIXED,LOW,0.75,71770.37429507503,68968.77648025745
2021-10-01,MIXED,HIGH,1.0,71807.81510333325,69003.97957755164
2021-10-02,MIXED,HIGH,1.0,71845.27544352421,69039.20064323852
2021-10-03,MIXED,HIGH,1.0,71882.75532583722,69074.43968648954
2021-10-04,MIXED,HIGH,1.0,71920.25476046692,69109.6967164808
2021-10-05,BULL,HIGH,0.75,71957.04447448866,69144.97174239313
2021-10-06,BULL,HIGH,1.0,72006.12251881025,69180.26477341201
2021-10-07,BULL,HIGH,1.0,72055.2340366361,69215.57581872762
2021-10-08,BULL,HIGH,1.0,72104.37905079669,69250.90488753484
2021-10-09,BULL,HIGH,1.0,72153.55758413806,69286.25198903322
2021-10-10,MIXED,HIGH,1.0,72191.19828952925,69321.61713242703
2021-10-11,BULL,HIGH,1.0,72240.43603762129,69357.00032692522
2021-10-12,MIXED,HIGH,1.0,72278.12206532757,69392.40158174146
2021-10-13,BULL,HIGH,1.0,72327.41909946939,69427.82090609412
2021-10-14,BULL,HIGH,1.0,72376.7497564767,69463.25830920624
2021-10-15,BULL,HIGH,1.0,72426.11405928183,69498.71380030562
2021-10-16,BULL,HIGH,1.0,72475.51203083279,69534.18738862473
2021-10-17,BULL,HIGH,1.0,72524.94369409322,69569.67908340077
2021-10-18,BULL,HIGH,1.0,72574.40907204244,69605.18889387566
2021-10-19,BULL,HIGH,1.0,72623.90818767544,69640.71682929601
2021-10-20,BULL,HIGH,1.0,72673.44106400287,69676.26289891319
2021-10-21,BULL,HIGH,1.0,72723.00772405109,69711.82711198326
2021-10-22,BULL,HIGH,1.0,72772.60819086217,69747.40947776703
2021-10-23,BULL,HIGH,1.0,72822.24248749389,69783.01000553
2021-10-24,BULL,HIGH,1.0,72871.91063701976,69818.62870454244
2021-10-25,BULL,HIGH,1.0,72921.61266252902,69854.26558407932
2021-10-26,BULL,HIGH,1.0,72971.34858712667,69889.92065342037
2021-10-27,MIXED,LOW,1.0,73001.95316039257,69925.59392185003
2021-10-28,BULL,HIGH,1.25,73064.19156107548,69961.2853986575
2021-10-29,BULL,HIGH,1.0,73114.02473109995,69996.99509313673
2021-10-30,BULL,HIGH,1.0,73163.89188965946,70032.72301458639
2021-10-31,BULL,HIGH,1.0,73213.79305993575,70068.46917230988
2021-11-01,BULL,HIGH,1.0,73263.72826512641,70104.23357561539
2021-11-02,BULL,HIGH,1.0,73313.69752844483,70140.01623381586
2021-11-03,BULL,HIGH,1.0,73363.70087312022,70175.81715622895
2021-11-04,BULL,HIGH,1.0,73413.73832239766,70211.6363521771
2021-11-05,BULL,HIGH,1.0,73463.80989953807,70247.4738309875
2021-11-06,BULL,HIGH,1.0,73513.91562781823,70283.3296019921
2021-11-07,BULL,HIGH,1.0,73564.05553053081,70319.20367452761
2021-11-08,BULL,HIGH,1.0,73614.22963098435,70355.09605793553
2021-11-09,BULL,HIGH,1.0,73664.43795250331,70391.00676156211
2021-11-10,BULL,HIGH,1.0,73714.68051842804,70426.93579475835
2021-11-11,BULL,HIGH,1.0,73764.95735211481,70462.88316688006
2021-11-12,BULL,HIGH,1.0,73815.26847693583,70498.8488872878
2021-11-13,BULL,HIGH,1.0,73865.61391627924,70534.83296534691
2021-11-14,BULL,HIGH,1.0,73915.99369354913,70570.83541042755
2021-11-15,BULL,HIGH,1.0,73966.40783216557,70606.8562319046
2021-11-16,BULL,HIGH,1.0,74016.8563555646,70642.89543915776
2021-11-17,BULL,HIGH,1.0,74067.33928719822,70678.95304157151
2021-11-18,MIXED,HIGH,1.0,74105.97836461263,70715.02904853513
2021-11-19,BULL,HIGH,1.0,74156.52208159315,70751.12346944268
2021-11-20,BULL,HIGH,1.0,74207.10027173471,70787.23631369302
2021-11-21,BULL,HIGH,1.0,74257.71295854961,70823.36759068981
2021-11-22,BULL,HIGH,1.0,74308.36016556618,70859.51730984151
2021-11-23,BULL,HIGH,1.0,74359.04191632879,70895.68548056137
2021-11-24,BULL,HIGH,1.0,74409.75823439789,70931.87211226746
2021-11-25,BULL,HIGH,1.0,74460.50914334998,70968.07721438265
2021-11-26,MIXED,HIGH,1.0,74499.35332763949,71004.30079633462
2021-11-27,BULL,HIGH,1.0,74550.16534460385,71040.54286755587
2021-11-28,BULL,HIGH,1.0,74601.01201772231,71076.80343748369
2021-11-29,BULL,HIGH,1.0,74651.89337063195,71113.08251556022
2021-11-30,BULL,HIGH,1.0,74702.809426986,71149.3801112324
2021-12-01,BULL,HIGH,1.0,74753.76021045384,71185.696233952
2021-12-02,BULL,HIGH,1.0,74804.74574472095,71222.0308931756
2021-12-03,MIXED,HIGH,1.0,74843.76950863109,71258.38409836462
2021-12-04,BEAR,LOW,1.25,74885.61111264295,71294.75585898531
2021-12-05,BEAR,LOW,1.25,74927.47610831236,71331.14618450875
2021-12-06,MIXED,LOW,1.25,74966.75733780491,71367.55508441084
2021-12-07,MIXED,HIGH,1.25,75015.64268943491,71403.98256817235
2021-12-08,MIXED,NEUTRAL,1.25,75063.50461882804,71440.42864527884
2021-12-09,BEAR,LOW,1.25,75105.46906632479,71476.89332522076
2021-12-10,BEAR,HIGH,1.25,75159.32283941227,71513.37661749338
2021-12-11,BEAR,LOW,1.25,75201.34085433446,71549.87853159683
2021-12-12,MIXED,LOW,1.25,75240.76565924817,71586.39907703605
2021-12-13,BEAR,LOW,1.25,75282.82920499062,71622.9382633209
2021-12-14,BEAR,HIGH,1.25,75336.81015274035,71659.49609996603
2021-12-15,BEAR,HIGH,1.25,75390.82980709491,71696.07259649097
2021-12-16,BEAR,HIGH,1.25,75444.88819580855,71732.66776242013
2021-12-17,BEAR,HIGH,1.25,75498.98534665543,71769.28160728274
2021-12-18,BEAR,HIGH,1.0,75542.29409927479,71805.91414061293
2021-12-19,BEAR,HIGH,1.0,75585.6276952486,71842.56537194968
2021-12-20,BEAR,HIGH,0.75,75618.14653543301,71879.23531083684
2021-12-21,BEAR,HIGH,0.75,75650.67936604127,71915.92396682313
2021-12-22,BEAR,HIGH,0.75,75683.22619309239,71952.63134946216
2021-12-23,MIXED,LOW,0.75,75707.03265500387,71989.35746831237
2021-12-24,MIXED,LOW,0.75,75730.8466053333,72026.10233293715
2021-12-25,MIXED,HIGH,0.75,75760.47677099878,72062.86595290471
2021-12-26,MIXED,HIGH,0.75,75790.11852965123,72099.64833778818
2021-12-27,MIXED,HIGH,0.75,75819.77188582647,72136.44949716555
2021-12-28,BEAR,HIGH,0.75,75852.39146073714,72173.26944061973
2021-12-29,BEAR,HIGH,0.75,75885.02506941026,72210.10817773848
2021-12-30,BEAR,HIGH,0.75,75917.6727178835,72246.96571811449
2021-12-31,BEAR,HIGH,0.75,75950.33441219713,72283.84207134532
2022-01-01,BEAR,LOW,0.75,75992.25818863508,72316.63609597241
2022-01-02,BEAR,HIGH,0.75,76050.36986416814,72349.44499872468
2022-01-03,BEAR,HIGH,0.75,76108.52597800206,72382.2687863521
2022-01-04,BEAR,HIGH,0.75,76166.72656411905,72415.10746560771
2022-01-05,BEAR,LOW,0.75,76208.7697867223,72447.9610432476
2022-01-06,BEAR,LOW,0.75,76250.83621673708,72480.82952603092
2022-01-07,BEAR,HIGH,0.75,76309.14562823465,72513.7129207199
2022-01-08,BEAR,LOW,0.75,76351.26746464588,72546.61123407984
2022-01-09,BEAR,LOW,0.75,76393.4125518626,72579.5244728791
2022-01-10,BEAR,LOW,0.75,76435.58090271901,72612.4526438891
2022-01-11,BEAR,LOW,0.75,76477.7725300564,72645.39575388437
2022-01-12,BEAR,LOW,0.75,76519.98744672314,72678.35380964247
2022-01-13,BEAR,HIGH,0.75,76578.50267956777,72711.32681794406
2022-01-14,BEAR,LOW,0.75,76620.7731982052,72744.31478557287
2022-01-15,BEAR,LOW,0.75,76663.06704971915,72777.31771931572
2022-01-16,BEAR,LOW,0.75,76705.3842469891,72810.33562596247
2022-01-17,BEAR,HIGH,0.75,76764.04125373226,72843.36851230612
2022-01-18,BEAR,LOW,0.75,76806.4141876884,72876.41638514269
2022-01-19,BEAR,HIGH,0.75,76865.14845255329,72909.47925127132
2022-01-20,BEAR,LOW,0.75,76907.57719660734,72942.55711749423
