symbol,entry_time,exit_time,entry_price,exit_price,initial_risk,exit_reason,net_r,mfe_r
BAT/USDT,2023-12-25 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.2637,0.23479866292884446,0.02890133707115553,initial_stop,-0.9999999999999999,1.1694960657627669
TFUEL/USDT,2023-12-27 00:00:00+00:00,2024-01-06 00:00:00+00:00,0.05086,0.045034007667420425,0.00582599233257958,initial_stop,-0.9999999999999996,2.224513741208734
ETH/USDT,2023-12-02 00:00:00+00:00,2024-01-22 00:00:00+00:00,2164.74,2314.2,145.94299799095663,midline_exit,1.0240984634923105,3.786272775033997
ETC/USDT,2024-01-10 00:00:00+00:00,2024-01-19 00:00:00+00:00,26.41,23.448544039210137,2.9614559607898627,initial_stop,-1.0,2.0496674880085135
OGN/USDT,2024-01-11 00:00:00+00:00,2024-01-19 00:00:00+00:00,0.1878,0.1459681379416267,0.041831862058373304,initial_stop,-1.0,0.16972708482573556
WIN/USDT,2024-01-12 00:00:00+00:00,2024-01-15 00:00:00+00:00,0.0001097,9.780114930206765e-05,1.1898850697932347e-05,initial_stop,-0.9999999999999999,1.2774342989816063
DUSK/USDT,2024-01-24 00:00:00+00:00,2024-02-17 00:00:00+00:00,0.2371,0.2972,0.03741640676995227,midline_exit,1.606247237194997,3.2445659666467983
VET/USDT,2024-02-11 00:00:00+00:00,2024-02-20 00:00:00+00:00,0.03023,0.04288451625180175,0.0027167104242815042,chandelier_stop,4.658029114438476,7.810917133581549
TFUEL/USDT,2024-02-15 00:00:00+00:00,2024-02-28 00:00:00+00:00,0.04509,0.056867772894166724,0.0037103562240845887,chandelier_stop,3.1742970709160176,9.864281969052682
TFUEL/USDT,2024-02-28 00:00:00+00:00,2024-02-29 00:00:00+00:00,0.07767,0.06962184859611115,0.008048151403888853,initial_stop,-1.0000000000000004,0.3640587574662464
ETH/USDT,2024-02-12 00:00:00+00:00,2024-03-05 00:00:00+00:00,2659.99,3235.2526489991915,158.27890649455986,chandelier_stop,3.634487132490796,7.34178688579669
ARDR/USDT,2024-02-15 00:00:00+00:00,2024-03-05 00:00:00+00:00,0.0899,0.11109975436624314,0.006312036956058767,chandelier_stop,3.3586232960651525,6.1469855563435605
BAT/USDT,2024-02-17 00:00:00+00:00,2024-03-03 00:00:00+00:00,0.2523,0.30116286895896505,0.0219641439339976,chandelier_stop,2.2246653047711886,4.903446286076033
WIN/USDT,2024-02-17 00:00:00+00:00,2024-03-05 00:00:00+00:00,0.0001128,0.0001891202100856166,1.1648152146737684e-05,chandelier_stop,6.552130254152949,11.99331861741916
IOST/USDT,2024-02-18 00:00:00+00:00,2024-03-05 00:00:00+00:00,0.00919,0.010837256195322553,0.0007112833610027808,chandelier_stop,2.315893054211503,5.356515010598011
LTC/USDT,2024-02-27 00:00:00+00:00,2024-03-05 00:00:00+00:00,73.97,82.108634167675,4.749429637158718,chandelier_stop,1.7136024300686,4.360523595921611
OGN/USDT,2024-03-01 00:00:00+00:00,2024-03-05 00:00:00+00:00,0.21,0.1852040707907044,0.0247959292092956,initial_stop,-1.0000000000000002,0.8227156896524921
LTC/USDT,2024-03-11 00:00:00+00:00,2024-03-12 00:00:00+00:00,103.86,92.30094474724747,11.559055252752524,initial_stop,-1.0000000000000004,0.03547002683479383
ETC/USDT,2024-02-12 00:00:00+00:00,2024-03-15 00:00:00+00:00,26.92,31.034625542897743,2.796916810507277,chandelier_stop,1.4711290401774486,4.558591071461841
BAT/USDT,2024-03-09 00:00:00+00:00,2024-03-16 00:00:00+00:00,0.3613,0.3047492497330471,0.05655075026695288,initial_stop,-1.0000000000000002,0.39964102851535455
OGN/USDT,2024-03-09 00:00:00+00:00,2024-03-19 00:00:00+00:00,0.2332,0.19383126698063569,0.03936873301936429,initial_stop,-1.0000000000000004,1.2624231512747455
ARDR/USDT,2024-03-11 00:00:00+00:00,2024-03-16 00:00:00+00:00,0.1346,0.11943612882302714,0.015163871176972857,initial_stop,-1.0000000000000004,0.5077859017750607
DUSK/USDT,2024-03-11 00:00:00+00:00,2024-03-16 00:00:00+00:00,0.3871,0.3281194546923153,0.058980545307684706,initial_stop,-1.0,1.0647578735054128
ETH/USDT,2024-03-11 00:00:00+00:00,2024-03-15 00:00:00+00:00,4064.8,3709.0632659970142,355.73673400298594,initial_stop,-1.0,0.08185828793198362
IOST/USDT,2024-03-12 00:00:00+00:00,2024-03-15 00:00:00+00:00,0.01407,0.012032084216430514,0.002037915783569484,initial_stop,-1.0000000000000004,0.26006962813335033
DUSK/USDT,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,0.5692,0.4615609008943199,0.10763909910568012,initial_stop,-1.0000000000000002,1.0832494973366693
LTC/USDT,2024-03-29 00:00:00+00:00,2024-04-02 00:00:00+00:00,109.06,95.62111269833265,13.438887301667346,initial_stop,-1.0000000000000002,0.2782968497351695
ETC/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,35.65,30.84804283280673,4.801957167193268,initial_stop,-1.0000000000000002,0.03956720007793392
ETH/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,3694.61,3316.927304069845,377.68269593015515,initial_stop,-1.0000000000000002,0.08666004652236643
VET/USDT,2024-04-11 00:00:00+00:00,2024-04-12 00:00:00+00:00,0.0481,0.04061749407242488,0.0074825059275751135,initial_stop,-1.0000000000000002,0.4610754783749376
TFUEL/USDT,2024-04-25 00:00:00+00:00,2024-04-30 00:00:00+00:00,0.13144,0.1029374831019651,0.028502516898034902,initial_stop,-1.0,0.12490125039608171
LTC/USDT,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,88.64,81.62714382640091,7.012856173599085,initial_stop,-1.0000000000000007,0.14116930042384065
ETC/USDT,2024-05-20 00:00:00+00:00,2024-06-02 00:00:00+00:00,32.36,29.089004464160773,3.270995535839226,initial_stop,-1.0000000000000002,0.605320300289558
ETH/USDT,2024-05-20 00:00:00+00:00,2024-06-07 00:00:00+00:00,3661.78,3678.32,271.6320516608177,midline_exit,0.06089119416825368,1.1604668818450394
DUSK/USDT,2024-05-21 00:00:00+00:00,2024-06-14 00:00:00+00:00,0.37,0.3549,0.0605282679839662,midline_exit,-0.24947021454504462,2.3955749078828785
OGN/USDT,2024-05-24 00:00:00+00:00,2024-05-28 00:00:00+00:00,0.1747,0.15496355343019458,0.019736446569805423,initial_stop,-0.9999999999999997,1.4085615615594622
WIN/USDT,2024-08-24 00:00:00+00:00,2024-08-26 00:00:00+00:00,0.0001066,9.545782870579137e-05,1.1142171294208628e-05,initial_stop,-1.0000000000000002,0.5295197717043392
TFUEL/USDT,2024-09-21 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.06839,0.06165,0.008264109998973613,midline_exit,-0.8155748169902263,0.7260309943533158
ARDR/USDT,2024-09-21 00:00:00+00:00,2024-09-22 00:00:00+00:00,0.108,0.09909492749368606,0.008905072506313939,initial_stop,-0.9999999999999996,0.078606883829827
LTC/USDT,2024-10-19 00:00:00+00:00,2024-10-23 00:00:00+00:00,74.9,69.1988851137935,5.7011148862065175,initial_stop,-0.9999999999999989,0.17189620268327463
LTC/USDT,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,76.58,70.40030607541878,6.17969392458121,initial_stop,-1.0000000000000009,1.0032859354632468
VET/USDT,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,0.02844,0.025748703698140064,0.002691296301859935,initial_stop,-1.0000000000000002,0.523911097795349
TFUEL/USDT,2024-11-11 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.06484,0.05816801145022145,0.006671988549778548,initial_stop,-0.9999999999999996,0.43315422058029857
LTC/USDT,2024-11-16 00:00:00+00:00,2024-11-17 00:00:00+00:00,95.42,85.28061124717195,10.139388752828053,initial_stop,-1.0000000000000002,0.19823680194127885
BAT/USDT,2024-11-11 00:00:00+00:00,2024-11-26 00:00:00+00:00,0.1949,0.26257215303213577,0.02002122671341138,chandelier_stop,3.380020315478723,6.917658042762416
ETH/USDT,2024-11-07 00:00:00+00:00,2024-12-09 00:00:00+00:00,2895.47,3542.2863117932684,242.5735967861422,chandelier_stop,2.6664745065536337,4.915044406300826
ETC/USDT,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,21.76,31.256099849552303,1.745189197263755,chandelier_stop,5.441301071792694,10.434398762352568
VET/USDT,2024-11-16 00:00:00+00:00,2024-12-06 00:00:00+00:00,0.03151,0.06219542399222959,0.003910532958377613,chandelier_stop,7.846864946245137,12.399844347589221
IOST/USDT,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.006254,0.009477172228646004,0.0007483332384615132,chandelier_stop,4.3071349273118935,7.894878506460792
LTC/USDT,2024-11-23 00:00:00+00:00,2024-12-19 00:00:00+00:00,99.5,99.36,13.15962953348406,midline_exit,-0.01063859735897406,3.614083502805745
OGN/USDT,2024-11-23 00:00:00+00:00,2024-12-19 00:00:00+00:00,0.1178,0.1061,0.018573687440030493,midline_exit,-0.6299233815458668,2.9181066051099114
WIN/USDT,2024-11-24 00:00:00+00:00,2024-12-04 00:00:00+00:00,9.401e-05,0.0001602592545940992,1.0144968755010874e-05,chandelier_stop,6.530257134737541,11.433253546760252
DUSK/USDT,2024-11-27 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.2337,0.2139,0.037812908272183386,midline_exit,-0.52363070984851,2.771540322834541
ARDR/USDT,2025-01-09 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.11224,0.09775895337720926,0.014481046622790752,initial_stop,-0.9999999999999997,1.0883191257181912
IOST/USDT,2025-01-09 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.008273,0.007004552992955618,0.0012684470070443827,initial_stop,-1.0000000000000004,0.005518559278490535
TFUEL/USDT,2025-01-12 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.07645,0.06539556441195075,0.011054435588049251,initial_stop,-0.9999999999999999,0.26686120485329756
LTC/USDT,2025-01-16 00:00:00+00:00,2025-01-27 00:00:00+00:00,124.41,108.0779511428932,16.332048857106802,initial_stop,-0.9999999999999998,1.0292646162814547
VET/USDT,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.0561,0.04697882462822352,0.00912117537177648,initial_stop,-1.0,0.07126274558992586
ARDR/USDT,2025-04-15 00:00:00+00:00,2025-04-17 00:00:00+00:00,0.10223,0.13716715323067957,0.01703091900113139,chandelier_stop,2.051395654477521,5.017345217502558
LTC/USDT,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,94.99,85.64,10.343120046593171,midline_exit,-0.9039825466474894,1.1659924612372974
VET/USDT,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.03227,0.028872805405360767,0.0033971945946392316,initial_stop,-1.0000000000000004,0.5033565055997619
ETH/USDT,2025-05-10 00:00:00+00:00,2025-05-18 00:00:00+00:00,2583.23,2341.9655627067386,241.26443729326118,initial_stop,-1.0000000000000009,0.6435677041422667
ETC/USDT,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,20.7,18.809116254123992,1.8908837458760053,initial_stop,-1.0000000000000009,0.16394450514269243
ETH/USDT,2025-06-10 00:00:00+00:00,2025-06-13 00:00:00+00:00,2816.4,2542.6566488505496,273.74335114945035,initial_stop,-1.0000000000000007,0.22948502579594376
ETH/USDT,2025-07-09 00:00:00+00:00,2025-08-01 00:00:00+00:00,2768.74,3440.6793510278244,239.0007927253145,chandelier_stop,2.8114523946374095,4.904837287913467
ARDR/USDT,2025-07-12 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.09156,0.13211392053941595,0.009396418606458836,chandelier_stop,4.315891217483682,7.975379039465987
ETC/USDT,2025-07-16 00:00:00+00:00,2025-08-01 00:00:00+00:00,19.88,19.78,1.6645359841505947,midline_exit,-0.060076802755950884,3.6346465667351064
BAT/USDT,2025-07-20 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.168,0.15203329036770624,0.01596670963229377,initial_stop,-1.0,0.33820368281002094
IOST/USDT,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.004489,0.004016478475974942,0.00047252152402505745,initial_stop,-1.0000000000000007,0.311096939559107
OGN/USDT,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.0694,0.061688902068387584,0.007711097931612418,initial_stop,-1.0000000000000002,0.077809931260274
LTC/USDT,2025-07-10 00:00:00+00:00,2025-08-19 00:00:00+00:00,94.85,112.92244403864709,7.206159395517369,chandelier_stop,2.5079162209330472,5.4592186823499445
ETH/USDT,2025-08-08 00:00:00+00:00,2025-09-22 00:00:00+00:00,4009.5,4199.08,369.85132244465376,midline_exit,0.5125843507788715,2.561245404609186
ETC/USDT,2025-08-22 00:00:00+00:00,2025-08-25 00:00:00+00:00,24.5,21.877295335225547,2.622704664774452,initial_stop,-1.0000000000000004,0.1372628816485362
ETH/USDT,2025-10-06 00:00:00+00:00,2025-10-09 00:00:00+00:00,4684.01,4346.274616970855,337.73538302914466,initial_stop,-1.0000000000000009,0.21019414478664128
BAT/USDT,2025-10-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,0.1728,0.15725114714961122,0.015548852850388786,initial_stop,-1.0000000000000002,0.6431342618146868
LTC/USDT,2025-10-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,125.9,116.07990712794074,9.82009287205926,initial_stop,-1.0000000000000004,1.0274851909709226
BAT/USDT,2025-10-13 00:00:00+00:00,2025-10-15 00:00:00+00:00,0.2137,0.18160835104487832,0.03209164895512167,initial_stop,-1.0000000000000002,0.17138415067706367
DUSK/USDT,2025-11-07 00:00:00+00:00,2025-11-09 00:00:00+00:00,0.0875,0.0726893539422197,0.014810646057780288,initial_stop,-1.0000000000000002,0.16204559818909708
BAT/USDT,2025-11-07 00:00:00+00:00,2025-11-13 00:00:00+00:00,0.2262,0.1818877182992295,0.044312281700770506,initial_stop,-1.0,0.3565602896888347
LTC/USDT,2025-11-09 00:00:00+00:00,2025-11-13 00:00:00+00:00,110.31,93.5892673284489,16.72073267155111,initial_stop,-0.9999999999999996,0.11901392355765658
BAT/USDT,2025-11-27 00:00:00+00:00,2025-12-15 00:00:00+00:00,0.2592,0.2269,0.0441495461516244,midline_exit,-0.7316043496590185,0.9762274758607965
DUSK/USDT,2026-01-12 00:00:00+00:00,2026-01-13 00:00:00+00:00,0.0756,0.06669744002078133,0.008902559979218669,initial_stop,-1.0,0.5167053084436182
DUSK/USDT,2026-01-16 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.1041,0.24748448600774103,0.013061771542234079,chandelier_stop,10.977414935188541,17.287088452733673
DUSK/USDT,2026-03-23 00:00:00+00:00,2026-04-23 00:00:00+00:00,0.1076,0.136,0.019294724875499318,midline_exit,1.4719048954184717,3.5398276182070982
