trade_idx,symbol,entry_time,exit_time,net_r,pnl_usd,equity_after,year
111,CHZ_USDT,2024-07-04 00:00:00+00:00,2024-07-24 00:00:00+00:00,0.4549,12.28,10809.05,2024
112,ICP_USDT,2024-07-04 00:00:00+00:00,2024-07-24 00:00:00+00:00,2.2134,59.81,10868.87,2024
113,TIA_USDT,2024-07-05 00:00:00+00:00,2024-07-25 00:00:00+00:00,0.5766,15.67,10884.53,2024
114,ALT_USDT,2024-07-05 00:00:00+00:00,2024-07-25 00:00:00+00:00,0.2782,7.57,10892.1,2024
115,WLD_USDT,2024-07-08 00:00:00+00:00,2024-07-28 00:00:00+00:00,0.7195,19.59,10911.7,2024
116,ALT_USDT,2024-08-03 00:00:00+00:00,2024-08-23 00:00:00+00:00,0.2318,6.32,10918.02,2024
117,PENDLE_USDT,2024-08-04 00:00:00+00:00,2024-08-24 00:00:00+00:00,0.9143,24.96,10942.97,2024
118,DOT_USDT,2024-08-04 00:00:00+00:00,2024-08-24 00:00:00+00:00,0.3165,8.66,10951.63,2024
119,SEI_USDT,2024-08-05 00:00:00+00:00,2024-08-25 00:00:00+00:00,1.4928,40.87,10992.5,2024
120,ETH_USDT,2024-08-05 00:00:00+00:00,2024-08-25 00:00:00+00:00,0.543,14.92,11007.43,2024
121,FET_USDT,2024-08-05 00:00:00+00:00,2024-08-25 00:00:00+00:00,1.772,48.76,11056.19,2024
122,ARB_USDT,2024-08-05 00:00:00+00:00,2024-08-25 00:00:00+00:00,0.6918,19.12,11075.31,2024
123,CHZ_USDT,2024-08-05 00:00:00+00:00,2024-08-25 00:00:00+00:00,0.7153,19.81,11095.12,2024
124,LINK_USDT,2024-08-05 00:00:00+00:00,2024-08-25 00:00:00+00:00,0.9064,25.14,11120.26,2024
125,NEAR_USDT,2024-08-05 00:00:00+00:00,2024-08-25 00:00:00+00:00,0.9698,26.96,11147.22,2024
126,EIGEN_USDT,2024-10-15 00:00:00+00:00,2024-11-04 00:00:00+00:00,-0.804,-22.41,11124.81,2024
127,EIGEN_USDT,2024-11-05 00:00:00+00:00,2024-11-25 00:00:00+00:00,0.8795,24.46,11149.27,2024
128,TON_USDT,2025-02-02 00:00:00+00:00,2025-02-22 00:00:00+00:00,-0.3655,-10.19,11139.09,2025
129,ALT_USDT,2025-02-04 00:00:00+00:00,2025-02-24 00:00:00+00:00,-0.4434,-12.35,11126.74,2025
130,BNB_USDT,2025-02-04 00:00:00+00:00,2025-02-24 00:00:00+00:00,0.4064,11.3,11138.04,2025
131,FIL_USDT,2025-02-06 00:00:00+00:00,2025-02-26 00:00:00+00:00,0.0208,0.58,11138.62,2025
132,SEI_USDT,2025-02-06 00:00:00+00:00,2025-02-26 00:00:00+00:00,0.5107,14.22,11152.84,2025
133,LPT_USDT,2025-02-06 00:00:00+00:00,2025-02-26 00:00:00+00:00,-0.185,-5.16,11147.69,2025
134,ARKM_USDT,2025-02-06 00:00:00+00:00,2025-02-26 00:00:00+00:00,-0.1438,-4.01,11143.68,2025
135,ORDI_USDT,2025-02-06 00:00:00+00:00,2025-02-26 00:00:00+00:00,0.163,4.54,11148.22,2025
136,NEAR_USDT,2025-02-06 00:00:00+00:00,2025-02-26 00:00:00+00:00,-0.0918,-2.56,11145.66,2025
137,BTC_USDT,2025-02-26 00:00:00+00:00,2025-03-18 00:00:00+00:00,-0.1656,-4.61,11141.05,2025
138,SOL_USDT,2025-02-26 00:00:00+00:00,2025-03-18 00:00:00+00:00,-0.2599,-7.24,11133.81,2025
139,SAGA_USDT,2025-03-09 00:00:00+00:00,2025-03-29 00:00:00+00:00,-0.1518,-4.23,11129.58,2025
140,TON_USDT,2025-03-09 00:00:00+00:00,2025-03-29 00:00:00+00:00,1.267,35.25,11164.84,2025
141,GRT_USDT,2025-03-10 00:00:00+00:00,2025-03-30 00:00:00+00:00,0.1388,3.87,11168.71,2025
142,SAGA_USDT,2025-04-06 00:00:00+00:00,2025-04-26 00:00:00+00:00,1.0153,28.35,11197.06,2025
143,ALT_USDT,2025-04-06 00:00:00+00:00,2025-04-26 00:00:00+00:00,0.8105,22.69,11219.75,2025
144,EIGEN_USDT,2025-04-06 00:00:00+00:00,2025-04-26 00:00:00+00:00,1.0287,28.85,11248.6,2025
145,NIL_USDT,2025-04-07 00:00:00+00:00,2025-04-27 00:00:00+00:00,-0.1341,-3.77,11244.83,2025
146,LPT_USDT,2025-04-08 00:00:00+00:00,2025-04-28 00:00:00+00:00,1.2437,34.96,11279.79,2025
147,ETH_USDT,2025-04-08 00:00:00+00:00,2025-04-28 00:00:00+00:00,0.8537,24.07,11303.87,2025
148,TIA_USDT,2025-06-22 00:00:00+00:00,2025-07-12 00:00:00+00:00,0.9708,27.43,11331.3,2025
149,DOT_USDT,2025-06-22 00:00:00+00:00,2025-07-12 00:00:00+00:00,1.1053,31.31,11362.61,2025
150,SPK_USDT,2025-07-01 00:00:00+00:00,2025-07-21 00:00:00+00:00,1.4362,40.8,11403.41,2025
151,TON_USDT,2025-09-25 00:00:00+00:00,2025-10-15 00:00:00+00:00,-1.2227,-34.86,11368.55,2025
152,RENDER_USDT,2025-10-10 00:00:00+00:00,2025-10-30 00:00:00+00:00,-0.0471,-1.34,11367.21,2025
153,JTO_USDT,2025-10-10 00:00:00+00:00,2025-10-30 00:00:00+00:00,-0.2041,-5.8,11361.41,2025
154,ATOM_USDT,2025-10-10 00:00:00+00:00,2025-10-30 00:00:00+00:00,0.0036,0.1,11361.52,2025
155,ICP_USDT,2025-10-10 00:00:00+00:00,2025-10-30 00:00:00+00:00,-0.1144,-3.25,11358.27,2025
156,TIA_USDT,2025-10-10 00:00:00+00:00,2025-10-30 00:00:00+00:00,-0.0292,-0.83,11357.44,2025
157,FET_USDT,2025-10-10 00:00:00+00:00,2025-10-30 00:00:00+00:00,-0.5923,-16.82,11340.62,2025
158,FIL_USDT,2025-10-11 00:00:00+00:00,2025-10-31 00:00:00+00:00,-0.0559,-1.58,11339.04,2025
159,ASTER_USDT,2025-10-20 00:00:00+00:00,2025-11-09 00:00:00+00:00,-0.067,-1.9,11337.14,2025
160,JTO_USDT,2025-11-16 00:00:00+00:00,2025-12-06 00:00:00+00:00,-0.4491,-12.73,11324.41,2025
161,BTC_USDT,2025-11-20 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.4079,11.55,11335.96,2025
162,TON_USDT,2025-11-21 00:00:00+00:00,2025-12-11 00:00:00+00:00,0.3135,8.88,11344.84,2025
163,ADA_USDT,2025-11-21 00:00:00+00:00,2025-12-11 00:00:00+00:00,0.1373,3.89,11348.73,2025
164,SUI_USDT,2025-11-21 00:00:00+00:00,2025-12-11 00:00:00+00:00,0.4741,13.45,11362.19,2025
165,APT_USDT,2025-11-29 00:00:00+00:00,2025-12-19 00:00:00+00:00,-0.6364,-18.08,11344.11,2025
166,JTO_USDT,2025-12-18 00:00:00+00:00,2026-01-07 00:00:00+00:00,1.0747,30.48,11374.59,2025
167,SEI_USDT,2026-01-31 00:00:00+00:00,2026-02-20 00:00:00+00:00,-0.8036,-22.85,11351.74,2026
168,LINK_USDT,2026-01-31 00:00:00+00:00,2026-02-20 00:00:00+00:00,-0.4839,-13.73,11338.0,2026
169,ENA_USDT,2026-01-31 00:00:00+00:00,2026-02-20 00:00:00+00:00,-0.6302,-17.86,11320.14,2026
170,SUI_USDT,2026-01-31 00:00:00+00:00,2026-02-20 00:00:00+00:00,-0.6417,-18.16,11301.98,2026
171,UNI_USDT,2026-01-31 00:00:00+00:00,2026-02-20 00:00:00+00:00,-0.4966,-14.03,11287.95,2026
172,LTC_USDT,2026-01-31 00:00:00+00:00,2026-02-20 00:00:00+00:00,-0.3543,-10.0,11277.95,2026
173,ARB_USDT,2026-01-31 00:00:00+00:00,2026-02-20 00:00:00+00:00,-1.0974,-30.94,11247.01,2026
174,ETH_USDT,2026-02-01 00:00:00+00:00,2026-02-21 00:00:00+00:00,-0.5393,-15.16,11231.84,2026
175,BTC_USDT,2026-02-01 00:00:00+00:00,2026-02-21 00:00:00+00:00,-0.8972,-25.19,11206.65,2026
176,NEAR_USDT,2026-02-01 00:00:00+00:00,2026-02-21 00:00:00+00:00,-0.3909,-10.95,11195.7,2026
177,ARB_USDT,2026-02-23 00:00:00+00:00,2026-03-15 00:00:00+00:00,0.4801,13.44,11209.14,2026
178,NIL_USDT,2026-03-27 00:00:00+00:00,2026-04-16 00:00:00+00:00,0.5031,14.1,11223.24,2026
179,SEI_USDT,2026-03-29 00:00:00+00:00,2026-04-18 00:00:00+00:00,0.4406,12.36,11235.6,2026
180,SAGA_USDT,2026-04-19 00:00:00+00:00,2026-05-09 00:00:00+00:00,0.1388,3.9,11239.5,2026
