symbol,entry_ts,r,funding,year,tf,fast_ema,slow_ema,hold_bars,atr_mult,month
1000SHIBUSDT,1716753600000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-05
1000SHIBUSDT,1717300800000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-06
1000SHIBUSDT,1717776000000,0.3334803387513261,0.00026866,2024,4h,20,50,30,2.0,2024-06
1000SHIBUSDT,1751356800000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-07
1000SHIBUSDT,1756123200000,-0.1147420728191099,0.0001,2025,4h,20,50,30,2.0,2025-08
1000SHIBUSDT,1775779200000,0.3038323225816725,0.0001,2026,4h,20,50,30,2.0,2026-04
1000XECUSDT,1637049600000,0.4850149434874754,0.00048508,2021,4h,20,50,30,2.0,2021-11
1000XECUSDT,1642507200000,3.9316903496926976,0.0001,2022,4h,20,50,30,2.0,2022-01
1000XECUSDT,1644710400000,0.7448818121638054,0.0001,2022,4h,20,50,30,2.0,2022-02
1000XECUSDT,1646366400000,0.5868679981728853,0.0001,2022,4h,20,50,30,2.0,2022-03
1000XECUSDT,1656489600000,0.0764603557382715,0.0001,2022,4h,20,50,30,2.0,2022-06
1000XECUSDT,1664769600000,-1.0,0.0001,2022,4h,20,50,30,2.0,2022-10
1000XECUSDT,1665316800000,1.7092992917088408,0.0001,2022,4h,20,50,30,2.0,2022-10
1000XECUSDT,1677283200000,-0.095380252953658,0.0001,2023,4h,20,50,30,2.0,2023-02
1000XECUSDT,1679688000000,-0.5220122934729897,0.0001,2023,4h,20,50,30,2.0,2023-03
1000XECUSDT,1681905600000,0.8548726442781506,0.0001,2023,4h,20,50,30,2.0,2023-04
1000XECUSDT,1682870400000,1.458109487491272,0.0001,2023,4h,20,50,30,2.0,2023-04
1000XECUSDT,1691035200000,0.0885024894112389,0.0001,2023,4h,20,50,30,2.0,2023-08
1000XECUSDT,1693540800000,0.2097809206334441,0.0001,2023,4h,20,50,30,2.0,2023-09
1000XECUSDT,1695585600000,-1.0,0.0001,2023,4h,20,50,30,2.0,2023-09
1000XECUSDT,1696536000000,1.0023483374008602,0.0001,2023,4h,20,50,30,2.0,2023-10
1000XECUSDT,1703606400000,-1.0,0.00051318,2023,4h,20,50,30,2.0,2023-12
1000XECUSDT,1705262400000,0.8353314698640771,0.0001,2024,4h,20,50,30,2.0,2024-01
1000XECUSDT,1708531200000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-02
1000XECUSDT,1716681600000,1.032389908131107,0.0001,2024,4h,20,50,30,2.0,2024-05
1000XECUSDT,1721851200000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-07
1000XECUSDT,1727812800000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-10
1000XECUSDT,1730491200000,-0.4449261932462337,0.0001,2024,4h,20,50,30,2.0,2024-11
1000XECUSDT,1736352000000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-01
1000XECUSDT,1736740800000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-01
1000XECUSDT,1737273600000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-01
1000XECUSDT,1740355200000,1.9323225839525804,0.0001,2025,4h,20,50,30,2.0,2025-02
1000XECUSDT,1743148800000,1.167040577200824,0.0001,2025,4h,20,50,30,2.0,2025-03
1000XECUSDT,1751616000000,-0.4818873951364767,0.0001,2025,4h,20,50,30,2.0,2025-07
1000XECUSDT,1755244800000,1.1620306866761136,0.0001,2025,4h,20,50,30,2.0,2025-08
1000XECUSDT,1756440000000,0.3888998144443921,0.0001,2025,4h,20,50,30,2.0,2025-08
1000XECUSDT,1758024000000,0.9791755187924748,0.0001,2025,4h,20,50,30,2.0,2025-09
1000XECUSDT,1759910400000,3.519789188416424,0.0001,2025,4h,20,50,30,2.0,2025-10
1000XECUSDT,1761753600000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-10
1000XECUSDT,1762128000000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-11
1000XECUSDT,1763049600000,0.6014721007472261,0.0001,2025,4h,20,50,30,2.0,2025-11
1000XECUSDT,1764921600000,-0.0730982068107888,0.0001,2025,4h,20,50,30,2.0,2025-12
1000XECUSDT,1773950400000,-0.0338679723975655,0.0001,2026,4h,20,50,30,2.0,2026-03
1000XECUSDT,1774512000000,0.5070885799535159,0.0001,2026,4h,20,50,30,2.0,2026-03
1INCHUSDT,1615536000000,-1.0,0.001828,2021,4h,20,50,30,2.0,2021-03
1INCHUSDT,1616515200000,0.1013802838625626,0.0001,2021,4h,20,50,30,2.0,2021-03
1INCHUSDT,1632067200000,1.9759754673098464,0.0001,2021,4h,20,50,30,2.0,2021-09
1INCHUSDT,1633982400000,-1.0,0.0001,2021,4h,20,50,30,2.0,2021-10
1INCHUSDT,1650657600000,1.7894248964831534,0.0001,2022,4h,20,50,30,2.0,2022-04
1INCHUSDT,1658721600000,-1.0,0.0001,2022,4h,20,50,30,2.0,2022-07
1INCHUSDT,1672977600000,-1.0,0.0001,2023,4h,20,50,30,2.0,2023-01
1INCHUSDT,1679673600000,-0.1833694510300991,0.0001,2023,4h,20,50,30,2.0,2023-03
1INCHUSDT,1680552000000,-1.0,0.0001,2023,4h,20,50,30,2.0,2023-04
1INCHUSDT,1681027200000,-1.0,0.0001,2023,4h,20,50,30,2.0,2023-04
1INCHUSDT,1681934400000,0.857876305147789,0.0001,2023,4h,20,50,30,2.0,2023-04
1INCHUSDT,1688659200000,0.117643116083071,0.0001,2023,4h,20,50,30,2.0,2023-07
1INCHUSDT,1689840000000,0.8439277406579926,0.0001,2023,4h,20,50,30,2.0,2023-07
1INCHUSDT,1692100800000,7.502249145338467,0.0001,2023,4h,20,50,30,2.0,2023-08
1INCHUSDT,1693526400000,-0.0099801354968134,0.0001,2023,4h,20,50,30,2.0,2023-09
1INCHUSDT,1694361600000,-1.0,0.0001,2023,4h,20,50,30,2.0,2023-09
1INCHUSDT,1704672000000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-01
1INCHUSDT,1706745600000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-02
1INCHUSDT,1707163200000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-02
1INCHUSDT,1712059200000,-0.8280821752620203,0.0001,2024,4h,20,50,30,2.0,2024-04
1INCHUSDT,1712822400000,4.570803472774946,0.0001,2024,4h,20,50,30,2.0,2024-04
1INCHUSDT,1714334400000,2.084792932363714,0.0001,2024,4h,20,50,30,2.0,2024-04
1INCHUSDT,1721750400000,2.046600218850677,0.0001,2024,4h,20,50,30,2.0,2024-07
1INCHUSDT,1724760000000,1.4704698940388687,0.0001,2024,4h,20,50,30,2.0,2024-08
1INCHUSDT,1726142400000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-09
1INCHUSDT,1727784000000,0.5134923706725434,0.0001,2024,4h,20,50,30,2.0,2024-10
1INCHUSDT,1729742400000,0.2734495645540618,0.0001,2024,4h,20,50,30,2.0,2024-10
1INCHUSDT,1736323200000,0.6041604515118374,0.0001,2025,4h,20,50,30,2.0,2025-01
1INCHUSDT,1748620800000,-0.1274931311762986,0.0001,2025,4h,20,50,30,2.0,2025-05
1INCHUSDT,1749772800000,0.1899298747690733,0.0001,2025,4h,20,50,30,2.0,2025-06
1INCHUSDT,1755172800000,0.2854393070309438,0.0001,2025,4h,20,50,30,2.0,2025-08
1INCHUSDT,1758096000000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-09
1INCHUSDT,1758355200000,2.7441368293328336,0.0001,2025,4h,20,50,30,2.0,2025-09
1INCHUSDT,1768161600000,-1.0,0.0001,2026,4h,20,50,30,2.0,2026-01
1INCHUSDT,1772251200000,-1.0,0.0001,2026,4h,20,50,30,2.0,2026-02
1INCHUSDT,1773979200000,0.3201344360669322,0.0001,2026,4h,20,50,30,2.0,2026-03
1INCHUSDT,1776787200000,-1.0,0.0001,2026,4h,20,50,30,2.0,2026-04
1MBABYDOGEUSDT,1732795200000,-1.0,0.00012532,2024,4h,20,50,30,2.0,2024-11
AAVEUSDT,1614931200000,-1.0,0.00011251,2021,4h,20,50,30,2.0,2021-03
AAVEUSDT,1615579200000,-1.0,0.00061681,2021,4h,20,50,30,2.0,2021-03
AAVEUSDT,1617796800000,-1.0,0.0013202,2021,4h,20,50,30,2.0,2021-04
AAVEUSDT,1618776000000,0.5721674283756262,0.00010553,2021,4h,20,50,30,2.0,2021-04
AAVEUSDT,1621483200000,0.6662380804192417,0.0001,2021,4h,20,50,30,2.0,2021-05
AAVEUSDT,1622966400000,1.7879532673492735,0.0001,2021,4h,20,50,30,2.0,2021-06
AAVEUSDT,1626220800000,-1.0,0.0001,2021,4h,20,50,30,2.0,2021-07
AAVEUSDT,1631030400000,0.2072301697584256,0.00058695,2021,4h,20,50,30,2.0,2021-09
AAVEUSDT,1632052800000,2.891530235470657,0.0001,2021,4h,20,50,30,2.0,2021-09
AAVEUSDT,1633910400000,-1.0,0.00032075,2021,4h,20,50,30,2.0,2021-10
AAVEUSDT,1634702400000,-1.0,0.0001,2021,4h,20,50,30,2.0,2021-10
AAVEUSDT,1635667200000,-1.0,0.00056033,2021,4h,20,50,30,2.0,2021-10
AAVEUSDT,1636214400000,-1.0,0.00043075,2021,4h,20,50,30,2.0,2021-11
AAVEUSDT,1636632000000,1.5015152953942874,0.0001,2021,4h,20,50,30,2.0,2021-11
AAVEUSDT,1638403200000,3.6713506897475776,0.00016198,2021,4h,20,50,30,2.0,2021-12
AAVEUSDT,1641412800000,1.5558800453129935,0.0001,2022,4h,20,50,30,2.0,2022-01
AAVEUSDT,1646280000000,1.0592508521803876,0.0001,2022,4h,20,50,30,2.0,2022-03
AAVEUSDT,1650744000000,0.5938440612474315,0.0001,2022,4h,20,50,30,2.0,2022-04
AAVEUSDT,1656446400000,0.3643123325072065,0.0001,2022,4h,20,50,30,2.0,2022-06
AAVEUSDT,1665244800000,2.0344064970968487,0.0001,2022,4h,20,50,30,2.0,2022-10
AAVEUSDT,1670443200000,0.5685105029622,0.0001,2022,4h,20,50,30,2.0,2022-12
AAVEUSDT,1671120000000,2.2555169042555017,0.0001,2022,4h,20,50,30,2.0,2022-12
AAVEUSDT,1679644800000,0.3031029059412158,0.0001,2023,4h,20,50,30,2.0,2023-03
AAVEUSDT,1681920000000,1.283256623606972,0.0001,2023,4h,20,50,30,2.0,2023-04
AAVEUSDT,1683417600000,2.808539312222391,0.0001,2023,4h,20,50,30,2.0,2023-05
AAVEUSDT,1684742400000,-1.0,0.0001,2023,4h,20,50,30,2.0,2023-05
AAVEUSDT,1684944000000,-1.0,0.0001,2023,4h,20,50,30,2.0,2023-05
AAVEUSDT,1685577600000,1.5503663311619238,0.0001,2023,4h,20,50,30,2.0,2023-06
AAVEUSDT,1690776000000,2.424201257192312,0.0001,2023,4h,20,50,30,2.0,2023-07
AAVEUSDT,1691870400000,4.283984058519541,0.0001,2023,4h,20,50,30,2.0,2023-08
AAVEUSDT,1704312000000,0.3284525676893636,0.0001,2024,4h,20,50,30,2.0,2024-01
AAVEUSDT,1705276800000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-01
AAVEUSDT,1705464000000,0.9028467539243668,0.0001,2024,4h,20,50,30,2.0,2024-01
AAVEUSDT,1708660800000,-1.0,0.00017263,2024,4h,20,50,30,2.0,2024-02
AAVEUSDT,1712030400000,-0.3794830161058748,0.00018754,2024,4h,20,50,30,2.0,2024-04
AAVEUSDT,1712894400000,4.24783677518275,0.0001,2024,4h,20,50,30,2.0,2024-04
AAVEUSDT,1715198400000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-05
AAVEUSDT,1715356800000,-0.1517488541710233,0.0001,2024,4h,20,50,30,2.0,2024-05
AAVEUSDT,1717776000000,0.5994945739788434,0.0001,2024,4h,20,50,30,2.0,2024-06
AAVEUSDT,1730404800000,1.4781114001782296,0.0001,2024,4h,20,50,30,2.0,2024-10
AAVEUSDT,1731614400000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-11
AAVEUSDT,1736265600000,0.7674114323749545,0.0001,2025,4h,20,50,30,2.0,2025-01
AAVEUSDT,1738425600000,2.583390947565176,0.0001,2025,4h,20,50,30,2.0,2025-02
AAVEUSDT,1759982400000,2.1828564913278714,0.0001,2025,4h,20,50,30,2.0,2025-10
AAVEUSDT,1761811200000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-10
AAVEUSDT,1763049600000,1.0667277356161933,0.0001,2025,4h,20,50,30,2.0,2025-11
AAVEUSDT,1772798400000,0.1450101555419412,0.0001,2026,4h,20,50,30,2.0,2026-03
ACEUSDT,1711713600000,1.7151882187394665,0.00035318,2024,4h,20,50,30,2.0,2024-03
ACEUSDT,1777550400000,-1.0,0.00018252,2026,4h,20,50,30,2.0,2026-04
ACHUSDT,1685908800000,3.090602190635108,0.0001,2023,4h,20,50,30,2.0,2023-06
ACHUSDT,1687996800000,-0.4292156291955555,0.0001,2023,4h,20,50,30,2.0,2023-06
ACHUSDT,1689595200000,1.0149972168919918,0.0001,2023,4h,20,50,30,2.0,2023-07
ACHUSDT,1690934400000,0.7306225210770094,0.0001,2023,4h,20,50,30,2.0,2023-08
ACHUSDT,1696291200000,1.1047490274823308,0.0001,2023,4h,20,50,30,2.0,2023-10
ACHUSDT,1705248000000,0.7653210690437344,0.0001,2024,4h,20,50,30,2.0,2024-01
ACHUSDT,1707019200000,-0.7419903212332383,0.00013597,2024,4h,20,50,30,2.0,2024-02
ACHUSDT,1714377600000,0.7855697109248191,0.0001,2024,4h,20,50,30,2.0,2024-04
ACHUSDT,1716753600000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-05
ACHUSDT,1717214400000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-06
ACHUSDT,1717804800000,1.1162785775090918,0.0001,2024,4h,20,50,30,2.0,2024-06
ACHUSDT,1721707200000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-07
ACHUSDT,1722168000000,1.779520088949446,0.0001,2024,4h,20,50,30,2.0,2024-07
ACHUSDT,1724788800000,0.681861155982718,0.0001,2024,4h,20,50,30,2.0,2024-08
ACHUSDT,1727884800000,-0.2903593155463303,0.0001,2024,4h,20,50,30,2.0,2024-10
ACHUSDT,1729195200000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-10
ACHUSDT,1729872000000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-10
ACHUSDT,1730520000000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-11
ACHUSDT,1736265600000,0.979268347555408,0.0001,2025,4h,20,50,30,2.0,2025-01
ACHUSDT,1737273600000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-01
ACHUSDT,1749686400000,1.4148912445950457,0.0001,2025,4h,20,50,30,2.0,2025-06
ACHUSDT,1753401600000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-07
ACHUSDT,1756123200000,0.4252721981573435,0.0001,2025,4h,20,50,30,2.0,2025-08
ACHUSDT,1758326400000,1.975170254069959,0.0001,2025,4h,20,50,30,2.0,2025-09
ACHUSDT,1759896000000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-10
ACHUSDT,1760011200000,5.509270737126229,0.0001,2025,4h,20,50,30,2.0,2025-10
ACHUSDT,1764504000000,2.3613128420409324,0.0001,2025,4h,20,50,30,2.0,2025-11
ACHUSDT,1767038400000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-12
ADAUSDT,1585396800000,-1.0,0.0001,2020,4h,20,50,30,2.0,2020-03
ADAUSDT,1586750400000,-1.0,0.0001,2020,4h,20,50,30,2.0,2020-04
ADAUSDT,1599091200000,2.379403680771222,0.00046674,2020,4h,20,50,30,2.0,2020-09
ADAUSDT,1601755200000,-1.0,0.0001,2020,4h,20,50,30,2.0,2020-10
ADAUSDT,1602014400000,-1.0,0.0001,2020,4h,20,50,30,2.0,2020-10
ADAUSDT,1603713600000,1.5718955819662663,0.0001,2020,4h,20,50,30,2.0,2020-10
ADAUSDT,1605470400000,-1.0,0.00034495,2020,4h,20,50,30,2.0,2020-11
ADAUSDT,1622188800000,-1.0,0.0001,2021,4h,20,50,30,2.0,2021-05
ADAUSDT,1623096000000,0.7048982707478232,0.0001,2021,4h,20,50,30,2.0,2021-06
ADAUSDT,1625212800000,-1.0,0.0001,2021,4h,20,50,30,2.0,2021-07
ADAUSDT,1625788800000,0.7955905618649398,0.0001,2021,4h,20,50,30,2.0,2021-07
ADAUSDT,1633507200000,-1.0,0.00014765,2021,4h,20,50,30,2.0,2021-10
ADAUSDT,1633968000000,-1.0,0.00030355,2021,4h,20,50,30,2.0,2021-10
ADAUSDT,1634400000000,-1.0,0.00059842,2021,4h,20,50,30,2.0,2021-10
ADAUSDT,1634846400000,-0.3221442829963873,0.00070332,2021,4h,20,50,30,2.0,2021-10
ADAUSDT,1636790400000,1.5703104768887015,0.0001,2021,4h,20,50,30,2.0,2021-11
ADAUSDT,1644652800000,-0.1392539701702562,0.0001,2022,4h,20,50,30,2.0,2022-02
ADAUSDT,1649275200000,1.4763645017213567,0.0001,2022,4h,20,50,30,2.0,2022-04
ADAUSDT,1651752000000,1.9616887903005,0.0001,2022,4h,20,50,30,2.0,2022-05
ADAUSDT,1684540800000,0.1076643334484128,0.0001,2023,4h,20,50,30,2.0,2023-05
ADAUSDT,1685980800000,8.245338380843782,0.0001,2023,4h,20,50,30,2.0,2023-06
ADAUSDT,1690185600000,-0.3430887549290374,0.0001,2023,4h,20,50,30,2.0,2023-07
ADAUSDT,1690848000000,-1.0,0.0001,2023,4h,20,50,30,2.0,2023-08
ADAUSDT,1696838400000,0.8562572381414595,0.0001,2023,4h,20,50,30,2.0,2023-10
ADAUSDT,1705248000000,1.4728219163588017,0.0001,2024,4h,20,50,30,2.0,2024-01
ADAUSDT,1707148800000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-02
ADAUSDT,1711555200000,1.088462231188824,0.00031368,2024,4h,20,50,30,2.0,2024-03
ADAUSDT,1715342400000,0.886174882722363,0.0001,2024,4h,20,50,30,2.0,2024-05
ADAUSDT,1716566400000,0.2112117133120257,0.0001,2024,4h,20,50,30,2.0,2024-05
ADAUSDT,1717833600000,0.1538493221630909,0.0001,2024,4h,20,50,30,2.0,2024-06
ADAUSDT,1720123200000,-0.8697263040437548,0.0001,2024,4h,20,50,30,2.0,2024-07
ADAUSDT,1729166400000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-10
ADAUSDT,1729756800000,-0.3219196210290568,0.0001,2024,4h,20,50,30,2.0,2024-10
ADAUSDT,1730635200000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-11
ADAUSDT,1737460800000,0.0751274327002983,0.0001,2025,4h,20,50,30,2.0,2025-01
ADAUSDT,1777003200000,-0.0240177572144012,0.0001,2026,4h,20,50,30,2.0,2026-04
AEROUSDT,1758427200000,2.750998853642023,0.00040901,2025,4h,20,50,30,2.0,2025-09
AEVOUSDT,1717084800000,-1.0,0.00013879,2024,4h,20,50,30,2.0,2024-05
AGLDUSDT,1710518400000,0.8529258337682976,0.0001,2024,4h,20,50,30,2.0,2024-03
AGLDUSDT,1712088000000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-04
AGLDUSDT,1712736000000,3.268035619147193,0.00020992,2024,4h,20,50,30,2.0,2024-04
AGLDUSDT,1714075200000,1.9819319640677249,0.0001,2024,4h,20,50,30,2.0,2024-04
AGLDUSDT,1721851200000,-1.0,0.0001,2024,4h,20,50,30,2.0,2024-07
AGLDUSDT,1722384000000,4.2146913541023885,0.0001,2024,4h,20,50,30,2.0,2024-07
AGLDUSDT,1733788800000,-0.3892989328023821,0.0001,2024,4h,20,50,30,2.0,2024-12
AGLDUSDT,1753387200000,1.0718230618554594,0.0001,2025,4h,20,50,30,2.0,2025-07
AGLDUSDT,1755259200000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-08
AGLDUSDT,1756108800000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-08
AGLDUSDT,1756684800000,0.0024695510638892,0.0001,2025,4h,20,50,30,2.0,2025-09
AGLDUSDT,1757937600000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-09
AGLDUSDT,1758268800000,3.690642907396562,0.0001,2025,4h,20,50,30,2.0,2025-09
AGLDUSDT,1759867200000,4.6483089381581415,0.0001,2025,4h,20,50,30,2.0,2025-10
AGLDUSDT,1764936000000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-12
AGLDUSDT,1765425600000,-1.0,0.0001,2025,4h,20,50,30,2.0,2025-12
AGLDUSDT,1768190400000,-1.0,0.0001,2026,4h,20,50,30,2.0,2026-01
AGLDUSDT,1771430400000,-1.0,0.0001,2026,4h,20,50,30,2.0,2026-02
AGLDUSDT,1774483200000,0.7412689201869623,0.0001,2026,4h,20,50,30,2.0,2026-03
