symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,vol_filtered,month,year
HBAR/USDT,2021-02-11 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.13401,0.10757112806304073,0.10757112806304073,0.026438871936959256,initial_stop,13,-1.0000000000000002,-1.6645944692699925,0.9830222734907325,True,2021-02,2021
IOST/USDT,2021-02-17 00:00:00+00:00,2021-02-28 00:00:00+00:00,0.0402,0.031894561138868335,0.031894561138868335,0.00830543886113166,initial_stop,12,-1.0000000000000004,-1.1203501892652719,3.576331184497193,True,2021-02,2021
ADA/USDT,2021-02-26 00:00:00+00:00,2021-03-12 00:00:00+00:00,1.24303,1.03207,0.9672839661116814,0.2757460338883187,midline_exit,15,-0.7650518015626002,-0.8088239633224628,0.8883899309290391,True,2021-03,2021
HBAR/USDT,2021-03-09 00:00:00+00:00,2021-03-16 00:00:00+00:00,0.20977,0.336960512050416,0.16763983787190356,0.04213016212809644,chandelier_stop,8,3.0189893801902348,-0.5879398214677413,5.832638366139199,True,2021-03,2021
IOST/USDT,2021-03-20 00:00:00+00:00,2021-03-21 00:00:00+00:00,0.064004,0.05282874477424619,0.05282874477424619,0.011175255225753815,initial_stop,2,-0.9999999999999999,-1.088297292036087,0.23256739532986168,True,2021-03,2021
VTHO/USDT,2021-03-14 00:00:00+00:00,2021-03-22 00:00:00+00:00,0.008101,0.017210392663865363,0.006076406051959677,0.0020245939480403236,chandelier_stop,9,4.499367723924428,-0.07754641376458067,8.0549485074699,True,2021-03,2021
SC/USDT,2021-03-14 00:00:00+00:00,2021-03-22 00:00:00+00:00,0.014056,0.02156678527789363,0.011435816172095156,0.002620183827904846,chandelier_stop,9,2.866510814204746,-0.479355679789965,5.81791240662279,True,2021-03,2021
CELR/USDT,2021-03-05 00:00:00+00:00,2021-03-23 00:00:00+00:00,0.02889,0.06545627292329748,0.020930470298006085,0.007959529701993916,chandelier_stop,19,4.594024307006151,-0.3354469547781379,8.557038235932204,True,2021-03,2021
MTL/USDT,2021-03-29 00:00:00+00:00,2021-03-30 00:00:00+00:00,6.0244,5.4850532692791445,5.4850532692791445,0.5393467307208553,initial_stop,2,-1.0000000000000004,-1.4977378261296739,5.071876483507949,True,2021-03,2021
JST/USDT,2021-03-14 00:00:00+00:00,2021-04-06 00:00:00+00:00,0.07081,0.14646412663514036,0.0568040540496801,0.014005945950319901,chandelier_stop,24,5.401572082563433,-0.6075990890001703,9.366022149828718,True,2021-04,2021
TRX/USDT,2021-03-17 00:00:00+00:00,2021-04-06 00:00:00+00:00,0.05483,0.11661544748090184,0.04631659395932727,0.00851340604067273,chandelier_stop,21,7.257429891834403,-0.31714686073949316,11.093092417865854,True,2021-04,2021
FET/USDT,2021-03-05 00:00:00+00:00,2021-04-07 00:00:00+00:00,0.3737,0.578048030843589,0.2677778399816686,0.10592216001833137,chandelier_stop,34,1.9292283201949776,-0.23724969350748581,4.767746427306625,True,2021-04,2021
ARDR/USDT,2021-03-14 00:00:00+00:00,2021-04-11 00:00:00+00:00,0.25249,0.5561018890713498,0.19697915142965372,0.05551084857034627,chandelier_stop,29,5.46941538259133,-0.47882532305944514,9.682972136857881,True,2021-04,2021
DUSK/USDT,2021-03-08 00:00:00+00:00,2021-04-12 00:00:00+00:00,0.2934,0.336,0.21628156838085746,0.07711843161914253,midline_exit,36,0.5523971261550623,-0.3786384057213102,2.182357660373168,True,2021-04,2021
ETC/USDT,2021-04-05 00:00:00+00:00,2021-04-18 00:00:00+00:00,16.0744,37.80857474563999,13.797940821916756,2.2764591780832455,chandelier_stop,14,9.547359757155817,-0.04344466219827987,14.850079599698315,True,2021-04,2021
VET/USDT,2021-03-15 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.078901,0.20994717471215743,0.06414477185117831,0.01475622814882169,chandelier_stop,35,8.88073655344111,-0.6167565253270177,13.616487761884084,True,2021-04,2021
ADA/USDT,2021-04-13 00:00:00+00:00,2021-04-18 00:00:00+00:00,1.41246,1.2291206626046507,1.2291206626046507,0.1833393373953493,initial_stop,6,-1.0000000000000002,-1.8567755552968157,0.7962830130949471,True,2021-04,2021
QTUM/USDT,2021-03-19 00:00:00+00:00,2021-04-18 00:00:00+00:00,7.005,13.882884432304776,5.627395367893154,1.3776046321068454,chandelier_stop,31,4.99264032074722,-0.5074024750707911,9.142681221053813,True,2021-04,2021
ZEC/USDT,2021-04-01 00:00:00+00:00,2021-04-18 00:00:00+00:00,165.53,238.27811483456597,138.94488725000892,26.58511274999108,chandelier_stop,18,2.7364230318936817,-0.11999196806118748,5.0253689445061624,True,2021-04,2021
ETH/USDT,2021-04-14 00:00:00+00:00,2021-04-18 00:00:00+00:00,2432.6,2184.616224510969,2184.616224510969,247.98377548903082,initial_stop,5,-1.0000000000000004,-1.9589991282372767,0.46652245604316733,True,2021-04,2021
AVAX/USDT,2021-04-14 00:00:00+00:00,2021-04-18 00:00:00+00:00,38.3391,31.22927242740212,31.22927242740212,7.109827572597884,initial_stop,5,-0.9999999999999999,-2.22112278233912,0.34035987164113224,True,2021-04,2021
ZRX/USDT,2021-03-30 00:00:00+00:00,2021-04-18 00:00:00+00:00,1.8486,1.5307906501293065,1.5307906501293065,0.3178093498706935,initial_stop,20,-1.0000000000000002,-1.2683704874133142,1.7350024479278128,True,2021-04,2021
IOST/USDT,2021-04-13 00:00:00+00:00,2021-04-22 00:00:00+00:00,0.066042,0.054051857953159976,0.054051857953159976,0.011990142046840025,initial_stop,10,-1.0000000000000002,-1.4536108022667982,2.1027273823369392,True,2021-04,2021
VTHO/USDT,2021-04-15 00:00:00+00:00,2021-04-22 00:00:00+00:00,0.021483,0.01632543607020488,0.01632543607020488,0.00515756392979512,initial_stop,8,-1.0,-1.1600437883932675,1.360526034289748,True,2021-04,2021
SC/USDT,2021-04-16 00:00:00+00:00,2021-04-22 00:00:00+00:00,0.042583,0.03447381392652994,0.03447381392652994,0.00810918607347006,initial_stop,7,-1.0,-1.136612221805374,2.6410788710432556,True,2021-04,2021
ICX/USDT,2021-03-28 00:00:00+00:00,2021-04-23 00:00:00+00:00,2.3399,1.8156863648167592,1.8156863648167592,0.5242136351832409,initial_stop,27,-1.0,-1.5587156555254036,1.6407432815045888,True,2021-04,2021
ETC/USDT,2021-05-04 00:00:00+00:00,2021-05-07 00:00:00+00:00,69.249,137.05674974943304,59.18926560838848,10.059734391611514,chandelier_stop,4,6.740510942910752,-0.14403958828259641,10.99243734429111,True,2021-05,2021
QTUM/USDT,2021-05-06 00:00:00+00:00,2021-05-12 00:00:00+00:00,24.776,20.436276627275287,20.436276627275287,4.3397233727247135,initial_stop,7,-0.9999999999999998,-1.2717400456183618,2.5137546942653954,True,2021-05,2021
ZEC/USDT,2021-05-06 00:00:00+00:00,2021-05-13 00:00:00+00:00,308.57,251.99908458582087,251.99908458582087,56.57091541417911,initial_stop,8,-1.0000000000000002,-1.0530146023599467,1.1212475445306602,True,2021-05,2021
SOL/USDT,2021-03-28 00:00:00+00:00,2021-05-19 00:00:00+00:00,18.0645,39.09431971237853,14.89334715420431,3.171152845795689,chandelier_stop,53,6.6316007884198465,-0.13263315281621677,12.71319988673843,True,2021-05,2021
AVAX/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,38.003,28.902300497220978,28.902300497220978,9.10069950277902,initial_stop,14,-1.0000000000000002,-2.222686288435643,0.6463239444620549,True,2021-05,2021
ADA/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,1.6491,1.3996341589975394,1.3996341589975394,0.24946584100246064,initial_stop,14,-0.9999999999999999,-2.561873791745685,3.290630880369321,True,2021-05,2021
MTL/USDT,2021-07-12 00:00:00+00:00,2021-07-14 00:00:00+00:00,2.0585,1.6064286882726542,1.6064286882726542,0.45207131172734594,initial_stop,3,-0.9999999999999998,-1.0878814630392104,0.004866488854588211,True,2021-07,2021
ARDR/USDT,2021-07-31 00:00:00+00:00,2021-08-01 00:00:00+00:00,0.30594,0.26845633170543487,0.26845633170543487,0.037483668294565106,initial_stop,2,-1.0000000000000004,-1.6545872595130315,0.0968421759437656,True,2021-08,2021
VTHO/USDT,2021-08-11 00:00:00+00:00,2021-08-17 00:00:00+00:00,0.009651,0.012972703903986653,0.008518532036168591,0.0011324679638314082,chandelier_stop,7,2.9331548530066494,-0.635779574341396,6.63594930718832,True,2021-08,2021
HBAR/USDT,2021-08-14 00:00:00+00:00,2021-08-17 00:00:00+00:00,0.26285,0.23019599328425483,0.23019599328425483,0.032654006715745136,initial_stop,4,-1.0000000000000002,-1.2436452394192292,0.10412198507819254,True,2021-08,2021
NEAR/USDT,2021-08-12 00:00:00+00:00,2021-08-24 00:00:00+00:00,3.3435,5.017268462620692,2.8776033667793284,0.4658966332206718,chandelier_stop,13,3.5925747113693167,-0.7111019405952221,6.981376915122301,True,2021-08,2021
AVAX/USDT,2021-08-16 00:00:00+00:00,2021-08-26 00:00:00+00:00,19.071,43.956007189201316,16.312018072844122,2.758981927155878,chandelier_stop,11,9.019633997695031,-0.23668150688944645,14.46403095548272,True,2021-08,2021
QTUM/USDT,2021-08-06 00:00:00+00:00,2021-08-27 00:00:00+00:00,8.752,11.53183519812616,7.325398300570302,1.426601699429699,chandelier_stop,22,1.9485713491280934,-0.1500068309785061,4.519831991352361,True,2021-08,2021
MTL/USDT,2021-07-31 00:00:00+00:00,2021-09-03 00:00:00+00:00,2.2653,4.141596750611505,1.8629446977792528,0.402355302220747,chandelier_stop,35,4.663283272907137,-0.9817193853786675,8.03941188831488,True,2021-09,2021
ARDR/USDT,2021-09-04 00:00:00+00:00,2021-09-06 00:00:00+00:00,0.444,0.3915809901106198,0.3915809901106198,0.052419009889380204,initial_stop,3,-0.9999999999999999,-1.0530530835376049,5.188957223228774,True,2021-09,2021
ICX/USDT,2021-08-20 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.4356,1.2155254539303593,1.2155254539303593,0.2200745460696408,initial_stop,19,-0.9999999999999997,-1.229583360877958,1.8330152541691365,True,2021-09,2021
SC/USDT,2021-09-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.02471,0.020976714146636845,0.020976714146636845,0.003733285853363155,initial_stop,3,-0.9999999999999997,-1.9821680660573209,0.2330386780364686,True,2021-09,2021
HBAR/USDT,2021-09-04 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.318,0.27196519760906634,0.27196519760906634,0.046034802390933674,initial_stop,4,-0.9999999999999997,-1.8898745184389933,0.5815165615932401,True,2021-09,2021
QTUM/USDT,2021-09-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,16.112,13.753910476543837,13.753910476543837,2.358089523456161,initial_stop,3,-1.0000000000000002,-2.5919287368877644,0.37657603376249016,True,2021-09,2021
ZRX/USDT,2021-08-13 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.0596,0.9033373044782096,0.9033373044782096,0.15626269552179053,initial_stop,26,-0.9999999999999998,-1.0155974813442896,1.651705796691626,True,2021-09,2021
JST/USDT,2021-09-02 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.0828,0.07154767644165365,0.07154767644165365,0.011252323558346352,initial_stop,6,-0.9999999999999999,-1.30639684539611,1.1873103302375523,True,2021-09,2021
ETC/USDT,2021-08-07 00:00:00+00:00,2021-09-07 00:00:00+00:00,60.587,52.27820078247213,52.27820078247213,8.308799217527868,initial_stop,32,-1.0000000000000002,-1.5594311116179698,2.018703251923146,True,2021-09,2021
ADA/USDT,2021-08-10 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.678,2.506908842614731,1.5088560223375092,0.1691439776624908,chandelier_stop,29,4.900611030141033,-0.04729698396926182,8.41295102353244,True,2021-09,2021
TRX/USDT,2021-08-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.07013,0.09066936769174107,0.06295777569183177,0.007172224308168226,chandelier_stop,34,2.8637374974942453,-0.06134777456679561,5.178309880479115,True,2021-09,2021
IOST/USDT,2021-08-21 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.035285,0.054385856461917396,0.030325815370934345,0.004959184629065654,chandelier_stop,18,3.8516122892396,-0.2214073647439228,6.975138573640319,True,2021-09,2021
CELR/USDT,2021-09-01 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.05832,0.04776914998499783,0.04776914998499783,0.010550850015002165,initial_stop,7,-1.0000000000000002,-1.518361077754048,0.5080159411212049,True,2021-09,2021
NEAR/USDT,2021-09-07 00:00:00+00:00,2021-09-08 00:00:00+00:00,8.674,7.458461345802313,7.458461345802313,1.2155386541976863,initial_stop,2,-1.0000000000000004,-1.0810022334232572,1.954688970025618,True,2021-09,2021
FET/USDT,2021-07-25 00:00:00+00:00,2021-09-09 00:00:00+00:00,0.34563,0.8503865734938955,0.2754909665115879,0.07013903348841209,chandelier_stop,47,7.196514528209004,-0.579278013671412,12.159705624413908,True,2021-09,2021
NEAR/USDT,2021-09-08 00:00:00+00:00,2021-09-10 00:00:00+00:00,10.391,8.772471249673577,8.772471249673577,1.618528750326423,initial_stop,3,-0.9999999999999999,-1.1306564678761053,0.9199713009112139,True,2021-09,2021
IOST/USDT,2021-09-08 00:00:00+00:00,2021-09-13 00:00:00+00:00,0.07866,0.06611243449681646,0.06611243449681646,0.012547565503183533,initial_stop,6,-1.0,-1.3293415360747063,0.6248224006490228,True,2021-09,2021
SOL/USDT,2021-08-15 00:00:00+00:00,2021-09-13 00:00:00+00:00,53.531,153.9362661781243,46.90980844351337,6.621191556486629,chandelier_stop,30,15.16422917560202,-0.19060013431625433,24.537728385283287,True,2021-09,2021
VET/USDT,2021-08-07 00:00:00+00:00,2021-09-19 00:00:00+00:00,0.10371,0.10824,0.08945435294514624,0.014255647054853752,midline_exit,44,0.31776880997187956,-0.4706906655433349,3.7536002255177157,True,2021-09,2021
ETH/USDT,2021-08-05 00:00:00+00:00,2021-09-20 00:00:00+00:00,2826.99,2977.28,2488.9269558712417,338.0630441287582,midline_exit,47,0.44456205021557876,-0.31630194976080667,3.5522664214743833,True,2021-09,2021
TRX/USDT,2021-09-12 00:00:00+00:00,2021-09-20 00:00:00+00:00,0.11241,0.0973771324427937,0.0973771324427937,0.015032867557206304,initial_stop,9,-0.9999999999999998,-1.5559240385103728,0.7044564158967446,True,2021-09,2021
HBAR/USDT,2021-09-11 00:00:00+00:00,2021-09-21 00:00:00+00:00,0.363,0.28945235599094454,0.28945235599094454,0.07354764400905545,initial_stop,11,-1.0,-1.0197471450039344,2.8960818918111726,True,2021-09,2021
CELR/USDT,2021-09-09 00:00:00+00:00,2021-10-06 00:00:00+00:00,0.06483,0.1336121121933918,0.04886987256918608,0.015960127430813913,chandelier_stop,28,4.309621742781045,-0.6942300459711904,8.38777764026744,True,2021-10,2021
AVAX/USDT,2021-09-16 00:00:00+00:00,2021-10-06 00:00:00+00:00,67.56,60.01,51.3185417074736,16.2414582925264,midline_exit,21,-0.46485973513069206,-0.9241780959353227,0.7536269083443266,True,2021-10,2021
VTHO/USDT,2021-10-05 00:00:00+00:00,2021-10-12 00:00:00+00:00,0.010631,0.008695737092892356,0.008695737092892356,0.0019352629071076443,initial_stop,8,-1.0,-1.1977700763481163,0.4774545084321219,True,2021-10,2021
JST/USDT,2021-10-09 00:00:00+00:00,2021-10-12 00:00:00+00:00,0.09143,0.0781821201436935,0.0781821201436935,0.013247879856306505,initial_stop,4,-0.9999999999999998,-1.4017337265600247,0.0022645132900809845,True,2021-10,2021
QTUM/USDT,2021-10-02 00:00:00+00:00,2021-10-27 00:00:00+00:00,13.805,11.280638124294565,11.280638124294565,2.5243618757054347,initial_stop,26,-0.9999999999999998,-1.2260524252827654,0.49715534530852085,True,2021-10,2021
BTC/USDT,2021-10-06 00:00:00+00:00,2021-10-27 00:00:00+00:00,55315.0,58413.44,50114.27553249741,5200.724467502585,midline_exit,22,0.5957708429587099,-0.37648600925406106,2.2468023585973973,True,2021-10,2021
ETC/USDT,2021-11-09 00:00:00+00:00,2021-11-10 00:00:00+00:00,60.85,53.98245761619695,53.98245761619695,6.867542383803048,initial_stop,2,-1.0,-1.288670605204059,0.5212927419921511,True,2021-11,2021
ICX/USDT,2021-10-31 00:00:00+00:00,2021-11-10 00:00:00+00:00,2.336,1.9700758269220835,1.9700758269220835,0.3659241730779164,initial_stop,11,-0.9999999999999999,-1.1505115840225075,0.4645771241896111,True,2021-11,2021
VET/USDT,2021-10-21 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.12953,0.14428,0.1109575316282489,0.018572468371751114,midline_exit,27,0.794186303336764,-0.6789619854289228,3.1239789369219717,True,2021-11,2021
QTUM/USDT,2021-10-31 00:00:00+00:00,2021-11-16 00:00:00+00:00,15.846,15.141,13.639570427671636,2.2064295723283647,midline_exit,17,-0.3195207356000216,-0.7736480789634568,1.5654249939893257,True,2021-11,2021
SC/USDT,2021-10-31 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.02046,0.01855,0.01754334333922775,0.0029166566607722504,midline_exit,17,-0.6548593894127679,-0.9942891252864022,0.6205735575063417,True,2021-11,2021
ZRX/USDT,2021-10-30 00:00:00+00:00,2021-11-16 00:00:00+00:00,1.152,1.1176,0.9976695236045621,0.15433047639543782,midline_exit,18,-0.22289829464309804,-0.6797102066296801,3.48602565459264,True,2021-11,2021
NEAR/USDT,2021-10-21 00:00:00+00:00,2021-11-16 00:00:00+00:00,9.476,9.675,7.899703348780637,1.5762966512193641,midline_exit,27,0.1262452723261582,-0.4206061083027286,2.3815314186552676,True,2021-11,2021
ZEC/USDT,2021-10-17 00:00:00+00:00,2021-11-16 00:00:00+00:00,137.7,172.01484517794677,121.21734373454704,16.482656265452942,chandelier_stop,31,2.0818759200766364,-0.15774156532339398,4.98706025753193,True,2021-11,2021
DUSK/USDT,2021-11-05 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.2085,0.28234566624410656,0.17428540900517514,0.03421459099482484,chandelier_stop,12,2.1583091919840918,-0.4559458273915826,5.801618380591611,True,2021-11,2021
HBAR/USDT,2021-10-30 00:00:00+00:00,2021-11-18 00:00:00+00:00,0.4187,0.3477657003659006,0.3477657003659006,0.07093429963409942,initial_stop,20,-1.0,-1.0220725428174655,0.8359848522631126,True,2021-11,2021
SOL/USDT,2021-10-21 00:00:00+00:00,2021-11-18 00:00:00+00:00,190.5,195.01,162.14092272075223,28.35907727924777,midline_exit,29,0.15903197257056945,-0.4781537800569682,2.447188225365308,True,2021-11,2021
TRX/USDT,2021-11-02 00:00:00+00:00,2021-11-18 00:00:00+00:00,0.10748,0.10038,0.09615416822216201,0.011325831777838002,midline_exit,17,-0.6268855249901419,-0.7160621982633871,1.9292181297231805,True,2021-11,2021
AVAX/USDT,2021-11-03 00:00:00+00:00,2021-11-26 00:00:00+00:00,75.55,111.16827226023544,64.92329764616984,10.62670235383015,chandelier_stop,24,3.351770951540546,-0.32183078871756876,6.723628612242771,True,2021-11,2021
CELR/USDT,2021-11-21 00:00:00+00:00,2021-11-26 00:00:00+00:00,0.14561,0.11627223186267568,0.11627223186267568,0.029337768137324312,initial_stop,6,-0.9999999999999998,-1.4864798097752419,0.7563629208647705,True,2021-11,2021
SC/USDT,2021-11-26 00:00:00+00:00,2021-11-28 00:00:00+00:00,0.02649,0.022838398026277993,0.022838398026277993,0.0036516019737220075,initial_stop,3,-0.9999999999999998,-1.1227948800293117,0.961221958268996,True,2021-11,2021
ZEC/USDT,2021-11-21 00:00:00+00:00,2021-12-04 00:00:00+00:00,229.4,192.918288276035,192.918288276035,36.48171172396498,initial_stop,14,-1.0000000000000004,-2.398462020150247,2.0722711854098135,True,2021-12,2021
NEAR/USDT,2021-12-11 00:00:00+00:00,2021-12-13 00:00:00+00:00,11.649,9.369008273796549,9.369008273796549,2.2799917262034493,initial_stop,3,-1.0000000000000004,-1.204828933556787,0.09254419547887967,True,2021-12,2021
