symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r
ACM/USDT,2022-08-18 00:00:00+00:00,2022-08-26 00:00:00+00:00,4.646,4.070691323764057,4.070691323764057,0.5753086762359422,initial_stop,9,-1.0000000000000007,-1.009892643721791,1.1367810481825331
ACM/USDT,2023-07-27 00:00:00+00:00,2023-07-28 00:00:00+00:00,2.844,2.6758007366031915,2.6758007366031915,0.1681992633968085,initial_stop,2,-0.9999999999999992,-2.479202296006679,3.3056030613422407
ACM/USDT,2024-02-16 00:00:00+00:00,2024-03-03 00:00:00+00:00,2.18,2.6091505934845873,2.0358539148835124,0.14414608511648774,chandelier_stop,17,2.9771921529313876,-0.21505960411584074,5.640111553102506
ACM/USDT,2024-11-24 00:00:00+00:00,2024-12-18 00:00:00+00:00,1.738,1.605,1.5581548921481623,0.17984510785183766,midline_exit,25,-0.739525259200099,-0.739525259200099,2.6244806191161407
ACM/USDT,2025-07-27 00:00:00+00:00,2025-07-29 00:00:00+00:00,0.996,0.8986520927571254,0.8986520927571254,0.09734790724287454,initial_stop,3,-1.0000000000000002,-1.2121472699520934,1.0066985801297057
ACM/USDT,2025-08-10 00:00:00+00:00,2025-08-25 00:00:00+00:00,1.157,0.9767744145513348,0.9767744145513348,0.18022558544866518,initial_stop,16,-1.0,-1.1319147583410498,0.31072169836813146
ADA/USDT,2020-12-29 00:00:00+00:00,2021-01-08 00:00:00+00:00,0.19067,0.2634787054714428,0.15729533722536895,0.03337466277463106,chandelier_stop,11,2.181556289065685,-0.6813551991088662,4.932783923891495
ADA/USDT,2021-01-17 00:00:00+00:00,2021-01-22 00:00:00+00:00,0.38081,0.29622104744220357,0.29622104744220357,0.0845889525577964,initial_stop,6,-1.0000000000000002,-1.1917631907206834,0.1942334016817859
ADA/USDT,2021-02-01 00:00:00+00:00,2021-02-15 00:00:00+00:00,0.40876,0.740371736725228,0.3252538491602157,0.08350615083978433,chandelier_stop,15,3.9711055220526377,-0.24046132887295524,6.840693700467482
ADA/USDT,2021-02-20 00:00:00+00:00,2021-02-22 00:00:00+00:00,1.11568,0.9374451790242133,0.9374451790242133,0.17823482097578663,initial_stop,3,-1.0000000000000002,-1.5972187614151676,0.20220515723409704
ADA/USDT,2021-02-26 00:00:00+00:00,2021-03-12 00:00:00+00:00,1.24303,1.03207,0.9672839661116814,0.2757460338883187,midline_exit,15,-0.7650518015626002,-0.8088239633224628,0.8883899309290391
ADA/USDT,2021-04-13 00:00:00+00:00,2021-04-18 00:00:00+00:00,1.41246,1.2291206626046507,1.2291206626046507,0.1833393373953493,initial_stop,6,-1.0000000000000002,-1.8567755552968157,0.7962830130949471
ADA/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,1.6491,1.3996341589975394,1.3996341589975394,0.24946584100246064,initial_stop,14,-0.9999999999999999,-2.561873791745685,3.290630880369321
ADA/USDT,2021-08-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.4025,2.506908842614731,1.2356379137326339,0.1668620862673662,chandelier_stop,33,6.61869252218935,-0.0551353528281959,10.179064867248885
ADA/USDT,2023-03-31 00:00:00+00:00,2023-04-21 00:00:00+00:00,0.3989,0.3824,0.3534935926561811,0.04540640734381888,midline_exit,22,-0.36338483851103637,-0.6188553916460686,1.3830647186965546
ADA/USDT,2023-10-30 00:00:00+00:00,2023-12-11 00:00:00+00:00,0.3031,0.5443322314536676,0.2823889259473592,0.020711074052640773,chandelier_stop,43,11.647499827412824,-0.9270402853661707,16.623956783936073
ADA/USDT,2023-12-13 00:00:00+00:00,2023-12-16 00:00:00+00:00,0.6675,0.5868836279163527,0.5868836279163527,0.08061637208364726,initial_stop,4,-0.9999999999999998,-1.0047586849474528,0.15505535261534853
ADA/USDT,2024-02-09 00:00:00+00:00,2024-03-05 00:00:00+00:00,0.5407,0.6659694493284085,0.48440720020431394,0.056292799795686035,chandelier_stop,26,2.2253192199192853,-0.22560611740923198,4.581402966916633
ADA/USDT,2024-11-07 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.4065,0.5493994077596334,0.3692800695235712,0.0372199304764288,chandelier_stop,7,3.839324951187937,-0.07254177977870961,6.808180368861168
ADA/USDT,2024-11-15 00:00:00+00:00,2024-11-26 00:00:00+00:00,0.7071,0.9130011242266032,0.6120794267149605,0.09502057328503942,chandelier_stop,12,2.166910986833853,-0.18732785316506254,4.705296806185381
ADA/USDT,2024-12-02 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.2022,1.0135883473012093,1.0135883473012093,0.18861165269879065,initial_stop,8,-1.0,-1.5492149918575706,0.65849590002981
ADA/USDT,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,1.135,1.0063325112852122,1.0063325112852122,0.12866748871478778,initial_stop,2,-1.0000000000000004,-2.4264093681974446,0.3085472514972412
ADA/USDT,2025-04-24 00:00:00+00:00,2025-05-05 00:00:00+00:00,0.7219,0.6622,0.6306154777282104,0.09128452227178961,midline_exit,12,-0.653999150285848,-0.7427327033397068,0.13693449545348654
ADA/USDT,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,0.7693,0.6876127004673095,0.6876127004673095,0.08168729953269052,initial_stop,23,-0.9999999999999997,-1.0674854046938262,1.1629714844714854
ADA/USDT,2025-07-11 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.7094,0.7141,0.6387676167748146,0.07063238322518543,midline_exit,22,0.06654171621274198,-0.29731405116332016,3.2265653457200285
ADA/USDT,2025-08-13 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.9042,0.7999012492625407,0.7999012492625407,0.10429875073745928,initial_stop,20,-1.0000000000000002,-1.1735519278472004,1.1035606772484716
ADX/USDT,2023-01-23 00:00:00+00:00,2023-01-24 00:00:00+00:00,0.2483,0.23658639130659911,0.23658639130659911,0.01171360869340087,initial_stop,2,-1.0000000000000007,-4.123409041930084,2.1769550842488026
ADX/USDT,2023-03-31 00:00:00+00:00,2023-04-02 00:00:00+00:00,0.2049,0.18059458990659275,0.18059458990659275,0.02430541009340726,initial_stop,3,-0.9999999999999997,-1.012120342979634,0.20571551686577932
ADX/USDT,2023-04-16 00:00:00+00:00,2023-04-17 00:00:00+00:00,0.244,0.22208694684241448,0.22208694684241448,0.02191305315758551,initial_stop,2,-1.0000000000000002,-1.5059517157506002,2.0946419319076526
ADX/USDT,2023-11-11 00:00:00+00:00,2023-11-17 00:00:00+00:00,0.1674,0.15399851691085734,0.15399851691085734,0.01340148308914267,initial_stop,7,-0.9999999999999991,-1.0968935230690495,0.21639396033335104
ADX/USDT,2024-02-09 00:00:00+00:00,2024-02-24 00:00:00+00:00,0.186,0.24478000873161448,0.17123361702446782,0.014766382975532188,chandelier_stop,16,3.980663973636105,-0.46727760017014663,7.239416733070833
ADX/USDT,2024-03-26 00:00:00+00:00,2024-04-11 00:00:00+00:00,0.2851,0.261,0.2457397805113844,0.03936021948861561,midline_exit,17,-0.6122933335514198,-0.6199152422678281,2.5889083273398192
ADX/USDT,2024-10-09 00:00:00+00:00,2024-10-10 00:00:00+00:00,0.1696,0.15588211189022633,0.15588211189022633,0.013717888109773674,initial_stop,2,-1.0,-1.0059857530232974,0.7800034461847293
ADX/USDT,2024-11-29 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.2108,0.23934165794846296,0.18792946182586356,0.02287053817413643,chandelier_stop,20,1.2479661707628653,-0.4153815676599701,4.215029802360125
ADX/USDT,2025-07-26 00:00:00+00:00,2025-08-19 00:00:00+00:00,0.1216,0.1291,0.10836213858508492,0.013237861414915078,midline_exit,25,0.5665567696266827,-0.3021636104675646,2.5457284181892295
ADX/USDT,2025-10-30 00:00:00+00:00,2025-11-03 00:00:00+00:00,0.1417,0.12261204699700101,0.12261204699700101,0.01908795300299898,initial_stop,5,-1.0,-1.0530201953474008,0.27766204155926494
AGLD/USDT,2023-02-07 00:00:00+00:00,2023-02-08 00:00:00+00:00,0.58,0.5072104178322638,0.5072104178322638,0.0727895821677361,initial_stop,2,-1.0000000000000004,-1.6898022537972415,0.0
AGLD/USDT,2023-04-05 00:00:00+00:00,2023-04-19 00:00:00+00:00,0.496,0.488,0.41186834492385255,0.08413165507614744,midline_exit,15,-0.09508906003048696,-0.5229898301676776,2.2821374407316846
AGLD/USDT,2023-05-29 00:00:00+00:00,2023-06-05 00:00:00+00:00,0.454,0.3948029465194175,0.3948029465194175,0.05919705348058254,initial_stop,8,-0.9999999999999997,-1.2162767530923986,0.18582005950022773
AGLD/USDT,2023-07-05 00:00:00+00:00,2023-07-08 00:00:00+00:00,0.705,0.6047930952437123,0.6047930952437123,0.10020690475628766,initial_stop,4,-1.0000000000000002,-1.2773570874313271,0.45905020329563356
AGLD/USDT,2023-07-15 00:00:00+00:00,2023-07-21 00:00:00+00:00,0.828,1.085831533628896,0.7089800000226489,0.11901999997735102,chandelier_stop,7,2.1662874615859535,-0.5629306000062994,4.839522770203413
AGLD/USDT,2023-09-03 00:00:00+00:00,2023-09-04 00:00:00+00:00,0.727,0.6300022573629867,0.6300022573629867,0.09699774263701337,initial_stop,2,-0.9999999999999996,-2.329951129334433,0.5257854318409566
AGLD/USDT,2023-09-27 00:00:00+00:00,2023-09-28 00:00:00+00:00,0.796,0.678056710741939,0.678056710741939,0.1179432892580611,initial_stop,2,-0.9999999999999999,-1.4837639436788836,0.40697525312335026
AGLD/USDT,2023-10-21 00:00:00+00:00,2023-10-25 00:00:00+00:00,0.663,0.8149411120178627,0.5871512962729647,0.07584870372703535,chandelier_stop,5,2.0032130353165822,-0.14502555033223585,9.571686321927556
AGLD/USDT,2023-12-04 00:00:00+00:00,2023-12-11 00:00:00+00:00,1.029,0.8919591836092937,0.8919591836092937,0.13704081639070623,initial_stop,8,-0.9999999999999998,-1.1091585996295055,2.5612807136181357
AGLD/USDT,2023-12-25 00:00:00+00:00,2023-12-28 00:00:00+00:00,1.561,1.3138842524204604,1.3138842524204604,0.24711574757953958,initial_stop,4,-1.0,-1.29898641889133,0.29136143975132667
AGLD/USDT,2024-02-16 00:00:00+00:00,2024-03-16 00:00:00+00:00,1.387,1.398,1.2115083669609996,0.17549163303900034,midline_exit,30,0.06268105099663251,-0.6780950062363034,3.037181834655039
AGLD/USDT,2024-05-26 00:00:00+00:00,2024-06-14 00:00:00+00:00,1.265,1.325,1.0988900729226094,0.16610992707739056,midline_exit,20,0.36120658804483174,-0.10836197641344819,2.919753253362388
AGLD/USDT,2024-10-11 00:00:00+00:00,2024-10-26 00:00:00+00:00,1.026,0.987,0.9161950411235619,0.10980495887643811,midline_exit,16,-0.3551752161201222,-0.519102238944794,2.559082967429595
AGLD/USDT,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,1.625,1.4210652602434894,1.4210652602434894,0.20393473975651064,initial_stop,3,-0.9999999999999996,-1.5397082437984948,0.2696941191366787
AGLD/USDT,2024-11-13 00:00:00+00:00,2024-11-14 00:00:00+00:00,1.996,1.7298620177678377,1.7298620177678377,0.26613798223216245,initial_stop,2,-0.9999999999999996,-2.179320648392245,0.18787246968898597
AGLD/USDT,2024-12-21 00:00:00+00:00,2024-12-22 00:00:00+00:00,2.161,1.8296806907777157,1.8296806907777157,0.3313193092222844,initial_stop,2,-0.9999999999999998,-1.6811576762835299,0.1388388745225172
AGLD/USDT,2024-12-25 00:00:00+00:00,2024-12-28 00:00:00+00:00,2.302,1.8166202938698026,1.8166202938698026,0.4853797061301974,initial_stop,4,-1.0000000000000002,-1.0177598975831312,0.6840005789425089
ALCX/USDT,2023-11-05 00:00:00+00:00,2023-12-03 00:00:00+00:00,15.55,20.54089140874848,13.698937062047095,1.8510629379529058,chandelier_stop,29,2.6962299911141407,-0.5078163366176782,5.515749783900519
ALCX/USDT,2023-12-24 00:00:00+00:00,2023-12-26 00:00:00+00:00,29.03,25.5845766594406,25.5845766594406,3.4454233405594006,initial_stop,3,-1.0000000000000002,-1.3641284496659005,1.9068774285755237
ALCX/USDT,2024-02-14 00:00:00+00:00,2024-03-19 00:00:00+00:00,27.26,29.47,23.27743814636113,3.982561853638871,midline_exit,35,0.5549191905157023,-0.4695470073594412,3.676025768846104
ALCX/USDT,2024-04-07 00:00:00+00:00,2024-04-09 00:00:00+00:00,39.0,33.949118030412635,33.949118030412635,5.050881969587363,initial_stop,3,-1.0000000000000004,-1.1106971086988822,0.8988529186261898
ALCX/USDT,2024-05-21 00:00:00+00:00,2024-05-31 00:00:00+00:00,25.98,24.32,22.330430305626773,3.6495696943732274,midline_exit,11,-0.4548481434836899,-0.5397896642547401,2.27972081553271
ALCX/USDT,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,17.63,24.033279698594725,15.844235032301588,1.7857649676984113,chandelier_stop,30,3.585734861204951,-0.2799920532904319,6.78700737176007
ALGO/USDT,2021-01-01 00:00:00+00:00,2021-02-13 00:00:00+00:00,0.3978,1.3719448849979785,0.32848809498135334,0.06931190501864666,chandelier_stop,44,14.054510328866431,-0.4400398458503586,20.8073923175537
ALGO/USDT,2021-03-29 00:00:00+00:00,2021-04-22 00:00:00+00:00,1.4019,1.1311471620239923,1.1311471620239923,0.27075283797600747,initial_stop,25,-1.0000000000000004,-1.0156864912506247,1.4699753582463595
ALGO/USDT,2021-08-15 00:00:00+00:00,2021-08-18 00:00:00+00:00,0.9951,0.8603895146834984,0.8603895146834984,0.13471048531650154,initial_stop,4,-1.0,-1.0964254167222367,0.29841775052291175
ALGO/USDT,2021-08-19 00:00:00+00:00,2021-09-10 00:00:00+00:00,1.0441,1.865039944820487,0.8887492823010048,0.15535071769899522,chandelier_stop,23,5.284429689028702,-0.5458616558457551,9.309258569388339
ALGO/USDT,2021-12-30 00:00:00+00:00,2022-01-07 00:00:00+00:00,1.7302,1.4308878214735583,1.4308878214735583,0.29931217852644165,initial_stop,9,-1.0,-1.1265829598384058,0.3838801366709159
ALGO/USDT,2023-11-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,0.1335,0.18556343060818964,0.11793865401134825,0.015561345988651767,chandelier_stop,31,3.3456894182648016,-0.7068797267294131,5.757856683177759
ALGO/USDT,2023-12-21 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.2239,0.19203432273510568,0.19203432273510568,0.03186567726489432,initial_stop,14,-0.9999999999999998,-1.8546600942672917,0.9194846152628028
ALGO/USDT,2024-02-11 00:00:00+00:00,2024-03-05 00:00:00+00:00,0.1801,0.21490339136206366,0.16189908791689542,0.018200912083104592,chandelier_stop,24,1.9121784228808336,-0.39009034094454853,4.681084091334565
ALGO/USDT,2024-03-07 00:00:00+00:00,2024-03-19 00:00:00+00:00,0.2799,0.2371590923135672,0.2371590923135672,0.04274090768643278,initial_stop,13,-1.0000000000000002,-1.427204130701304,1.169839451394513
ALGO/USDT,2024-11-10 00:00:00+00:00,2024-12-05 00:00:00+00:00,0.1454,0.4497421431752947,0.1324097469017755,0.012990253098224491,chandelier_stop,26,23.42849988172226,-0.46958284445079385,36.06550206970445
ALGO/USDT,2025-01-15 00:00:00+00:00,2025-01-26 00:00:00+00:00,0.4446,0.3815,0.3645237011726905,0.08007629882730948,midline_exit,12,-0.7879984580216408,-0.7917448849219024,0.6506294716787239
ALGO/USDT,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.2533,0.22369431945055593,0.22369431945055593,0.0296056805494441,initial_stop,6,-0.9999999999999999,-1.1315396024777093,0.20941926971229174
ALGO/USDT,2025-07-11 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.2182,0.2686795901235513,0.19502225233464068,0.02317774766535933,chandelier_stop,13,2.177933371800245,-0.25024001830292086,5.082461061393808
ALGO/USDT,2026-05-07 00:00:00+00:00,2026-05-15 00:00:00+00:00,0.1285,0.11527545328918794,0.11527545328918794,0.013224546710812071,initial_stop,9,-0.9999999999999996,-1.300611686443491,0.6503058432217449
ALICE/USDT,2021-10-30 00:00:00+00:00,2021-10-31 00:00:00+00:00,16.34,13.632933700511249,13.632933700511249,2.7070662994887513,initial_stop,2,-1.0,-1.182091476889333,0.46544851902517553
ALICE/USDT,2021-11-20 00:00:00+00:00,2021-12-04 00:00:00+00:00,19.37,15.215682833602624,15.215682833602624,4.1543171663973775,initial_stop,15,-0.9999999999999998,-1.9184861628924645,2.2362279113263477
