symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,btc_slope,month,year
ETC/USDT,2021-04-05 00:00:00+00:00,2021-04-18 00:00:00+00:00,16.0744,37.80857474563999,13.797940821916756,2.2764591780832455,chandelier_stop,14,9.547359757155817,-0.04344466219827987,14.850079599698315,-0.000990363462779363,2021-04,2021
QTUM/USDT,2021-03-19 00:00:00+00:00,2021-04-18 00:00:00+00:00,7.005,13.882884432304776,5.627395367893154,1.3776046321068454,chandelier_stop,31,4.99264032074722,-0.5074024750707911,9.142681221053813,-0.00523181000852593,2021-04,2021
VET/USDT,2021-04-05 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.102343,0.20994717471215743,0.08545941208502254,0.016883587914977457,chandelier_stop,14,6.373300228247196,-0.2365610923527051,10.51233901785484,-0.000990363462779363,2021-04,2021
ZEC/USDT,2021-04-04 00:00:00+00:00,2021-04-18 00:00:00+00:00,187.14,238.27811483456597,159.91487146073965,27.22512853926035,chandelier_stop,15,1.8783424570731264,-0.9109231555780103,4.113479201337961,-0.0009155973856844528,2021-04,2021
ICX/USDT,2021-03-27 00:00:00+00:00,2021-04-23 00:00:00+00:00,2.1777,1.6602699313411253,1.6602699313411253,0.5174300686588749,initial_stop,28,-1.0,-1.2656782813133245,1.9757259230212416,-0.0037327499778846427,2021-04,2021
ETC/USDT,2021-05-06 00:00:00+00:00,2021-05-07 00:00:00+00:00,133.864,117.49392289702885,117.49392289702885,16.370077102971155,initial_stop,2,-0.9999999999999998,-1.5560708626947561,0.6803266673666823,-0.005093271368430786,2021-05,2021
QTUM/USDT,2021-05-06 00:00:00+00:00,2021-05-12 00:00:00+00:00,24.776,20.436276627275287,20.436276627275287,4.3397233727247135,initial_stop,7,-0.9999999999999998,-1.2717400456183618,2.5137546942653954,-0.005093271368430786,2021-05,2021
ZEC/USDT,2021-05-06 00:00:00+00:00,2021-05-13 00:00:00+00:00,308.57,251.99908458582087,251.99908458582087,56.57091541417911,initial_stop,8,-1.0000000000000002,-1.0530146023599467,1.1212475445306602,-0.005093271368430786,2021-05,2021
SOL/USDT,2021-04-18 00:00:00+00:00,2021-05-19 00:00:00+00:00,32.3358,27.352213573427314,27.352213573427314,4.9835864265726855,initial_stop,32,-1.0,-1.17100407226476,5.225995452016497,-0.011914971330539231,2021-05,2021
ADA/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,1.6491,1.3996341589975394,1.3996341589975394,0.24946584100246064,initial_stop,14,-0.9999999999999999,-2.561873791745685,3.290630880369321,-0.005093271368430786,2021-05,2021
AVAX/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,38.003,28.902300497220978,28.902300497220978,9.10069950277902,initial_stop,14,-1.0000000000000002,-2.222686288435643,0.6463239444620549,-0.005093271368430786,2021-05,2021
MTL/USDT,2021-07-12 00:00:00+00:00,2021-07-14 00:00:00+00:00,2.0585,1.6064286882726542,1.6064286882726542,0.45207131172734594,initial_stop,3,-0.9999999999999998,-1.0878814630392104,0.004866488854588211,-0.0021015281991848276,2021-07,2021
NEAR/USDT,2021-08-17 00:00:00+00:00,2021-08-24 00:00:00+00:00,3.7312,5.017268462620692,3.2074159679776226,0.5237840320223771,chandelier_stop,8,2.455341102429309,-0.25029399902439015,5.469620730777844,-0.00018200534158566262,2021-08,2021
AVAX/USDT,2021-08-17 00:00:00+00:00,2021-08-26 00:00:00+00:00,23.446,43.956007189201316,20.49994535335526,2.946054646644744,chandelier_stop,10,6.961855650763343,-0.676158537068783,12.060536636842828,-0.00018200534158566262,2021-08,2021
MTL/USDT,2021-08-31 00:00:00+00:00,2021-09-02 00:00:00+00:00,4.842,4.300274590182618,4.300274590182618,0.541725409817381,initial_stop,3,-1.0000000000000007,-1.1592588950400202,0.8509846347347935,-0.004185668020175644,2021-09,2021
ADA/USDT,2021-08-19 00:00:00+00:00,2021-09-07 00:00:00+00:00,2.4411,2.131074118641645,2.131074118641645,0.31002588135835524,initial_stop,20,-0.9999999999999998,-1.422784440019502,2.1285319700042376,-0.007810178024844364,2021-09,2021
JST/USDT,2021-09-02 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.0828,0.07154767644165365,0.07154767644165365,0.011252323558346352,initial_stop,6,-0.9999999999999999,-1.30639684539611,1.1873103302375523,-0.000980923614073562,2021-09,2021
ETH/USDT,2021-08-04 00:00:00+00:00,2021-09-07 00:00:00+00:00,2724.78,3443.860826761653,2409.1782601690297,315.60173983097036,chandelier_stop,35,2.278443798018278,-0.6174554047273904,4.128937947864016,-0.009950004781242132,2021-09,2021
TRX/USDT,2021-08-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.07013,0.09066936769174107,0.06295777569183177,0.007172224308168226,chandelier_stop,34,2.8637374974942453,-0.06134777456679561,5.178309880479115,-0.008026525222778422,2021-09,2021
FET/USDT,2021-08-30 00:00:00+00:00,2021-09-09 00:00:00+00:00,0.626,0.8503865734938955,0.5120158501056031,0.11398414989439691,chandelier_stop,11,1.9685769793588255,-0.04737500788489371,5.0226281507596005,-0.000334101075462869,2021-09,2021
NEAR/USDT,2021-09-08 00:00:00+00:00,2021-09-10 00:00:00+00:00,10.391,8.772471249673577,8.772471249673577,1.618528750326423,initial_stop,3,-0.9999999999999999,-1.1306564678761053,0.9199713009112139,-0.00990635570551726,2021-09,2021
SOL/USDT,2021-08-05 00:00:00+00:00,2021-09-13 00:00:00+00:00,37.353,153.9362661781243,30.888006423085294,6.464993576914706,chandelier_stop,40,18.033005723999715,-0.26945115710870365,27.632974089551354,-0.008026525222778422,2021-09,2021
IOST/USDT,2021-09-08 00:00:00+00:00,2021-09-13 00:00:00+00:00,0.07866,0.06611243449681646,0.06611243449681646,0.012547565503183533,initial_stop,6,-1.0,-1.3293415360747063,0.6248224006490228,-0.00990635570551726,2021-09,2021
TRX/USDT,2021-09-12 00:00:00+00:00,2021-09-20 00:00:00+00:00,0.11241,0.0973771324427937,0.0973771324427937,0.015032867557206304,initial_stop,9,-0.9999999999999998,-1.5559240385103728,0.7044564158967446,-0.018000941987256477,2021-09,2021
HBAR/USDT,2021-09-11 00:00:00+00:00,2021-09-21 00:00:00+00:00,0.363,0.28945235599094454,0.28945235599094454,0.07354764400905545,initial_stop,11,-1.0,-1.0197471450039344,2.8960818918111726,-0.02640534214501956,2021-09,2021
CELR/USDT,2021-09-09 00:00:00+00:00,2021-10-06 00:00:00+00:00,0.06483,0.1336121121933918,0.04886987256918608,0.015960127430813913,chandelier_stop,28,4.309621742781045,-0.6942300459711904,8.38777764026744,-0.017322616272208546,2021-10,2021
AVAX/USDT,2021-09-23 00:00:00+00:00,2021-10-06 00:00:00+00:00,76.44,60.01,56.54520704659069,19.894792953409304,midline_exit,14,-0.8258442316276755,-0.9188333873495989,0.12163986856597542,-0.01834930074430469,2021-10,2021
VET/USDT,2021-10-25 00:00:00+00:00,2021-10-27 00:00:00+00:00,0.14248,0.12286666156899251,0.12286666156899251,0.01961333843100749,initial_stop,3,-0.9999999999999998,-1.303194766658959,0.27379326670417165,-0.00834845345313874,2021-10,2021
AVAX/USDT,2021-10-25 00:00:00+00:00,2021-10-27 00:00:00+00:00,69.73,58.53123386730407,58.53123386730407,11.198766132695939,initial_stop,3,-0.9999999999999999,-1.134946461904572,0.2928894095237606,-0.00834845345313874,2021-10,2021
NEAR/USDT,2021-10-25 00:00:00+00:00,2021-10-27 00:00:00+00:00,12.321,10.707993735540496,10.707993735540496,1.6130062644595031,initial_stop,3,-1.0000000000000002,-1.259759521566952,0.5635439985749804,-0.00834845345313874,2021-10,2021
ZEC/USDT,2021-10-23 00:00:00+00:00,2021-10-27 00:00:00+00:00,173.6,154.96763710194165,154.96763710194165,18.63236289805835,initial_stop,5,-0.9999999999999998,-1.6798728197410597,0.9016569767300268,-0.0031393552680342067,2021-10,2021
SOL/USDT,2021-11-06 00:00:00+00:00,2021-11-10 00:00:00+00:00,258.44,222.79783047301083,222.79783047301083,35.64216952698916,initial_stop,5,-1.0000000000000002,-1.148639393822511,0.006172463767488612,-0.0007175127025183372,2021-11,2021
VET/USDT,2021-11-05 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.1581,0.13563279098929504,0.13563279098929504,0.02246720901070495,initial_stop,12,-1.0000000000000002,-1.0281650911331945,1.310799217916563,-0.0003527109406544003,2021-11,2021
DUSK/USDT,2021-11-05 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.2085,0.28234566624410656,0.17428540900517514,0.03421459099482484,chandelier_stop,12,2.1583091919840918,-0.4559458273915826,5.801618380591611,-0.0003527109406544003,2021-11,2021
ETH/USDT,2021-10-29 00:00:00+00:00,2021-11-16 00:00:00+00:00,4418.89,4209.76,3915.0578790602754,503.8321209397251,midline_exit,19,-0.41507873616699986,-0.6269747141385438,0.8913881853390765,-0.0013920614016185591,2021-11,2021
TRX/USDT,2021-11-15 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.1238,0.11107965499628285,0.11107965499628285,0.01272034500371715,initial_stop,2,-0.9999999999999996,-1.4535769269305847,0.0007861421995305781,-0.005005379899993679,2021-11,2021
CELR/USDT,2021-11-21 00:00:00+00:00,2021-11-26 00:00:00+00:00,0.14561,0.11627223186267568,0.11627223186267568,0.029337768137324312,initial_stop,6,-0.9999999999999998,-1.4864798097752419,0.7563629208647705,-0.010546237906671837,2021-11,2021
SC/USDT,2021-11-26 00:00:00+00:00,2021-11-28 00:00:00+00:00,0.02649,0.022838398026277993,0.022838398026277993,0.0036516019737220075,initial_stop,3,-0.9999999999999998,-1.1227948800293117,0.961221958268996,-0.010336577857797262,2021-11,2021
AVAX/USDT,2021-11-13 00:00:00+00:00,2021-12-04 00:00:00+00:00,97.54,83.001304568785,83.001304568785,14.538695431215,initial_stop,22,-1.0000000000000002,-1.4423577479294887,3.4019558518165214,-0.0030155706813424586,2021-12,2021
ZEC/USDT,2021-11-21 00:00:00+00:00,2021-12-04 00:00:00+00:00,229.4,192.918288276035,192.918288276035,36.48171172396498,initial_stop,14,-1.0000000000000004,-2.398462020150247,2.0722711854098135,-0.010546237906671837,2021-12,2021
NEAR/USDT,2021-12-11 00:00:00+00:00,2021-12-13 00:00:00+00:00,11.649,9.369008273796549,9.369008273796549,2.2799917262034493,initial_stop,3,-1.0000000000000004,-1.204828933556787,0.09254419547887967,-0.007064558992315941,2021-12,2021
ICX/USDT,2021-12-28 00:00:00+00:00,2021-12-29 00:00:00+00:00,1.786,1.4915727651846087,1.4915727651846087,0.29442723481539124,initial_stop,2,-1.0000000000000004,-1.2430915238853013,0.047549949001077126,-0.0025527473100693983,2021-12,2021
DUSK/USDT,2021-12-13 00:00:00+00:00,2022-01-05 00:00:00+00:00,0.4912,0.7691258252723396,0.3527502230779692,0.1384497769220308,chandelier_stop,24,2.0074125899737343,-0.5467686671870273,4.933919109054928,-0.007797719501436923,2022-01,2022
NEAR/USDT,2022-01-11 00:00:00+00:00,2022-01-21 00:00:00+00:00,18.045,14.3651969935763,14.3651969935763,3.6798030064237026,initial_stop,11,-0.9999999999999999,-1.661773738791251,0.6935153853467327,-0.0036595052277411935,2022-01,2022
ARDR/USDT,2022-04-02 00:00:00+00:00,2022-04-04 00:00:00+00:00,0.2752,0.24420223027133,0.24420223027133,0.030997769728670004,initial_stop,3,-0.9999999999999997,-1.1387916069119914,0.47422766633445507,-0.005113953595494556,2022-04,2022
SC/USDT,2022-04-02 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.0141,0.012223996174075916,0.012223996174075916,0.0018760038259240833,initial_stop,5,-1.0000000000000002,-1.6524486555740365,0.33048973111480767,-0.005113953595494556,2022-04,2022
ZRX/USDT,2022-04-03 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.9125,0.7733218445835381,0.7733218445835381,0.1391781554164619,initial_stop,4,-0.9999999999999996,-1.533286594878661,0.004311021353923457,-0.004726121607879014,2022-04,2022
ZEC/USDT,2022-03-08 00:00:00+00:00,2022-04-06 00:00:00+00:00,138.5,161.0,116.56323998622076,21.936760013779242,midline_exit,30,1.025675623285616,-0.3692432243828215,3.560234052382515,-0.022015696542282994,2022-04,2022
FET/USDT,2022-04-05 00:00:00+00:00,2022-04-08 00:00:00+00:00,0.5043,0.42141751747647327,0.42141751747647327,0.08288248252352673,initial_stop,4,-0.9999999999999997,-1.2813322763329924,0.06877207132860742,-0.0018802199537799977,2022-04,2022
MTL/USDT,2022-04-12 00:00:00+00:00,2022-04-15 00:00:00+00:00,2.411,2.0713263671894544,2.0713263671894544,0.33967363281054574,initial_stop,4,-0.9999999999999997,-1.3689611294008082,1.08339289380537,-0.014794125560985917,2022-04,2022
NEAR/USDT,2022-04-02 00:00:00+00:00,2022-04-25 00:00:00+00:00,14.825,14.275,12.469194680954987,2.3558053190450123,midline_exit,24,-0.23346581126786653,-0.5327265329839506,2.106710584222589,-0.005113953595494556,2022-04,2022
MTL/USDT,2022-04-18 00:00:00+00:00,2022-04-30 00:00:00+00:00,2.975,2.3933325442746223,2.3933325442746223,0.5816674557253777,initial_stop,13,-1.0000000000000002,-1.6126052622804077,0.881947227665084,-0.00028571990179989646,2022-04,2022
TRX/USDT,2022-05-04 00:00:00+00:00,2022-05-05 00:00:00+00:00,0.08629,0.07694071556964285,0.07694071556964285,0.009349284430357152,initial_stop,2,-1.0,-1.5733824454240146,0.3829170057524114,-0.0009247172193297668,2022-05,2022
ETC/USDT,2022-07-27 00:00:00+00:00,2022-08-19 00:00:00+00:00,32.92,32.92,28.413748163248847,4.506251836751155,midline_exit,24,0.0,-0.21747563951209284,2.8382790095506794,-0.007441187058967252,2022-08,2022
FET/USDT,2023-02-07 00:00:00+00:00,2023-02-08 00:00:00+00:00,0.5404,0.45302887560447247,0.45302887560447247,0.0873711243955275,initial_stop,2,-1.0000000000000002,-1.0941830113942514,0.7771446283856654,-0.005258083633633566,2023-02,2023
VET/USDT,2023-02-07 00:00:00+00:00,2023-02-09 00:00:00+00:00,0.02595,0.023308151982051863,0.023308151982051863,0.0026418480179481387,initial_stop,3,-0.9999999999999999,-1.1923471670586603,0.29146264083656137,-0.005258083633633566,2023-02,2023
SC/USDT,2023-02-07 00:00:00+00:00,2023-02-09 00:00:00+00:00,0.00444,0.00562105642580978,0.003878765520547207,0.0005612344794527934,chandelier_stop,3,2.104390355634094,-0.5345359399381563,4.739552000784974,-0.005258083633633566,2023-02,2023
DUSK/USDT,2023-02-10 00:00:00+00:00,2023-02-24 00:00:00+00:00,0.1861,0.2002,0.1520897923966637,0.03401020760333629,midline_exit,15,0.41458141521655506,-0.12055204272254415,3.472486889154267,-0.011433193331380289,2023-02,2023
HBAR/USDT,2023-02-11 00:00:00+00:00,2023-02-24 00:00:00+00:00,0.0881,0.0754052299409556,0.0754052299409556,0.0126947700590444,initial_stop,14,-1.0000000000000002,-1.0319210146438922,0.8349895232996377,-0.011073527804954008,2023-02,2023
ARDR/USDT,2023-02-24 00:00:00+00:00,2023-03-02 00:00:00+00:00,0.1153,0.10042623744651526,0.10042623744651526,0.014873762553484743,initial_stop,7,-1.0,-1.0622732441226344,0.24876019007935082,-0.008429093085323629,2023-03,2023
CELR/USDT,2023-02-11 00:00:00+00:00,2023-03-03 00:00:00+00:00,0.02166,0.01901,0.017893908636390638,0.0037660913636093593,midline_exit,21,-0.7036472948070712,-0.9638640302451574,1.019624759267605,-0.011073527804954008,2023-03,2023
ZRX/USDT,2023-03-01 00:00:00+00:00,2023-03-03 00:00:00+00:00,0.3027,0.25939055476368944,0.25939055476368944,0.043309445236310605,initial_stop,3,-0.9999999999999996,-1.3923059893975402,0.1085213623576851,-0.0010238549969011133,2023-03,2023
TRX/USDT,2023-02-07 00:00:00+00:00,2023-03-08 00:00:00+00:00,0.06577,0.06532,0.06123677130151931,0.004533228698480683,midline_exit,30,-0.09926699708550113,-0.8492843083981896,1.6103312860537136,-0.005258083633633566,2023-03,2023
ARDR/USDT,2023-04-05 00:00:00+00:00,2023-04-07 00:00:00+00:00,0.1001,0.1202129767237242,0.08971240014930945,0.010387599850690547,chandelier_stop,3,1.936248701608114,-0.30805961396243664,4.418730087773708,-0.0010459050762712727,2023-04,2023
ICX/USDT,2023-04-04 00:00:00+00:00,2023-04-08 00:00:00+00:00,0.3881,0.3287537592761998,0.3287537592761998,0.05934624072380018,initial_stop,5,-1.0,-1.1845737681545665,1.6951368574160663,-0.0016493002007178658,2023-04,2023
FET/USDT,2023-04-17 00:00:00+00:00,2023-04-19 00:00:00+00:00,0.4262,0.3676888799457768,0.3676888799457768,0.058511120054223195,initial_stop,3,-1.0000000000000002,-1.0545004085175886,0.31447013803441803,-0.0018717435599749815,2023-04,2023
ETH/USDT,2023-04-04 00:00:00+00:00,2023-04-21 00:00:00+00:00,1870.37,1848.78,1714.9928107217486,155.37718927825122,midline_exit,18,-0.1389521853258415,-0.2983706953082919,1.7452368733121164,-0.0016493002007178658,2023-04,2023
JST/USDT,2023-06-03 00:00:00+00:00,2023-06-04 00:00:00+00:00,0.02715,0.02562786461287985,0.02562786461287985,0.0015221353871201504,initial_stop,2,-0.9999999999999993,-1.1759794924593692,0.052557742679748484,-0.006302341286308808,2023-06,2023
TRX/USDT,2023-05-20 00:00:00+00:00,2023-06-05 00:00:00+00:00,0.07257,0.0778301008704788,0.06940105911834879,0.0031689408816512024,chandelier_stop,17,1.6598923952591964,-0.18302645005412138,4.174896438303515,-0.00029395416734190257,2023-06,2023
MTL/USDT,2023-06-04 00:00:00+00:00,2023-06-08 00:00:00+00:00,1.205,2.1433941516100696,1.068609694531061,0.13639030546893913,chandelier_stop,5,6.880211525178928,-0.5865519526841949,11.694379556641124,-0.0040155052921377775,2023-06,2023
ETC/USDT,2023-06-30 00:00:00+00:00,2023-07-05 00:00:00+00:00,20.92,18.716569536348633,18.716569536348633,2.2034304636513675,initial_stop,6,-1.0000000000000007,-1.0529036601207111,1.0801339271927979,-0.0004563055559976698,2023-07,2023
TRX/USDT,2023-06-30 00:00:00+00:00,2023-07-31 00:00:00+00:00,0.0762,0.07792,0.07143281036900699,0.004767189630993008,midline_exit,32,0.3607995765089216,-0.21815788347051066,3.8156652887774913,-0.0004563055559976698,2023-07,2023
SC/USDT,2023-07-29 00:00:00+00:00,2023-08-15 00:00:00+00:00,0.00372,0.0033169296168633886,0.0033169296168633886,0.00040307038313661174,initial_stop,18,-0.9999999999999996,-1.0420016393455795,2.0046126775981605,-0.0023063703684389407,2023-08,2023
HBAR/USDT,2023-08-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,0.0654,0.059767931867716007,0.059767931867716007,0.005632068132283996,initial_stop,4,-0.9999999999999996,-2.2904552461031065,1.864324037525783,-0.0019346603886437055,2023-08,2023
FET/USDT,2023-09-03 00:00:00+00:00,2023-09-10 00:00:00+00:00,0.2591,0.22473426235981792,0.22473426235981792,0.03436573764018207,initial_stop,8,-1.0000000000000004,-1.283254864532172,0.36955412198545506,-0.00754886932492844,2023-09,2023
VTHO/USDT,2023-09-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,0.001508,0.0013764354733008988,0.0013764354733008988,0.00013156452669910125,initial_stop,2,-1.0,-2.189039912397355,0.5472599780993388,-0.0013630039762538378,2023-09,2023
MTL/USDT,2023-09-12 00:00:00+00:00,2023-09-17 00:00:00+00:00,1.351,1.2107987437248526,1.2107987437248526,0.1402012562751473,initial_stop,6,-1.0000000000000004,-1.1055535743261098,2.2539027708841983,-0.0027980094698651235,2023-09,2023
TRX/USDT,2023-09-06 00:00:00+00:00,2023-10-06 00:00:00+00:00,0.07893,0.08533169306655336,0.07596710205083931,0.002962897949160687,chandelier_stop,31,2.160618818601834,-0.6547643669433669,4.104090052593482,-0.0008454406615212961,2023-10,2023
SOL/USDT,2023-11-15 00:00:00+00:00,2023-11-17 00:00:00+00:00,65.43,55.41381802666268,55.41381802666268,10.016181973337327,initial_stop,3,-0.9999999999999998,-1.1311695444591572,0.27655248350854894,-0.0007547318967760856,2023-11,2023
ARDR/USDT,2023-11-15 00:00:00+00:00,2023-11-20 00:00:00+00:00,0.1158,0.13289441392413476,0.09987586007875875,0.015924139921241257,chandelier_stop,6,1.0734905626728681,-0.8666088133018818,4.220008134339595,-0.0007547318967760856,2023-11,2023
VTHO/USDT,2023-12-11 00:00:00+00:00,2023-12-15 00:00:00+00:00,0.002328,0.002092162661926924,0.002092162661926924,0.00023583733807307588,initial_stop,5,-1.0000000000000009,-1.0685330917444296,3.9221948804110984,-0.006678955634673108,2023-12,2023
ADA/USDT,2023-12-13 00:00:00+00:00,2023-12-16 00:00:00+00:00,0.6675,0.5868836279163527,0.5868836279163527,0.08061637208364726,initial_stop,4,-0.9999999999999998,-1.0047586849474528,0.15505535261534853,-0.0075424833114368,2023-12,2023
SC/USDT,2023-11-15 00:00:00+00:00,2023-12-18 00:00:00+00:00,0.004461,0.006413225935257179,0.003954308525021459,0.0005066914749785412,chandelier_stop,34,3.8528888518202473,-0.6216800865128821,7.477923326340685,-0.0007547318967760856,2023-12,2023
HBAR/USDT,2023-12-14 00:00:00+00:00,2023-12-18 00:00:00+00:00,0.0835,0.07453426167685179,0.07453426167685179,0.008965738323148216,initial_stop,5,-1.0000000000000002,-1.2491999650584549,0.5576785558296663,-0.006141258115025548,2023-12,2023
IOST/USDT,2023-12-13 00:00:00+00:00,2023-12-18 00:00:00+00:00,0.01078,0.009445930545320422,0.009445930545320422,0.0013340694546795776,initial_stop,6,-0.9999999999999997,-1.1468668251365381,2.5186094983390643,-0.0075424833114368,2023-12,2023
AVAX/USDT,2023-11-15 00:00:00+00:00,2023-12-31 00:00:00+00:00,20.7,37.946825040306194,17.751121980640445,2.9488780193595536,chandelier_stop,47,5.848605783989639,-0.610401647061322,9.922417885007931,-0.0007547318967760856,2023-12,2023
DUSK/USDT,2023-12-26 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.2003,0.1761915751688092,0.1761915751688092,0.02410842483119079,initial_stop,9,-1.0000000000000004,-1.762869216781626,1.0826090954823624,-0.0041542830815874,2024-01,2024
NEAR/USDT,2023-11-17 00:00:00+00:00,2024-01-03 00:00:00+00:00,1.872,3.475320698871485,1.5831579866412695,0.28884201335873055,chandelier_stop,48,5.550856955425743,-0.6716474440269868,9.531161924774707,-0.0019156055701956545,2024-01,2024
QTUM/USDT,2023-12-27 00:00:00+00:00,2024-01-03 00:00:00+00:00,3.632,3.2116753625222687,3.2116753625222687,0.42032463747773136,initial_stop,8,-1.0000000000000002,-1.9794223935875739,0.5186467329352055,-0.003578235972649787,2024-01,2024
VET/USDT,2023-12-12 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.02927,0.03209,0.026100294867893125,0.0031697051321068763,midline_exit,23,0.8896726611681918,-0.9022921315393724,2.997124213155256,-0.009431638993293672,2024-01,2024
