symbol,entry_ts,exit_ts,r,funding,year,month
DASHUSDT,1600142400000,1600646400000,1.0428726388187497,0.0001,2020,2020-09
BCHUSDT,1600603200000,1601107200000,0.9435130062541284,0.0001,2020,2020-09
BTCUSDT,1600704000000,1600977600000,-1.0,0.0001,2020,2020-09
BATUSDT,1601193600000,1601265600000,-1.0,0.0001,2020,2020-09
DASHUSDT,1601323200000,1601510400000,-1.0,0.0001,2020,2020-09
BANDUSDT,1601438400000,1601539200000,-1.0,0.0001,2020,2020-09
IOSTUSDT,1601582400000,1602086400000,1.216990002277298,0.0001,2020,2020-10
BANDUSDT,1601582400000,1602086400000,1.791772273491913,0.0001,2020,2020-10
DASHUSDT,1601611200000,1601985600000,-1.0,0.0001,2020,2020-10
ETHUSDT,1601625600000,1601827200000,-1.0,0.0001,2020,2020-10
BATUSDT,1601625600000,1602129600000,0.4811121450184159,0.0001,2020,2020-10
ADAUSDT,1601971200000,1602259200000,-1.0,0.0001,2020,2020-10
BATUSDT,1602604800000,1603108800000,0.301970581945202,0.0001,2020,2020-10
COMPUSDT,1602662400000,1603166400000,1.2656993018904432,0.0001,2020,2020-10
DOTUSDT,1602748800000,1603252800000,0.1167169336613136,0.0001,2020,2020-10
BANDUSDT,1602763200000,1603267200000,0.5486603068669347,0.0001,2020,2020-10
ALGOUSDT,1602763200000,1603267200000,0.773078981556094,0.0001,2020,2020-10
IOSTUSDT,1603454400000,1603958400000,1.7302538566679426,0.0001,2020,2020-10
ALGOUSDT,1603598400000,1604102400000,3.5887873173960787,0.00023856,2020,2020-10
ATOMUSDT,1603627200000,1604131200000,1.8718204657834507,0.00031846,2020,2020-10
BATUSDT,1603742400000,1604246400000,3.072729795380847,0.0001,2020,2020-10
COMPUSDT,1603742400000,1603771200000,-1.0,0.0001,2020,2020-10
DOGEUSDT,1603900800000,1604404800000,0.6968403032175691,0.0001,2020,2020-10
DOTUSDT,1603987200000,1604491200000,0.3991994768827482,0.0001,2020,2020-10
ETCUSDT,1604952000000,1605456000000,0.0548136274673485,0.0001,2020,2020-11
BNBUSDT,1605124800000,1605628800000,-0.5694253753868267,0.00041231,2020,2020-11
IOTAUSDT,1605124800000,1605600000000,-1.0,0.00016026,2020,2020-11
EGLDUSDT,1605182400000,1605686400000,0.3127701945956134,0.00023772,2020,2020-11
AVAXUSDT,1605196800000,1605297600000,-1.0,0.0001,2020,2020-11
IOSTUSDT,1605384000000,1605888000000,0.2915487061528639,0.0001,2020,2020-11
ICXUSDT,1605456000000,1605628800000,-1.0,0.00090729,2020,2020-11
ENJUSDT,1605744000000,1605960000000,-1.0,0.0001,2020,2020-11
IOTAUSDT,1605844800000,1605873600000,-1.0,0.00011545,2020,2020-11
COMPUSDT,1606377600000,1606881600000,-0.1195919364517742,0.0001,2020,2020-11
DOTUSDT,1606377600000,1606694400000,-1.0,0.0001,2020,2020-11
BANDUSDT,1606377600000,1606881600000,-0.1519263997960936,0.00033057,2020,2020-11
AVAXUSDT,1606392000000,1606896000000,-0.5104845964660752,0.0001,2020,2020-11
ATOMUSDT,1606435200000,1606939200000,-0.3514056887160854,0.0001,2020,2020-11
AVAXUSDT,1607097600000,1607601600000,1.971684498290814,0.0001,2020,2020-12
FILUSDT,1607788800000,1608292800000,1.0922456372710632,0.0001,2020,2020-12
AVAXUSDT,1607932800000,1608292800000,-1.0,0.0001,2020,2020-12
ATOMUSDT,1608494400000,1608998400000,0.9943328509407384,0.00083727,2020,2020-12
BANDUSDT,1608537600000,1609041600000,1.6203260441315728,0.00022025,2020,2020-12
CRVUSDT,1608537600000,1609041600000,0.8872708978333247,0.00064908,2020,2020-12
DOTUSDT,1608552000000,1609027200000,-1.0,0.000282,2020,2020-12
ENJUSDT,1608552000000,1609056000000,0.126194839918641,0.0001609,2020,2020-12
ETCUSDT,1609228800000,1609660800000,-1.0,0.00020787,2020,2020-12
IOTAUSDT,1609243200000,1609718400000,-1.0,0.00065134,2020,2020-12
AAVEUSDT,1609243200000,1609300800000,-1.0,0.00049317,2020,2020-12
FILUSDT,1609516800000,1610020800000,-0.2281515576305947,0.0001,2021,2021-01
COMPUSDT,1609646400000,1609675200000,-1.0,0.0001,2021,2021-01
FILUSDT,1610121600000,1610236800000,-1.0,0.00098079,2021,2021-01
AXSUSDT,1610323200000,1610798400000,-1.0,0.0001,2021,2021-01
BELUSDT,1610366400000,1610640000000,-1.0,0.0001,2021,2021-01
FILUSDT,1610380800000,1610812800000,-1.0,0.0001,2021,2021-01
CRVUSDT,1610380800000,1610611200000,-1.0,0.0001,2021,2021-01
BATUSDT,1610380800000,1610755200000,-1.0,0.0001,2021,2021-01
FILUSDT,1611172800000,1611676800000,0.157765655868358,0.00044028,2021,2021-01
BCHUSDT,1614902400000,1615233600000,-1.0,0.0001,2021,2021-03
BANDUSDT,1614902400000,1615190400000,-1.0,0.0001,2021,2021-03
ETHUSDT,1614916800000,1615017600000,-1.0,0.00024885,2021,2021-03
CRVUSDT,1614945600000,1615204800000,-1.0,0.0001,2021,2021-03
AAVEUSDT,1614960000000,1615104000000,-1.0,0.0001,2021,2021-03
CRVUSDT,1615521600000,1615665600000,-1.0,0.00039058,2021,2021-03
1INCHUSDT,1615536000000,1615795200000,-1.0,0.001828,2021,2021-03
AAVEUSDT,1615550400000,1615651200000,-1.0,0.00148861,2021,2021-03
BANDUSDT,1615593600000,1615665600000,-1.0,0.0001,2021,2021-03
BELUSDT,1615593600000,1615636800000,-1.0,0.0001,2021,2021-03
CRVUSDT,1615780800000,1615824000000,-1.0,0.00111982,2021,2021-03
1INCHUSDT,1615838400000,1615910400000,-1.0,0.00102864,2021,2021-03
BCHUSDT,1615852800000,1616356800000,-0.2054949020504533,0.0001,2021,2021-03
GRTUSDT,1616270400000,1616774400000,1.411247318074203,0.00225915,2021,2021-03
AAVEUSDT,1616270400000,1616774400000,0.8489319795708065,0.00198808,2021,2021-03
AVAXUSDT,1616443200000,1616947200000,-0.0225025753893383,0.00182145,2021,2021-03
BANDUSDT,1616457600000,1616875200000,-1.0,0.00060249,2021,2021-03
CRVUSDT,1616472000000,1616515200000,-1.0,0.0001,2021,2021-03
AVAXUSDT,1617192000000,1617422400000,-1.0,0.00133039,2021,2021-03
GRTUSDT,1617782400000,1617940800000,-1.0,0.001637,2021,2021-04
AAVEUSDT,1617782400000,1618200000000,-1.0,0.00155429,2021,2021-04
AVAXUSDT,1618704000000,1619208000000,0.4379363977661609,0.00194742,2021,2021-04
DOTUSDT,1618704000000,1619208000000,0.6896878828952248,0.00225292,2021,2021-04
GRTUSDT,1618704000000,1619208000000,0.8187723342012379,0.00148831,2021,2021-04
EGLDUSDT,1618704000000,1618718400000,-1.0,0.00180002,2021,2021-04
BTCUSDT,1618704000000,1619208000000,1.07472353077677,0.00087572,2021,2021-04
ICXUSDT,1618718400000,1619222400000,1.3123292503144433,0.00098417,2021,2021-04
ENJUSDT,1620129600000,1620216000000,-1.0,0.0001,2021,2021-05
COTIUSDT,1620129600000,1620216000000,-1.0,0.00010146,2021,2021-05
FILUSDT,1620144000000,1620273600000,-1.0,0.00015015,2021,2021-05
ICXUSDT,1620158400000,1620230400000,-1.0,0.0008821,2021,2021-05
ATOMUSDT,1620158400000,1620201600000,-1.0,0.00025813,2021,2021-05
HBARUSDT,1620345600000,1620849600000,0.8208951203401543,0.00030513,2021,2021-05
BELUSDT,1620532800000,1621036800000,1.4693141146767403,0.00079834,2021,2021-05
GRTUSDT,1620576000000,1621080000000,0.6640414714764181,0.00046457,2021,2021-05
COTIUSDT,1620590400000,1621036800000,-1.0,0.00046042,2021,2021-05
DOTUSDT,1620691200000,1620777600000,-1.0,0.0001,2021,2021-05
ATOMUSDT,1620849600000,1621036800000,-1.0,0.0001,2021,2021-05
DOTUSDT,1620849600000,1620878400000,-1.0,0.0004711,2021,2021-05
ALGOUSDT,1621209600000,1621713600000,1.9585615435730268,0.00023343,2021,2021-05
HBARUSDT,1621339200000,1621368000000,-1.0,0.0001,2021,2021-05
COTIUSDT,1621382400000,1621886400000,2.150395526331056,0.0001,2021,2021-05
ALICEUSDT,1621382400000,1621886400000,1.9274119301123367,0.0001,2021,2021-05
HBARUSDT,1621396800000,1621900800000,0.6501708307028462,0.0001,2021,2021-05
ANKRUSDT,1621411200000,1621915200000,0.9633240000858796,0.0001,2021,2021-05
HBARUSDT,1622174400000,1622678400000,-0.0152769229344491,0.0001,2021,2021-05
COTIUSDT,1622188800000,1622635200000,-1.0,0.0001,2021,2021-05
EGLDUSDT,1622232000000,1622736000000,-0.4479136993919512,0.0001,2021,2021-05
ADAUSDT,1622232000000,1622491200000,-1.0,0.0001,2021,2021-05
ETHUSDT,1622232000000,1622635200000,-1.0,0.0001,2021,2021-05
CELRUSDT,1622548800000,1623052800000,0.097380323556431,0.0001,2021,2021-06
ALICEUSDT,1622779200000,1623283200000,0.4856280117601536,0.0001,2021,2021-06
ETCUSDT,1622779200000,1623283200000,0.1209501968416728,0.0001,2021,2021-06
AXSUSDT,1622779200000,1623283200000,0.4711625012168953,0.0001,2021,2021-06
BCHUSDT,1622793600000,1623297600000,0.6497140438934526,0.0001,2021,2021-06
DOGEUSDT,1623096000000,1623600000000,0.6348802070078985,0.0001,2021,2021-06
CRVUSDT,1623369600000,1623873600000,0.5547237703906471,0.0001,2021,2021-06
AXSUSDT,1623456000000,1623801600000,-1.0,0.0001,2021,2021-06
ALGOUSDT,1623470400000,1623614400000,-1.0,0.0001,2021,2021-06
AVAXUSDT,1623801600000,1624305600000,2.1671921972998165,0.0001,2021,2021-06
ALICEUSDT,1623801600000,1624305600000,2.3667765050202707,0.0001,2021,2021-06
ATOMUSDT,1623830400000,1623888000000,-1.0,0.0001,2021,2021-06
DASHUSDT,1623844800000,1624348800000,4.373686699037702,0.0001,2021,2021-06
BELUSDT,1623873600000,1623945600000,-1.0,0.0001,2021,2021-06
BANDUSDT,1623931200000,1624435200000,3.3332589547669627,0.0001,2021,2021-06
BATUSDT,1623974400000,1624478400000,2.306237870355369,0.0001,2021,2021-06
DOTUSDT,1625054400000,1625428800000,-1.0,0.0001,2021,2021-06
COTIUSDT,1625112000000,1625616000000,-0.2028487704824328,0.0001,2021,2021-07
HOTUSDT,1625126400000,1625630400000,-0.368255079655457,0.0001,2021,2021-07
CELRUSDT,1625155200000,1625400000000,-1.0,0.0001,2021,2021-07
CHZUSDT,1625155200000,1625616000000,-1.0,0.0001,2021,2021-07
DOTUSDT,1625486400000,1625544000000,-1.0,0.0001,2021,2021-07
HBARUSDT,1625500800000,1626004800000,1.1713792374038374,0.0001,2021,2021-07
BTCUSDT,1625702400000,1626206400000,0.6654088912886288,0.0001,2021,2021-07
HOTUSDT,1625716800000,1626220800000,0.7750245346823111,0.0001,2021,2021-07
COTIUSDT,1625716800000,1626220800000,0.4318827733029914,0.0001,2021,2021-07
1000SHIBUSDT,1625731200000,1626235200000,2.3129698853911447,0.0001,2021,2021-07
ALGOUSDT,1626105600000,1626609600000,1.2179845308461,0.0001,2021,2021-07
ATOMUSDT,1626206400000,1626710400000,1.6570032865254654,0.0001,2021,2021-07
ENJUSDT,1626220800000,1626264000000,-1.0,0.0001,2021,2021-07
BELUSDT,1626235200000,1626264000000,-1.0,0.0001,2021,2021-07
BANDUSDT,1626235200000,1626739200000,1.9541229755895453,0.0001,2021,2021-07
ENJUSDT,1626422400000,1626926400000,0.3889184362991552,0.0001,2021,2021-07
CHZUSDT,1626465600000,1626969600000,0.1820643003339562,0.0001,2021,2021-07
BELUSDT,1626753600000,1626955200000,-1.0,0.0001,2021,2021-07
1000SHIBUSDT,1627344000000,1627790400000,-1.0,0.0001,2021,2021-07
COMPUSDT,1627632000000,1627776000000,-1.0,0.0001,2021,2021-07
ALGOUSDT,1627862400000,1628265600000,-1.0,0.0001,2021,2021-08
1000SHIBUSDT,1627920000000,1628294400000,-1.0,0.00015535,2021,2021-08
DOGEUSDT,1627963200000,1628265600000,-1.0,0.0001,2021,2021-08
CRVUSDT,1628006400000,1628164800000,-1.0,0.0001,2021,2021-08
1INCHUSDT,1628049600000,1628078400000,-1.0,0.0001,2021,2021-08
ALGOUSDT,1629273600000,1629302400000,-1.0,0.0001,2021,2021-08
BTCDOMUSDT,1629720000000,1629820800000,-1.0,0.0002818,2021,2021-08
COMPUSDT,1629806400000,1630310400000,0.5382729941705958,0.00103357,2021,2021-08
BTCDOMUSDT,1630324800000,1630828800000,5.9378569841895095,0.00052219,2021,2021-08
DOGEUSDT,1631016000000,1631520000000,0.5457418444551759,0.0007534,2021,2021-09
BNBUSDT,1631016000000,1631520000000,0.5423552502845786,0.00070154,2021,2021-09
COTIUSDT,1631016000000,1631246400000,-1.0,0.00051574,2021,2021-09
1000SHIBUSDT,1631016000000,1631102400000,-1.0,0.00064177,2021,2021-09
AAVEUSDT,1631016000000,1631520000000,0.6097522543502177,0.00058695,2021,2021-09
1000SHIBUSDT,1631332800000,1631808000000,-1.0,0.0001,2021,2021-09
GRTUSDT,1631851200000,1632355200000,1.3308896619664716,0.0001,2021,2021-09
GTCUSDT,1631880000000,1632384000000,1.3268132375690098,0.00013382,2021,2021-09
DASHUSDT,1631894400000,1632398400000,1.7365777597494647,0.0001,2021,2021-09
COMPUSDT,1631908800000,1632412800000,1.2722902111581325,0.0001,2021,2021-09
BELUSDT,1631923200000,1632427200000,1.309922655022881,0.0001,2021,2021-09
1000SHIBUSDT,1632470400000,1632974400000,-0.1643393617154822,0.0001,2021,2021-09
ADAUSDT,1632729600000,1633233600000,-0.2329198958313341,0.0001,2021,2021-09
BTCDOMUSDT,1633190400000,1633305600000,-1.0,0.0001,2021,2021-10
COMPUSDT,1633305600000,1633809600000,-0.5984007557829837,0.0001,2021,2021-10
GTCUSDT,1633881600000,1634284800000,-1.0,0.00025995,2021,2021-10
GRTUSDT,1633896000000,1634184000000,-1.0,0.00017142,2021,2021-10
CHRUSDT,1633896000000,1634112000000,-1.0,0.0001,2021,2021-10
BANDUSDT,1633896000000,1634212800000,-1.0,0.0002863,2021,2021-10
AAVEUSDT,1633896000000,1634198400000,-1.0,0.00032075,2021,2021-10
IOTAUSDT,1634270400000,1634774400000,0.0926107440751272,0.0001,2021,2021-10
CHRUSDT,1634299200000,1634313600000,-1.0,0.0001,2021,2021-10
ALICEUSDT,1634457600000,1634961600000,-0.2171282316583344,0.00055917,2021,2021-10
C98USDT,1634472000000,1634774400000,-1.0,0.00064033,2021,2021-10
AVAXUSDT,1634486400000,1634745600000,-1.0,0.00040444,2021,2021-10
ETCUSDT,1634500800000,1634760000000,-1.0,0.00048178,2021,2021-10
IOTXUSDT,1634846400000,1635307200000,-1.0,0.00087498,2021,2021-10
ADAUSDT,1635004800000,1635508800000,1.7606773571479533,0.00028852,2021,2021-10
COMPUSDT,1635048000000,1635206400000,-1.0,0.000662,2021,2021-10
ALICEUSDT,1635091200000,1635148800000,-1.0,0.00078953,2021,2021-10
HOTUSDT,1635105600000,1635148800000,-1.0,0.00047079,2021,2021-10
ETCUSDT,1635307200000,1635638400000,-1.0,0.0001,2021,2021-10
IOSTUSDT,1635307200000,1635724800000,-1.0,0.00067261,2021,2021-10
ICXUSDT,1635307200000,1635465600000,-1.0,0.00020701,2021,2021-10
CHRUSDT,1635321600000,1635465600000,-1.0,0.00039172,2021,2021-10
ADAUSDT,1636099200000,1636387200000,-1.0,0.00039418,2021,2021-11
ETCUSDT,1636113600000,1636344000000,-1.0,0.00016935,2021,2021-11
GTCUSDT,1636128000000,1636344000000,-1.0,0.0003337,2021,2021-11
BCHUSDT,1636185600000,1636329600000,-1.0,0.00020934,2021,2021-11
FILUSDT,1636185600000,1636329600000,-1.0,0.00055868,2021,2021-11
COMPUSDT,1636560000000,1637064000000,1.3686997547949624,0.00045847,2021,2021-11
COTIUSDT,1636560000000,1637064000000,1.4782004919952465,0.00062007,2021,2021-11
IOSTUSDT,1636574400000,1637078400000,0.7181820133001986,0.00068522,2021,2021-11
ICXUSDT,1636574400000,1636704000000,-1.0,0.00071645,2021,2021-11
DYDXUSDT,1636574400000,1637078400000,1.1654781558598966,0.00094526,2021,2021-11
GTCUSDT,1636718400000,1637222400000,1.205020612276438,0.0001,2021,2021-11
IOTAUSDT,1637280000000,1637510400000,-1.0,0.0001,2021,2021-11
BTCDOMUSDT,1637352000000,1637856000000,0.3469144321307704,0.00060281,2021,2021-11
ARUSDT,1637611200000,1638115200000,0.6437224261044704,0.0001,2021,2021-11
ICXUSDT,1637625600000,1638129600000,1.85053689573418,0.0001,2021,2021-11
CELOUSDT,1637712000000,1638216000000,0.8886727978299565,0.00016819,2021,2021-11
C98USDT,1637899200000,1638403200000,-1.0,0.00058121,2021,2021-11
ATOMUSDT,1637899200000,1638403200000,0.7477797622819751,0.00058181,2021,2021-11
BTCDOMUSDT,1638244800000,1638590400000,-1.0,0.00070625,2021,2021-11
CELOUSDT,1638374400000,1638878400000,3.235706137831141,0.0001,2021,2021-12
COMPUSDT,1638388800000,1638892800000,2.5893871750215154,0.00010364,2021,2021-12
FILUSDT,1638403200000,1638907200000,4.189030878201132,0.0001,2021,2021-12
DOGEUSDT,1638403200000,1638432000000,-1.0,0.0001,2021,2021-12
ARUSDT,1638446400000,1638950400000,1.585527960094244,0.0001,2021,2021-12
COTIUSDT,1638590400000,1639094400000,0.2845645495670102,0.0001,2021,2021-12
ETHUSDT,1639080000000,1639584000000,1.7663270010820624,0.0001,2021,2021-12
IOTXUSDT,1639296000000,1639800000000,0.4737260547729165,0.0001,2021,2021-12
1INCHUSDT,1639742400000,1640246400000,-1.0,0.0001,2021,2021-12
BTCDOMUSDT,1639771200000,1640116800000,-1.0,0.0001,2021,2021-12
DOGEUSDT,1639771200000,1640275200000,-1.0,0.0001,2021,2021-12
ARPAUSDT,1639771200000,1640275200000,-1.0,0.0001,2021,2021-12
GTCUSDT,1639900800000,1640145600000,-1.0,0.0001,2021,2021-12
BTCDOMUSDT,1640534400000,1640649600000,-1.0,0.0001,2021,2021-12
ETHUSDT,1640678400000,1641182400000,1.0820234884498507,0.0001,2021,2021-12
HBARUSDT,1640692800000,1641139200000,-1.0,0.0001,2021,2021-12
HOTUSDT,1640707200000,1641211200000,0.4654039758827685,0.0001,2021,2021-12
BTCUSDT,1640721600000,1641225600000,0.4645380196366848,0.0001,2021,2021-12
DOGEUSDT,1640736000000,1641240000000,0.8042624504770699,0.0001,2021,2021-12
BTCDOMUSDT,1641139200000,1641412800000,-1.0,0.00028474,2022,2022-01
DASHUSDT,1641297600000,1641672000000,-1.0,0.0001,2022,2022-01
1INCHUSDT,1641326400000,1641830400000,2.8563822370703185,0.0001,2022,2022-01
ENJUSDT,1641369600000,1641873600000,2.5775008504770294,0.0001,2022,2022-01
ETHUSDT,1641398400000,1641902400000,3.736889886931499,0.0001,2022,2022-01
GRTUSDT,1641427200000,1641931200000,0.9209570185641028,0.0001,2022,2022-01
IOTAUSDT,1642089600000,1642449600000,-1.0,0.0001,2022,2022-01
COTIUSDT,1642104000000,1642406400000,-1.0,0.0001,2022,2022-01
EGLDUSDT,1642104000000,1642608000000,1.568007403077544,0.0001,2022,2022-01
IOSTUSDT,1642147200000,1642348800000,-1.0,0.0001,2022,2022-01
AVAXUSDT,1642147200000,1642276800000,-1.0,0.0001,2022,2022-01
DASHUSDT,1642291200000,1642795200000,3.384763235812014,0.0001,2022,2022-01
HBARUSDT,1642348800000,1642852800000,5.026730054909339,0.0001,2022,2022-01
BELUSDT,1642406400000,1642910400000,5.827003681685741,0.0001,2022,2022-01
ENJUSDT,1642449600000,1642953600000,5.323392846716063,0.0001,2022,2022-01
COTIUSDT,1642766400000,1643270400000,1.7720700551955415,0.0001,2022,2022-01
BELUSDT,1643587200000,1643673600000,-1.0,0.0001,2022,2022-01
HOTUSDT,1643803200000,1643990400000,-1.0,0.0001,2022,2022-02
ADAUSDT,1643803200000,1643990400000,-1.0,0.0001,2022,2022-02
ARPAUSDT,1643803200000,1643976000000,-1.0,0.0001,2022,2022-02
1000SHIBUSDT,1643803200000,1643990400000,-1.0,0.0001,2022,2022-02
CELOUSDT,1643803200000,1644004800000,-1.0,0.0001,2022,2022-02
ARUSDT,1644523200000,1645027200000,0.6065185571257113,0.0001,2022,2022-02
DOTUSDT,1644580800000,1645084800000,0.7542133863089995,0.0001,2022,2022-02
ANKRUSDT,1644595200000,1645099200000,-0.0349599213532873,0.0001,2022,2022-02
HBARUSDT,1644595200000,1644883200000,-1.0,0.0001,2022,2022-02
GRTUSDT,1644609600000,1644897600000,-1.0,0.0001,2022,2022-02
DYDXUSDT,1645084800000,1645588800000,2.75605906068588,0.0001,2022,2022-02
AAVEUSDT,1645084800000,1645588800000,2.887622828313695,0.0001,2022,2022-02
HOTUSDT,1645099200000,1645603200000,1.525433418836722,0.0001,2022,2022-02
COMPUSDT,1645113600000,1645617600000,1.0667010669921255,0.0001,2022,2022-02
BCHUSDT,1645113600000,1645617600000,0.8931141308865536,0.0001,2022,2022-02
HBARUSDT,1645977600000,1646078400000,-1.0,0.0001,2022,2022-02
AAVEUSDT,1646308800000,1646812800000,0.0104463177357762,0.0001,2022,2022-03
ALGOUSDT,1646323200000,1646827200000,0.4782090194223354,0.0001,2022,2022-03
HBARUSDT,1646352000000,1646856000000,0.0181049753507532,0.0001,2022,2022-03
ARPAUSDT,1646366400000,1646870400000,-0.0121896616057053,0.0001,2022,2022-03
1000XECUSDT,1646366400000,1646841600000,-1.0,0.0001,2022,2022-03
DUSKUSDT,1646870400000,1647374400000,0.1405968910745032,0.0001,2022,2022-03
1000XECUSDT,1646884800000,1646899200000,-1.0,0.0001,2022,2022-03
ENSUSDT,1646884800000,1647388800000,0.4082717509384143,0.0001,2022,2022-03
GTCUSDT,1646913600000,1647417600000,0.265735589527312,0.0001,2022,2022-03
IOTAUSDT,1647000000000,1647504000000,-0.0754555592765934,0.0001,2022,2022-03
BELUSDT,1647043200000,1647547200000,0.2874505696167249,0.0001,2022,2022-03
DOGEUSDT,1647590400000,1647619200000,-1.0,0.0001,2022,2022-03
ARUSDT,1647993600000,1648180800000,-1.0,0.0001,2022,2022-03
ATOMUSDT,1648008000000,1648108800000,-1.0,0.0001,2022,2022-03
GTCUSDT,1649203200000,1649707200000,1.7790548938708666,0.0001,2022,2022-04
ATOMUSDT,1649203200000,1649707200000,1.97987752901112,0.0001,2022,2022-04
BTCDOMUSDT,1649390400000,1649664000000,-1.0,0.0001,2022,2022-04
ENJUSDT,1649635200000,1650139200000,0.852009715071675,0.0001,2022,2022-04
BTCDOMUSDT,1649822400000,1650254400000,-1.0,0.0001,2022,2022-04
C98USDT,1650052800000,1650556800000,-0.1972757300412721,0.0001,2022,2022-04
CHZUSDT,1650081600000,1650585600000,1.1651416256025828,0.0001,2022,2022-04
DASHUSDT,1650225600000,1650326400000,-1.0,0.0001,2022,2022-04
DOGEUSDT,1650225600000,1650427200000,-1.0,0.0001,2022,2022-04
1000SHIBUSDT,1650254400000,1650326400000,-1.0,0.0001,2022,2022-04
IOTAUSDT,1650470400000,1650528000000,-1.0,0.0001,2022,2022-04
FILUSDT,1650556800000,1651060800000,1.1055676738014673,0.0001,2022,2022-04
